index,height,lat,long,rotation,width,arousal,contrast,dominance,hsv_itten_std_h,hsv_itten_std_s,hsv_itten_std_v,pleasure,symmetry,day,hour
1225,6016,0.0,0.0,0,4016,0.04001581857396411,2.483918425331833,0.43696769223380505,142302.49514151184,101792.88182461483,33345.81671914285,0.3756501680828104,14.53106240312315,29,12
1226,2684,33.698297,-116.372069,0,3884,-0.13614912626899106,1.6273115937528175,0.5150964597100997,53027.7222922124,245031.64628072022,133924.53142721838,0.46051351952490627,7.839888972487344,30,16
1227,958,0.0,0.0,0,1938,-0.031150804682259225,1.6957654260088522,0.5943365421800019,96786.30799974871,156515.59003677557,114081.7699878274,0.519198061545688,7.044924003629509,17,11
1228,1600,38.891346,-77.026133,0,1067,0.10840839167603952,2.290345824919136,0.5190121811486462,142693.21737112183,98085.86366974602,8034.769124803082,0.4403043659150603,10.799722444719517,14,16
1229,2048,0.0,0.0,0,1536,0.007800377685997728,2.083797094955393,0.4782737684706755,72885.8655947777,133965.5160682778,33484.63021546851,0.414635286225847,9.572994786888591,27,14
123,1536,0.0,0.0,0,2048,0.10527128212043912,2.007077251730833,0.5858747818421023,175670.31445153162,107656.51475800245,77022.2458298034,0.4986784565608901,10.736329035856908,1,19
1230,2979,0.0,0.0,0,2234,0.20527912313855495,2.2880247634773965,0.563484852095103,120115.31682026791,53849.684784964156,7857.44364705638,0.46957751203175807,7.091389604253438,17,16
1231,864,0.0,0.0,0,576,0.09999683628978517,2.58908064874625,0.47051045266862057,76599.58996082595,75261.13904638967,26053.070951425285,0.398991912557054,9.362590012434117,27,17
1232,768,0.0,0.0,0,1024,-0.17366809364558133,1.2040772467561234,0.645127114644555,102755.67236086451,184674.52278059363,250658.5198724884,0.5770693524874055,9.719300258370204,18,8
1233,3072,0.0,0.0,0,4608,0.07949039916253262,2.6947207169606364,0.41695053361463363,71031.18271380692,86079.63324875402,178182.4437392441,0.3544540020062402,5.960805905472937,6,10
1234,2112,0.0,0.0,0,2816,0.029588009801951046,3.8960037335917566,0.2775221226904106,89734.40127119588,169459.76268790182,204007.6690519256,0.23817588298979,9.23890100828834,18,12
1235,687,33.856375,-115.467681,0,1024,-0.038662459507604774,1.516968800572388,0.6564600225889419,164590.20695300595,212168.88458829207,162691.38024083103,0.5738784775252078,6.8637251132991155,30,14
1236,687,33.856375,-115.467681,0,1024,-0.08339589605835551,1.9531002680074607,0.46072530655923694,68948.42790931978,180400.23278987198,103093.64494801154,0.4081984201217433,13.825640732014916,30,14
1237,2112,0.0,0.0,0,2816,-0.009250994846488808,2.2862983793210363,0.4277574529732126,102888.08987843702,162320.52274509222,50719.412463736866,0.37240723549613636,7.803299421379496,5,12
1238,3648,0.0,0.0,0,5472,0.06507883470140127,2.7350242549707264,0.40789571071454034,123282.43965878604,194649.4410016119,151215.49658755952,0.3479810629801085,8.333481104437645,25,15
1239,768,0.0,0.0,0,1024,0.06548527542412597,3.7899568906226215,0.30351686861776594,49719.87597866002,138761.81985344525,169643.3157362824,0.2572871456857953,13.351083022420834,22,2
124,3456,41.919251,-87.632081,0,2592,-0.0574976244322305,2.0457388270874093,0.4469781861461646,34599.842839238445,197717.8065755333,31729.429336185673,0.3937585627327955,11.244292050040931,27,9
1240,3072,0.0,0.0,0,4608,0.016629011339782424,2.2575766588771184,0.4445908983496045,51874.12170555008,110467.21926544544,71902.81061884083,0.3845288475799116,7.909870922981034,6,10
1241,607,-1.50278,35.174045,0,1024,-0.00893067836293479,2.124993227317982,0.4697275536375168,80892.06611212801,113981.85156348356,24772.657458487487,0.4088280092295819,6.367564908902204,13,1
1242,1536,0.0,0.0,0,2048,-0.03760186016535526,2.335879611775646,0.3966828483528806,59364.67542093811,167356.07537057027,91635.40788727175,0.34815549204002527,11.476820525163076,23,12
1243,687,33.856375,-115.467681,0,1024,-0.07625639542378995,1.7922259348291643,0.5112735993334063,88864.0675667055,178556.80670374905,107956.85755275885,0.4514111534461161,7.233102148727534,30,14
1244,683,0.0,0.0,0,1024,0.06605389513581358,1.8372844172656702,0.5804631335014001,132979.80169267143,100754.33701354994,147782.296414542,0.49776447081249187,10.012033779344206,28,12
1245,683,0.0,0.0,0,1024,0.03602459953951381,3.3041533135799073,0.2924197765017206,43259.78009331789,150988.98612759807,166355.4306844902,0.250493331581073,11.150597486130332,28,5
1246,2112,0.0,0.0,0,2816,-0.046345326340975476,2.137603786423221,0.42831888511595506,81280.52707957382,198871.4539642128,30622.123941142076,0.37647600125142255,9.564497758536882,5,12
1247,3648,0.0,0.0,0,5472,0.08196318790046266,3.6380456545979465,0.3237788765549805,96277.95545219869,171363.7552501695,189085.74660249308,0.27329421362274275,8.977625772662773,25,15
1248,683,0.0,0.0,0,1024,-0.11111266478446827,1.8457682053775757,0.4619897360666149,69673.82861511837,251914.80598853258,201285.90487220467,0.4119724235658667,6.937291905126793,24,16
1249,474,0.0,0.0,0,700,0.06108574874322423,2.2086198596594357,0.4895479152047053,49270.20925637181,55905.1182093375,27641.876106130472,0.41928279643204625,8.307350189121184,20,9
125,3072,0.0,0.0,0,4608,-0.023390107551183523,2.3724032821264576,0.3972560412940208,47520.61737171445,161128.65370454753,181304.05733340763,0.34728129120446727,11.790902961398098,4,13
1250,1024,0.0,0.0,0,821,0.12637581727397545,2.5508346557421566,0.4875387512060918,153343.08783429253,79332.19568220711,82117.68687005797,0.41123458578114624,13.490137210844416,18,15
1251,2463,50.11484,8.700978,0,3679,-0.021326836367937946,2.3302282577942544,0.4128642634300637,70498.98780518453,153934.91906568827,43985.15101965915,0.3606380876356235,11.272116294997405,23,13
1252,768,33.701613,-116.372745,0,1024,-0.12633482435911164,1.4223283748007034,0.6067149546224275,122842.53441228463,198528.14448898676,171606.79442454097,0.5391381442805888,6.373184560094071,4,1
1253,1536,0.0,0.0,0,2048,-0.032260065330937907,2.6054999110013064,0.3588031257763654,102041.31339968795,220193.04328029984,121884.06328419916,0.31474064616552894,8.62405085894653,14,13
1254,2448,25.610184,-80.395717,0,3264,-0.07927574460257926,1.4776717658287801,0.5150607045645245,77481.85711829577,169820.64753568688,44882.47756084773,0.4549918077300287,7.921480990383308,7,13
1255,2724,0.0,0.0,0,4080,0.01783727182721212,2.3156391869494977,0.44069272211099897,59210.36082899681,117091.10296072884,35962.85420634278,0.38102657210371954,9.37902610896966,6,12
1256,772,0.0,0.0,0,1024,-0.046549080005059654,2.651496094970838,0.34126263761590525,71057.31190657926,243650.66362528136,135157.30680046696,0.3008859411863485,11.330801249334625,15,11
1257,1975,0.0,0.0,0,2740,0.0633947989801556,2.058968548652805,0.5285286540623761,117820.54138109082,86909.29184983617,79420.39343896504,0.4529152661447072,9.085450957242191,1,14
1258,3706,32.735658,-117.152999,0,10240,-0.08812499994512563,3.517316395362876,0.2160798380454476,104949.57535751263,151959.60000131617,109345.25880083791,0.19617650919051433,8.413570065133701,27,10
1259,1536,0.0,0.0,0,2048,-0.11741067277540507,1.7116966460393965,0.46583226420992196,49494.65012503877,258502.92650150016,152141.8744987717,0.41591774110732366,9.757427700125627,19,9
126,1920,0.0,0.0,0,2560,0.16467413215324142,2.3290222540269,0.5514716540231404,160908.60604962474,173752.53922127295,235327.56587503018,0.4630639374757647,4.86111937509746,18,14
1260,1584,0.0,0.0,0,2816,-0.0672712169645213,2.000231286484062,0.4403670149700759,103200.63737125529,178710.58528179018,62366.48339185613,0.3889602158643173,6.617631588176423,3,11
1261,1536,0.0,0.0,0,2048,-0.09758897860076204,1.9114430756873895,0.4353144160974484,23399.362063953795,207429.12783174883,34589.78048499296,0.3874988845374468,10.011868252006067,24,10
1262,4153,50.991674,-1.285544,0,2669,0.05336868525507174,2.1333281944882776,0.5023070503237033,102856.48023851271,106143.51353445955,146836.35169655897,0.43110932661458556,9.029436600830824,5,12
1263,3240,40.8443,-73.874731,0,4320,0.13897453057362086,2.238513807954852,0.5519047700827175,139660.4440646432,102729.97507952584,4458.006953785514,0.46592119109355234,6.730952628810225,30,13
1264,685,0.0,0.0,0,1024,0.036099645307886855,3.095788232508048,0.28357560058625214,92796.23975978528,147480.43957488058,132079.65974197374,0.24280477956445973,15.23369456506775,5,14
1265,768,39.145372,-84.508981,0,1024,-0.05522253587846118,2.151262058819731,0.421916772126714,52203.90971309844,210939.10281842007,29821.94917618006,0.3717726863158988,9.95559776428531,22,0
1266,2848,0.0,0.0,0,3833,-0.060354211042188494,1.7122759309198856,0.47707396244523964,75325.18259999256,164207.6075441086,208175.6701831946,0.42017300144624614,9.723734958412152,10,19
1267,683,0.0,0.0,0,1024,-0.12528002390393317,1.7091532695641671,0.49719932954817153,60608.93584328598,252871.57642455585,129146.4717709659,0.4439202557445589,8.005838815515471,24,16
1268,683,0.0,0.0,0,1024,0.12693250970345088,2.2367131557806497,0.5328430502348156,88317.78638656101,79376.1150034442,25110.323299834716,0.45052834348545223,7.215486396035797,31,12
1269,1536,0.0,0.0,0,2048,-0.018640788418911383,2.561780277115923,0.3881592011839633,54063.305694959745,177871.83012225403,100538.65773256905,0.33892203362781115,11.643181175391597,23,13
127,1012,0.0,0.0,0,1363,-0.045395554019749915,2.045843278413116,0.465031354959784,65508.572148146304,187415.57493762358,25997.488036774288,0.40826967049183427,7.813505423336432,26,16
1270,687,33.856375,-115.467681,0,1024,0.029969114328255247,1.4292902009883386,0.5710828027384198,126977.01544505342,79883.72670976236,161818.99200238107,0.4931011940786591,6.134814051929397,30,14
1271,685,51.843711,-0.547277,0,1024,0.13761293048276257,3.0656018944662815,0.372247307750842,106805.43507653949,83211.9600153728,133187.80194480607,0.3100172887672549,10.619578260236285,20,13
1272,683,0.0,0.0,0,1024,0.07816130171934925,2.875952093263726,0.38820540619313715,60251.50751133858,125019.34423536222,136488.52941385057,0.3296167166681801,8.407346256210182,23,14
1273,2592,0.0,0.0,0,3888,0.0635340612093046,2.6048626781763025,0.415205339270624,95100.97949927868,97621.8985220017,73027.49968029548,0.354478726432774,8.73022313715379,22,10
1274,1025,0.0,0.0,0,1366,0.21283380208005553,2.805375257498762,0.48121685685312476,116551.82148154813,53471.509073898414,114644.80267620798,0.3973971120012351,7.3264962911526785,2,12
1275,3456,0.0,0.0,0,4608,0.06886161851301048,2.257345477473502,0.4714104576212782,125803.73114498632,94426.97459857538,56794.011274664044,0.40277943067846356,11.50642919501707,26,23
1276,2592,0.0,0.0,270,3872,0.11631538922009632,2.6328506710182142,0.5097939221700685,81761.77273470911,108749.74505717243,21950.61077864476,0.4315348062107526,9.23095337554595,10,0
1277,3097,0.0,0.0,0,2057,0.03522867575881683,1.676841953666076,0.6500101518454943,132481.33004649708,85817.72810556104,169878.4746033339,0.5611430803300158,7.556949716637372,21,9
1278,750,51.001279,4.516839,0,1128,-0.11995743136760026,2.584250066592615,0.2940891865786329,192735.699817133,278937.6,82230.92939196703,0.2670020246569167,15.787524988267922,7,14
1279,2592,0.0,0.0,0,3872,0.12551465319325059,2.3668767993719517,0.5294065582231519,152998.3657882949,127127.2896320849,169537.6763167671,0.4476805781052694,9.389500936989725,5,15
128,2004,0.0,0.0,0,3286,0.14287323138873856,2.314743289856227,0.5391556090380619,107500.3305304996,107856.06352060138,180624.2229953299,0.45447195510755956,7.400184023514456,18,12
1280,3072,0.0,0.0,0,4608,0.03631624846522831,2.9324384710404288,0.359685214825265,48842.838878613744,125550.13209805875,138284.23448422778,0.3088862746235709,7.645356497091141,6,10
1281,2112,0.0,0.0,0,2816,-0.02324540829014396,2.161085530248069,0.4473172058563677,106988.56593113116,168150.26420270652,21250.074556731954,0.3907462365783361,10.043875337170093,28,10
1282,4000,53.224816,-2.885887,0,6000,0.06843614297396963,2.5431186885794164,0.42795867200657106,102276.29034738315,100647.37049838908,61889.93467618319,0.365081942323782,9.570394977289482,16,11
1283,687,33.856375,-115.467681,0,1024,-0.0533269025421729,1.578875973756878,0.5928843968846775,107052.74344919891,105670.5923643849,148225.41779555444,0.5200777704503817,10.410109733295306,30,10
1284,1536,0.0,0.0,0,2048,-0.11353805312605894,1.775463015516686,0.4899019541888246,67140.40554316007,239596.22626126645,71171.71526667036,0.436448778741729,10.704986816338733,23,12
1285,2048,0.0,0.0,0,1365,0.08256452283495913,2.3090505827799865,0.4851515137029419,140761.01123140912,96188.79610349638,60185.600588697474,0.41339085281629095,10.477575823258746,3,12
1286,3456,0.0,0.0,0,5184,0.05342965516694756,2.0067148015595553,0.5256745779671428,122033.84660708775,115746.94859839718,202657.54187353165,0.45139850860736286,7.6877421721775665,28,14
1287,2832,0.0,0.0,0,2128,-0.04200183759979842,2.1190948233605016,0.4398866065066473,53766.64618877477,185198.1189595618,144034.65949863903,0.38610342246551604,9.105071750756725,21,11
1288,1531,0.0,0.0,0,2900,0.00012038169525821485,1.7684163294446278,0.589398087846172,103264.07965529716,86656.61065469847,106639.29241554864,0.511889959475069,5.79292759252005,28,6
1289,805,28.036285,-82.418532,0,1024,0.11704384866317602,2.0899840995512053,0.5772125291762003,177905.9519686986,134611.62231397408,77671.24478781635,0.4900186082140085,11.716907004482865,11,14
129,686,28.036285,-82.418532,0,1024,0.10702335444661895,2.0575390443084114,0.5815231983352491,143151.44274178852,125133.9356376199,75867.161259372,0.4947298891190892,12.265769535726733,11,14
1290,4000,53.224563,-2.885631,0,6000,0.0949645540763411,1.9932475635975797,0.5595856302098673,120459.07913501396,147987.53195266146,173863.8125705161,0.4768409416223092,9.160837635811735,13,14
1291,3072,0.0,0.0,0,4608,-0.04813694853392167,1.8305159588138582,0.5836190089115556,87811.55844319255,119812.92951363805,101691.89985878368,0.5115295867049177,11.397752135791425,6,11
1292,1584,0.0,0.0,0,2816,-0.07745353932067114,1.9407160787587832,0.4580337056045247,32868.22592312115,163819.1981464932,100315.06416618924,0.40528703629338936,6.108126923683737,3,11
1293,681,-1.50278,35.174045,0,1024,0.03214061092390538,2.7259839016812966,0.3996532414064241,41210.82354188035,116188.11950866577,205897.65484984685,0.34400226271732054,6.350160314837546,15,0
1294,687,33.856375,-115.467681,0,1024,0.00014454352414056126,1.3498111344175505,0.5979430076058023,137321.70363238288,126032.11730443951,280097.03122073016,0.5193090250983861,10.495066813939854,30,9
1295,768,0.0,0.0,0,1024,-0.05674479407791126,2.112362318253649,0.4212617240595231,67166.41272863494,222045.64443969622,42321.13446021976,0.37135072821339704,9.963129683859158,17,12
1296,1584,0.0,0.0,0,2816,0.034245719176090844,4.462100842530224,0.2520521476827961,73951.65323822496,127004.86435156726,163848.31271229702,0.21560514240779144,9.762225743624224,18,12
1297,2176,0.0,0.0,0,3708,0.04854391532353762,2.786695597624881,0.31743078053033413,92702.90265801942,100925.53256020005,136957.6482720926,0.2710071478933457,17.618090709628806,5,15
1298,681,0.0,0.0,0,1024,0.08433061539783342,3.1504596565330005,0.37810617774621563,100861.50435374242,155794.65870613154,121351.0235171779,0.3202497801223006,8.828804190363405,21,16
1299,3888,0.0,0.0,0,2592,0.08674504280069953,3.39511925906817,0.344827667051506,118150.70896622763,140763.53173261887,163557.81089538,0.2911137729793204,11.421025864830913,30,11
13,1884,0.0,0.0,0,2835,0.0817581603941489,1.9497770145745676,0.5813125152514712,80757.41660608572,69567.9743847699,69869.35136540358,0.49698605449771793,10.184876742254003,12,13
130,3072,0.0,0.0,0,4608,0.03002790084046003,2.1431067447807437,0.42109543808217,109656.19030887201,120394.6615255012,125722.7089917419,0.36282911519843963,7.267414438491262,4,12
1300,713,0.0,0.0,0,1024,-0.13980209332374258,2.217420302013123,0.34274061589046567,201792.2965779968,292044.8,87297.68116177098,0.3111724012689754,9.715123650822507,28,10
1301,690,0.0,0.0,0,1024,0.08404582598177965,2.2507386625859063,0.512675332837365,114625.93025794817,86374.54833687989,85898.22127766481,0.43715271833853386,11.721474402966868,10,2
1302,4000,0.0,0.0,0,6000,0.058396171023103655,2.6095106375023094,0.42830683931565305,128976.7121281547,183273.679199824,54707.25389034092,0.36635360798121314,8.379206714648998,14,11
1303,680,32.733758,-117.15448,0,1024,-0.026638418488287574,2.7705844363530163,0.341407490979281,67005.04973300314,190809.4054432328,109339.22155790616,0.2990895377903125,9.604453687268503,31,12
1304,687,33.856375,-115.467681,0,1024,-0.02027847126906754,2.1196403618604003,0.4759754703063484,125815.70851778936,139509.50075833546,44043.56091416769,0.41534996008959507,12.46815302372981,30,14
1305,1584,0.0,0.0,0,2816,-0.027514685045774673,2.136166157096542,0.4436904803557329,118526.26601165948,135038.06150178547,16033.749966866766,0.3880085316030041,7.100008927980701,3,11
1306,1536,0.0,0.0,0,2048,-0.03584312686320222,2.4024136725663534,0.38303684286533085,81876.88079773598,205337.68943825192,97108.9967819666,0.33613392872753994,12.610075686386676,6,12
1307,1333,35.650981,139.401625,0,2000,-0.02139139166760695,2.38845672544258,0.4016568457011067,88402.54953368458,160708.32755224605,125660.25149673314,0.35091049998281226,11.008090831743761,16,10
1308,3072,0.0,0.0,0,4608,0.05319085466095895,3.3801968340663806,0.3134064367149283,71125.19944826557,132649.58234174733,202883.41266900612,0.26706331767671293,10.313642801300146,6,11
1309,3456,0.0,0.0,0,4608,0.06995621238059921,2.226751790526939,0.4751105594644633,118260.3560200966,110594.96876187451,51970.07372196682,0.4058873537286817,14.401413744170979,26,23
131,3200,53.2249,-2.885853,0,4800,0.15154472215202147,2.437696600519474,0.5009023153044928,135221.15404177294,82453.38928291546,150164.3969484408,0.42041120196771986,8.847871494107455,11,15
1310,819,0.0,0.0,0,1024,0.044099197042441945,1.909714799860463,0.5625780934018069,166299.4828364378,120355.82588541362,90857.96194060265,0.484350575786881,8.948284843244354,2,3
1311,687,33.856375,-115.467681,0,1024,-0.053706411638202445,1.4883597673267162,0.5438247966043438,110437.91694959963,140416.34106840985,149546.4867947979,0.4775053684913945,7.369762546884904,30,13
1312,683,0.0,0.0,0,1024,-0.09896548257879781,1.6318983105893388,0.5507908849100938,94190.40260321407,183225.22456976277,115126.46025808124,0.4879249181733984,11.033495309840816,11,12
1313,2592,0.0,0.0,0,3456,0.06499047771363173,2.393404234718316,0.4564070334285644,88719.99952566126,109819.72632746815,46406.7747712192,0.3901224458101641,8.374887821903805,4,19
1314,3072,0.0,0.0,0,4608,0.029919064408512205,3.122371814092389,0.3309218540972087,49999.359321450866,137587.9597299124,162226.68319429518,0.28452243550680434,9.099716909276143,6,10
1315,1536,0.0,0.0,0,2048,-0.05298966557056822,1.9694338224010037,0.4818408825660504,94697.49642589995,172404.36013581557,89791.49918561333,0.42360216074915696,8.269306977018822,23,10
1316,687,33.856375,-115.467681,0,1024,-0.009908199234355375,1.535587983150945,0.5864165999007613,140586.17507362994,228720.15474426385,230735.38289131122,0.510268667058913,9.67744141971466,30,14
1317,2848,53.224819,-2.885889,0,4288,0.10772811133605556,2.500176892222276,0.477854302998871,82101.58133305892,83465.17320176122,182577.65795469668,0.4046237718631898,8.569232760658167,28,16
1318,419,0.0,0.0,0,1024,-0.04416887077320285,2.0927516627661586,0.45510982468904926,39395.13865384351,100070.41965815872,18055.614017683132,0.39953423800162685,12.967757472449941,18,15
1319,3200,53.224544,-2.885645,0,4800,0.07674867929718748,2.2309184595014573,0.49159399766776996,121736.26307468489,148553.871598959,124475.64660696575,0.41954772418060055,9.885050832168472,13,14
132,687,33.856375,-115.467681,0,1024,-0.09202494442527408,1.727945444810086,0.51982432665979,79432.16885913834,173505.73067031533,142251.5514174333,0.4603599195542964,13.7025049599752,30,13
1320,1536,0.0,0.0,270,2048,-0.06596504917490263,2.2450090620788004,0.38130986787964977,14596.494681943333,209821.31318014383,80166.32584820138,0.33754204777979446,11.137287737193233,19,11
1321,1024,33.856375,-115.467681,90,687,-0.035513740505422386,2.0562040699193638,0.4649683904349538,132995.71607511773,153163.33706680592,189854.88298346888,0.4072609768710831,4.510771784441376,30,14
1322,3072,0.0,0.0,0,4608,0.04956269719339268,2.6971777340114858,0.3882053926905033,74516.15468287547,124321.32163004059,153113.5047915616,0.33237766532023566,9.69357538636316,3,8
1323,687,33.856375,-115.467681,0,1024,-0.11418173454425232,1.5035769766306586,0.5955608293163832,98615.94503510406,163363.8561305407,164530.48436687957,0.5282773286526151,8.738894308169664,30,13
1324,1804,0.0,0.0,0,2526,0.19817673903424285,2.281303445035595,0.5698304275598112,125401.30601415424,58214.97364561802,151909.5926625073,0.4757744217527117,8.497150369476993,7,13
1325,1024,33.856375,-115.467681,0,687,-0.145763902585168,1.6095604401151304,0.47584352691152754,63212.59088319879,257082.07187168844,114237.57652658195,0.42734995290940847,8.294487850702462,30,14
1326,683,41.221979,-95.927295,0,1024,-0.023204502665238214,2.362551838883442,0.40562550812492276,145361.05884161533,167271.80539541025,154716.26328289544,0.35453238717704344,7.627251155668893,30,14
1327,3456,0.0,0.0,0,4608,-0.0758169604699365,1.6813646263520596,0.5185124615349405,119765.58153882665,162301.62528773394,43545.56152659725,0.4576557961695549,15.34078648737787,26,23
1328,1024,0.0,0.0,0,668,-0.004090726473032713,2.3122472648115022,0.4252890759328328,35115.90076288645,131731.22457883705,53479.90065020274,0.36976522938358525,11.548486188153607,7,23
1329,855,0.0,0.0,0,1024,0.07011166324742145,3.794364170551385,0.3049452779536643,62738.574727462,147011.213255316,210822.04461583233,0.2580811020878875,9.738876221616122,23,16
133,1536,0.0,0.0,0,2048,-0.12799435725697247,1.4068683030462568,0.5078489932565848,53590.41805055577,172932.63322531118,72698.82931657153,0.45343170406574007,6.790915702317597,14,13
1330,683,0.0,0.0,0,1024,0.05947361790575165,2.1912476139982457,0.49161680361910365,73667.06408376964,72202.23436875067,152259.65948631597,0.4212352968036445,7.635732646844126,1,13
1331,3264,0.0,0.0,0,4928,0.023371543694810287,2.890328762202001,0.37269023854865946,83530.41110976688,144356.51016784797,107090.51906059035,0.32143104878624235,7.935301071363109,16,10
1332,2560,0.0,0.0,0,3200,-0.0023765655048210155,2.703834812999509,0.3575915535205463,70579.97819022993,189332.83555305455,108013.7806300659,0.31080336999039226,12.924909424797116,14,14
1333,2048,38.634384,-90.288336,0,3072,0.025198175559089597,2.694249798900119,0.3613421072574823,76477.94908483243,136207.63768981534,160374.36129534198,0.31139867058643866,10.659690092013467,12,12
1334,1536,0.0,0.0,0,2048,-0.10350578864658315,1.7786473538852694,0.43530890156901075,35572.92819921726,223808.5734743868,48098.054783951506,0.38806531449573817,8.056844260144583,14,17
1335,1024,25.612041,-80.401725,0,683,0.05920573129951345,2.400292766019348,0.4403555163816835,81856.16231265399,84334.60311781873,102879.83973980951,0.37673991859076705,11.70776224539764,3,12
1336,2125,0.0,0.0,0,3462,-0.012939908043680004,2.3314643871752425,0.4202977552556382,78206.28837496949,133522.71298531946,43683.31527660825,0.36628450406233787,10.479931705840793,14,13
1337,1536,0.0,0.0,0,2048,-0.08161524055526244,1.8933885631057636,0.43876654812179056,36201.17377010493,185157.9483841836,56767.21203887563,0.3889549827054925,9.767170547260651,15,0
1338,1024,0.0,0.0,0,731,-0.12840445262834954,2.414246497333358,0.31479801289530857,206886.6322559827,299417.6,70306.63978759205,0.2858034590760038,9.895408391363167,4,12
1339,1536,0.0,0.0,0,2048,-0.09721239095376798,1.8394721643239766,0.4273496202766205,36271.05399396788,196875.62117804223,55883.57762944912,0.38054497667959,8.30140609211836,14,17
134,3456,0.0,0.0,270,5184,-0.13294958876325969,2.3317108603623433,0.32594092729057217,193301.73711468696,279756.8,66937.57963124219,0.29592005240854574,13.610096312792553,16,12
1340,1333,35.650981,139.401625,0,2000,-0.019677729585768314,2.3269980584577485,0.41726689320531213,27247.897504007327,162135.78255968052,54094.896212325075,0.36430263366246163,8.359463112612858,16,10
1341,3072,0.0,0.0,0,4608,-0.08009804173504623,1.6514758680291741,0.5566034142243134,76418.98041099185,167913.99543409116,121251.96215686116,0.4911516955618918,12.325392212589097,14,13
1342,1063,0.0,0.0,0,1600,0.0729558174805845,2.179547276736307,0.5113938861290146,107070.34112312438,94602.53028328577,165188.24465304895,0.43711041079692275,7.421977684532232,6,16
1343,1024,34.149708,-118.286383,0,875,0.11833739766969716,3.2946368755128335,0.37063928693877796,125784.23777599834,86358.6086432615,182188.27293093142,0.31048159158282235,11.701588356775734,6,11
1344,1536,0.0,0.0,0,2048,-0.1078755133201724,1.8603378272234496,0.42800412611935185,40296.273400898994,258927.82577359272,30835.324191582615,0.3821428622635315,9.3460723101289,14,17
1345,1500,35.649903,139.400925,0,2000,-0.012308589999418307,2.343524445520046,0.4127551858397969,73146.2826054749,171318.03086610584,37158.44766222974,0.3596727144018712,9.198972904266538,28,23
1346,3648,0.0,0.0,0,5472,0.08380477756472682,3.6170410520226506,0.3264768147978392,95966.09728730014,169371.5125522589,187430.20258633757,0.27545962539273905,8.834673834816947,25,15
1347,3200,53.224369,-2.885117,0,4800,0.14203398401676012,2.1557661920131763,0.5438880188838818,141815.51265660452,136189.53478531307,156182.92781294062,0.4586631505088427,8.618679943120739,30,10
1348,1024,33.856375,-115.467681,0,687,-0.05329263519690208,2.033127442594319,0.4462377533657974,117951.86516329447,165041.6655630935,59263.73278827448,0.3927095279530645,15.968054672733066,30,14
1349,1024,33.856375,-115.467681,90,687,0.05701352373830809,4.150582269343178,0.28091753696937577,126506.30549963376,121864.20331598612,160128.63456817044,0.2384771459911017,12.171816930420952,30,14
135,687,33.856375,-115.467681,0,1024,-0.0799114132986379,1.5870382528502678,0.5634309231245686,109906.32440931989,195681.30928282344,149536.8518749364,0.4970634778160553,8.596092455731913,30,13
1350,3072,0.0,0.0,0,4608,0.06975908806815292,2.7407812814175796,0.41406824952018456,60403.44555753607,112533.63456780376,139560.04851038932,0.3528901707460015,10.104290911503286,3,8
1351,1500,0.0,0.0,0,1000,0.08365272493071838,2.3920451597045407,0.4659004408435127,110872.32401230204,73887.28290470559,57031.25056980213,0.3965659339309353,11.097652917488357,4,10
1352,768,42.475998,-83.149166,0,1024,0.02919560258422066,1.9010836305898295,0.5255247942584297,113960.26407627061,131996.59532972812,129789.13887019463,0.4536080178186249,8.97066678160803,19,11
1353,683,0.176352,38.192836,0,1024,0.13889867583662296,2.6592834332600455,0.4847704821072913,116785.05392909754,93132.90346510196,61799.48636428048,0.4076213210505995,6.519346220789136,6,16
1354,512,0.0,0.0,0,1024,-0.023853541415353452,1.49947140631718,0.6246369038181636,81403.6169408679,105879.21800353457,121975.79697719635,0.5448099150594046,8.021680620270834,6,18
1355,3072,0.0,0.0,0,4608,0.18247465206990943,3.0478218994101858,0.4512363616201528,90020.23731300028,46847.577771321325,130346.26250960256,0.3742895032822236,9.773417169569806,3,8
1356,768,0.0,0.0,0,1024,-0.05178202380176572,1.8766330865697765,0.49728583621799605,60727.48782470752,199382.6836348633,120529.20122802883,0.4368997599065063,6.534307545235735,23,12
1357,1920,0.0,0.0,0,2560,0.07637151058994882,2.00746806602019,0.5614083532346507,164975.6060780906,156781.84636187952,239784.08232407755,0.4802190110989324,5.4964200366988925,18,14
1358,683,41.221979,-95.927295,0,1024,-0.01475261341978866,2.3007074877795812,0.4091035403142384,173744.01640983848,188402.02934214906,188687.82731332252,0.3567371527716614,7.7278752278439535,30,14
1359,2448,0.0,0.0,0,3264,0.01140215833354416,2.1250921268586,0.48356967199402334,74696.4996826045,129722.00638534696,150763.8395128841,0.41888714003753613,6.137773695941856,29,15
136,687,33.856375,-115.467681,0,1024,-0.008383945022290784,2.858098398040463,0.3486864356117,105209.08311864838,141532.01229629994,134286.39831593767,0.30364909709142024,13.482510951072475,30,14
1360,3072,0.0,0.0,0,4608,-0.03692237963962122,1.8973516110682878,0.500709431818926,98969.67307659902,151432.02244518825,118381.14598288962,0.4384386303526113,6.6423199582089945,6,11
1361,6000,53.224383,-2.884787,0,4000,0.12461807585538376,2.554135110958946,0.47651365355082775,139754.213684438,87411.02486894888,117654.30938228409,0.4018288092153468,8.859981526875657,10,15
