index,height,lat,long,rotation,width,arousal,contrast,dominance,hsv_itten_std_h,hsv_itten_std_s,hsv_itten_std_v,pleasure,symmetry,day,hour
1042,687,33.856375,-115.467681,0,1024,-0.10998568806177153,1.208507879297769,0.6820988623056345,159663.5347968763,185114.1445450347,235863.15500871828,0.6030318881193947,7.361625707684516,30,10
1043,748,0.0,0.0,0,1024,0.08543165721339019,2.213425299431754,0.5035514740970671,140844.27304552437,120060.68269104588,210238.51311044054,0.4290947117848848,7.589211412489096,14,15
1044,1536,0.0,0.0,0,2048,-0.11989007937273963,1.6062856570335857,0.47112926740839167,25237.703055151433,214936.80804980797,45491.638946074476,0.42075763868642885,11.338701150422812,18,11
1045,1932,0.0,0.0,0,2576,-0.04135668688286298,1.8943500916502418,0.4918051286297722,80551.58595169516,196231.5264768635,152767.19846223533,0.4311331978425749,10.462355757390153,21,8
1046,1024,0.0,0.0,0,780,-0.10073581176326392,1.5770685869841357,0.5745012745602209,104035.37360276391,178952.1845655984,154136.74795021032,0.5086886781402188,12.60764771023659,23,16
1047,687,33.856375,-115.467681,0,1024,0.00518843675035871,1.7854151232048583,0.5903332495026756,148608.91894163014,144114.9430927966,181825.8898415368,0.5122128831058554,7.920016472439478,30,14
1048,2848,53.2251,-2.885873,0,4288,0.22363399206279994,2.937705480972189,0.48248976328232535,159666.0858982131,114303.05286386711,178646.47546170308,0.39745998177264263,5.712408836556575,30,15
1049,757,0.0,0.0,0,1024,-0.06325529185454844,2.1523656195411287,0.42325649899829737,69931.58210033257,233475.19039212712,157490.4761254541,0.37371175695313896,10.635875293332749,13,5
105,1024,39.145372,-84.508981,0,768,-0.04484662647505283,2.1997958994839406,0.4200893560438172,53075.30619946216,198932.1201883698,34257.14881111192,0.3691838376502008,10.758334855982671,22,0
1050,2112,0.0,0.0,0,2816,0.03116994910443581,2.88387121724261,0.35950248223091186,88202.34477419898,150955.18126728872,143313.29296567946,0.30922440140444507,11.39939322792751,21,9
1051,3648,0.0,0.0,0,5472,0.014838253377614574,2.4582602748465128,0.42076610351863575,106087.29020114626,155860.09904090269,155198.07972251318,0.3640095186160771,9.764500379828513,25,15
1052,681,34.146081,-118.290009,0,1024,0.05141498458333654,2.598681137110988,0.43075590363966093,54187.48884967206,112895.19584357875,78818.9641182036,0.3691546353771211,13.64350831651827,1,16
1053,2381,0.502618,37.554016,0,3178,-0.05462261777685366,1.8907108647701465,0.47981538067252516,133670.7364660975,181753.81547863033,111631.41632573192,0.422000628373795,9.396529590324413,3,5
1054,1923,0.0,0.0,0,2718,-0.15870870926387648,1.9532639477558824,0.38909231948563267,204905.50171454376,296550.4,108519.94084754909,0.3532548690066928,11.51102033487048,13,13
1055,2048,39.144623,-84.509003,0,3072,-0.039783559406231433,1.9965536005243565,0.4602349563274472,45407.321203621876,170586.75031971268,24484.859326167716,0.40356213026885634,9.827148676674419,19,10
1056,1584,0.0,0.0,0,2816,-0.08713578999727863,1.95136005106035,0.44510744827184795,42047.4983124244,181459.11627625657,50559.59320115883,0.3949951186969366,8.891172164528063,3,11
1057,1536,0.0,0.0,0,2048,0.045303348718378794,2.331601071606248,0.4530304373694713,68243.47686531415,125937.81011213432,24650.55461174589,0.38909044922235936,10.351794889288598,13,15
1058,768,39.145372,-84.508981,0,1024,-0.080359310335199,1.9455598808091712,0.45514593554498556,61485.35928847886,224305.88916976744,77239.74109657973,0.4030594905507181,9.03710477252447,22,2
1059,1024,42.302871,-71.086303,0,746,0.029314311837990395,3.4069555856082085,0.3140801117203612,55729.87958646799,155808.09094703651,151612.25951822705,0.26995349920216477,11.496727448627357,28,22
106,2112,0.0,0.0,0,2816,0.0008010253449520777,2.0347897926095095,0.48879131779780033,165720.6522505066,156022.82010090703,38279.43851033694,0.4244456745021792,9.171492326923536,3,11
1060,768,42.475998,-83.149166,0,1024,0.010388308536529361,1.8657952923889887,0.5396191448829533,112026.92408747104,127478.0335110328,126002.9855545759,0.46766487450468675,8.350665845650923,19,11
1061,1770,0.0,0.0,0,3585,0.14937282722375475,2.6702278712502476,0.4760559051117046,32536.040842767306,26826.183153031667,35948.89001840746,0.3990413795130956,8.534999207657096,8,12
1062,680,0.0,0.0,0,1024,0.026958528404643634,2.955557903074543,0.3581750774857445,107511.25710077476,143244.97488847558,131589.4717428243,0.30847810742279735,9.193378677321556,16,7
1063,683,0.0,0.0,0,1024,-0.04748846468277779,2.3982721422607587,0.33440190511897416,64310.1676413268,147392.1590066446,166297.91782687948,0.2950179761443916,9.388223185606739,7,14
1064,1018,0.0,0.0,0,1024,0.10556538527232615,2.1973853193421347,0.5236470711898881,195256.68482467436,205364.120671163,133212.58685608086,0.4446043102974916,9.824964960135285,10,15
1065,2736,0.0,0.0,0,3648,0.005935157218460302,1.8469095318684938,0.5513638092458959,118675.26986697776,121516.11323376007,61342.81523264698,0.4782952168434105,9.154657098304554,27,23
1066,683,0.088319,36.839733,0,1024,-0.04068890710256984,2.1143864777850414,0.4390891616198137,46626.0168831618,163147.04002046742,54141.268069950325,0.38528407628561223,10.590972281092368,25,16
1067,4000,53.224277,-2.885706,0,6000,0.12972320319947808,2.7640721671498496,0.43529471635399253,112175.43190046365,88055.57724210319,94580.49529839061,0.3655366508184495,5.786639028710943,13,14
1068,1949,0.0,0.0,0,2598,0.09443744486618663,1.9709070672552271,0.5726412880451308,127388.37639936646,161614.08208024447,151111.64244359202,0.4882308754512508,6.930960581756664,13,13
1069,1063,0.0,0.0,0,1600,0.020714556159038527,2.0843508896643153,0.494981468860801,98345.31987875963,115447.02027856761,166512.94756130993,0.42789943097001765,7.517258388234407,6,16
107,3672,0.0,0.0,0,4896,-0.06971748064701284,1.9269750529174539,0.46578890774795734,78979.5317450456,198659.24305966735,81482.91912214895,0.41127569934932434,8.387456898465494,5,9
1070,2000,35.650981,139.401625,0,1333,0.006865356116343702,2.4979858397009806,0.41863969570038,94253.35373991857,133340.8260190404,86948.22165838446,0.36293241746917726,10.919802311771859,16,10
1071,1024,33.856375,-115.467681,0,687,0.04280682078998149,2.089008088286298,0.47027904601949133,128963.01918896491,84237.13319575874,175857.17833704335,0.4043121584946968,14.771106121216187,30,14
1072,2631,0.0,0.0,0,3854,0.08066311694385658,2.695279074765878,0.4376336508076708,123313.68516240739,105488.44472718326,78851.08626180534,0.3723044008488259,9.424332932651872,14,13
1073,1536,0.0,0.0,0,2048,-0.09773209338198863,1.8550616090411,0.4372793246693758,24086.56806534851,213846.7587059481,55530.23467145323,0.3892192553329387,10.630385352685783,24,10
1074,1536,0.0,0.0,0,2048,-0.10199869720493934,1.8025840222112726,0.4404912316355451,19746.687194733873,201915.14309194344,113626.03497731788,0.3924207529986394,11.969668727299206,24,10
1075,2670,0.0,0.0,0,3751,0.06746490324273807,2.3907565890366516,0.45359822742349,104940.15353841762,81414.45135453533,142172.4872493503,0.38744406781303325,7.937340318927434,25,13
1076,1584,0.0,0.0,0,2816,-0.04829209507114937,1.6516552260563644,0.5336488453257349,132695.75210671467,125099.86889905202,132931.27257596937,0.46814468572025025,10.290665341989433,3,11
1077,687,33.856375,-115.467681,0,1024,-0.035124378916940674,3.115314377112703,0.29546599788182915,62258.937031829686,224596.7643565686,147673.22582648488,0.2600078726379071,4.675645103620687,30,15
1078,1024,0.0,0.0,0,683,0.015446390851083791,2.6456651093220245,0.38833590350888797,42871.84012910521,132894.0743368191,87506.01865903598,0.3357846652059936,14.638100055607582,17,11
1079,680,0.0,0.0,0,1024,-0.027012076651299816,1.6712372345061393,0.6077225203061097,135578.1067960048,131665.9152780248,144324.9743930535,0.5304244355189405,10.93352728473388,5,11
108,1958,0.0,0.0,0,2669,0.10146790296794075,2.6644196050533053,0.4634146500909042,84415.65187445328,119143.18595941608,131038.54620004841,0.39268707614328596,8.984020218590354,2,12
1080,687,33.856375,-115.467681,0,1024,0.056523343224306216,1.995066267246863,0.5792421644378801,130368.32686405595,153582.58207049393,130630.63859855646,0.497624136338478,9.266045819181592,30,14
1081,1200,0.0,0.0,0,1600,0.16025335606405897,2.5398342550334965,0.49637692092030755,136685.72633539076,82591.49280307264,97704.18748787927,0.4156400781389386,7.120455426821524,30,13
1082,2315,43.819418,-79.186191,0,2315,0.010670359927582945,1.9093580107656498,0.5285340290234404,137773.31060739676,132984.43492288864,171942.6676721698,0.45801004593477035,9.859297638813336,27,14
1083,1664,0.0,0.0,0,2271,-0.025226514041833542,2.0983203236663046,0.4512917192267084,209652.16036529015,176044.69867280865,156575.39996010443,0.39438942392608256,7.113653397919388,12,11
1084,2749,0.0,0.0,0,2966,-0.05751893951919114,1.7405482304902944,0.473793396477283,97131.7955583489,201526.30324143794,315694.6731525397,0.41705005572689935,9.471401583010076,10,19
1085,1860,32.175757,-97.79776,0,1928,-0.11939048401911256,1.9407535573403325,0.4275261219316729,76511.74060379378,374002.8598738785,238993.35600853473,0.38283938389567196,10.192786421415208,14,13
1086,2848,0.0,0.0,0,4288,0.008655945484056071,1.9413669535005493,0.5143133922639781,142678.1342324589,192612.898575355,189337.98496574556,0.44585367267965564,7.195536623479019,19,8
1087,687,33.856375,-115.467681,0,1024,0.05453078193932501,1.787737070903322,0.6041421381023916,130964.4577006805,106203.7614712398,317852.6838301039,0.5194425235609247,5.529036995810417,30,14
1088,3200,53.225136,-2.885848,0,4800,0.1283112137078645,2.434053975964552,0.478016180077921,138710.53999206002,73261.78188823965,72260.23490289955,0.40277723519242065,8.87232414505619,30,10
1089,683,0.0,0.0,0,1024,-0.11002033222503697,1.7292481380056908,0.5015336055253491,94895.26946264967,247300.05816707766,142863.0469350124,0.44621144522980055,6.792103990115583,24,16
109,4000,53.224816,-2.885864,0,6000,0.11896301208378415,2.837904585863094,0.41821175650174275,109061.46305205865,94169.62770787618,100938.96941992005,0.3517386374954062,8.094121526817132,16,11
1090,713,0.0,0.0,0,1024,0.11289522952296042,3.2803737495495957,0.3791519336231606,77845.09736257569,95483.1070390988,149078.32194148446,0.3184003567915298,9.688047087888608,14,14
1091,2736,0.0,0.0,0,3648,-0.019677547232501577,2.61590509517891,0.36952014062975136,105670.7127203812,208088.19110233043,151495.34825201728,0.3228338046529686,7.268990795825147,31,13
1092,4000,53.224816,-2.88587,0,6000,0.06716394499922762,2.4589205497440894,0.4394322299714874,93512.33079593774,113848.9714342646,80465.87779232193,0.37516972953943195,9.699677282460517,16,11
1093,1536,0.0,0.0,0,2048,-0.03576724768333732,2.408586291021176,0.38752761060746865,95594.97210802112,208550.60852809803,109337.35735176092,0.3400269061793016,9.184195085067381,19,11
1094,4000,53.224983,-2.885831,0,6000,0.05742998874573632,2.316729777830676,0.4581767571210573,97621.56598768987,100027.18112313272,49689.545341270954,0.392389382001085,8.58290787676058,16,11
1095,1074,53.227875,-2.884029,0,1158,0.08570468304283738,2.2993709253747947,0.6024461007897712,88976.87730934493,55006.71182683073,116078.59570231811,0.5149599041601793,12.638221667821405,25,11
1096,682,0.0,0.0,0,1024,-0.11758080450101474,1.747987344727599,0.4830217424912521,12399.438094347484,235562.9947887401,140681.4791987757,0.4308635002711386,7.809695515597704,24,16
1097,683,51.848583,-0.540153,0,1024,-0.022526336329464366,3.0122903710817353,0.2884025326150704,32738.872196858312,218874.90946255124,177075.14437536272,0.25265690355591897,9.541095390217382,13,12
1098,1584,0.0,0.0,0,2816,0.00840383234954023,2.169492876863037,0.4619802292474883,105560.88859042444,112361.35225672572,24411.57549196692,0.40042583056412734,9.725767681459216,3,11
1099,4000,50.994554,-1.279402,0,6000,0.19769190400217845,3.416357034463629,0.4110765753039275,116921.87460104385,118122.53254413401,136380.9939088125,0.3379409916373146,8.86376980252184,10,11
11,1024,0.0,0.0,0,697,-0.08531445284491558,1.8286180170134247,0.4871780258823281,82060.5306773942,191760.04645034898,36174.58283872194,0.43135824703340436,14.151513539164714,18,15
110,512,0.0,0.0,0,800,-0.08634567585024393,2.009519659999215,0.4266783649090775,90870.06720067702,155511.7164936456,53155.31042980455,0.37891288866125766,10.096940141518362,15,13
1100,687,33.856375,-115.467681,0,1024,-0.12465909686766302,1.6347359645406996,0.5101806996948588,73215.66080536778,191657.0998367658,159167.3536899658,0.4551348360680252,5.555076446853475,30,15
1101,2112,0.0,0.0,0,2816,-0.05779892246602855,1.9964284162855577,0.45267622329834256,102174.77442353372,206713.95710846427,21286.299177326873,0.3987364861646972,9.56308758580793,18,10
1102,3072,0.0,0.0,0,4608,0.045132785000046485,2.6477303094774824,0.39155026147236427,54786.7146233667,109821.225597969,133748.77086371882,0.3357104085121966,8.83257345870184,3,8
1103,2592,0.0,0.0,0,3872,0.00785354155272952,2.863018351189409,0.35079060989045246,40256.25742319102,159146.13875177744,107371.24363730832,0.303909009837806,11.199189509292525,20,10
1104,2112,0.0,0.0,0,2816,-0.08305576284804296,1.9247715188227226,0.45333779601261304,70538.63467159917,228580.06613053553,78010.22955142913,0.40174941305103945,8.172892032297337,5,12
1105,2848,53.224586,-2.885695,0,4288,0.2009337361158145,2.5240153686808235,0.5183876754094033,128879.77623114065,108739.6352890702,163842.86404017993,0.4308294107107468,8.506978121314317,30,10
1106,695,51.848583,-0.540153,0,1024,0.030705455309600366,2.591155876708842,0.39127612501427605,102152.71590967232,124461.51044238536,88056.17766075372,0.336865156839498,10.944577595376428,26,13
1107,3200,53.225141,-2.885859,0,4800,0.12337144240745773,2.586743156292998,0.4552646782244936,135237.35727683466,67729.03924787357,57288.97815073643,0.3834940895655819,9.410496938167006,30,10
1108,1536,0.0,0.0,0,2048,-0.09206559762172006,1.8091028014862325,0.420116608390578,36909.63977517707,200146.6226371057,75132.8285505078,0.3737661105880059,15.323704073734294,6,12
1109,1536,0.0,0.0,0,2048,-0.06731197701301257,1.9597879977060675,0.4711349824125513,65736.76682800881,187564.96931207596,46369.50433923859,0.4156866183127336,9.203754186280351,23,13
111,2485,0.0,0.0,0,3301,-0.1553487546810228,1.9955100421404863,0.38085501147605594,218207.37820706246,315801.6,32275.785319647915,0.34577626041905074,8.782413579071084,29,2
1110,768,43.824474,-79.178131,0,1024,0.12748115611654526,2.392352043242339,0.5070844770167318,142611.16039193192,187015.68910719763,134693.28743729834,0.42810364706343873,9.1462088824297,21,0
1111,1024,0.0,0.0,0,710,-0.0179044321497272,2.042787971803758,0.49048574970862957,114327.06711837265,134055.19119526853,29461.270784238455,0.42772317376211555,10.250326867904244,23,14
1112,750,51.001279,4.516839,0,1128,-0.13094008988277758,2.3674949381623565,0.3210144139061644,192735.699817133,278937.6,64243.13224514093,0.2914472968358598,10.40491123001333,7,14
1113,1536,0.0,0.0,0,2048,-0.09414817602290912,1.877272478367458,0.43820847076657393,41054.567656961146,215424.52904031146,65200.26440130438,0.3896802356600682,8.362241496582934,12,15
1114,1536,0.0,0.0,0,2048,-0.107137310271531,1.6206335571770931,0.49865836050309315,20377.293269715683,210215.2746216126,63587.59873329599,0.4434359172643112,10.404113982883521,19,11
1115,681,34.146081,-118.290009,0,1024,0.12113550533479833,2.6319750484595272,0.47390540429541916,107710.58987397664,52371.05304039628,49435.68226156757,0.3998997169764156,13.105288906548216,1,16
1116,1965,0.0,0.0,0,1649,-0.04886430226967174,2.016561901194702,0.4449786609752085,89589.45183012463,212798.55955753085,190777.75735190467,0.3911884670819523,12.219614783774256,19,12
1117,768,39.750819,-104.950182,0,1024,-0.019434063380129957,2.219168991565352,0.4282173043186259,68852.1496650613,161102.89295428558,99647.08989562448,0.37378971530910726,6.437776070990702,7,17
1118,683,0.0,0.0,0,1024,-0.11824017538073883,1.7526455061064496,0.4877234124588786,62241.34155759248,248488.62657723392,144079.54656677987,0.43501063200302387,7.665192135891816,24,16
1119,3301,0.0,0.0,0,3825,-0.10621391753943375,1.701644578019503,0.5140953898723749,96075.57286092837,272397.7678288866,110534.4385469474,0.4567540759664496,9.853635972551885,14,11
112,683,0.0,0.0,0,1024,-0.090290199236994,1.8819470194548173,0.4684162809383531,89828.19277870891,230681.25845989308,167037.05620077907,0.4155437416202751,6.813858133759139,24,16
1120,1998,32.733501,-117.154067,0,3024,0.049047219747433216,2.734587755154117,0.39579366888547507,105060.74964461698,112185.19556626,84546.53200982811,0.3390179685844986,10.907034811289334,26,13
1121,1536,0.0,0.0,0,2048,0.001361986658274611,2.2783427507940037,0.4428230922254994,91127.16447177903,155410.98226264448,46674.51761578974,0.38446738578215467,9.368170411302742,8,12
1122,1024,0.0,0.0,0,680,-0.12793080159223616,2.4231850042500884,0.3136368039035467,192452.68116835604,278528.0,91554.42451472359,0.28474920354400945,10.124485866288866,28,10
1123,1883,0.0,0.0,0,2835,-0.023311835719133644,2.226451555939989,0.4361261919116851,43691.43657005977,152586.3093557217,83878.80124057303,0.38103307661087915,11.454565134916912,12,11
1124,1536,0.0,0.0,0,2048,0.11098597281449893,2.065819450776992,0.5773350109516893,182889.8431989413,130469.6948852108,73961.2529955156,0.4907098237356762,11.079812260390552,1,19
1125,1536,0.0,0.0,270,2048,-0.10466253473453692,1.8111546254527506,0.4263320974268172,31128.953837223635,225830.62118286794,141668.93901157964,0.38038049214874353,9.614118925173578,24,10
1126,3648,0.0,0.0,0,5472,0.06026591672390452,3.2163073009356693,0.3476143187897973,104550.30436615454,188288.02901363643,145479.0282763197,0.2960903663257186,8.523019845347179,25,15
1127,691,0.0,0.0,0,705,0.03288440248210886,2.1437978495237067,0.4875846814231415,85966.47415720174,76912.69992140439,25471.412616238358,0.42030030513184036,11.672164651082591,16,11
1128,2022,0.0,0.0,0,3033,-0.005073138008432537,2.3726309993781944,0.4205195517266065,85024.04037617178,142795.78682384154,91525.68328191941,0.3657176657777767,10.285224680635967,12,12
1129,2706,0.0,0.0,0,1798,-0.044807021480173126,1.7879986877521796,0.5400051823810136,61636.03861829178,125474.29050606344,130221.8536122959,0.4733288099702126,11.699432305882391,12,12
113,1024,49.153166,-122.573518,0,527,0.23455598802202599,2.9293046394921567,0.560213941424313,119330.71155011,61673.21688253338,29174.224243709075,0.4639102334236729,10.093485455211797,12,13
1130,1536,0.0,0.0,0,2048,-0.06791838832946755,2.1992482903517687,0.37479914249585766,19058.422250193395,225049.7432183383,114255.27685261048,0.3320759584401333,8.908741335513046,24,10
1131,4000,53.22518,-2.885778,0,6000,0.19773984637270275,2.549824355706251,0.5049682082835297,151705.64286381117,100021.79556596652,168687.915572581,0.4194827346338998,7.18662027501561,30,10
1132,687,33.856375,-115.467681,0,1024,-0.06691484122104399,1.5959315180320752,0.564265829978749,107158.47845286594,112642.67686734011,144727.65187989015,0.4965338953623932,9.873694294077106,30,10
