index,arousal,contrast,dominance,height,hsv_itten_std_h,hsv_itten_std_s,hsv_itten_std_v,lat,long,orientation,pleasure,symmetry,width,day,hour,numAnimals,zebra
353,0.035252742014686145,2.191682676982156,0.4674655157551093,3672,107840.27671669492,112345.54631492963,39988.7743248027,-1.4098389999999998,36.912764,1,0.4025978471273892,7.241060946992757,4896,1,16,1,1
3530,-0.07415956326801194,1.8526165333058624,0.5055314183584606,4000,92871.66782298153,173533.93140478322,181124.63126133766,-1.3717469999999998,36.807212,1,0.4462215463321598,8.303637676499294,6000,27,15,2,1
3531,-0.07134508722495114,1.8971226177393932,0.4972675928211398,4000,95512.94332387044,167540.19620735795,191505.23975657226,-1.3717469999999998,36.807212,1,0.4387725683242273,8.059480405171719,6000,27,15,2,1
3532,-0.07100841570368771,1.8977002543424453,0.4957481304838978,4000,94981.17621519657,167463.0747753068,190900.2185511816,-1.3717469999999998,36.807212,1,0.4374203883304272,7.998662769092367,6000,27,15,2,1
3533,-0.07110942593732672,1.903799016668884,0.4939874961639175,4000,95790.64360567207,168453.75817713302,196782.26397778388,-1.3717469999999998,36.807212,1,0.4359010012256514,7.930691054570988,6000,27,15,2,1
3534,-0.025766891410161436,2.2568328790912293,0.4238599152173017,4000,113824.4052106382,157835.80221356626,220481.261810512,-1.3717979999999999,36.806895000000004,1,0.3706166363425207,6.683122629964049,6000,27,15,3,1
3535,-0.04226623818588952,2.090851702972828,0.4476746770086423,4000,119997.9872930746,163497.73223993045,250956.18766939288,-1.3718,36.806866,1,0.3928930108435356,5.86525239338017,6000,27,15,5,1
3536,-0.04425394172507846,2.1009686845714928,0.4531277758977454,4000,108926.34274387236,162750.27495767866,214596.16495537738,-1.371802,36.806835,1,0.3978210101123145,6.9381924143143205,6000,27,15,2,1
3537,-0.05480206693362071,2.352067262410756,0.3892584459318423,4000,76250.27557800838,203198.339995188,148340.47476516836,-1.371644,36.805659000000006,1,0.3433678195532716,11.107766022738817,6000,27,15,1,1
3538,-0.03944536378126147,2.311618264081205,0.40800260160512425,4000,91370.99073678812,173354.0233787494,177399.6976873285,-1.371644,36.805659000000006,1,0.35816485229226674,8.268823316485658,6000,27,15,2,1
3539,-0.03486905855848045,2.204557711175208,0.4337957873771533,4000,106819.60414512976,161389.33306138913,224612.63381851182,-1.371644,36.805659000000006,1,0.3801248382780941,6.738773033500003,6000,27,15,1,1
354,0.06937689781334665,2.7025939072045913,0.4044454937566607,3672,92056.16294596106,113597.34897963068,95158.30050324916,-1.4098389999999998,36.912764,1,0.3445695521733905,8.540392418473012,4896,1,16,1,1
3540,-0.04772402278583333,2.0788298815383173,0.4510456415383574,4000,105975.04135434699,163426.5543147747,232203.3096309257,-1.371644,36.805659000000006,1,0.3963476512448065,5.519294571029646,6000,27,15,5,1
3541,-0.034724030665186666,2.1553249757207302,0.4468098107944044,4000,110751.08302731051,159318.5615890377,236024.95156421253,-1.371644,36.805659000000006,1,0.3914137226381769,6.348516628537708,6000,27,15,1,1
3542,-0.035872237357594684,2.3420532984814715,0.4013424792828168,4000,92792.7606105251,168537.7240299631,178468.73248150657,-1.371635,36.805575,1,0.3520354744822429,10.02500689474026,6000,27,15,1,1
3543,-0.03908059642173703,2.3738863894143303,0.39361021640586413,4000,87468.55281312378,175645.95596938743,154666.62340732155,-1.371634,36.805563,1,0.345629622332696,9.955249650764133,6000,27,15,1,1
3544,-0.037905307718455884,2.080134948315089,0.455414368962049,4000,111777.52448154426,161024.21194466378,198230.81202533125,-1.371628,36.80556,1,0.3991940439611118,6.6128006701691024,6000,27,15,1,1
3545,-0.03700293134499527,2.136892202637978,0.44237215233069416,4000,102969.62452209984,158077.60364706948,202629.1653001172,-1.371499,36.804952,1,0.3877795550683582,5.322763370028133,6000,27,15,1,1
3546,-0.048097124039355066,2.2187604996610126,0.42302726661066736,4000,88064.1267404359,172878.45760996366,134120.5472708124,-1.371499,36.804952,1,0.3720492683864791,9.262355464780592,6000,27,15,3,1
3547,-0.04163239732880558,2.5017019085265457,0.3711232950280313,4000,73439.15038693977,185827.17366520967,109360.69995305543,-1.371486,36.804840999999996,1,0.3263457301140862,10.5183662987128,6000,27,15,1,1
3548,-0.04449903906568253,2.7005252250841583,0.3371241335583608,4000,72896.12591024452,208023.87951290593,96755.03606646127,-1.371486,36.804840999999996,1,0.29709367020130073,12.137143933318965,6000,27,15,2,1
3549,-0.012495268993564942,2.8048533154220627,0.3441992326918251,4000,78568.86855739293,163746.06370474983,131910.44647116552,-1.371486,36.804840999999996,1,0.3001488047947644,10.528904738538863,6000,27,15,1,1
355,0.05318302029222316,2.39172325994801,0.4409032255745889,3672,129440.19923952012,115148.16114206947,149980.95309960752,-1.410304,36.913269,1,0.3777970559877586,7.50022561235829,4896,1,16,1,1
3550,-0.02391782711252345,2.5036061769090536,0.3831004353840848,4000,86944.39775735345,160377.1492401583,152852.33363027932,-1.371486,36.804840999999996,1,0.3350378700926457,10.477247299905946,6000,27,15,3,1
3551,-0.01775960568694465,1.7826139973733204,0.5223534203776103,4000,101438.37443026953,127460.10261254305,103046.87291174287,-1.371017,36.801114,1,0.4553867690398125,10.748528426199142,6000,27,15,0,0
3553,-0.03401681688928715,1.4177125582351628,0.5421058171130457,4000,104854.4065798964,128463.38534539715,97440.7271535995,-1.371017,36.801114,1,0.4741115388998135,11.952857169650665,6000,27,15,0,0
3554,-0.027487746213918,1.4069427622111668,0.5337332976341814,4000,104967.61568084807,125129.73506724929,92660.36037174807,-1.371017,36.801114,1,0.4662095448780048,12.227209796704136,6000,27,15,0,0
3555,0.00095067816508404,2.269475621363008,0.4441922594803253,4000,91067.42833502851,170704.21894141927,172294.3712648662,-1.369902,36.790659999999995,1,0.3856962377013046,5.792771428621867,6000,27,15,2,1
3556,-0.0047380190116361465,2.337422092576732,0.4278377638205394,4000,104408.09158005376,160609.76257874235,172743.22340656054,-1.369902,36.790659999999995,1,0.3720412959893512,5.9083182481909775,6000,27,15,3,1
3557,-0.02584311344744936,2.247395923679269,0.4288059660500435,4000,94441.38979576463,157545.35770755034,119058.2917883318,-1.369902,36.790659999999995,1,0.3749197184980444,6.253047064502937,6000,27,15,3,1
3558,-0.018559817786299948,2.126444949223328,0.4604604442933582,4000,110058.88383143918,158938.62229804308,210479.29622068664,-1.369902,36.790659999999995,1,0.40170899220389583,5.517704062554898,6000,27,15,3,1
3559,-0.014610278695066368,2.0359700861626817,0.4550175901167836,4000,87282.31881785806,156356.1705632368,181540.9058446302,-1.369902,36.790659999999995,1,0.3966004915208368,6.2527308623509485,6000,27,15,1,1
356,-0.0385497370587794,1.8446675564118935,0.5122480315608078,3672,91758.5610837848,157599.60143731328,107033.50183003453,-1.41034,36.913319,1,0.4486171951098201,8.730770456229433,4896,1,16,1,1
3560,0.012545074615784108,2.4947932219992905,0.4157193602760209,4000,74116.36877722912,159967.25856624538,149093.93557381493,-1.369902,36.790659999999995,1,0.35984772969324785,4.834063953638669,6000,27,15,1,1
3561,0.031614275325205034,2.5104758997678482,0.4168171122240841,4000,95864.59108323342,130919.82787492506,107015.70985088537,-1.369673,36.790499,1,0.3589601699514091,5.010888344840343,6000,27,15,1,1
3562,-0.016577784141765417,2.1990812057168814,0.4414030177044743,4000,94942.3207912163,162568.9264527511,130110.92791751027,-1.369673,36.790499,1,0.3849659660790637,5.384864806977121,6000,27,15,3,1
3565,0.016756830767824055,2.3482856314613767,0.4443879132783268,4000,103494.8520695058,144851.02512167458,151564.61151234776,-1.369501,36.790368,1,0.3843402119122007,7.812628002079843,6000,27,15,1,1
3566,0.016118925375153276,2.2670175468246767,0.4586956064945815,4000,115294.52829625332,153475.17287952473,168092.21051619918,-1.3694879999999998,36.79036,1,0.39682825477589867,7.156294364502027,6000,27,15,1,1
3567,0.03305560249563272,2.2237660098224183,0.484610729820877,4000,120137.15593529848,164998.03209856778,186766.00472665133,-1.3694879999999998,36.79036,1,0.4177008530725161,5.2825737922790115,6000,27,15,1,1
3568,0.03565657751735138,2.2673297752741206,0.4724826801408353,4000,123449.71455369545,160198.7079186346,188979.441411552,-1.3694879999999998,36.79036,1,0.40691634691819295,5.382438727573272,6000,27,15,1,1
357,-0.02227734033278977,1.8182485353080429,0.5305798172482201,3672,108645.59742805963,145776.56366782697,163623.68677547885,-1.4106020000000001,36.913644,1,0.4629676752862558,7.275529953480778,4896,1,16,1,1
358,-0.034694450204646586,1.7927321929507227,0.5347315384006591,3672,86054.1839463176,147201.56354468522,117628.79270824806,-1.411458,36.914761,1,0.4677722808857472,9.452038661112416,4896,1,16,1,1
3585,-0.04413113289897247,1.8710922719224548,0.4941873604245039,1728,93241.0392006772,158178.52808519872,113503.91468236776,-1.351413,36.798858,1,0.4334700538906353,8.93397873624067,2592,2,12,1,1
3586,-0.05436915490715366,1.9060808139978034,0.4739354639781812,1728,95371.33367468911,158627.70364725072,98120.5852725218,-1.3514329999999999,36.798893,1,0.4168693577689164,9.23267056575351,2592,2,12,1,1
3587,-0.03329996041702027,1.9278863884540691,0.4960835647665455,1728,106440.77931204543,159764.77817967266,92108.1977290235,-1.351432,36.798893,1,0.4340712766728755,8.62193484903615,2592,2,12,2,1
3588,-0.037628242350059384,2.031097425055442,0.4653497140053978,1728,91193.8217839101,152699.42425300757,100916.56038640153,-1.351432,36.798893,1,0.407796300222201,10.099035128159773,2592,2,12,2,1
359,-0.05357324303461911,1.7292078041318328,0.5406369084643252,3672,78413.80757132849,157974.1681858145,107488.49371289312,-1.411841,36.915310999999996,1,0.4747237807783739,10.547440314606677,4896,1,16,1,1
3590,-0.020633460847596763,1.9997397243132595,0.4935930587545019,1728,106169.59311586764,153961.76430140052,73616.88031664718,-1.3514190000000001,36.798860999999995,1,0.4306853862263184,7.9408947325866786,2592,2,12,1,1
3591,-0.028053843342121687,1.9893383558914437,0.4907060540479728,1728,99152.44975737557,153033.44522423847,60579.54046449089,-1.351417,36.798860999999995,1,0.4288943538635989,7.918652060677277,2592,2,12,1,1
3592,-0.025981970926261144,1.9747545116298235,0.4955043124242016,1728,103150.22676444078,151432.4253256217,76202.75839422671,-1.35142,36.798864,1,0.4328616950515086,7.38508555931852,2592,2,12,1,1
3593,-0.025146943749361828,2.0411781820495536,0.4791279777911509,1728,101302.48872669527,149863.41537413324,58493.96146802012,-1.351425,36.798859,1,0.4185579738398032,7.737119024313928,2592,2,12,1,1
3594,-0.06772992672179033,1.6581399697985315,0.5556208876535045,1728,108123.03716163157,148850.63527711265,137184.41588444205,-1.351425,36.798859,1,0.4891043157399276,6.929146994422486,2592,2,12,1,1
3595,-0.06286871784031113,1.6497782376877272,0.5628930962319019,1728,108172.71851020893,145191.0292201278,135257.97104381275,-1.351425,36.798859,1,0.4949510343646682,7.847658843929793,2592,2,12,1,1
3596,-0.046553165495630135,1.8069200503167242,0.5189958418333602,1728,111299.9736121063,146213.95362550044,161500.71554089853,-1.351425,36.798859,1,0.4552504405666644,6.829326820996826,2592,2,12,1,1
