,Proportion,arousal,contrast,dominance,height,hsv_itten_std_h,hsv_itten_std_s,hsv_itten_std_v,lat,long,orientation,pleasure,symmetry,width,day,hour
1123,20.0,-0.012652078967179903,1.4833531793087686,0.5876755749775849,3072,97216.79178287851,103159.99181271778,119653.09295997696,-1.351109,36.798867,1,0.511627005920087,10.921940761150104,4608,1,18
1148,10.0,-0.010497296948064005,2.144757001648779,0.4996688002473071,1536,86524.23234562673,133941.37364533782,56286.64445496818,-1.341224,36.792724,1,0.4349837006406118,14.27582081811872,2048,1,18
1150,10.0,0.011016649050201943,1.5933028872890307,0.6489587081505217,1536,110822.87890067346,189730.80217719,139256.17929796388,-1.351744,36.79802,1,0.5625673571345293,8.513376596464319,2048,1,18
1152,0.0,-0.07251867174146147,1.4645879965622766,0.509803834225905,1536,81244.87917298746,159128.1350019537,118792.43688327412,-1.372256,36.794935,1,0.449773792631617,12.810125729633468,2048,1,19
1154,30.0,0.021420180037779873,1.5676549126108226,0.676098383636707,1536,147041.7507354062,117997.64643754553,211230.92421486648,-1.372508,36.797761,1,0.5851342199920662,9.539072079390879,2048,1,19
1155,10.0,-0.0371882892008088,1.5632504073707083,0.6260682077430111,1536,112875.12934802481,132377.70193956382,189658.55463085935,-1.372478,36.797889,1,0.5473403855814901,10.628196356147871,2048,1,19
1157,40.0,0.02873493100315605,1.6131506982779458,0.6395600983127944,1536,153755.7712309796,145771.40841330992,150958.12889893234,-1.372915,36.799585,1,0.5526939609233794,7.142633523985022,2048,1,19
1159,60.0,-0.04731973116885149,1.499388668708727,0.6327996490010134,1536,115435.28288468247,114695.63910105737,152242.6027781536,-1.373307,36.800921,1,0.554164856518262,10.834878637890474,2048,1,19
1161,10.0,0.07017869989800063,2.200913780805848,0.48248488999178774,1536,145100.18415161758,122160.63338571883,96260.85690802189,-1.37344,36.801261,1,0.4122705973334063,9.560317616068344,2048,1,19
1162,20.0,0.08928877787568322,2.720140010737172,0.4114897331833711,1536,152670.87586646422,127534.91254554574,110457.65520174084,-1.37344,36.801261,1,0.34876525728905783,8.453596238549702,2048,1,19
1164,60.0,-0.0022873180906885227,2.052929833142835,0.4759258571437895,1536,76896.27809263593,151062.24104653022,62495.57607276428,-1.373446,36.801448,1,0.41356997219812,13.238611844312434,2048,1,19
1167,30.0,-0.040426971474431445,1.5353740955591746,0.6275457765243122,1536,114711.70984109105,130856.67014714993,170554.58449618606,-1.373446,36.801448,1,0.5489363456611183,11.508197810035552,2048,1,19
1168,20.0,-0.060155256967170306,1.5459751391492524,0.6119532072715396,1536,99459.75689024515,129128.83153657049,189499.88869653724,-1.373446,36.801448,1,0.537298556051471,7.694830692579903,2048,1,19
1170,30.0,-0.03606504900566723,1.934683905149857,0.4784330156414222,1536,88753.17490189671,140345.15045415712,96463.8405448729,-1.373446,36.801448,1,0.41900844158681105,13.5766284223483,2048,1,19
1171,20.0,-0.04578950353242506,1.637233637369583,0.573535413248066,1536,99236.9678899955,152389.44809926965,147753.7990126368,-1.373446,36.801448,1,0.5025451975100061,13.175302213642928,2048,1,19
1172,10.0,-0.05103783582035594,1.927632232993672,0.4243970011868776,1536,81457.0188074668,170936.68723828715,77844.26319260785,-1.373446,36.801448,1,0.37352280614604366,12.177283947647894,2048,1,19
1173,0.0,-0.057997711207793345,1.649553340291813,0.5399025564347106,1536,88612.93012685377,142201.83984041837,111339.00582754755,-1.373438,36.801666,1,0.47451313046389626,9.499145423287688,2048,1,19
1175,10.0,-0.01004840326866041,1.7923533006873966,0.5422799178453854,1536,130991.87517552376,117173.5401667117,134868.83103964385,-1.373452,36.801688,1,0.47194879466902917,11.737299307248552,2048,1,19
1176,10.0,-0.09796873397307082,1.3592258046665384,0.6263597629424666,1536,107706.33873098339,137173.02137373807,159448.78315831284,-1.373452,36.801688,1,0.553461458630789,13.44256638134652,2048,1,19
1177,40.0,-0.10646934819192974,1.4464143806661969,0.5967020513137593,1536,121029.83154096073,141232.40910924092,147708.65420143804,-1.373452,36.801688,1,0.5285239304873598,11.332278884496048,2048,1,19
1178,30.0,-0.06393467906922312,1.704399302014102,0.5346591111055652,1536,106059.54649551041,144186.2396846523,108875.58205891101,-1.373452,36.801688,1,0.4705322805713506,13.298809449018284,2048,1,19
120,90.0,0.07046312510648117,1.7900924297615826,0.5906619927643576,1280,148316.25876896377,137145.4853927026,94844.09620471318,-1.371289,36.793402,1,0.506196666796228,9.852544661519854,1920,1,15
1236,50.0,-0.08970606215060035,1.566863290394575,0.5917350613157583,3456,130096.35359801596,179290.94402227906,177154.4060774856,-1.0,-1.0,1,0.5225916633604661,10.847999089951067,4608,1,10
1238,80.0,-0.12160880234650291,1.4926390196081802,0.5404082485297951,3456,101884.6216290761,217288.11444531428,124310.02026385484,-1.0,-1.0,1,0.4810934604590053,8.948754591216943,4608,1,10
1240,70.0,-0.12075464248208505,1.6424874777829679,0.5245004670614065,3456,107001.57695099639,260261.61564318315,139854.82771312067,-1.0,-1.0,1,0.4671948379936058,8.140114687927838,4608,1,10
1242,30.0,-0.14636060985929095,1.4728298016832049,0.5369260810859381,3456,86016.40360322752,271617.7969552069,141787.22013167007,-1.0,-1.0,1,0.48045872656357586,7.781530878452051,4608,1,11
1243,10.0,-0.11901659614529418,1.587600993215177,0.5341579511556253,3456,113544.87739729462,204009.85843336102,136036.51051831635,-1.0,-1.0,1,0.4754147219031525,7.240773933280487,4608,1,11
1251,20.0,-0.12445147752129739,1.3313040188183918,0.5865298827267681,3456,105535.09064129648,211930.24228646557,162467.50402670272,-1.0,-1.0,1,0.5214252677341302,7.6921675048562514,4608,1,11
1254,50.0,-0.09991574806152086,1.6738099251339666,0.5215168089188227,3456,94036.22515020474,219526.33207886474,118147.43819482502,-1.0,-1.0,1,0.4625916595042395,7.7325201751882915,4608,1,11
1255,60.0,-0.12530817914075812,1.5425024410738628,0.5468151726830991,3456,107427.4623788846,249379.55469123766,152565.8482623159,-1.0,-1.0,1,0.48701512008237574,7.261222263972582,4608,1,11
1257,70.0,-0.11793017185310611,1.7305093767587905,0.4812808151371669,3456,65436.39098901059,256658.72894409805,65672.00524322876,-1.0,-1.0,1,0.42938520581856693,10.362508773507995,4608,1,11
1260,60.0,-0.09129694552976274,1.4729423451728014,0.5615208453366322,3456,112487.50576026952,183039.00770054452,143610.42055737693,-1.0,-1.0,1,0.496503724606843,7.260424208165853,4608,1,11
1261,60.0,-0.11873214042366577,1.461624803695133,0.5410841991779666,3456,68288.09358153147,146754.12210769413,110992.96759705094,-1.0,-1.0,1,0.48140281622896963,6.975747408048893,4608,1,11
1262,50.0,-0.15641488871339568,1.278179008108361,0.5994951631855354,3456,81148.88801353554,181410.0344060383,157878.78611770488,-1.0,-1.0,1,0.535771624141036,7.94571589078676,4608,1,11
1264,0.0,-0.09948350842003956,1.5951690646514933,0.541306222304955,3456,114608.03535092992,185334.33332440053,118823.07955387566,-1.0,-1.0,1,0.4797373495078591,8.432170603411482,4608,1,11
1265,0.0,-0.12046172541738613,1.544324195476824,0.5350256143726011,3456,129673.82974280765,255398.94206750346,149683.24455551687,-1.0,-1.0,1,0.47630781652168613,6.054093935007986,4608,1,11
1268,0.0,-0.10944252222179557,1.55231517417012,0.5604395099749552,3456,97653.46161555155,196584.91845612167,157367.81586038065,-1.0,-1.0,1,0.49731637410124563,5.699682278257042,4608,1,11
1270,0.0,-0.17105888665400576,1.160252336320272,0.5895698278132887,3456,192895.53094097335,299439.08848311706,352237.76005514606,-1.0,-1.0,1,0.5285650707784988,14.71432610414542,4608,1,11
1273,10.0,-0.14684972427481732,1.3625694874574832,0.532941325531862,3456,99017.45489306418,187143.53194593714,128120.49775894565,-1.0,-1.0,1,0.47704512318550796,6.269494568572505,4608,1,11
1275,20.0,-0.17233443153984035,1.3300547363731037,0.6072533082157892,3456,91247.69986690076,250720.9347310272,196977.05605983658,-1.0,-1.0,1,0.5440465971761328,5.7508935064586115,4608,1,11
1277,70.0,0.07629488230595574,2.1019975793073455,0.5050907573710196,3456,100609.38146448703,95422.7274269605,135625.51285064325,-1.0,-1.0,1,0.43131368428081124,13.324116273578342,4608,1,12
1279,60.0,-0.13834110025519447,1.3014806739544968,0.5822892447126982,3456,101546.4827439467,166850.68421795577,166632.26146417946,-1.0,-1.0,1,0.5190831354001106,6.364043672362655,4608,1,12
1281,90.0,0.02857309866693329,3.1089932328203904,0.3264230702432795,2736,97000.50500641737,133872.27538515956,146805.80558229523,-1.0,-1.0,6,0.28074511236088207,9.429742768123322,3648,1,11
1284,70.0,-0.007885112958356866,1.9762939704527467,0.4810777115934515,2736,128940.67867304974,144719.1875875483,230079.78157731867,-1.0,-1.0,1,0.4185848605636351,5.479005623658939,3648,1,11
1286,70.0,0.0239245925836344,2.382261570414715,0.38505101756965976,2736,107291.43643599894,135572.18306865165,18907.54739956155,-1.0,-1.0,6,0.33211318895822606,10.05224075989272,3648,1,11
1288,55.5555555556,0.022401182764293565,1.997420055124489,0.5122004090246166,2736,168219.14483890746,182654.1152506562,219775.3172492307,-1.0,-1.0,1,0.44269152347893365,5.6372995203021565,3648,1,11
1289,40.0,-0.001621284293381764,1.877928566533099,0.5194414667820917,2736,145395.81335730865,146459.43029248746,174078.86093951788,-1.0,-1.0,1,0.4512996688048448,9.296793047667903,3648,1,11
129,10.0,-0.007296867804742757,1.8430353614087438,0.5316337380938718,1280,113530.92067313156,104891.60377265666,123340.28412575602,-1.372946,36.794748,1,0.4624367806613818,12.128888201003349,1920,1,15
1290,60.0,0.04922908191085759,2.6799069780681917,0.4093816268282745,2736,152399.130281311,140584.00417259426,130919.26523115941,-1.0,-1.0,6,0.35080176813071323,7.660649161892489,3648,1,11
1292,37.5,-0.0165702208184961,1.8463302409650604,0.542951230754754,2736,117978.03275327715,123230.78512936611,201780.8726035911,-1.0,-1.0,1,0.47316146849029855,7.128990351950541,3648,1,11
1294,55.5555555556,-0.00024802426042908055,1.9223531746267042,0.5222683768336536,2736,136731.456103439,124313.33478432633,106087.1207106059,-1.0,-1.0,1,0.45362230801431325,8.146046917330812,3648,1,11
1298,0.0,-0.014614323183763961,1.8966430866130444,0.516838220872799,2736,124694.05513963633,142384.3025884525,134727.56940581984,-1.0,-1.0,1,0.4502930796605068,9.389519230683794,3648,1,11
13,20.0,-0.009720597992372737,1.467725622549266,0.47441129890103484,4000,97571.99911973835,125445.57966385265,107959.25458039972,-1.369057,36.779097,1,0.41297217648139445,12.62118352175206,6000,1,15
130,50.0,0.11017999908147,2.435963879345072,0.47999038345539957,1280,149612.38972610375,116578.0853625586,127812.68171907756,-1.373013,36.7948,1,0.4062422819730311,8.104412523193973,1920,1,15
1300,78.9473684211,-0.04638268419489036,1.8307715373507032,0.5064880357304811,2736,141644.4560116397,157106.2517533914,152062.43447566748,-1.0,-1.0,1,0.4443707541464051,11.502493569475634,3648,1,12
1301,73.6842105263,-0.009591544494133686,1.938079564629891,0.5125686319700132,2736,151909.57918281519,184281.38545713184,138328.47377890063,-1.0,-1.0,1,0.44609996599572393,7.686681486711241,3648,1,12
1303,70.0,-0.043274836212458395,1.8233023313885217,0.5072722577132683,2736,140912.20412251973,152337.71937901658,143446.0039666494,-1.0,-1.0,1,0.44475182617133596,11.38823328973516,3648,1,12
1304,75.0,-0.05293746027596952,1.790185554127466,0.5091716884000929,2736,129808.10926967031,153943.2346951304,135953.74025993794,-1.0,-1.0,1,0.4473343588208154,11.73283941328757,3648,1,12
1305,70.0,-0.029761008982974596,1.8712489222845514,0.5034361212151803,2736,136516.74469822375,154962.0529200617,146239.5856554123,-1.0,-1.0,1,0.44011543179295287,10.236155659785432,3648,1,12
1306,55.5555555556,-0.03481625175889813,1.8393064661367433,0.5113221182497208,2736,140135.3291982432,157546.59880555974,154060.6773514903,-1.0,-1.0,1,0.4474525873816504,10.616117853559244,3648,1,12
1307,55.5555555556,-0.04250581912761944,1.7783091663485913,0.5302685651432653,2736,138479.93491597738,166740.70913007416,154502.82312199564,-1.0,-1.0,1,0.464650241385668,9.267682971936289,3648,1,12
1309,70.0,-0.046067305786589186,1.817726219799185,0.5128455200580458,2736,142452.12744345612,171013.02229128635,175886.07299802525,-1.0,-1.0,1,0.44986188285690004,10.214991781523516,3648,1,12
1311,66.6666666667,-0.008440953933002551,2.7349818706519864,0.35257295983355336,2736,111028.1603851023,165387.33426474954,130079.85473802876,-1.0,-1.0,6,0.3070301087221693,9.192327939815597,3648,1,12
1313,70.0,-0.02580551938545142,2.373777430683041,0.3896692342031406,2736,82697.14252217747,159502.94850064686,17811.69048686845,-1.0,-1.0,6,0.3409252171682539,12.10871191130696,3648,1,12
1315,80.0,-0.04571165533791517,2.1573653709520166,0.42259178491433186,2736,76869.36472678826,164701.96369564027,37270.958837500635,-1.0,-1.0,6,0.37144074822010636,12.980163991374637,3648,1,12
1316,80.0,-0.05192374053284006,2.1156841921433513,0.4282970900164724,2736,77147.87591156783,167022.6289590725,22139.995498343415,-1.0,-1.0,6,0.37699562193534436,12.925137531121932,3648,1,12
1321,50.0,0.0180740669664132,1.9992627446052178,0.4943875979637865,2736,162631.9129383898,209862.0730241651,239653.2356941309,-1.0,-1.0,1,0.42763856222755414,4.661673794940974,3648,1,12
1323,100.0,-0.011043684478253435,2.122977545739589,0.44940901617368945,2736,138895.8533332319,164290.30780298635,130531.06776804772,-1.0,-1.0,1,0.3913850307762742,6.911744225789703,3648,1,12
1329,70.0,-0.014441621739559873,1.8991676325088596,0.4960373128569844,2736,114139.49527369277,149366.66372521012,138472.98467932292,-1.0,-1.0,1,0.4322104884453859,7.636813232817383,3648,1,12
1330,100.0,-0.03455687823297879,1.9103173484169416,0.48209168682650727,2736,94687.68347837009,158826.52994635372,150435.72833827298,-1.0,-1.0,1,0.42204045400041323,9.48853803016072,3648,1,12
1331,80.0,-0.008962077180913103,1.9438899822421163,0.48980243958281616,2736,112446.87295489071,127658.21539877486,105805.50131570034,-1.0,-1.0,1,0.42626639716089854,9.208430433771344,3648,1,12
1332,100.0,0.00317661768755656,2.0751302290247184,0.4712663702107055,2736,124665.75878189916,156150.49852369988,142051.8523849654,-1.0,-1.0,1,0.40899563582051357,6.992100050352669,3648,1,12
1333,100.0,-0.0131792823803219,1.832890189114144,0.5185747187444384,2736,124724.84538909372,159619.20203534412,132800.29067990277,-1.0,-1.0,1,0.45166271418255305,8.208783955646297,3648,1,12
1337,60.0,-0.07952629122381918,1.6445740872849601,0.5182089925952267,2736,119737.73841678599,188971.6615273306,50447.632835115925,-1.0,-1.0,1,0.4577503340039896,7.064028088636154,3648,1,13
1338,68.4210526316,-0.07210993301123851,2.100807367918469,0.3951060338659016,2736,91355.42937979476,257042.85303972178,84190.18472878337,-1.0,-1.0,1,0.3501174746749641,7.731683389264976,3648,1,13
1339,70.0,-0.07147576758629363,2.1235971771171727,0.3854469299008177,2736,106409.60984171808,248486.12551609395,101367.78940406398,-1.0,-1.0,1,0.3416671663198841,7.760552451473209,3648,1,13
1341,90.0,-0.027601495826031136,1.9274178533066713,0.4811463353816724,2736,148953.84612523438,152290.95924315404,86074.22175076578,-1.0,-1.0,1,0.4205479162415664,7.277597693004885,3648,1,13
1342,0.0,0.017090494106328763,2.9348634125258433,0.3353051778031138,2736,122098.94917306482,159546.92624178005,100767.50170565906,-1.0,-1.0,6,0.28956791472003285,8.55159357512635,3648,1,13
141,70.0,0.050374737911457385,2.1065764069991646,0.5054658085002055,1280,132991.7678663692,121007.73832445593,141200.1095427652,-1.372903,36.795009,1,0.4341417991836184,7.170142607412894,1920,1,15
146,80.0,0.15258295431820273,2.029148137977638,0.6075632276417446,1280,176473.64058660116,106750.21692718005,151664.61838616885,-1.372903,36.795009,1,0.5129476621350749,10.151154103882934,1920,1,15
1480,70.0,0.050717461201624126,1.9752003929754511,0.5346960199852334,1280,169913.8232376113,169296.62083455772,263771.1130675398,-1.351558,36.798746,1,0.4594956140426378,6.774742186302399,1920,1,12
15,90.0,-0.025451034657441474,1.9215016131159592,0.4845674180173884,4000,98237.9837294222,128274.98605885716,86393.82607699593,-1.377281,36.785443,1,0.4233115713718003,12.244870421894749,6000,1,15
1510,80.0,0.026029611115521573,2.0152972910099645,0.5224742051298538,1280,172621.29129799976,186687.10802302338,81642.06981017132,-1.36115,36.844346,1,0.4512641832813824,7.88526310795331,1920,1,14
1512,60.0,0.03853829899444583,2.171374824061008,0.4905357849842774,1280,165744.27550061033,179871.87154416335,122561.41817155277,-1.361025,36.844335,1,0.42231754807873967,9.172767871211109,1920,1,14
1515,50.0,0.02478463359073585,2.052374102660456,0.5089348554092532,1280,170346.31536242735,185886.75281579373,76169.79576942265,-1.361011,36.844333,1,0.43962523580309515,9.366918837955895,1920,1,14
1519,44.4444444444,0.027082517322666366,2.1814413950411113,0.48040909195230064,1280,147302.70276052493,166517.22470903723,115377.81178179604,-1.361011,36.844333,1,0.4146283163020613,9.773606864113596,1920,1,14
1523,80.0,0.01771481543054887,2.026705224343555,0.5120633384249209,1280,168449.43111476774,188848.99485991447,176841.9101011472,-1.361011,36.844333,1,0.44302490576624526,7.888660125637312,1920,1,14
1532,100.0,0.02411964589104207,2.132464071104696,0.48954787010064515,1280,163834.40288664104,190005.1893480807,220058.0410411964,-1.361011,36.844333,1,0.4228515308767493,7.984341612521987,1920,1,14
1538,66.6666666667,0.023150948553052025,2.1480512974837853,0.4710796179624569,1280,168146.3616130965,212286.24713532435,249793.69221864315,-1.359386,36.844838,1,0.40690508094209854,7.346900226706293,1920,1,14
1561,55.5555555556,0.01250165875271686,1.9916071151958412,0.5021121431408402,1280,172210.03146852067,215191.5437966836,258342.83156861327,-1.359891,36.84469,1,0.4348854223943938,6.247419226085234,1920,1,14
1569,44.4444444444,0.016796049094032844,2.046513442612027,0.5016002727268792,1280,175264.63345245158,236710.70961492215,249246.70681118782,-1.359874,36.844711,1,0.43402626671012423,5.834588262856505,1920,1,14
1572,55.5555555556,0.015032168900086407,2.077731002250564,0.49106838059361285,1280,175882.22155528457,234728.4550539197,271051.1463818017,-1.359874,36.844711,1,0.4250494396058996,6.419706883765928,1920,1,14
1579,88.8888888889,0.009299387739476084,1.9716726297453484,0.5031329934833956,1280,179452.04227747186,241754.9630646701,273775.4598916581,-1.359874,36.844711,1,0.43608120006278356,6.38977049506463,1920,1,14
1583,12.5,0.03785057310932982,2.1685914879878947,0.4894969757703121,1280,173974.93848316837,210911.1458913445,260453.8267644041,-1.357485,36.850967,1,0.4214817200968739,5.972163620333289,1920,1,14
159,50.0,-0.022115931705990965,1.8741391584694904,0.5132157337355999,1280,114179.55698178004,110914.14520429754,90708.87538469186,-1.378383,36.814416,1,0.44787111085509257,12.401273231055024,1920,1,15
1595,88.8888888889,0.07463093387197048,2.522326653590654,0.4365486571149376,1280,109932.33792454137,91259.7244286876,114091.1913320023,-1.358267,36.852736,1,0.37194442436110464,9.459793300993208,1920,1,14
160,50.0,-0.025408602742360814,1.8447160668113778,0.5279026393080029,1280,111815.08546504607,110402.3675199042,97617.1055171969,-1.3784,36.814461,1,0.4609448014793038,11.659313469493782,1920,1,15
1609,77.7777777778,0.05230859239941166,2.1818795421703046,0.4972238108498816,1280,167890.5840318496,167653.61200761527,202698.23701310827,-1.358571,36.853197,1,0.4267967958198927,7.251597857461723,1920,1,14
1623,66.6666666667,0.04587454785517878,2.1774497795307406,0.49166320233435623,1280,174314.53532065407,203495.40963373106,256834.40561359547,-1.358502,36.853293,1,0.42258847334400035,6.247831039457433,1920,1,15
1664,80.0,-0.013077590617608104,1.8641255865165678,0.5165656593501027,1280,142351.28266974704,170714.39158899288,176940.1694628881,-1.358462,36.853178,1,0.44990799675022203,9.173129322789451,1920,1,15
167,40.0,-0.042674676465735306,1.5901757426116891,0.5437732141092606,1280,93761.25206104894,119596.58195951923,130902.59871709533,-1.377446,36.821785,1,0.47639554485239344,13.375953818035123,1920,1,15
1672,55.5555555556,0.020205538889206315,1.988860661630075,0.5138554273356519,1280,169470.11265969253,195182.1929705679,191808.0095865539,-1.355896,36.833461,1,0.4443409044970999,7.942282275500736,1920,1,15
1712,100.0,-0.025681681373123794,1.6939876956061033,0.567922987098301,1280,177362.38753577063,235727.51481403268,108141.58476840546,-1.353465,36.830926,1,0.49572947136239226,7.093485235242372,1920,1,15
1715,100.0,-0.0551037937133762,1.6130699968149382,0.5866779125143637,1280,165251.20389391686,208150.65710297434,161200.57031398974,-1.353465,36.830926,1,0.5148588846496094,6.393191944282213,1920,1,15
