AID,GID,AGE,CONTRIBUTOR,EXEMPLAR_FLAG,INDIVIDUAL_NAME,NID,QUALITY,SEX,SPECIES,VIEW_POINT
16922,2846,adult,"NNP GZC Car '1RED', Person 'B'",0,IBEIS_PZ_1674,1947,ok,Female,zebra_plains,left
16923,2846,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-16923,ok,UNKNOWN NAME,zebra_plains,front
14601,1965,juveniles - one year old,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_0423,696,good,Female,zebra_plains,left
18199,3597,infant,"NNP GZC Car '2RED', Person 'A'",0,____,-18199,junk,UNKNOWN NAME,zebra_plains,backleft
15602,1021,infant,"NNP GZC Car '15WHITE', Person 'D'",0,____,-15602,poor,UNKNOWN NAME,zebra_plains,left
13119,6956,adult,"NNP GZC Car '6WHITE', Person 'B'",0,IBEIS_PZ_1016,1289,junk,UNKNOWN SEX,zebra_plains,left
14413,1900,infant,"NNP GZC Car '1PURPLE', Person 'B'",1,IBEIS_PZ_0410,683,good,Female,zebra_plains,left
14414,1900,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1221,1494,ok,Female,zebra_plains,left
14415,1900,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1292,1565,poor,Female,zebra_plains,frontright
14416,1900,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1573,1846,ok,Female,zebra_plains,left
10910,8290,infant,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",0,IBEIS_PZ_0183,456,poor,UNKNOWN SEX,zebra_plains,left
13292,387,infant,"NNP GZC Car '12WHITE', Person 'A'",0,____,-13292,good,UNKNOWN NAME,zebra_plains,right
9378,495,adult,"NNP GZC Car '13WHITE', Person 'B'",0,NNP_GIRM_0046,60,good,Male,giraffe_masai,left
15197,1922,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1109,1382,ok,Male,zebra_plains,left
11947,9135,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0075,348,ok,Male,zebra_plains,left
9147,8345,juveniles - one year old,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0047,63,ok,Female,giraffe_masai,left
9148,8345,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
10972,8378,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0519,792,poor,Female,zebra_plains,left
15137,1845,juveniles - one year old,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1266,1539,ok,Female,zebra_plains,left
15138,1845,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1260,1533,ok,Female,zebra_plains,left
18123,4430,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18123,poor,UNKNOWN NAME,zebra_plains,right
9212,228,infant,"NNP GZC Car '11WHITE', Person 'A'",0,____,-9212,poor,UNKNOWN NAME,giraffe_masai,frontleft
11114,8487,juveniles- two year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0515,788,poor,Female,zebra_plains,left
11954,9151,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0683,956,ok,UNKNOWN SEX,zebra_plains,right
11955,9151,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0074,347,ok,Male,zebra_plains,left
12456,4917,juveniles- two year old,"NNP GZC Car '2WHITE', Person 'A'",0,IBEIS_PZ_0829,1102,ok,Male,zebra_plains,backleft
9637,6971,adult,"NNP GZC Car '6WHITE', Person 'B'",0,NNP_GIRM_0081,105,good,Male,giraffe_masai,left
10400,7946,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0232,505,poor,Female,zebra_plains,backleft
10401,7946,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0241,514,poor,Male,zebra_plains,left
10402,7946,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0230,503,poor,Female,zebra_plains,backleft
16272,5098,infant,"NNP GZC Car '3RED', Person 'A'",0,____,-16272,poor,UNKNOWN NAME,zebra_plains,left
10405,7949,juveniles- two year old,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1,IBEIS_PZ_0028,301,good,Female,zebra_plains,left
11557,8840,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0429,702,poor,UNKNOWN SEX,zebra_plains,left
16812,2674,adult,"NNP GZC Car '1RED', Person 'A'",0,IBEIS_PZ_1896,2169,ok,Female,zebra_plains,left
11301,8644,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0198,471,ok,Male,zebra_plains,left
17156,2675,adult,"NNP GZC Car '1RED', Person 'A'",1,IBEIS_PZ_1426,1699,ok,Female,zebra_plains,left
17157,2675,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-17157,poor,UNKNOWN NAME,zebra_plains,left
16419,7410,adult,"NNP GZC Car '8WHITE', Person 'A'",0,IBEIS_PZ_1275,1548,good,Male,zebra_plains,left
16420,7410,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16420,ok,UNKNOWN NAME,zebra_plains,right
14937,1597,adult,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1212,1485,good,Female,zebra_plains,left
14938,1597,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1213,1486,poor,Female,zebra_plains,frontright
8999,9225,juveniles - one year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,NNP_GIRM_0026,31,ok,Female,giraffe_masai,right
9000,9225,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,NNP_GIRM_0041,54,ok,UNKNOWN SEX,giraffe_masai,left
13446,60,infant,"NNP GZC Car '10WHITE', Person 'A'",0,____,-13446,ok,UNKNOWN NAME,zebra_plains,right
16828,2630,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-16828,junk,UNKNOWN NAME,zebra_plains,left
16829,2630,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-16829,good,UNKNOWN NAME,zebra_plains,backleft
16830,2630,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-16830,poor,UNKNOWN NAME,zebra_plains,left
11894,9125,juveniles- two year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0667,940,ok,Male,zebra_plains,frontleft
17996,4050,adult,"NNP GZC Car '2RED', Person 'B'",0,IBEIS_PZ_1594,1867,good,Male,zebra_plains,left
15013,1502,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1219,1492,ok,Female,zebra_plains,left
13154,7084,infant,"NNP GZC Car '6WHITE', Person 'B'",0,IBEIS_PZ_1080,1353,poor,UNKNOWN SEX,zebra_plains,backleft
9301,7165,infant,"NNP GZC Car '7WHITE', Person 'A'",0,____,-9301,good,UNKNOWN NAME,giraffe_masai,right
16161,5153,infant,"NNP GZC Car '3RED', Person 'B'",0,____,-16161,poor,UNKNOWN NAME,zebra_plains,left
18580,3691,infant,"NNP GZC Car '2RED', Person 'A'",1,IBEIS_PZ_0206,479,excellent,UNKNOWN SEX,zebra_plains,left
15030,1936,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_0394,667,ok,Female,zebra_plains,left
15031,1936,juveniles - one year old,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_0408,681,ok,Female,zebra_plains,left
16372,7442,adult,"NNP GZC Car '8WHITE', Person 'A'",0,IBEIS_PZ_1260,1533,good,Female,zebra_plains,left
16373,7442,adult,"NNP GZC Car '8WHITE', Person 'A'",0,IBEIS_PZ_1894,2167,ok,Female,zebra_plains,left
16374,7442,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16374,junk,UNKNOWN NAME,zebra_plains,left
16375,7442,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16375,junk,UNKNOWN NAME,zebra_plains,left
16376,7442,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16376,junk,UNKNOWN NAME,zebra_plains,left
16377,7442,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16377,poor,UNKNOWN NAME,zebra_plains,left
16378,7442,juveniles- two year old,"NNP GZC Car '8WHITE', Person 'A'",0,IBEIS_PZ_1281,1554,ok,Female,zebra_plains,left
16379,7442,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16379,junk,UNKNOWN NAME,zebra_plains,left
11588,8860,juveniles- two year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0395,668,ok,Female,zebra_plains,left
11826,9031,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0516,789,ok,Male,zebra_plains,left
10883,8260,adult,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",0,IBEIS_PZ_0287,560,good,Female,zebra_plains,left
10336,7898,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1,IBEIS_PZ_0311,584,ok,Female,zebra_plains,left
10337,7898,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0199,472,ok,Male,zebra_plains,backleft
8852,9293,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,NNP_GIRM_0032,43,good,Female,giraffe_masai,left
15759,4754,infant,"NNP GZC Car '2RED', Person 'C'",0,IBEIS_PZ_0834,1107,good,Male,zebra_plains,left
12775,1294,infant,"NNP GZC Car '1BLUE', Person 'B'",0,____,-12775,good,UNKNOWN NAME,zebra_plains,right
12776,1294,infant,"NNP GZC Car '1BLUE', Person 'B'",0,____,-12776,good,UNKNOWN NAME,zebra_plains,right
12777,1294,infant,"NNP GZC Car '1BLUE', Person 'B'",0,____,-12777,ok,UNKNOWN NAME,zebra_plains,right
11743,8940,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0557,830,poor,UNKNOWN SEX,zebra_plains,left
11110,8484,juveniles - one year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0496,769,ok,Female,zebra_plains,left
11111,8484,juveniles - one year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0522,795,ok,Male,zebra_plains,frontleft
13318,401,infant,"NNP GZC Car '12WHITE', Person 'A'",0,____,-13318,good,UNKNOWN NAME,zebra_plains,right
11821,9029,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0628,901,poor,Female,zebra_plains,backleft
11822,9029,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0517,790,ok,Male,zebra_plains,left
11823,9029,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0627,900,poor,UNKNOWN SEX,zebra_plains,left
12163,3518,juveniles- two year old,"NNP GZC Car '25PURPLE', Person 'A'",0,IBEIS_PZ_0779,1052,poor,Female,zebra_plains,backleft
12164,3518,adult,"NNP GZC Car '25PURPLE', Person 'A'",0,IBEIS_PZ_0780,1053,ok,UNKNOWN SEX,zebra_plains,front
14335,2343,adult,"NNP GZC Car '1PURPLE', Person 'D'",1,IBEIS_PZ_1251,1524,excellent,UNKNOWN SEX,zebra_plains,left
15259,2168,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1445,1718,ok,Female,zebra_plains,left
12245,1331,adult,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1103,1376,excellent,Male,zebra_plains,left
12246,1331,adult,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1416,1689,ok,Female,zebra_plains,left
12247,1331,infant,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1435,1708,ok,UNKNOWN SEX,zebra_plains,left
12248,1331,infant,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1441,1714,good,UNKNOWN SEX,zebra_plains,left
12249,1331,adult,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1436,1709,ok,Male,zebra_plains,left
12250,1331,adult,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1415,1688,ok,Female,zebra_plains,left
12251,1331,infant,"NNP GZC Car '1BLUE', Person 'B'",0,____,-12251,junk,UNKNOWN NAME,zebra_plains,left
16034,5048,adult,"NNP GZC Car '3RED', Person 'A'",1,IBEIS_PZ_1843,2116,good,Female,zebra_plains,left
16008,623,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-16008,excellent,UNKNOWN NAME,zebra_plains,right
16009,623,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-16009,poor,UNKNOWN NAME,zebra_plains,backright
13095,6984,adult,"NNP GZC Car '6WHITE', Person 'B'",0,IBEIS_PZ_1015,1288,ok,Female,zebra_plains,backright
16567,7508,infant,"NNP GZC Car '8WHITE', Person 'A'",0,IBEIS_PZ_1515,1788,good,UNKNOWN SEX,zebra_plains,backleft
10124,6790,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-10124,ok,UNKNOWN NAME,giraffe_masai,right
14220,774,adult,"NNP GZC Car '14WHITE', Person 'A'",0,IBEIS_PZ_1442,1715,good,Male,zebra_plains,left
12703,3387,adult,"NNP GZC Car '1WHITE', Person 'C'",1,IBEIS_PZ_0941,1214,good,Female,zebra_plains,left
17992,4470,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-17992,junk,UNKNOWN NAME,zebra_plains,right
17993,4470,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-17993,junk,UNKNOWN NAME,zebra_plains,left
12194,3540,infant,"NNP GZC Car '25PURPLE', Person 'A'",1,IBEIS_PZ_0798,1071,excellent,UNKNOWN SEX,zebra_plains,left
12195,3540,infant,"NNP GZC Car '25PURPLE', Person 'A'",0,IBEIS_PZ_0805,1078,poor,UNKNOWN SEX,zebra_plains,frontright
12196,3540,adult,"NNP GZC Car '25PURPLE', Person 'A'",0,IBEIS_PZ_0804,1077,poor,UNKNOWN SEX,zebra_plains,right
12197,3540,infant,"NNP GZC Car '25PURPLE', Person 'A'",0,IBEIS_PZ_0806,1079,poor,UNKNOWN SEX,zebra_plains,frontright
12198,3540,unknown,"NNP GZC Car '25PURPLE', Person 'A'",0,IBEIS_PZ_0826,1099,junk,UNKNOWN SEX,zebra_plains,frontright
18456,4285,adult,"NNP GZC Car '2RED', Person 'B'",1,IBEIS_PZ_0376,649,ok,Male,zebra_plains,left
18457,4285,juveniles- two year old,"NNP GZC Car '2RED', Person 'B'",0,IBEIS_PZ_1586,1859,ok,Male,zebra_plains,left
18458,4285,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18458,ok,UNKNOWN NAME,zebra_plains,frontright
14567,1881,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_0468,741,ok,Female,zebra_plains,left
14568,1881,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1365,1638,ok,Female,zebra_plains,backleft
14569,1881,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1279,1552,poor,Female,zebra_plains,backleft
14570,1881,infant,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_0454,727,poor,Female,zebra_plains,left
14571,1881,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1259,1532,poor,Female,zebra_plains,left
17568,6574,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17568,poor,UNKNOWN NAME,zebra_plains,left
17979,4572,adult,"NNP GZC Car '2RED', Person 'C'",1,IBEIS_PZ_0620,893,excellent,Female,zebra_plains,left
10942,8309,adult,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",0,IBEIS_PZ_0195,468,poor,Female,zebra_plains,left
10943,8309,juveniles- two year old,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",0,IBEIS_PZ_0187,460,ok,UNKNOWN SEX,zebra_plains,backleft
10944,8309,adult,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1,IBEIS_PZ_0220,493,good,Female,zebra_plains,left
10791,8182,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0070,343,ok,Female,zebra_plains,left
11427,8725,juveniles- two year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0342,615,ok,Female,zebra_plains,left
17299,2932,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-17299,ok,UNKNOWN NAME,zebra_plains,right
17300,2932,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-17300,ok,UNKNOWN NAME,zebra_plains,right
17301,2932,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-17301,poor,UNKNOWN NAME,zebra_plains,left
17302,2932,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-17302,junk,UNKNOWN NAME,zebra_plains,right
14681,2202,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1260,1533,excellent,Female,zebra_plains,left
18278,4107,adult,"NNP GZC Car '2RED', Person 'B'",1,IBEIS_PZ_1613,1886,ok,UNKNOWN SEX,zebra_plains,left
18279,4107,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18279,poor,UNKNOWN NAME,zebra_plains,left
18280,4107,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18280,poor,UNKNOWN NAME,zebra_plains,left
18281,4107,juveniles- two year old,"NNP GZC Car '2RED', Person 'B'",1,IBEIS_PZ_1606,1879,ok,UNKNOWN SEX,zebra_plains,left
18282,4107,adult,"NNP GZC Car '2RED', Person 'B'",0,IBEIS_PZ_1584,1857,good,Female,zebra_plains,left
18283,4107,adult,"NNP GZC Car '2RED', Person 'B'",1,IBEIS_PZ_0027,300,good,Male,zebra_plains,left
18284,4107,adult,"NNP GZC Car '2RED', Person 'B'",1,IBEIS_PZ_0012,285,ok,Female,zebra_plains,left
13177,6940,infant,"NNP GZC Car '6WHITE', Person 'B'",1,IBEIS_PZ_1034,1307,good,UNKNOWN SEX,zebra_plains,left
13178,6940,adult,"NNP GZC Car '6WHITE', Person 'B'",0,IBEIS_PZ_1002,1275,poor,Female,zebra_plains,left
10406,7950,infant,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1,IBEIS_PZ_0305,578,good,UNKNOWN SEX,zebra_plains,left
10541,8036,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1,IBEIS_PZ_0134,407,ok,Female,zebra_plains,left
18763,3965,adult,"NNP GZC Car '2RED', Person 'A'",0,IBEIS_PZ_0620,893,good,Female,zebra_plains,left
9558,5013,juveniles - one year old,"NNP GZC Car '3PURPLE', Person 'B'",0,NNP_GIRM_0115,166,ok,Male,giraffe_masai,left
13396,76,infant,"NNP GZC Car '10WHITE', Person 'A'",0,____,-13396,poor,UNKNOWN NAME,zebra_plains,frontright
16831,2841,adult,"NNP GZC Car '1RED', Person 'B'",1,IBEIS_PZ_1666,1939,good,Female,zebra_plains,left
13552,6167,adult,"NNP GZC Car '5WHITE', Person 'A'",0,IBEIS_PZ_0606,879,ok,Female,zebra_plains,left
10550,8041,juveniles- two year old,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1,IBEIS_PZ_0091,364,ok,Female,zebra_plains,left
10551,8041,infant,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0138,411,ok,Female,zebra_plains,left
8998,9373,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,NNP_GIRM_0001,1,ok,Female,giraffe_masai,left
18101,3880,infant,"NNP GZC Car '2RED', Person 'A'",0,____,-18101,ok,UNKNOWN NAME,zebra_plains,right
18504,4570,juveniles - one year old,"NNP GZC Car '2RED', Person 'C'",0,IBEIS_PZ_1610,1883,ok,Female,zebra_plains,left
18505,4570,adult,"NNP GZC Car '2RED', Person 'C'",0,IBEIS_PZ_0626,899,good,Female,zebra_plains,left
14647,1998,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_0394,667,good,Female,zebra_plains,left
14648,1998,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1712,1985,good,Female,zebra_plains,left
14649,1998,adult,"NNP GZC Car '1PURPLE', Person 'B'",1,IBEIS_PZ_1226,1499,good,Female,zebra_plains,left
16916,2613,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-16916,poor,UNKNOWN NAME,zebra_plains,left
18119,4064,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18119,good,UNKNOWN NAME,zebra_plains,right
18120,4064,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18120,junk,UNKNOWN NAME,zebra_plains,left
11361,8689,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0260,533,ok,Male,zebra_plains,left
10118,6779,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-10118,ok,UNKNOWN NAME,giraffe_masai,right
12858,5502,adult,"NNP GZC Car '3WHITE', Person 'A'",0,IBEIS_PZ_1781,2054,ok,Male,zebra_plains,left
12859,5502,adult,"NNP GZC Car '3WHITE', Person 'A'",1,IBEIS_PZ_1450,1723,ok,Female,zebra_plains,left
12860,5502,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12860,poor,UNKNOWN NAME,zebra_plains,backleft
11338,8675,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0470,743,ok,Female,zebra_plains,left
11255,8596,juveniles- two year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0477,750,ok,Female,zebra_plains,left
11256,8596,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0445,718,ok,Female,zebra_plains,left
16062,526,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-16062,poor,UNKNOWN NAME,zebra_plains,right
16063,526,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-16063,ok,UNKNOWN NAME,zebra_plains,right
18732,3984,adult,"NNP GZC Car '2RED', Person 'A'",1,IBEIS_PZ_0303,576,good,Male,zebra_plains,left
9858,5292,adult,"NNP GZC Car '3WHITE', Person 'A'",0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
16385,7611,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16385,junk,UNKNOWN NAME,zebra_plains,right
16386,7611,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16386,ok,UNKNOWN NAME,zebra_plains,right
18379,4408,adult,"NNP GZC Car '2RED', Person 'C'",0,IBEIS_PZ_1602,1875,ok,Female,zebra_plains,left
18380,4408,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18380,poor,UNKNOWN NAME,zebra_plains,left
8986,9303,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,____,-8986,excellent,UNKNOWN NAME,giraffe_masai,right
8833,9320,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,NNP_GIRM_0020,24,ok,Male,giraffe_masai,left
15624,859,infant,"NNP GZC Car '15WHITE', Person 'A'",0,____,-15624,ok,UNKNOWN NAME,zebra_plains,right
8840,9334,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,NNP_GIRM_0003,3,ok,Male,giraffe_masai,left
8841,9334,unknown,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,NNP_GIRM_0005,5,ok,UNKNOWN SEX,giraffe_masai,left
11525,8814,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0378,651,poor,Female,zebra_plains,left
9680,1452,adult,"NNP GZC Car '1BLUE', Person 'C'",0,NNP_GIRM_0099,132,ok,Male,giraffe_masai,left
9942,2797,adult,"NNP GZC Car '1RED', Person 'B'",1,NNP_GIRM_0095,124,good,Female,giraffe_masai,left
9965,2802,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-9965,poor,UNKNOWN NAME,giraffe_masai,left
18122,4631,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18122,poor,UNKNOWN NAME,zebra_plains,left
11611,8878,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0422,695,ok,UNKNOWN SEX,zebra_plains,left
11443,8739,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0346,619,ok,Female,zebra_plains,left
11444,8739,juveniles - one year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0352,625,poor,UNKNOWN SEX,zebra_plains,left
11445,8739,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0336,609,ok,Male,zebra_plains,left
11126,8499,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0510,783,ok,Female,zebra_plains,left
10358,7916,juveniles - one year old,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0041,314,ok,Female,zebra_plains,left
10359,7916,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0216,489,poor,Male,zebra_plains,left
