AID,GID,AGE,CONTRIBUTOR,EXEMPLAR_FLAG,INDIVIDUAL_NAME,NID,QUALITY,SEX,SPECIES,VIEW_POINT
17381,6518,infant,"NNP GZC Car '6RED', Person 'B'",0,IBEIS_PZ_1739,2012,ok,UNKNOWN SEX,zebra_plains,left
17382,6518,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17382,junk,UNKNOWN NAME,zebra_plains,left
13843,5705,infant,"NNP GZC Car '4RED', Person 'A'",0,____,-13843,poor,UNKNOWN NAME,zebra_plains,left
17884,3697,adult,"NNP GZC Car '2RED', Person 'A'",1,IBEIS_PZ_1584,1857,good,Female,zebra_plains,left
17484,6506,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17484,poor,UNKNOWN NAME,zebra_plains,left
15314,1585,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_0375,648,poor,Female,zebra_plains,left
15315,1585,juveniles - one year old,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1257,1530,good,Female,zebra_plains,left
15316,1585,adult,"NNP GZC Car '1PURPLE', Person 'A'",1,IBEIS_PZ_1265,1538,excellent,Male,zebra_plains,left
12073,9300,juveniles - one year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0108,381,ok,Female,zebra_plains,left
12074,9300,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0104,377,ok,Male,zebra_plains,left
11497,8785,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0083,356,good,Male,zebra_plains,frontleft
9444,880,infant,"NNP GZC Car '15WHITE', Person 'A'",0,____,-9444,good,UNKNOWN NAME,giraffe_masai,frontright
9350,437,adult,"NNP GZC Car '13WHITE', Person 'A'",1,NNP_GIRM_0046,60,good,Male,giraffe_masai,left
11798,8984,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0611,884,ok,UNKNOWN SEX,zebra_plains,left
11799,8984,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0594,867,ok,UNKNOWN SEX,zebra_plains,frontleft
8933,3307,unknown,"NNP GZC Car '1WHITE', Person 'C'",0,NNP_GIRM_0060,80,poor,UNKNOWN SEX,giraffe_masai,left
8934,3307,unknown,"NNP GZC Car '1WHITE', Person 'C'",0,NNP_GIRM_0060,80,poor,UNKNOWN SEX,giraffe_masai,right
8935,3307,infant,"NNP GZC Car '1WHITE', Person 'C'",0,____,-8935,poor,UNKNOWN NAME,giraffe_masai,right
12207,3542,adult,"NNP GZC Car '25PURPLE', Person 'A'",0,IBEIS_PZ_0795,1068,ok,UNKNOWN SEX,zebra_plains,backleft
11742,8941,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0557,830,poor,UNKNOWN SEX,zebra_plains,left
9594,6962,infant,"NNP GZC Car '6WHITE', Person 'B'",0,____,-9594,poor,UNKNOWN NAME,giraffe_masai,frontleft
9595,6962,infant,"NNP GZC Car '6WHITE', Person 'B'",0,____,-9595,poor,UNKNOWN NAME,giraffe_masai,frontleft
13100,6962,adult,"NNP GZC Car '6WHITE', Person 'B'",0,IBEIS_PZ_0875,1148,poor,Male,zebra_plains,left
13101,6962,juveniles- two year old,"NNP GZC Car '6WHITE', Person 'B'",0,IBEIS_PZ_1026,1299,junk,Female,zebra_plains,backleft
11741,8942,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0572,845,ok,Female,zebra_plains,left
15125,1825,infant,"NNP GZC Car '1PURPLE', Person 'B'",1,IBEIS_PZ_0454,727,good,Female,zebra_plains,left
9465,892,infant,"NNP GZC Car '15WHITE', Person 'A'",0,____,-9465,ok,UNKNOWN NAME,giraffe_masai,front
13830,5701,infant,"NNP GZC Car '4RED', Person 'A'",0,____,-13830,poor,UNKNOWN NAME,zebra_plains,left
12270,1468,adult,"NNP GZC Car '1BLUE', Person 'D'",1,IBEIS_PZ_1421,1694,excellent,Male,zebra_plains,left
9182,150,adult,"NNP GZC Car '11WHITE', Person 'A'",0,NNP_GIRM_0086,112,good,Female,giraffe_masai,left
14932,2397,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_0312,585,good,Female,zebra_plains,left
11150,8517,juveniles - one year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_1612,1885,poor,Male,zebra_plains,left
11151,8517,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0497,770,ok,Female,zebra_plains,left
14492,5158,infant,"NNP GZC Car '3RED', Person 'B'",0,____,-14492,poor,UNKNOWN NAME,zebra_plains,left
14493,5158,infant,"NNP GZC Car '3RED', Person 'B'",0,____,-14493,poor,UNKNOWN NAME,zebra_plains,left
18210,4224,infant,"NNP GZC Car '2RED', Person 'B'",0,____,-18210,ok,UNKNOWN NAME,zebra_plains,backleft
13731,7344,adult,"NNP GZC Car '7WHITE', Person 'B'",1,IBEIS_PZ_1709,1982,ok,Female,zebra_plains,left
14482,5107,infant,"NNP GZC Car '3RED', Person 'A'",0,IBEIS_PZ_1718,1991,ok,Female,zebra_plains,left
17465,6542,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17465,poor,UNKNOWN NAME,zebra_plains,left
13501,6146,juveniles- two year old,"NNP GZC Car '5WHITE', Person 'A'",1,IBEIS_PZ_1197,1470,excellent,UNKNOWN SEX,zebra_plains,left
12072,9308,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0118,391,good,Male,zebra_plains,frontleft
16945,2889,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-16945,poor,UNKNOWN NAME,zebra_plains,left
16946,2889,juveniles - one year old,"NNP GZC Car '1RED', Person 'B'",0,IBEIS_PZ_1698,1971,ok,Male,zebra_plains,left
16947,2889,juveniles- two year old,"NNP GZC Car '1RED', Person 'B'",0,IBEIS_PZ_1233,1506,ok,Female,zebra_plains,left
9375,498,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-9375,junk,UNKNOWN NAME,giraffe_masai,left
17820,6261,adult,"NNP GZC Car '6RED', Person 'A'",1,IBEIS_PZ_1760,2033,ok,UNKNOWN SEX,zebra_plains,left
17821,6261,adult,"NNP GZC Car '6RED', Person 'A'",0,IBEIS_PZ_0070,343,ok,Female,zebra_plains,left
9763,7675,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-9763,junk,UNKNOWN NAME,giraffe_masai,right
9058,9172,juveniles- two year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,NNP_GIRM_0065,86,excellent,Female,giraffe_masai,backright
13380,1191,infant,"NNP GZC Car '17WHITE', Person 'C'",0,____,-13380,poor,UNKNOWN NAME,zebra_plains,frontright
17768,6322,adult,"NNP GZC Car '6RED', Person 'A'",1,IBEIS_PZ_1794,2067,ok,UNKNOWN SEX,zebra_plains,left
12452,4936,juveniles - one year old,"NNP GZC Car '2WHITE', Person 'A'",1,IBEIS_PZ_0830,1103,good,Female,zebra_plains,left
13856,5680,infant,"NNP GZC Car '4RED', Person 'A'",1,IBEIS_PZ_0212,485,ok,Male,zebra_plains,left
13332,1198,adult,"NNP GZC Car '17WHITE', Person 'C'",1,IBEIS_PZ_1856,2129,ok,Female,zebra_plains,left
12864,5341,infant,"NNP GZC Car '3WHITE', Person 'A'",1,IBEIS_PZ_1448,1721,excellent,Female,zebra_plains,left
18169,4475,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18169,poor,UNKNOWN NAME,zebra_plains,left
14836,2076,adult,"NNP GZC Car '1PURPLE', Person 'C'",0,IBEIS_PZ_1225,1498,ok,Male,zebra_plains,backleft
14837,2076,adult,"NNP GZC Car '1PURPLE', Person 'C'",0,IBEIS_PZ_0503,776,ok,Female,zebra_plains,backleft
14838,2076,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'C'",0,IBEIS_PZ_0342,615,ok,Female,zebra_plains,left
15979,5199,infant,"NNP GZC Car '3RED', Person 'B'",0,____,-15979,poor,UNKNOWN NAME,zebra_plains,backleft
12168,3549,infant,"NNP GZC Car '25PURPLE', Person 'A'",1,IBEIS_PZ_0818,1091,excellent,UNKNOWN SEX,zebra_plains,left
17778,6516,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17778,junk,UNKNOWN NAME,zebra_plains,left
17779,6516,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17779,poor,UNKNOWN NAME,zebra_plains,left
17780,6516,adult,"NNP GZC Car '6RED', Person 'B'",0,IBEIS_PZ_1766,2039,ok,Female,zebra_plains,frontleft
11084,8467,juveniles- two year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0515,788,ok,Female,zebra_plains,left
15943,461,infant,"NNP GZC Car '13WHITE', Person 'A'",0,____,-15943,poor,UNKNOWN NAME,zebra_plains,left
15944,461,juveniles- two year old,"NNP GZC Car '13WHITE', Person 'A'",0,IBEIS_PZ_0902,1175,ok,Female,zebra_plains,frontleft
18365,3884,infant,"NNP GZC Car '2RED', Person 'A'",0,____,-18365,ok,UNKNOWN NAME,zebra_plains,right
13833,5678,adult,"NNP GZC Car '4RED', Person 'A'",1,IBEIS_PZ_0020,293,good,Female,zebra_plains,left
13834,5678,infant,"NNP GZC Car '4RED', Person 'A'",1,IBEIS_PZ_0306,579,ok,UNKNOWN SEX,zebra_plains,left
12972,5348,adult,"NNP GZC Car '3WHITE', Person 'A'",0,IBEIS_PZ_0270,543,good,Male,zebra_plains,left
13537,6157,infant,"NNP GZC Car '5WHITE', Person 'A'",1,IBEIS_PZ_1187,1460,good,UNKNOWN SEX,zebra_plains,left
10765,8161,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1,IBEIS_PZ_0121,394,ok,Male,zebra_plains,left
15598,826,adult,"NNP GZC Car '15WHITE', Person 'A'",0,IBEIS_PZ_1382,1655,ok,Male,zebra_plains,backleft
15599,826,adult,"NNP GZC Car '15WHITE', Person 'A'",0,IBEIS_PZ_1378,1651,ok,Male,zebra_plains,backleft
9929,5467,adult,"NNP GZC Car '3WHITE', Person 'A'",0,NNP_GIRM_0081,105,good,Male,giraffe_masai,left
9930,5467,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-9930,poor,UNKNOWN NAME,giraffe_masai,left
9931,5467,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-9931,poor,UNKNOWN NAME,giraffe_masai,left
15845,2017,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1224,1497,ok,Male,zebra_plains,backleft
16668,7524,adult,"NNP GZC Car '8WHITE', Person 'A'",0,IBEIS_PZ_1268,1541,ok,Male,zebra_plains,left
16669,7524,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16669,poor,UNKNOWN NAME,zebra_plains,left
16670,7524,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16670,poor,UNKNOWN NAME,zebra_plains,left
11614,8881,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0420,693,ok,Female,zebra_plains,left
16465,7498,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16465,poor,UNKNOWN NAME,zebra_plains,frontleft
16466,7498,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16466,poor,UNKNOWN NAME,zebra_plains,front
16467,7498,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16467,junk,UNKNOWN NAME,zebra_plains,front
9505,884,infant,"NNP GZC Car '15WHITE', Person 'A'",0,____,-9505,poor,UNKNOWN NAME,giraffe_masai,front
13767,6176,adult,"NNP GZC Car '5WHITE', Person 'A'",1,IBEIS_PZ_1139,1412,ok,Female,zebra_plains,left
17420,6703,infant,"NNP GZC Car '6RED', Person 'B'",1,IBEIS_PZ_1758,2031,ok,UNKNOWN SEX,zebra_plains,frontleft
17421,6703,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17421,poor,UNKNOWN NAME,zebra_plains,left
12809,5323,adult,"NNP GZC Car '3WHITE', Person 'A'",0,IBEIS_PZ_1447,1720,excellent,Male,zebra_plains,left
12882,5452,infant,"NNP GZC Car '3WHITE', Person 'A'",1,IBEIS_PZ_1455,1728,ok,UNKNOWN SEX,zebra_plains,left
10929,8303,adult,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",0,IBEIS_PZ_0237,510,ok,Female,zebra_plains,backleft
10930,8303,adult,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1,IBEIS_PZ_0215,488,good,Female,zebra_plains,left
15746,3957,adult,"NNP GZC Car '2RED', Person 'A'",0,IBEIS_PZ_0626,899,good,Female,zebra_plains,left
10840,8221,juveniles - one year old,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",0,IBEIS_PZ_0239,512,poor,Female,zebra_plains,left
14806,1480,adult,"NNP GZC Car '1PURPLE', Person 'A'",1,IBEIS_PZ_1367,1640,excellent,Male,zebra_plains,left
17617,6294,infant,"NNP GZC Car '6RED', Person 'A'",1,IBEIS_PZ_1739,2012,good,UNKNOWN SEX,zebra_plains,left
13184,6938,adult,"NNP GZC Car '6WHITE', Person 'B'",0,IBEIS_PZ_1002,1275,good,Female,zebra_plains,backleft
13185,6938,infant,"NNP GZC Car '6WHITE', Person 'B'",0,IBEIS_PZ_1011,1284,ok,UNKNOWN SEX,zebra_plains,backleft
13057,7022,adult,"NNP GZC Car '6WHITE', Person 'B'",1,IBEIS_PZ_1009,1282,ok,Female,zebra_plains,left
14421,2372,infant,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1253,1526,good,Male,zebra_plains,left
10352,7912,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0216,489,ok,Male,zebra_plains,left
13802,6198,adult,"NNP GZC Car '5WHITE', Person 'A'",1,IBEIS_PZ_0445,718,excellent,Female,zebra_plains,left
15675,1028,infant,"NNP GZC Car '15WHITE', Person 'D'",0,____,-15675,junk,UNKNOWN NAME,zebra_plains,right
10849,8232,infant,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1,IBEIS_PZ_0242,515,ok,UNKNOWN SEX,zebra_plains,left
17343,6505,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17343,poor,UNKNOWN NAME,zebra_plains,left
17344,6505,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17344,poor,UNKNOWN NAME,zebra_plains,backright
15321,2188,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1215,1488,good,Female,zebra_plains,left
15322,2188,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1247,1520,poor,Male,zebra_plains,frontleft
15323,2188,adult,"NNP GZC Car '1PURPLE', Person 'D'",1,IBEIS_PZ_1240,1513,good,Male,zebra_plains,left
10293,7866,infant,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0011,284,poor,UNKNOWN SEX,zebra_plains,left
10294,7866,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0204,477,good,Female,zebra_plains,back
14928,2214,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1260,1533,good,Female,zebra_plains,left
12581,3272,infant,"NNP GZC Car '1WHITE', Person 'B'",0,IBEIS_PZ_0971,1244,poor,UNKNOWN SEX,zebra_plains,left
12567,3268,infant,"NNP GZC Car '1WHITE', Person 'B'",0,IBEIS_PZ_0919,1192,good,UNKNOWN SEX,zebra_plains,right
12568,3268,infant,"NNP GZC Car '1WHITE', Person 'B'",0,IBEIS_PZ_0948,1221,ok,UNKNOWN SEX,zebra_plains,backleft
14872,1818,infant,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1362,1635,good,Male,zebra_plains,left
9179,2110,adult,"NNP GZC Car '1PURPLE', Person 'D'",1,NNP_GIRM_0112,161,good,Female,giraffe_masai,left
9180,2110,infant,"NNP GZC Car '1PURPLE', Person 'D'",0,____,-9180,ok,UNKNOWN NAME,giraffe_masai,front
9181,2110,infant,"NNP GZC Car '1PURPLE', Person 'D'",0,____,-9181,poor,UNKNOWN NAME,giraffe_masai,left
15229,2330,juveniles - one year old,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1698,1971,ok,Male,zebra_plains,frontleft
18435,4636,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18435,poor,UNKNOWN NAME,zebra_plains,left
18436,4636,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18436,poor,UNKNOWN NAME,zebra_plains,backleft
18437,4636,infant,"NNP GZC Car '2RED', Person 'C'",0,____,-18437,poor,UNKNOWN NAME,zebra_plains,backleft
8819,9315,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,NNP_GIRM_0009,11,good,Male,giraffe_masai,right
15393,605,infant,"NNP GZC Car '13WHITE', Person 'B'",1,IBEIS_PZ_1577,1850,ok,UNKNOWN SEX,zebra_plains,frontleft
10908,8288,adult,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",0,IBEIS_PZ_0269,542,ok,Female,zebra_plains,left
11836,9042,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0495,768,ok,Female,zebra_plains,left
16128,5097,infant,"NNP GZC Car '3RED', Person 'A'",1,IBEIS_PZ_1890,2163,ok,UNKNOWN SEX,zebra_plains,left
16129,5097,infant,"NNP GZC Car '3RED', Person 'A'",0,____,-16129,junk,UNKNOWN NAME,zebra_plains,left
9483,903,adult,"NNP GZC Car '15WHITE', Person 'A'",0,NNP_GIRM_0143,234,good,Female,giraffe_masai,left
8803,9175,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,NNP_GIRM_0039,52,good,UNKNOWN SEX,giraffe_masai,right
10639,8090,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1,IBEIS_PZ_0090,363,good,Male,zebra_plains,left
10640,8090,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0085,358,poor,Female,zebra_plains,back
13818,5726,infant,"NNP GZC Car '4RED', Person 'A'",0,____,-13818,poor,UNKNOWN NAME,zebra_plains,left
13819,5726,infant,"NNP GZC Car '4RED', Person 'A'",0,____,-13819,junk,UNKNOWN NAME,zebra_plains,left
13820,5726,adult,"NNP GZC Car '4RED', Person 'A'",1,IBEIS_PZ_1868,2141,ok,Female,zebra_plains,left
15426,577,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15426,excellent,UNKNOWN NAME,zebra_plains,right
12418,1460,infant,"NNP GZC Car '1BLUE', Person 'D'",1,IBEIS_PZ_1437,1710,ok,UNKNOWN SEX,zebra_plains,left
12419,1460,infant,"NNP GZC Car '1BLUE', Person 'D'",1,IBEIS_PZ_1438,1711,good,UNKNOWN SEX,zebra_plains,left
11157,8522,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0520,793,ok,Male,zebra_plains,left
10970,8376,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0524,797,poor,Male,zebra_plains,left
17168,2902,juveniles- two year old,"NNP GZC Car '1RED', Person 'B'",1,IBEIS_PZ_1233,1506,good,Female,zebra_plains,left
16775,2550,adult,"NNP GZC Car '1RED', Person 'A'",0,IBEIS_PZ_1620,1893,ok,Female,zebra_plains,left
16776,2550,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-16776,junk,UNKNOWN NAME,zebra_plains,left
17645,6638,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17645,poor,UNKNOWN NAME,zebra_plains,left
16219,5071,infant,"NNP GZC Car '3RED', Person 'A'",0,____,-16219,poor,UNKNOWN NAME,zebra_plains,left
13140,6948,juveniles- two year old,"NNP GZC Car '6WHITE', Person 'B'",0,IBEIS_PZ_1012,1285,ok,Female,zebra_plains,left
10045,6794,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-10045,junk,UNKNOWN NAME,giraffe_masai,frontright
11283,8626,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0488,761,poor,UNKNOWN SEX,zebra_plains,frontleft
17226,2591,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-17226,ok,UNKNOWN NAME,zebra_plains,backleft
15695,6071,infant,"NNP GZC Car '5RED', Person 'C'",0,____,-15695,junk,UNKNOWN NAME,zebra_plains,right
9480,1734,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,NNP_GIRM_0111,158,good,Male,giraffe_masai,left
11280,8623,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0205,478,ok,Male,zebra_plains,left
8883,3443,infant,"NNP GZC Car '1WHITE', Person 'C'",1,NNP_GIRM_0066,87,ok,UNKNOWN SEX,giraffe_masai,frontleft
12482,4887,adult,"NNP GZC Car '2WHITE', Person 'A'",0,IBEIS_PZ_0833,1106,junk,UNKNOWN SEX,zebra_plains,left
17433,6648,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17433,poor,UNKNOWN NAME,zebra_plains,left
17434,6648,adult,"NNP GZC Car '6RED', Person 'B'",1,IBEIS_PZ_0885,1158,good,Male,zebra_plains,left
17435,6648,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17435,junk,UNKNOWN NAME,zebra_plains,left
11307,8650,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0453,726,poor,Male,zebra_plains,frontleft
16090,637,adult,"NNP GZC Car '13WHITE', Person 'B'",1,IBEIS_PZ_1571,1844,ok,Male,zebra_plains,left
16091,637,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-16091,poor,UNKNOWN NAME,zebra_plains,right
10936,8306,infant,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",0,IBEIS_PZ_0179,452,poor,UNKNOWN SEX,zebra_plains,left
10937,8306,adult,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1,IBEIS_PZ_0191,464,ok,Female,zebra_plains,left
12664,3105,infant,"NNP GZC Car '1WHITE', Person 'A'",0,IBEIS_PZ_0192,465,ok,UNKNOWN SEX,zebra_plains,left
12665,3105,adult,"NNP GZC Car '1WHITE', Person 'A'",0,IBEIS_PZ_0210,483,poor,Male,zebra_plains,left
17286,2558,adult,"NNP GZC Car '1RED', Person 'A'",1,IBEIS_PZ_1587,1860,excellent,Male,zebra_plains,left
9200,232,adult,"NNP GZC Car '11WHITE', Person 'A'",0,NNP_GIRM_0119,172,good,Female,giraffe_masai,left
14690,1560,adult,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1350,1623,good,Female,zebra_plains,left
13272,399,adult,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_0895,1168,good,Female,zebra_plains,left
15696,5885,infant,"NNP GZC Car '5RED', Person 'A'",0,____,-15696,good,UNKNOWN NAME,zebra_plains,right
15697,5885,infant,"NNP GZC Car '5RED', Person 'A'",0,____,-15697,good,UNKNOWN NAME,zebra_plains,right
15698,5885,infant,"NNP GZC Car '5RED', Person 'A'",0,____,-15698,good,UNKNOWN NAME,zebra_plains,right
16689,7465,infant,"NNP GZC Car '8WHITE', Person 'A'",0,IBEIS_PZ_1502,1775,ok,UNKNOWN SEX,zebra_plains,backleft
16690,7465,adult,"NNP GZC Car '8WHITE', Person 'A'",0,IBEIS_PZ_1288,1561,good,Male,zebra_plains,backleft
16691,7465,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16691,poor,UNKNOWN NAME,zebra_plains,backleft
16692,7465,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16692,poor,UNKNOWN NAME,zebra_plains,left
16693,7465,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16693,junk,UNKNOWN NAME,zebra_plains,backleft
13574,7336,infant,"NNP GZC Car '7WHITE', Person 'B'",0,____,-13574,poor,UNKNOWN NAME,zebra_plains,left
11145,8514,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_1893,2166,good,Female,zebra_plains,frontleft
11649,8514,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0497,770,ok,Female,zebra_plains,frontleft
14166,744,infant,"NNP GZC Car '14WHITE', Person 'A'",1,IBEIS_PZ_1642,1915,ok,UNKNOWN SEX,zebra_plains,left
11298,8640,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0469,742,ok,Male,zebra_plains,left
18393,3932,infant,"NNP GZC Car '2RED', Person 'A'",0,____,-18393,ok,UNKNOWN NAME,zebra_plains,back
18394,3932,adult,"NNP GZC Car '2RED', Person 'A'",0,IBEIS_PZ_1630,1903,ok,Female,zebra_plains,back
12602,3101,adult,"NNP GZC Car '1WHITE', Person 'A'",1,IBEIS_PZ_0889,1162,ok,Female,zebra_plains,left
12781,1383,adult,"NNP GZC Car '1BLUE', Person 'C'",0,IBEIS_PZ_1111,1384,ok,Female,zebra_plains,left
12782,1383,juveniles - one year old,"NNP GZC Car '1BLUE', Person 'C'",0,IBEIS_PZ_0423,696,ok,Female,zebra_plains,left
12783,1383,adult,"NNP GZC Car '1BLUE', Person 'C'",0,IBEIS_PZ_1424,1697,ok,Female,zebra_plains,left
10906,8285,juveniles- two year old,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",0,IBEIS_PZ_0271,544,ok,Female,zebra_plains,left
17236,2909,adult,"NNP GZC Car '1RED', Person 'B'",0,IBEIS_PZ_0417,690,good,Male,zebra_plains,left
14360,1931,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1111,1384,ok,Female,zebra_plains,left
15154,2404,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1287,1560,poor,Male,zebra_plains,left
15155,2404,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_1216,1489,ok,Female,zebra_plains,left
