AID,GID,Album,Shared,Not Shared,Proportion,AGE,CONTRIBUTOR,EXEMPLAR_FLAG,INDIVIDUAL_NAME,NID,QUALITY,SEX,SPECIES,VIEW_POINT
10635.0,8087,photo_album_30,7,3,70.0,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0085,358,ok,Female,zebra_plains,left
14208.0,706,photo_album_26,6,4,60.0,adult,"NNP GZC Car '14WHITE', Person 'A'",1,IBEIS_PZ_1639,1912,good,Male,zebra_plains,left
14208.0,706,photo_album_33,2,8,20.0,adult,"NNP GZC Car '14WHITE', Person 'A'",1,IBEIS_PZ_1639,1912,good,Male,zebra_plains,left
11331.0,8669,photo_album_78,4,6,40.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0444,717,ok,Male,zebra_plains,left
10543.0,8038,photo_album_30,2,7,22.22222222222222,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0067,340,ok,Female,zebra_plains,left
10544.0,8038,photo_album_30,2,7,22.22222222222222,infant,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0068,341,ok,Male,zebra_plains,left
12472.0,4932,photo_album_35,3,7,30.0,juveniles - one year old,"NNP GZC Car '2WHITE', Person 'A'",0,IBEIS_PZ_0852,1125,good,Male,zebra_plains,backleft
12472.0,4932,photo_album_51,6,4,60.0,juveniles - one year old,"NNP GZC Car '2WHITE', Person 'A'",0,IBEIS_PZ_0852,1125,good,Male,zebra_plains,backleft
18469.0,3976,photo_album_52,7,3,70.0,infant,"NNP GZC Car '2RED', Person 'A'",0,____,-18469,poor,UNKNOWN NAME,zebra_plains,right
12245.0,1331,photo_album_89,8,2,80.0,adult,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1103,1376,excellent,Male,zebra_plains,left
12246.0,1331,photo_album_89,8,2,80.0,adult,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1416,1689,ok,Female,zebra_plains,left
12247.0,1331,photo_album_89,8,2,80.0,infant,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1435,1708,ok,UNKNOWN SEX,zebra_plains,left
12248.0,1331,photo_album_89,8,2,80.0,infant,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1441,1714,good,UNKNOWN SEX,zebra_plains,left
12249.0,1331,photo_album_89,8,2,80.0,adult,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1436,1709,ok,Male,zebra_plains,left
12250.0,1331,photo_album_89,8,2,80.0,adult,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1415,1688,ok,Female,zebra_plains,left
12251.0,1331,photo_album_89,8,2,80.0,infant,"NNP GZC Car '1BLUE', Person 'B'",0,____,-12251,junk,UNKNOWN NAME,zebra_plains,left
8828.0,8318,photo_album_11,3,5,37.5,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,____,-8828,poor,UNKNOWN NAME,giraffe_masai,right
8828.0,8318,photo_album_17,4,6,40.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,____,-8828,poor,UNKNOWN NAME,giraffe_masai,right
8828.0,8318,photo_album_49,5,5,50.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,____,-8828,poor,UNKNOWN NAME,giraffe_masai,right
8828.0,8318,photo_album_55,2,8,20.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,____,-8828,poor,UNKNOWN NAME,giraffe_masai,right
8828.0,8318,photo_album_67,1,9,10.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,____,-8828,poor,UNKNOWN NAME,giraffe_masai,right
8828.0,8318,photo_album_80,3,7,30.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,____,-8828,poor,UNKNOWN NAME,giraffe_masai,right
15666.0,818,photo_album_48,5,5,50.0,infant,"NNP GZC Car '15WHITE', Person 'A'",0,____,-15666,good,UNKNOWN NAME,zebra_plains,back
15667.0,818,photo_album_48,5,5,50.0,adult,"NNP GZC Car '15WHITE', Person 'A'",0,IBEIS_PZ_1497,1770,ok,Female,zebra_plains,backleft
15668.0,818,photo_album_48,5,5,50.0,infant,"NNP GZC Car '15WHITE', Person 'A'",0,____,-15668,ok,UNKNOWN NAME,zebra_plains,back
13310.0,360,photo_album_1,8,1,88.88888888888889,juveniles- two year old,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_0996,1269,good,Female,zebra_plains,left
13310.0,360,photo_album_14,7,3,70.0,juveniles- two year old,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_0996,1269,good,Female,zebra_plains,left
13310.0,360,photo_album_19,10,0,100.0,juveniles- two year old,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_0996,1269,good,Female,zebra_plains,left
13310.0,360,photo_album_46,8,2,80.0,juveniles- two year old,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_0996,1269,good,Female,zebra_plains,left
13310.0,360,photo_album_82,6,4,60.0,juveniles- two year old,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_0996,1269,good,Female,zebra_plains,left
11730.0,8953,photo_album_69,7,3,70.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0579,852,poor,Male,zebra_plains,right
14473.0,5171,photo_album_39,3,7,30.0,infant,"NNP GZC Car '3RED', Person 'B'",0,____,-14473,junk,UNKNOWN NAME,zebra_plains,left
14474.0,5171,photo_album_39,3,7,30.0,juveniles - one year old,"NNP GZC Car '3RED', Person 'B'",1,IBEIS_PZ_1832,2105,good,Female,zebra_plains,left
9478.0,913,photo_album_50,10,0,100.0,adult,"NNP GZC Car '15WHITE', Person 'A'",0,NNP_GIRM_0143,234,good,Female,giraffe_masai,left
9479.0,913,photo_album_50,10,0,100.0,infant,"NNP GZC Car '15WHITE', Person 'A'",0,____,-9479,poor,UNKNOWN NAME,giraffe_masai,frontright
12460.0,4891,photo_album_58,2,8,20.0,adult,"NNP GZC Car '2WHITE', Person 'A'",0,IBEIS_PZ_0373,646,poor,Female,zebra_plains,left
12461.0,4891,photo_album_58,2,8,20.0,adult,"NNP GZC Car '2WHITE', Person 'A'",1,IBEIS_PZ_0060,333,good,Male,zebra_plains,left
12462.0,4931,photo_album_35,6,4,60.0,juveniles- two year old,"NNP GZC Car '2WHITE', Person 'A'",0,IBEIS_PZ_0401,674,ok,Female,zebra_plains,left
12462.0,4931,photo_album_58,6,4,60.0,juveniles- two year old,"NNP GZC Car '2WHITE', Person 'A'",0,IBEIS_PZ_0401,674,ok,Female,zebra_plains,left
15605.0,849,photo_album_48,6,4,60.0,adult,"NNP GZC Car '15WHITE', Person 'A'",0,IBEIS_PZ_0519,792,ok,Female,zebra_plains,left
17482.0,6706,photo_album_66,1,9,10.0,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17482,poor,UNKNOWN NAME,zebra_plains,left
15998.0,570,photo_album_59,5,5,50.0,adult,"NNP GZC Car '13WHITE', Person 'B'",1,IBEIS_PZ_1575,1848,good,Male,zebra_plains,frontleft
11508.0,8797,photo_album_68,10,0,100.0,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0403,676,good,UNKNOWN SEX,zebra_plains,left
10487.0,8008,photo_album_100,8,2,80.0,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1,IBEIS_PZ_0050,323,good,Female,zebra_plains,left
18070.0,4581,photo_album_63,4,6,40.0,juveniles - one year old,"NNP GZC Car '2RED', Person 'C'",0,IBEIS_PZ_1592,1865,ok,Female,zebra_plains,left
17526.0,6585,photo_album_45,3,7,30.0,adult,"NNP GZC Car '6RED', Person 'B'",1,IBEIS_PZ_1754,2027,ok,Male,zebra_plains,left
10347.0,7907,photo_album_47,3,7,30.0,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_1712,1985,good,Female,zebra_plains,left
11482.0,8772,photo_album_23,8,1,88.88888888888889,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0442,715,excellent,Male,zebra_plains,left
16006.0,431,photo_album_32,3,7,30.0,infant,"NNP GZC Car '13WHITE', Person 'A'",0,____,-16006,poor,UNKNOWN NAME,zebra_plains,left
9094.0,8327,photo_album_11,8,2,80.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,____,-9094,poor,UNKNOWN NAME,giraffe_masai,right
9094.0,8327,photo_album_17,8,2,80.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,____,-9094,poor,UNKNOWN NAME,giraffe_masai,right
9094.0,8327,photo_album_55,4,6,40.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,____,-9094,poor,UNKNOWN NAME,giraffe_masai,right
9094.0,8327,photo_album_67,7,3,70.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,____,-9094,poor,UNKNOWN NAME,giraffe_masai,right
18410.0,3944,photo_album_52,4,6,40.0,juveniles- two year old,"NNP GZC Car '2RED', Person 'A'",1,IBEIS_PZ_1604,1877,good,Female,zebra_plains,left
18411.0,3944,photo_album_52,4,6,40.0,infant,"NNP GZC Car '2RED', Person 'A'",0,____,-18411,ok,UNKNOWN NAME,zebra_plains,backleft
18412.0,3944,photo_album_52,4,6,40.0,infant,"NNP GZC Car '2RED', Person 'A'",0,____,-18412,junk,UNKNOWN NAME,zebra_plains,left
14785.0,2097,photo_album_96,6,4,60.0,adult,"NNP GZC Car '1PURPLE', Person 'D'",1,IBEIS_PZ_1234,1507,good,Male,zebra_plains,left
9354.0,502,photo_album_72,2,8,20.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-9354,poor,UNKNOWN NAME,giraffe_masai,right
13364.0,1167,photo_album_74,3,7,30.0,infant,"NNP GZC Car '17WHITE', Person 'A'",0,____,-13364,poor,UNKNOWN NAME,zebra_plains,left
12747.0,3097,photo_album_6,6,4,60.0,adult,"NNP GZC Car '1WHITE', Person 'A'",1,IBEIS_PZ_0928,1201,ok,Male,zebra_plains,left
15940.0,561,photo_album_72,3,7,30.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15940,poor,UNKNOWN NAME,zebra_plains,left
15941.0,561,photo_album_72,3,7,30.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15941,poor,UNKNOWN NAME,zebra_plains,backleft
15942.0,561,photo_album_72,3,7,30.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15942,poor,UNKNOWN NAME,zebra_plains,right
14271.0,1512,photo_album_12,6,4,60.0,adult,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_0571,844,good,Male,zebra_plains,left
11741.0,8942,photo_album_73,6,4,60.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0572,845,ok,Female,zebra_plains,left
17112.0,2934,photo_album_79,6,4,60.0,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-17112,good,UNKNOWN NAME,zebra_plains,front
17113.0,2934,photo_album_79,6,4,60.0,adult,"NNP GZC Car '1RED', Person 'B'",0,IBEIS_PZ_0417,690,ok,Male,zebra_plains,left
9184.0,314,photo_album_38,6,4,60.0,juveniles- two year old,"NNP GZC Car '11WHITE', Person 'A'",0,NNP_GIRM_0037,49,good,Female,giraffe_masai,left
11127.0,8500,photo_album_73,7,3,70.0,juveniles- two year old,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0056,329,good,Female,zebra_plains,frontleft
13691.0,7340,photo_album_31,0,10,0.0,adult,"NNP GZC Car '7WHITE', Person 'B'",0,IBEIS_PZ_1347,1620,ok,Male,zebra_plains,left
16812.0,2674,photo_album_21,5,5,50.0,adult,"NNP GZC Car '1RED', Person 'A'",0,IBEIS_PZ_1896,2169,ok,Female,zebra_plains,left
13385.0,6,photo_album_85,8,2,80.0,adult,"NNP GZC Car '10WHITE', Person 'A'",1,IBEIS_PZ_1561,1834,excellent,Male,zebra_plains,left
16971.0,3038,photo_album_79,6,4,60.0,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-16971,junk,UNKNOWN NAME,zebra_plains,right
16972.0,3038,photo_album_79,6,4,60.0,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-16972,poor,UNKNOWN NAME,zebra_plains,left
16973.0,3038,photo_album_79,6,4,60.0,adult,"NNP GZC Car '1RED', Person 'B'",0,IBEIS_PZ_1279,1552,ok,Female,zebra_plains,left
16435.0,7609,photo_album_5,6,4,60.0,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16435,ok,UNKNOWN NAME,zebra_plains,right
16436.0,7609,photo_album_5,6,4,60.0,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-16436,good,UNKNOWN NAME,zebra_plains,right
16162.0,414,photo_album_32,4,6,40.0,infant,"NNP GZC Car '13WHITE', Person 'A'",0,____,-16162,poor,UNKNOWN NAME,zebra_plains,right
12791.0,5501,photo_album_2,1,8,11.11111111111111,adult,"NNP GZC Car '3WHITE', Person 'A'",1,IBEIS_PZ_1450,1723,good,Female,zebra_plains,left
12792.0,5501,photo_album_2,1,8,11.11111111111111,adult,"NNP GZC Car '3WHITE', Person 'A'",0,IBEIS_PZ_1781,2054,good,Male,zebra_plains,left
16671.0,7511,photo_album_87,4,6,40.0,adult,"NNP GZC Car '8WHITE', Person 'A'",0,IBEIS_PZ_1347,1620,good,Male,zebra_plains,left
16672.0,7511,photo_album_87,4,6,40.0,adult,"NNP GZC Car '8WHITE', Person 'A'",0,IBEIS_PZ_0443,716,ok,Female,zebra_plains,left
17536.0,6660,photo_album_66,1,9,10.0,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17536,junk,UNKNOWN NAME,zebra_plains,left
13833.0,5678,photo_album_62,7,3,70.0,adult,"NNP GZC Car '4RED', Person 'A'",1,IBEIS_PZ_0020,293,good,Female,zebra_plains,left
13834.0,5678,photo_album_62,7,3,70.0,infant,"NNP GZC Car '4RED', Person 'A'",1,IBEIS_PZ_0306,579,ok,UNKNOWN SEX,zebra_plains,left
13336.0,1170,photo_album_74,3,7,30.0,infant,"NNP GZC Car '17WHITE', Person 'A'",0,____,-13336,poor,UNKNOWN NAME,zebra_plains,left
9192.0,306,photo_album_75,5,5,50.0,adult,"NNP GZC Car '11WHITE', Person 'A'",0,NNP_GIRM_0055,74,ok,Female,giraffe_masai,left
9203.0,226,photo_album_75,8,2,80.0,adult,"NNP GZC Car '11WHITE', Person 'A'",0,NNP_GIRM_0055,74,good,Female,giraffe_masai,left
9203.0,226,photo_album_97,2,8,20.0,adult,"NNP GZC Car '11WHITE', Person 'A'",0,NNP_GIRM_0055,74,good,Female,giraffe_masai,left
9448.0,1041,photo_album_29,9,1,90.0,infant,"NNP GZC Car '15WHITE', Person 'D'",0,____,-9448,junk,UNKNOWN NAME,giraffe_masai,front
15613.0,1041,photo_album_29,9,1,90.0,infant,"NNP GZC Car '15WHITE', Person 'D'",0,____,-15613,poor,UNKNOWN NAME,zebra_plains,right
18086.0,4803,photo_album_44,6,4,60.0,adult,"NNP GZC Car '2RED', Person 'D'",1,IBEIS_PZ_0497,770,excellent,Female,zebra_plains,left
9086.0,3162,photo_album_6,6,4,60.0,adult,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0040,53,ok,Female,giraffe_masai,right
9086.0,3162,photo_album_98,8,2,80.0,adult,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0040,53,ok,Female,giraffe_masai,right
9087.0,3162,photo_album_6,6,4,60.0,juveniles- two year old,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0051,70,ok,Male,giraffe_masai,right
9087.0,3162,photo_album_98,8,2,80.0,juveniles- two year old,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0051,70,ok,Male,giraffe_masai,right
9088.0,3162,photo_album_6,6,4,60.0,juveniles- two year old,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0049,68,ok,Male,giraffe_masai,backright
9088.0,3162,photo_album_98,8,2,80.0,juveniles- two year old,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0049,68,ok,Male,giraffe_masai,backright
9089.0,3162,photo_album_6,6,4,60.0,juveniles- two year old,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0067,89,ok,UNKNOWN SEX,giraffe_masai,right
9089.0,3162,photo_album_98,8,2,80.0,juveniles- two year old,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0067,89,ok,UNKNOWN SEX,giraffe_masai,right
11281.0,8624,photo_album_68,3,7,30.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0475,748,good,Female,zebra_plains,left
9666.0,1313,photo_album_15,7,3,70.0,adult,"NNP GZC Car '1BLUE', Person 'B'",1,NNP_GIRM_0096,127,good,Female,giraffe_masai,left
15410.0,529,photo_album_72,7,3,70.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,IBEIS_PZ_0884,1157,ok,Female,zebra_plains,left
10771.0,8167,photo_album_30,9,1,90.0,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0099,372,ok,Female,zebra_plains,right
10472.0,7996,photo_album_16,4,6,40.0,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0012,285,ok,Female,zebra_plains,left
13439.0,83,photo_album_8,5,4,55.55555555555556,infant,"NNP GZC Car '10WHITE', Person 'A'",0,____,-13439,ok,UNKNOWN NAME,zebra_plains,backright
13439.0,83,photo_album_57,4,6,40.0,infant,"NNP GZC Car '10WHITE', Person 'A'",0,____,-13439,ok,UNKNOWN NAME,zebra_plains,backright
15943.0,461,photo_album_32,9,1,90.0,infant,"NNP GZC Car '13WHITE', Person 'A'",0,____,-15943,poor,UNKNOWN NAME,zebra_plains,left
15944.0,461,photo_album_32,9,1,90.0,juveniles- two year old,"NNP GZC Car '13WHITE', Person 'A'",0,IBEIS_PZ_0902,1175,ok,Female,zebra_plains,frontleft
16062.0,526,photo_album_20,3,7,30.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-16062,poor,UNKNOWN NAME,zebra_plains,right
16063.0,526,photo_album_20,3,7,30.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-16063,ok,UNKNOWN NAME,zebra_plains,right
13299.0,388,photo_album_1,5,5,50.0,infant,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_1480,1753,good,UNKNOWN SEX,zebra_plains,left
13299.0,388,photo_album_14,8,2,80.0,infant,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_1480,1753,good,UNKNOWN SEX,zebra_plains,left
13299.0,388,photo_album_46,10,0,100.0,infant,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_1480,1753,good,UNKNOWN SEX,zebra_plains,left
11850.0,9052,photo_album_78,5,5,50.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0099,372,poor,Female,zebra_plains,left
9319.0,7276,photo_album_31,8,2,80.0,infant,"NNP GZC Car '7WHITE', Person 'B'",0,____,-9319,poor,UNKNOWN NAME,giraffe_masai,left
9556.0,5016,photo_album_91,6,4,60.0,infant,"NNP GZC Car '3PURPLE', Person 'B'",0,____,-9556,good,UNKNOWN NAME,giraffe_masai,right
11004.0,8405,photo_album_73,6,4,60.0,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0517,790,ok,Male,zebra_plains,left
15222.0,1860,photo_album_25,8,1,88.88888888888889,adult,"NNP GZC Car '1PURPLE', Person 'B'",1,IBEIS_PZ_0377,650,excellent,Female,zebra_plains,left
12555.0,3127,photo_album_6,2,8,20.0,adult,"NNP GZC Car '1WHITE', Person 'A'",1,IBEIS_PZ_0922,1195,good,Female,zebra_plains,left
12556.0,3127,photo_album_6,2,8,20.0,adult,"NNP GZC Car '1WHITE', Person 'A'",1,IBEIS_PZ_0894,1167,ok,Male,zebra_plains,left
9149.0,8350,photo_album_42,7,3,70.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0022,27,ok,Female,giraffe_masai,left
9149.0,8350,photo_album_49,8,2,80.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0022,27,ok,Female,giraffe_masai,left
9149.0,8350,photo_album_55,2,8,20.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0022,27,ok,Female,giraffe_masai,left
9149.0,8350,photo_album_67,5,5,50.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0022,27,ok,Female,giraffe_masai,left
9149.0,8350,photo_album_80,4,6,40.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0022,27,ok,Female,giraffe_masai,left
9710.0,1316,photo_album_89,8,2,80.0,infant,"NNP GZC Car '1BLUE', Person 'B'",0,____,-9710,poor,UNKNOWN NAME,giraffe_masai,left
15566.0,328,photo_album_75,3,7,30.0,adult,"NNP GZC Car '11WHITE', Person 'A'",1,IBEIS_PZ_0769,1042,good,Female,zebra_plains,left
17439.0,6642,photo_album_66,3,7,30.0,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17439,poor,UNKNOWN NAME,zebra_plains,left
13631.0,7331,photo_album_31,1,9,10.0,adult,"NNP GZC Car '7WHITE', Person 'B'",0,IBEIS_PZ_1429,1702,ok,Female,zebra_plains,left
12453.0,4930,photo_album_77,7,3,70.0,juveniles- two year old,"NNP GZC Car '2WHITE', Person 'A'",1,IBEIS_PZ_0401,674,good,Female,zebra_plains,left
9372.0,642,photo_album_20,4,5,44.44444444444444,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-9372,poor,UNKNOWN NAME,giraffe_masai,left
9372.0,642,photo_album_59,4,6,40.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-9372,poor,UNKNOWN NAME,giraffe_masai,left
14127.0,758,photo_album_33,7,3,70.0,adult,"NNP GZC Car '14WHITE', Person 'A'",1,IBEIS_PZ_0444,717,good,Male,zebra_plains,left
13892.0,2639,photo_album_21,4,6,40.0,juveniles- two year old,"NNP GZC Car '1RED', Person 'A'",1,IBEIS_PZ_1706,1979,ok,Female,zebra_plains,left
9776.0,7705,photo_album_87,4,6,40.0,infant,"NNP GZC Car '8WHITE', Person 'A'",0,____,-9776,junk,UNKNOWN NAME,giraffe_masai,left
13277.0,348,photo_album_14,4,6,40.0,infant,"NNP GZC Car '12WHITE', Person 'A'",0,____,-13277,good,UNKNOWN NAME,zebra_plains,right
9531.0,980,photo_album_83,8,2,80.0,infant,"NNP GZC Car '15WHITE', Person 'C'",0,____,-9531,ok,UNKNOWN NAME,giraffe_masai,right
15427.0,478,photo_album_20,6,4,60.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15427,poor,UNKNOWN NAME,zebra_plains,left
15427.0,478,photo_album_59,3,7,30.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15427,poor,UNKNOWN NAME,zebra_plains,left
15427.0,478,photo_album_72,9,1,90.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15427,poor,UNKNOWN NAME,zebra_plains,left
10681.0,8111,photo_album_100,3,7,30.0,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0095,368,poor,Female,zebra_plains,right
10682.0,8111,photo_album_100,3,7,30.0,juveniles - one year old,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0119,392,poor,UNKNOWN SEX,zebra_plains,left
12701.0,3398,photo_album_84,9,1,90.0,juveniles- two year old,"NNP GZC Car '1WHITE', Person 'C'",1,IBEIS_PZ_0883,1156,good,Male,zebra_plains,left
14097.0,716,photo_album_33,1,9,10.0,infant,"NNP GZC Car '14WHITE', Person 'A'",1,IBEIS_PZ_1638,1911,ok,Female,zebra_plains,left
9971.0,2796,photo_album_79,3,7,30.0,infant,"NNP GZC Car '1RED', Person 'B'",0,____,-9971,poor,UNKNOWN NAME,giraffe_masai,left
10310.0,7878,photo_album_88,0,10,0.0,infant,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1,IBEIS_PZ_0209,482,good,Female,zebra_plains,left
10311.0,7878,photo_album_88,0,10,0.0,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0019,292,poor,UNKNOWN SEX,zebra_plains,frontleft
14882.0,1993,photo_album_22,3,5,37.5,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1235,1508,ok,Female,zebra_plains,left
14883.0,1993,photo_album_22,3,5,37.5,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1909,2182,good,Female,zebra_plains,left
13243.0,7777,photo_album_27,6,3,66.66666666666667,infant,"NNP GZC Car '9WHITE', Person 'A'",0,IBEIS_PZ_1087,1360,excellent,UNKNOWN SEX,zebra_plains,right
13243.0,7777,photo_album_71,6,4,60.0,infant,"NNP GZC Car '9WHITE', Person 'A'",0,IBEIS_PZ_1087,1360,excellent,UNKNOWN SEX,zebra_plains,right
13396.0,76,photo_album_57,6,4,60.0,infant,"NNP GZC Car '10WHITE', Person 'A'",0,____,-13396,poor,UNKNOWN NAME,zebra_plains,frontright
13396.0,76,photo_album_85,8,2,80.0,infant,"NNP GZC Car '10WHITE', Person 'A'",0,____,-13396,poor,UNKNOWN NAME,zebra_plains,frontright
12987.0,4996,photo_album_4,4,6,40.0,adult,"NNP GZC Car '3PURPLE', Person 'B'",0,IBEIS_PZ_1388,1661,ok,Female,zebra_plains,backleft
12987.0,4996,photo_album_91,2,8,20.0,adult,"NNP GZC Car '3PURPLE', Person 'B'",0,IBEIS_PZ_1388,1661,ok,Female,zebra_plains,backleft
15414.0,601,photo_album_72,5,5,50.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15414,poor,UNKNOWN NAME,zebra_plains,right
