AID,GID,Album,Shared,Not Shared,Proportion,AGE,CONTRIBUTOR,EXEMPLAR_FLAG,INDIVIDUAL_NAME,NID,QUALITY,SEX,SPECIES,VIEW_POINT
15833.0,1899,photo_album_76,9,1,90.0,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1293,1566,ok,Female,zebra_plains,backleft
9141.0,9219,photo_album_69,6,4,60.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,NNP_GIRM_0015,18,good,Male,giraffe_masai,left
13415.0,54,photo_album_8,3,7,30.0,infant,"NNP GZC Car '10WHITE', Person 'A'",0,____,-13415,ok,UNKNOWN NAME,zebra_plains,right
13415.0,54,photo_album_57,1,9,10.0,infant,"NNP GZC Car '10WHITE', Person 'A'",0,____,-13415,ok,UNKNOWN NAME,zebra_plains,right
13415.0,54,photo_album_85,2,8,20.0,infant,"NNP GZC Car '10WHITE', Person 'A'",0,____,-13415,ok,UNKNOWN NAME,zebra_plains,right
17328.0,2695,photo_album_21,9,0,100.0,adult,"NNP GZC Car '1RED', Person 'A'",1,IBEIS_PZ_1668,1941,good,Male,zebra_plains,frontleft
8939.0,3438,photo_album_84,6,4,60.0,adult,"NNP GZC Car '1WHITE', Person 'C'",0,NNP_GIRM_0044,57,good,Female,giraffe_masai,right
8939.0,3438,photo_album_93,6,4,60.0,adult,"NNP GZC Car '1WHITE', Person 'C'",0,NNP_GIRM_0044,57,good,Female,giraffe_masai,right
9168.0,370,photo_album_1,8,2,80.0,adult,"NNP GZC Car '12WHITE', Person 'A'",0,NNP_GIRM_0019,23,ok,Male,giraffe_masai,left
9147.0,8345,photo_album_11,6,3,66.66666666666667,juveniles - one year old,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0047,63,ok,Female,giraffe_masai,left
9147.0,8345,photo_album_17,6,4,60.0,juveniles - one year old,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0047,63,ok,Female,giraffe_masai,left
9147.0,8345,photo_album_55,6,4,60.0,juveniles - one year old,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0047,63,ok,Female,giraffe_masai,left
9147.0,8345,photo_album_67,4,6,40.0,juveniles - one year old,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0047,63,ok,Female,giraffe_masai,left
9147.0,8345,photo_album_80,7,3,70.0,juveniles - one year old,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0047,63,ok,Female,giraffe_masai,left
9148.0,8345,photo_album_11,6,3,66.66666666666667,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
9148.0,8345,photo_album_17,6,4,60.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
9148.0,8345,photo_album_55,6,4,60.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
9148.0,8345,photo_album_67,4,6,40.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
9148.0,8345,photo_album_80,7,3,70.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
12733.0,3148,photo_album_6,6,4,60.0,infant,"NNP GZC Car '1WHITE', Person 'A'",0,IBEIS_PZ_0877,1150,poor,UNKNOWN SEX,zebra_plains,left
12734.0,3148,photo_album_6,6,4,60.0,adult,"NNP GZC Car '1WHITE', Person 'A'",0,IBEIS_PZ_1542,1815,good,Female,zebra_plains,backleft
11514.0,8802,photo_album_69,6,4,60.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0409,682,good,Female,zebra_plains,left
9291.0,6124,photo_album_94,8,2,80.0,adult,"NNP GZC Car '5WHITE', Person 'A'",1,NNP_GIRM_0137,207,good,Female,giraffe_masai,left
12689.0,3208,photo_album_18,6,4,60.0,adult,"NNP GZC Car '1WHITE', Person 'B'",1,IBEIS_PZ_1741,2014,ok,Female,zebra_plains,left
18719.0,4800,photo_album_44,6,4,60.0,infant,"NNP GZC Car '2RED', Person 'D'",0,____,-18719,ok,UNKNOWN NAME,zebra_plains,backleft
18720.0,4800,photo_album_44,6,4,60.0,adult,"NNP GZC Car '2RED', Person 'D'",0,IBEIS_PZ_0518,791,good,Male,zebra_plains,left
18721.0,4800,photo_album_44,6,4,60.0,adult,"NNP GZC Car '2RED', Person 'D'",0,IBEIS_PZ_0497,770,good,Female,zebra_plains,left
14751.0,1771,photo_album_22,6,3,66.66666666666667,adult,"NNP GZC Car '1PURPLE', Person 'B'",1,IBEIS_PZ_0571,844,excellent,Male,zebra_plains,left
9406.0,1094,photo_album_29,8,2,80.0,infant,"NNP GZC Car '15WHITE', Person 'D'",0,____,-9406,ok,UNKNOWN NAME,giraffe_masai,right
12339.0,1238,photo_album_40,8,2,80.0,adult,"NNP GZC Car '1BLUE', Person 'A'",1,IBEIS_PZ_1402,1675,excellent,Female,zebra_plains,left
12409.0,1243,photo_album_40,1,9,10.0,adult,"NNP GZC Car '1BLUE', Person 'A'",1,IBEIS_PZ_1403,1676,excellent,Female,zebra_plains,left
12790.0,5345,photo_album_2,8,2,80.0,adult,"NNP GZC Car '3WHITE', Person 'A'",0,IBEIS_PZ_0270,543,good,Male,zebra_plains,left
11589.0,8861,photo_album_69,3,7,30.0,infant,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0410,683,ok,Female,zebra_plains,left
17703.0,6431,photo_album_45,6,4,60.0,infant,"NNP GZC Car '6RED', Person 'B'",0,____,-17703,ok,UNKNOWN NAME,zebra_plains,frontright
9505.0,884,photo_album_48,1,9,10.0,infant,"NNP GZC Car '15WHITE', Person 'A'",0,____,-9505,poor,UNKNOWN NAME,giraffe_masai,front
8885.0,8324,photo_album_11,9,0,100.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0048,64,poor,UNKNOWN SEX,giraffe_masai,front
8885.0,8324,photo_album_67,10,0,100.0,infant,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",0,NNP_GIRM_0048,64,poor,UNKNOWN SEX,giraffe_masai,front
10251.0,7849,photo_album_16,6,3,66.66666666666667,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0180,453,poor,Female,zebra_plains,right
10252.0,7849,photo_album_16,6,3,66.66666666666667,infant,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0015,288,junk,UNKNOWN SEX,zebra_plains,left
10253.0,7849,photo_album_16,6,3,66.66666666666667,juveniles- two year old,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0184,457,ok,Male,zebra_plains,left
10254.0,7849,photo_album_16,6,3,66.66666666666667,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0031,304,good,Female,zebra_plains,left
14180.0,766,photo_album_33,4,6,40.0,adult,"NNP GZC Car '14WHITE', Person 'A'",0,IBEIS_PZ_1241,1514,good,Female,zebra_plains,left
10369.0,7924,photo_album_47,5,5,50.0,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0207,480,good,Female,zebra_plains,backleft
10024.0,4814,photo_album_44,8,2,80.0,adult,"NNP GZC Car '2RED', Person 'D'",0,NNP_GIRM_0151,273,ok,Male,giraffe_masai,frontleft
12524.0,3240,photo_album_13,1,9,10.0,adult,"NNP GZC Car '1WHITE', Person 'B'",0,IBEIS_PZ_0983,1256,junk,UNKNOWN SEX,zebra_plains,left
12524.0,3240,photo_album_18,0,10,0.0,adult,"NNP GZC Car '1WHITE', Person 'B'",0,IBEIS_PZ_0983,1256,junk,UNKNOWN SEX,zebra_plains,left
13257.0,7770,photo_album_27,7,3,70.0,infant,"NNP GZC Car '9WHITE', Person 'A'",0,IBEIS_PZ_1084,1357,ok,UNKNOWN SEX,zebra_plains,right
13257.0,7770,photo_album_71,6,4,60.0,infant,"NNP GZC Car '9WHITE', Person 'A'",0,IBEIS_PZ_1084,1357,ok,UNKNOWN SEX,zebra_plains,right
13258.0,7770,photo_album_27,7,3,70.0,infant,"NNP GZC Car '9WHITE', Person 'A'",0,IBEIS_PZ_1089,1362,ok,UNKNOWN SEX,zebra_plains,right
13258.0,7770,photo_album_71,6,4,60.0,infant,"NNP GZC Car '9WHITE', Person 'A'",0,IBEIS_PZ_1089,1362,ok,UNKNOWN SEX,zebra_plains,right
17207.0,2716,photo_album_21,4,5,44.44444444444444,infant,"NNP GZC Car '1RED', Person 'A'",0,____,-17207,poor,UNKNOWN NAME,zebra_plains,left
9008.0,3337,photo_album_84,10,0,100.0,juveniles - one year old,"NNP GZC Car '1WHITE', Person 'C'",1,NNP_GIRM_0088,114,excellent,Male,giraffe_masai,left
9099.0,3122,photo_album_61,7,3,70.0,adult,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0070,92,good,Female,giraffe_masai,frontright
9099.0,3122,photo_album_98,9,1,90.0,adult,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0070,92,good,Female,giraffe_masai,frontright
9100.0,3122,photo_album_61,7,3,70.0,adult,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0031,42,good,Female,giraffe_masai,frontleft
9100.0,3122,photo_album_98,9,1,90.0,adult,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0031,42,good,Female,giraffe_masai,frontleft
16023.0,5214,photo_album_39,2,8,20.0,infant,"NNP GZC Car '3RED', Person 'B'",0,____,-16023,junk,UNKNOWN NAME,zebra_plains,frontleft
16024.0,5214,photo_album_39,2,8,20.0,infant,"NNP GZC Car '3RED', Person 'B'",0,____,-16024,junk,UNKNOWN NAME,zebra_plains,left
11476.0,8766,photo_album_69,6,4,60.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0404,677,excellent,Female,zebra_plains,left
15417.0,630,photo_album_20,7,1,87.5,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15417,poor,UNKNOWN NAME,zebra_plains,left
13295.0,394,photo_album_1,2,8,20.0,infant,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_1489,1762,good,UNKNOWN SEX,zebra_plains,frontleft
13295.0,394,photo_album_19,1,9,10.0,infant,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_1489,1762,good,UNKNOWN SEX,zebra_plains,frontleft
13295.0,394,photo_album_46,5,5,50.0,infant,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_1489,1762,good,UNKNOWN SEX,zebra_plains,frontleft
15876.0,965,photo_album_56,2,8,20.0,infant,"NNP GZC Car '15WHITE', Person 'C'",0,____,-15876,poor,UNKNOWN NAME,zebra_plains,right
15876.0,965,photo_album_83,2,8,20.0,infant,"NNP GZC Car '15WHITE', Person 'C'",0,____,-15876,poor,UNKNOWN NAME,zebra_plains,right
13017.0,4978,photo_album_86,7,3,70.0,infant,"NNP GZC Car '3PURPLE', Person 'B'",1,IBEIS_PZ_1391,1664,ok,UNKNOWN SEX,zebra_plains,left
13018.0,4978,photo_album_86,7,3,70.0,adult,"NNP GZC Car '3PURPLE', Person 'B'",1,IBEIS_PZ_1397,1670,ok,Male,zebra_plains,left
12309.0,1330,photo_album_15,9,0,100.0,adult,"NNP GZC Car '1BLUE', Person 'B'",1,IBEIS_PZ_1440,1713,excellent,Male,zebra_plains,left
12310.0,1330,photo_album_15,9,0,100.0,infant,"NNP GZC Car '1BLUE', Person 'B'",0,____,-12310,poor,UNKNOWN NAME,zebra_plains,left
12967.0,5349,photo_album_81,5,5,50.0,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12967,poor,UNKNOWN NAME,zebra_plains,front
12968.0,5349,photo_album_81,5,5,50.0,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12968,ok,UNKNOWN NAME,zebra_plains,front
12969.0,5349,photo_album_81,5,5,50.0,juveniles- two year old,"NNP GZC Car '3WHITE', Person 'A'",0,IBEIS_PZ_0271,544,ok,Female,zebra_plains,left
12970.0,5349,photo_album_81,5,5,50.0,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12970,good,UNKNOWN NAME,zebra_plains,right
12971.0,5349,photo_album_81,5,5,50.0,infant,"NNP GZC Car '3WHITE', Person 'A'",0,____,-12971,poor,UNKNOWN NAME,zebra_plains,right
15955.0,536,photo_album_10,6,4,60.0,adult,"NNP GZC Car '13WHITE', Person 'B'",0,IBEIS_PZ_0875,1148,ok,Male,zebra_plains,left
15955.0,536,photo_album_20,8,2,80.0,adult,"NNP GZC Car '13WHITE', Person 'B'",0,IBEIS_PZ_0875,1148,ok,Male,zebra_plains,left
15956.0,536,photo_album_10,6,4,60.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15956,poor,UNKNOWN NAME,zebra_plains,left
15956.0,536,photo_album_20,8,2,80.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15956,poor,UNKNOWN NAME,zebra_plains,left
18667.0,3875,photo_album_52,9,1,90.0,juveniles- two year old,"NNP GZC Car '2RED', Person 'A'",0,IBEIS_PZ_0401,674,good,Female,zebra_plains,left
15579.0,820,photo_album_50,6,4,60.0,infant,"NNP GZC Car '15WHITE', Person 'A'",0,____,-15579,poor,UNKNOWN NAME,zebra_plains,backleft
13870.0,5677,photo_album_3,4,6,40.0,adult,"NNP GZC Car '4RED', Person 'A'",0,IBEIS_PZ_0020,293,ok,Female,zebra_plains,left
13870.0,5677,photo_album_41,6,4,60.0,adult,"NNP GZC Car '4RED', Person 'A'",0,IBEIS_PZ_0020,293,ok,Female,zebra_plains,left
13870.0,5677,photo_album_62,6,4,60.0,adult,"NNP GZC Car '4RED', Person 'A'",0,IBEIS_PZ_0020,293,ok,Female,zebra_plains,left
13871.0,5677,photo_album_3,4,6,40.0,infant,"NNP GZC Car '4RED', Person 'A'",1,IBEIS_PZ_1865,2138,ok,UNKNOWN SEX,zebra_plains,frontleft
13871.0,5677,photo_album_41,6,4,60.0,infant,"NNP GZC Car '4RED', Person 'A'",1,IBEIS_PZ_1865,2138,ok,UNKNOWN SEX,zebra_plains,frontleft
13871.0,5677,photo_album_62,6,4,60.0,infant,"NNP GZC Car '4RED', Person 'A'",1,IBEIS_PZ_1865,2138,ok,UNKNOWN SEX,zebra_plains,frontleft
13472.0,6217,photo_album_94,0,10,0.0,adult,"NNP GZC Car '5WHITE', Person 'A'",0,IBEIS_PZ_1128,1401,junk,UNKNOWN SEX,zebra_plains,left
16179.0,578,photo_album_10,7,3,70.0,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-16179,good,UNKNOWN NAME,zebra_plains,right
9010.0,3089,photo_album_98,8,2,80.0,adult,"NNP GZC Car '1WHITE', Person 'A'",0,NNP_GIRM_0007,8,poor,Male,giraffe_masai,left
9038.0,3320,photo_album_7,0,10,0.0,juveniles- two year old,"NNP GZC Car '1WHITE', Person 'C'",0,NNP_GIRM_0036,48,ok,Male,giraffe_masai,back
13297.0,356,photo_album_14,8,2,80.0,infant,"NNP GZC Car '12WHITE', Person 'A'",1,IBEIS_PZ_1490,1763,good,UNKNOWN SEX,zebra_plains,left
14371.0,1510,photo_album_12,8,2,80.0,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_0566,839,ok,Male,zebra_plains,backleft
14372.0,1510,photo_album_12,8,2,80.0,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_0587,860,ok,Male,zebra_plains,left
14373.0,1510,photo_album_12,8,2,80.0,adult,"NNP GZC Car '1PURPLE', Person 'A'",0,IBEIS_PZ_1300,1573,poor,Male,zebra_plains,back
15471.0,253,photo_album_97,7,3,70.0,adult,"NNP GZC Car '11WHITE', Person 'A'",1,IBEIS_PZ_1542,1815,good,Female,zebra_plains,left
9925.0,5574,photo_album_2,8,2,80.0,adult,"NNP GZC Car '3WHITE', Person 'A'",1,NNP_GIRM_0076,100,excellent,Female,giraffe_masai,left
10908.0,8288,photo_album_43,4,6,40.0,adult,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",0,IBEIS_PZ_0269,542,ok,Female,zebra_plains,left
11092.0,8474,photo_album_69,2,8,20.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0537,810,poor,UNKNOWN SEX,zebra_plains,left
12713.0,3454,photo_album_93,7,3,70.0,infant,"NNP GZC Car '1WHITE', Person 'C'",0,IBEIS_PZ_0899,1172,good,UNKNOWN SEX,zebra_plains,right
13473.0,6244,photo_album_94,0,10,0.0,infant,"NNP GZC Car '5WHITE', Person 'A'",0,IBEIS_PZ_1183,1456,junk,UNKNOWN SEX,zebra_plains,left
14582.0,2151,photo_album_9,10,0,100.0,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_0355,628,excellent,Male,zebra_plains,frontleft
12546.0,3202,photo_album_18,9,1,90.0,adult,"NNP GZC Car '1WHITE', Person 'B'",0,IBEIS_PZ_0067,340,ok,Female,zebra_plains,left
11130.0,8502,photo_album_23,6,3,66.66666666666667,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0499,772,ok,Female,zebra_plains,left
14172.0,729,photo_album_26,5,5,50.0,infant,"NNP GZC Car '14WHITE', Person 'A'",1,IBEIS_PZ_1648,1921,excellent,Female,zebra_plains,left
12996.0,4994,photo_album_91,5,5,50.0,adult,"NNP GZC Car '3PURPLE', Person 'B'",1,IBEIS_PZ_1467,1740,ok,Male,zebra_plains,left
15658.0,968,photo_album_56,2,8,20.0,adult,"NNP GZC Car '15WHITE', Person 'C'",0,IBEIS_PZ_0519,792,ok,Female,zebra_plains,left
15658.0,968,photo_album_83,7,3,70.0,adult,"NNP GZC Car '15WHITE', Person 'C'",0,IBEIS_PZ_0519,792,ok,Female,zebra_plains,left
9467.0,912,photo_album_48,9,1,90.0,adult,"NNP GZC Car '15WHITE', Person 'A'",0,NNP_GIRM_0143,234,good,Female,giraffe_masai,frontleft
13864.0,5751,photo_album_62,4,6,40.0,infant,"NNP GZC Car '4RED', Person 'A'",0,IBEIS_PZ_1662,1935,ok,Male,zebra_plains,left
10279.0,7861,photo_album_16,0,10,0.0,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0182,455,poor,Male,zebra_plains,left
10279.0,7861,photo_album_47,6,4,60.0,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0182,455,poor,Male,zebra_plains,left
10280.0,7861,photo_album_16,0,10,0.0,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1,IBEIS_PZ_0026,299,good,Male,zebra_plains,left
10280.0,7861,photo_album_47,6,4,60.0,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1,IBEIS_PZ_0026,299,good,Male,zebra_plains,left
10281.0,7861,photo_album_16,0,10,0.0,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0023,296,poor,Female,zebra_plains,left
10281.0,7861,photo_album_47,6,4,60.0,adult,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0023,296,poor,Female,zebra_plains,left
10499.0,8015,photo_album_30,5,4,55.55555555555556,juveniles- two year old,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0056,329,ok,Female,zebra_plains,backleft
10500.0,8015,photo_album_30,5,4,55.55555555555556,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0061,334,ok,Female,zebra_plains,backleft
10501.0,8015,photo_album_30,5,4,55.55555555555556,adult,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0057,330,ok,Male,zebra_plains,backleft
10502.0,8015,photo_album_30,5,4,55.55555555555556,infant,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",0,IBEIS_PZ_0055,328,poor,Male,zebra_plains,backleft
13775.0,6174,photo_album_94,5,5,50.0,adult,"NNP GZC Car '5WHITE', Person 'A'",0,IBEIS_PZ_1122,1395,good,Male,zebra_plains,backleft
11002.0,8403,photo_album_73,9,1,90.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0523,796,ok,Male,zebra_plains,frontleft
12757.0,1329,photo_album_15,7,3,70.0,adult,"NNP GZC Car '1BLUE', Person 'B'",0,IBEIS_PZ_0885,1158,ok,Male,zebra_plains,left
12757.0,1329,photo_album_89,7,3,70.0,adult,"NNP GZC Car '1BLUE', Person 'B'",0,IBEIS_PZ_0885,1158,ok,Male,zebra_plains,left
12758.0,1329,photo_album_15,7,3,70.0,adult,"NNP GZC Car '1BLUE', Person 'B'",0,IBEIS_PZ_1412,1685,ok,UNKNOWN SEX,zebra_plains,backleft
12758.0,1329,photo_album_89,7,3,70.0,adult,"NNP GZC Car '1BLUE', Person 'B'",0,IBEIS_PZ_1412,1685,ok,UNKNOWN SEX,zebra_plains,backleft
12759.0,1329,photo_album_15,7,3,70.0,adult,"NNP GZC Car '1BLUE', Person 'B'",0,IBEIS_PZ_1567,1840,ok,Male,zebra_plains,left
12759.0,1329,photo_album_89,7,3,70.0,adult,"NNP GZC Car '1BLUE', Person 'B'",0,IBEIS_PZ_1567,1840,ok,Male,zebra_plains,left
12449.0,4938,photo_album_35,0,10,0.0,infant,"NNP GZC Car '2WHITE', Person 'A'",0,IBEIS_PZ_0860,1133,poor,UNKNOWN SEX,zebra_plains,backleft
12450.0,4938,photo_album_35,0,10,0.0,infant,"NNP GZC Car '2WHITE', Person 'A'",0,IBEIS_PZ_0857,1130,poor,UNKNOWN SEX,zebra_plains,left
14185.0,651,photo_album_70,1,9,10.0,infant,"NNP GZC Car '14WHITE', Person 'A'",0,____,-14185,junk,UNKNOWN NAME,zebra_plains,left
15528.0,242,photo_album_38,7,3,70.0,adult,"NNP GZC Car '11WHITE', Person 'A'",1,IBEIS_PZ_1908,2181,excellent,UNKNOWN SEX,zebra_plains,left
15528.0,242,photo_album_75,9,1,90.0,adult,"NNP GZC Car '11WHITE', Person 'A'",1,IBEIS_PZ_1908,2181,excellent,UNKNOWN SEX,zebra_plains,left
9101.0,8316,photo_album_17,5,5,50.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",1,NNP_GIRM_0089,115,ok,Female,giraffe_masai,frontleft
9101.0,8316,photo_album_42,9,1,90.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",1,NNP_GIRM_0089,115,ok,Female,giraffe_masai,frontleft
9101.0,8316,photo_album_67,6,4,60.0,adult,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",1,NNP_GIRM_0089,115,ok,Female,giraffe_masai,frontleft
11795.0,8982,photo_album_69,2,8,20.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0602,875,ok,Female,zebra_plains,frontright
11796.0,8982,photo_album_69,2,8,20.0,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1,IBEIS_PZ_0613,886,good,Female,zebra_plains,left
14572.0,1754,photo_album_25,4,6,40.0,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1219,1492,ok,Female,zebra_plains,left
15290.0,1983,photo_album_54,3,7,30.0,infant,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1278,1551,ok,Female,zebra_plains,left
15291.0,1983,photo_album_54,3,7,30.0,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1366,1639,ok,Male,zebra_plains,left
15292.0,1983,photo_album_54,3,7,30.0,adult,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1277,1550,ok,Male,zebra_plains,left
15293.0,1983,photo_album_54,3,7,30.0,juveniles- two year old,"NNP GZC Car '1PURPLE', Person 'B'",0,IBEIS_PZ_1573,1846,good,Female,zebra_plains,left
11424.0,8723,photo_album_23,3,6,33.333333333333336,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0345,618,poor,UNKNOWN SEX,zebra_plains,front
11425.0,8723,photo_album_23,3,6,33.333333333333336,adult,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",0,IBEIS_PZ_0357,630,ok,Female,zebra_plains,backleft
10368.0,7922,photo_album_16,5,5,50.0,juveniles - one year old,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",0,IBEIS_PZ_0227,500,poor,Female,zebra_plains,backleft
13737.0,7271,photo_album_31,4,6,40.0,infant,"NNP GZC Car '7WHITE', Person 'B'",0,____,-13737,poor,UNKNOWN NAME,zebra_plains,left
15980.0,476,photo_album_28,4,5,44.44444444444444,infant,"NNP GZC Car '13WHITE', Person 'B'",0,____,-15980,poor,UNKNOWN NAME,zebra_plains,left
15601.0,1045,photo_album_90,8,2,80.0,infant,"NNP GZC Car '15WHITE', Person 'D'",0,____,-15601,ok,UNKNOWN NAME,zebra_plains,right
17456.0,6565,photo_album_66,0,10,0.0,adult,"NNP GZC Car '6RED', Person 'B'",1,IBEIS_PZ_1796,2069,ok,Female,zebra_plains,left
12652.0,3226,photo_album_13,8,2,80.0,adult,"NNP GZC Car '1WHITE', Person 'B'",0,IBEIS_PZ_0886,1159,poor,Female,zebra_plains,left
12652.0,3226,photo_album_18,9,1,90.0,adult,"NNP GZC Car '1WHITE', Person 'B'",0,IBEIS_PZ_0886,1159,poor,Female,zebra_plains,left
14070.0,2318,photo_album_96,6,4,60.0,adult,"NNP GZC Car '1PURPLE', Person 'D'",0,IBEIS_PZ_0377,650,good,Female,zebra_plains,left
