ANNOTATION_ID,NID,NAME,SPECIES,SEX,AGE_MONTHS,EXEMPLAR_FLAG,IMAGE_QUALITY,IMAGE_YAW
346,282,-346,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
347,283,-347,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
348,284,-348,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
349,285,-349,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
350,286,-350,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
351,287,287,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
352,288,288,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
353,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
354,290,-354,elephant_savannah,UNKNOWN SEX,infant,0,UNKNOWN,,
355,291,-355,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
356,292,-356,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
357,3,3,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
358,294,-358,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
359,295,295,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
360,296,-360,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
361,297,-361,elephant_savannah,UNKNOWN SEX,infant,0,UNKNOWN,,
362,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
363,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
364,298,-364,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
365,299,299,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
366,300,-366,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
367,301,-367,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
368,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
369,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
370,178,178,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
371,302,302,sheep_domestic,UNKNOWN SEX,infant,0,UNKNOWN,,
372,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
373,303,-373,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
374,304,-374,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
375,305,-375,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
376,306,-376,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
377,173,173,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
378,307,-378,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
379,308,308,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
380,309,309,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
381,310,-381,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
382,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
383,311,311,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
384,312,-384,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
385,703,-885,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
386,314,-386,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
387,315,-387,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
388,864,864,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
389,317,-389,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
390,1084,1084,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
391,319,-391,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
392,320,-392,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
393,321,321,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
394,322,-394,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
395,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
396,323,-396,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
397,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
398,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
399,325,-399,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
400,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
401,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
402,327,-402,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
403,328,328,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
404,329,-404,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
405,330,-405,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
406,331,331,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
407,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
408,332,-408,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
409,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
410,333,-410,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
411,334,334,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
412,335,335,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
413,182,182,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
414,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
415,336,-415,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
416,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
417,338,338,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
418,103,103,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
419,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
420,27,27,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
421,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
422,342,-422,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
423,343,-423,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
424,344,-424,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
425,345,-425,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
426,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
427,1213,-1590,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
428,348,-428,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
429,107,107,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
430,65,65,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
431,351,-431,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
432,173,173,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
433,352,352,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
434,251,251,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
435,354,354,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
436,355,355,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
437,45,45,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
438,45,45,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
439,357,-439,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
440,358,-440,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
441,359,-441,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
442,360,-442,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
443,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
444,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
445,362,-445,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
446,363,-446,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
447,364,-447,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
448,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
449,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
450,366,366,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
451,367,-451,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
452,368,-452,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
453,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
454,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
455,369,369,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
456,369,369,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
457,411,411,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
458,372,-458,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
459,373,-459,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
460,374,-460,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
461,375,-461,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
462,376,-462,elephant_savannah,UNKNOWN SEX,infant,0,UNKNOWN,,
463,377,-463,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
464,378,-464,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
465,214,214,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
466,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
467,379,-467,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
468,380,380,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
469,381,-469,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
470,105,105,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
471,383,-471,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
472,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
473,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
474,384,-474,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
475,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
476,385,-476,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
477,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
478,386,-478,sheep_domestic,UNKNOWN SEX,infant,0,UNKNOWN,,
479,65,65,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
480,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
481,310,-381,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
482,388,-482,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
483,389,389,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
484,390,390,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
485,70,-78,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
486,391,391,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
487,392,-487,elephant_savannah,UNKNOWN SEX,infant,0,UNKNOWN,,
488,393,-488,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
489,394,-489,hippopotamus,UNKNOWN SEX,infant,0,UNKNOWN,,
490,395,-490,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
491,406,-502,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
492,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
493,398,398,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
494,399,399,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
495,321,321,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
496,400,-496,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
497,401,-497,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
498,402,-498,person,UNKNOWN SEX,infant,0,UNKNOWN,,
499,403,-499,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
500,404,404,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
501,405,-501,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
502,406,-502,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
503,407,-503,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
504,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
505,408,-505,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
506,409,-506,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
507,410,-507,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
508,411,411,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
509,412,-509,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
510,413,-510,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
511,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
512,414,-512,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
513,415,-513,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
514,416,416,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
515,1239,-1629,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
516,417,-516,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
517,418,418,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
518,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
519,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
520,420,-520,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
521,421,-521,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
522,422,-522,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
523,423,-523,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
524,424,-524,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
525,191,191,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
526,425,425,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
527,426,-527,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
528,288,288,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
529,105,105,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
530,428,-530,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
531,429,-531,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
532,430,430,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
533,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
534,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
535,432,-535,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
536,433,-536,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
537,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
538,435,-538,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
539,436,436,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
540,437,-540,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
541,438,-541,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
542,439,439,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
543,440,-543,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
544,441,441,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
545,442,-545,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
546,443,-546,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
547,444,-547,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
548,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
549,445,-549,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
550,446,-550,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
551,447,-551,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
552,448,-552,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
553,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
554,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
555,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
556,198,198,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
557,449,-557,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
558,450,-558,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
559,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
560,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
561,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
562,452,-562,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
563,453,-563,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
564,454,-564,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
565,455,455,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
566,456,456,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
567,457,457,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
568,458,-568,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
569,257,257,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
570,459,-570,unspecified_animal,UNKNOWN SEX,infant,0,UNKNOWN,,
571,460,-571,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
572,461,-572,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
573,462,-573,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
574,191,191,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
575,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
576,463,463,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
577,464,-577,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
578,465,465,person,UNKNOWN SEX,infant,0,UNKNOWN,,
579,465,465,sheep_domestic,UNKNOWN SEX,infant,0,UNKNOWN,,
580,465,465,sheep_domestic,UNKNOWN SEX,infant,0,UNKNOWN,,
581,466,-581,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
582,467,-582,elephant_savannah,UNKNOWN SEX,infant,0,UNKNOWN,,
583,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
584,468,468,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
585,469,-585,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
586,470,-586,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
587,471,-587,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
588,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
589,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
590,474,-590,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
591,475,-591,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
592,476,-592,sheep_domestic,UNKNOWN SEX,infant,0,UNKNOWN,,
593,477,-593,elephant_savannah,UNKNOWN SEX,infant,0,UNKNOWN,,
594,411,411,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
595,478,-595,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
596,479,-596,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
597,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
598,480,-598,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
599,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
600,481,-600,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
601,482,482,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
602,483,-602,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
603,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
604,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
605,485,-605,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
606,486,-606,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
607,487,-607,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
608,488,-608,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
609,489,-609,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
610,75,75,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
611,221,221,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
612,492,-612,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
613,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
614,170,170,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
615,48,48,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
616,493,-616,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
617,494,-617,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
618,495,-618,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
619,496,496,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
620,497,-620,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
621,498,-621,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
622,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
623,45,45,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
624,405,-501,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
625,499,-625,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
626,500,-626,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
627,235,235,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
628,502,-628,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
629,503,-629,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
630,504,504,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
631,505,505,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
632,506,-632,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
633,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
634,507,-634,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
635,508,-635,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
636,509,-636,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
637,510,-637,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
638,511,-638,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
639,512,-639,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
640,513,-640,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
641,514,-641,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
642,515,-642,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
643,516,-643,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
644,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
645,518,-645,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
646,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
647,519,519,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
648,520,-648,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
649,521,-649,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
650,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
651,522,-651,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
652,523,-652,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
653,524,524,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
654,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
655,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
656,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
657,526,-657,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
658,527,-658,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
659,528,-659,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
660,529,-660,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
661,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
662,531,531,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
663,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
664,463,463,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
665,534,-665,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
666,535,-666,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
667,536,-667,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
668,537,-668,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
669,538,-669,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
670,539,-670,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
671,282,-346,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
672,282,-346,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
673,125,125,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
674,541,-674,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
675,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
676,543,-676,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
677,287,287,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
678,545,-678,person,UNKNOWN SEX,infant,0,UNKNOWN,,
679,546,-679,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
680,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
681,548,-681,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
682,549,-682,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
683,550,-683,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
684,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
685,551,-685,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
686,552,552,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
687,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
688,553,-688,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
689,554,-689,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
690,555,555,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
691,369,369,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
