ANNOTATION_ID,NID,NAME,SPECIES,SEX,AGE_MONTHS,EXEMPLAR_FLAG,IMAGE_QUALITY,IMAGE_YAW
692,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
693,369,369,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
694,556,-694,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
695,406,-502,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
696,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
697,557,-697,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
698,19,19,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
699,558,-699,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
700,559,-700,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
701,560,-701,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
702,561,-702,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
703,562,-703,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
704,563,563,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
705,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
706,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
707,565,-707,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
708,566,-708,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
709,567,-709,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
710,568,-710,elephant_savannah,UNKNOWN SEX,infant,0,UNKNOWN,,
711,569,-711,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
712,570,-712,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
713,571,-713,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
714,572,-714,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
715,573,-715,cow_domestic,UNKNOWN SEX,infant,0,UNKNOWN,,
716,574,-716,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
717,575,-717,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
718,120,-132,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
719,576,-719,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
720,27,27,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
721,577,577,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
722,578,-722,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
723,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
724,579,579,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
725,267,-326,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
726,580,580,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
727,580,580,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
728,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
729,581,581,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
730,287,287,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
731,287,287,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
732,584,-732,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
733,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
734,414,-512,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
735,103,103,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
736,585,585,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
737,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
738,587,-738,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
739,588,588,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
740,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
741,589,589,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
742,590,-742,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
743,391,391,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
744,591,-744,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
745,592,-745,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
746,593,-746,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
747,594,-747,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
748,595,-748,whale_fluke,UNKNOWN SEX,infant,0,UNKNOWN,,
749,328,328,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
750,596,-750,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
751,597,-751,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
752,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
753,598,-753,sheep_domestic,UNKNOWN SEX,infant,0,UNKNOWN,,
754,599,-754,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
755,212,212,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
756,601,-756,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
757,602,-757,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
758,389,389,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
759,173,173,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
760,603,-760,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
761,604,-761,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
762,605,605,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
763,606,-763,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
764,607,-764,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
765,307,-378,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
766,608,-766,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
767,609,-767,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
768,173,173,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
769,610,-769,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
770,611,-770,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
771,612,-771,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
772,613,-772,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
773,461,-572,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
774,615,-774,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
775,321,321,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
776,616,-776,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
777,617,-777,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
778,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
779,618,-779,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
780,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
781,619,-781,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
782,620,-782,whale_shark,UNKNOWN SEX,infant,0,UNKNOWN,,
783,621,-783,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
784,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
785,622,-785,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
786,623,-786,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
787,624,-787,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
788,625,625,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
789,626,-789,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
790,627,-790,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
791,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
792,628,-792,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
793,629,-793,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
794,630,-794,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
795,631,-795,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
796,632,-796,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
797,633,-797,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
798,634,-798,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
799,635,635,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
800,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
801,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
802,637,-802,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
803,638,-803,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
804,19,19,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
805,640,-805,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
806,45,45,sheep_domestic,UNKNOWN SEX,infant,0,UNKNOWN,,
807,642,-807,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
808,643,-808,person,UNKNOWN SEX,infant,0,UNKNOWN,,
809,45,45,person,UNKNOWN SEX,infant,0,UNKNOWN,,
810,644,-810,person,UNKNOWN SEX,infant,0,UNKNOWN,,
811,645,-811,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
812,646,-812,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
813,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
814,647,-814,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
815,648,-815,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
816,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
817,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
818,649,-818,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
819,650,650,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
820,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
821,652,652,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
822,287,287,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
823,654,-823,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
824,655,-824,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
825,656,-825,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
826,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
827,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
828,581,581,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
829,657,-829,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
830,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
831,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
832,659,-832,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
833,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
834,660,-834,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
835,263,263,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
836,696,696,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
837,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
838,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
839,664,-839,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
840,665,-840,person,UNKNOWN SEX,infant,0,UNKNOWN,,
841,666,-841,person,UNKNOWN SEX,infant,0,UNKNOWN,,
842,667,-842,person,UNKNOWN SEX,infant,0,UNKNOWN,,
843,668,-843,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
844,669,-844,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
845,670,-845,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
846,287,287,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
847,671,-847,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
848,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
849,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
850,672,-850,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
851,673,-851,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
852,674,-852,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
853,675,-853,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
854,676,676,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
855,677,-855,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
856,678,-856,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
857,481,-600,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
858,679,-858,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
859,680,-859,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
860,681,-860,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
861,682,682,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
862,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
863,684,-863,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
864,685,-864,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
865,686,-865,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
866,687,-866,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
867,688,688,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
868,689,-868,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
869,690,690,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
870,690,690,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
871,321,321,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
872,693,693,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
873,65,65,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
874,287,287,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
875,287,287,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
876,696,696,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
877,697,-877,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
878,698,-878,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
879,70,-78,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
880,699,-880,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
881,700,-881,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
882,701,-882,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
883,702,-883,elephant_savannah,UNKNOWN SEX,infant,0,UNKNOWN,,
884,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
885,703,-885,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
886,703,-885,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
887,705,-887,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
888,706,-888,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
889,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
890,707,-890,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
891,708,-891,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
892,709,-892,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
893,710,-893,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
894,711,-894,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
895,712,-895,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
896,605,605,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
897,713,-897,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
898,714,-898,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
899,98,98,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
900,715,715,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
901,716,-901,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
902,717,-902,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
903,212,212,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
904,718,-904,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
905,719,-905,elephant_savannah,UNKNOWN SEX,infant,0,UNKNOWN,,
906,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
907,721,-907,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
908,492,-612,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
909,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
910,722,-910,whale_shark,UNKNOWN SEX,infant,0,UNKNOWN,,
911,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
912,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
913,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
914,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
915,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
916,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
917,725,-917,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
918,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
919,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
920,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
921,726,-921,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
922,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
923,246,246,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
924,728,-924,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
925,729,729,unspecified_animal,UNKNOWN SEX,infant,0,UNKNOWN,,
926,730,-926,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
927,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
928,731,-928,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
929,732,-929,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
930,45,45,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
931,733,-931,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
932,734,-932,giraffe_masai,UNKNOWN SEX,infant,0,UNKNOWN,,
933,812,-1036,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
934,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
935,737,-935,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
936,738,-936,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
937,739,-937,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
938,466,-581,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
939,740,-939,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
940,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
941,742,-941,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
942,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
943,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
944,1003,-1305,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
945,745,-945,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
946,746,746,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
947,747,-947,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
948,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
949,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
950,748,-950,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
951,161,-183,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
952,749,-952,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
953,750,-953,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
954,287,287,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
955,751,-955,person,UNKNOWN SEX,infant,0,UNKNOWN,,
956,752,-956,person,UNKNOWN SEX,infant,0,UNKNOWN,,
957,753,-957,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
958,754,754,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
959,755,-959,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
960,321,321,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
961,757,-961,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
962,758,-962,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
963,759,-963,elephant_savannah,UNKNOWN SEX,infant,0,UNKNOWN,,
964,760,-964,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
965,369,369,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
966,411,411,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
967,761,-967,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
968,762,-968,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
969,763,-969,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
970,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
971,764,764,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
972,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
973,766,-973,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
974,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
975,767,767,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
976,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
977,428,-530,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
978,768,-978,unspecified_animal,UNKNOWN SEX,infant,0,UNKNOWN,,
979,769,-979,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
980,216,216,giraffe_reticulated,UNKNOWN SEX,infant,0,UNKNOWN,,
981,771,771,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
982,563,563,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
983,772,-983,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
984,773,-984,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
985,774,-985,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
986,775,-986,person,UNKNOWN SEX,infant,0,UNKNOWN,,
987,776,-987,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
988,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
989,777,-989,sheep_domestic,UNKNOWN SEX,infant,0,UNKNOWN,,
990,45,45,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
991,173,173,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
992,778,-992,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
993,779,779,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
994,780,-994,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
995,781,-995,person,UNKNOWN SEX,infant,0,UNKNOWN,,
996,782,-996,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
997,100,-109,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
998,784,-998,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
999,785,-999,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1000,786,786,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1001,787,-1001,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1002,287,287,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1003,788,-1003,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1004,789,-1004,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1005,182,182,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
1006,790,790,lion,UNKNOWN SEX,infant,0,UNKNOWN,,
1007,791,-1007,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1008,792,-1008,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1009,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1010,461,-572,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1011,461,-572,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1012,793,-1012,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
1013,794,794,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
1014,795,-1014,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1015,796,-1015,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1016,797,-1016,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1017,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1018,799,-1018,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1019,800,-1019,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1020,74,74,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1021,801,-1021,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1022,802,-1022,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1023,173,173,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1024,411,411,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1025,804,-1025,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1026,805,-1026,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1027,320,-392,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
1028,806,-1028,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1029,807,-1029,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1030,75,75,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1031,808,-1031,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
1032,809,-1032,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
1033,810,-1033,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1034,811,-1034,zebra_plains,UNKNOWN SEX,infant,0,UNKNOWN,,
1035,45,45,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
1036,812,-1036,zebra_grevys,UNKNOWN SEX,infant,0,UNKNOWN,,
