GID,pleasure,arousal,dominance,y
1,0.0659280591387265,0.17604904326901,0.0954779907777683,2.44883195630534
2,0.0648063388815858,0.172926528628315,0.0938393639185693,2.40794617983249
3,0.0648108304934323,0.172767158263769,0.0938268203502522,2.31104504630243
4,0.0690338243676917,0.18465935874402803,0.10001103466947801,2.5530658420625096
5,0.0510448364851311,0.13435312889172998,0.07370680407536599,1.78646135201879
6,0.0499640480147408,0.131317469599565,0.0721249602412293,1.73514297344069
7,0.0485406657962036,0.12729854212677,0.0700393602406618,1.6987145751206598
8,0.0717072674995785,0.19168576974153897,0.10387024507240199,2.37240668717308
9,0.0486472724089248,0.12797629693961,0.0702374432961388,1.5567260879291498
10,0.0427015417013383,0.11147065919317098,0.0615568711848549,1.4738000261131001
11,0.0448443767951976,0.117168621007113,0.0646574783962567,1.31256844338914
12,0.0406027692773258,0.10489839657079199,0.0584098124408249,1.18527366922337
13,0.0567511670778099,0.150320971354428,0.0820519536005753,1.4677247557392499
14,0.0670946350389373,0.178096036030474,0.0970487119553118,1.6656854635025302
15,0.0533156195442539,0.140779030656384,0.0770356449899459,1.9215016131159601
16,0.0526325946565298,0.138822136508892,0.0760316944632558,1.8105655529778
17,0.056256564928976,0.148695892317715,0.0813018346677665,1.7845828730978102
18,0.0554944638605299,0.14646570251524,0.0801764578809271,1.74821952546015
19,0.0548825633993465,0.144758675454661,0.0792821737944567,1.6968207850158101
20,0.0555641403822999,0.14680325938877,0.0802942045696619,1.7455870267523899
21,0.0624196445459745,0.16570766251588698,0.0902889202877988,1.67098365905198
22,0.061448850464797,0.163058325899802,0.088876665380101,1.58043301128865
23,0.0614057951800681,0.16311242836194198,0.0888331058568517,1.96858211610731
24,0.0369308851422026,0.0958564746858368,0.0531769690462707,1.70865910972556
25,0.0389636849053863,0.10148248939612099,0.0561428852988439,1.7170766135583702
26,0.0397668572984571,0.103609769056296,0.0573041119732908,1.74315772960909
27,0.0405860557508855,0.106017737983831,0.0585149915156055,1.8557982873520702
28,0.0403766818391314,0.105184732234462,0.0581813260158708,1.7427325164807201
29,0.0475617828983003,0.125467445985174,0.0687087452715506,1.99625057858753
30,0.0476925590965083,0.12562093221956,0.068876380707901,1.93183811517367
31,0.0520377086469218,0.137693731905232,0.0752213186870416,2.08676791435916
32,0.0461419517400942,0.121528720998086,0.0666361490078759,2.04296687166799
33,0.0458783605712655,0.120745359658961,0.0662455766629758,2.02301836929586
34,0.046730773265093,0.122972984396004,0.0674746521783605,1.99791645198648
35,0.0458715088650205,0.120551818181857,0.0662161741526481,1.9783962503848702
36,0.0481490475062695,0.126625583723739,0.0695136508981196,1.83942977774488
37,0.0479268809794314,0.125914713617874,0.0691788323718339,1.8349412239118401
38,0.0491068839368703,0.129517216169308,0.0709379194285054,1.9176788912724
39,0.0499892958630923,0.131893212619519,0.0722180283276547,2.06586747039923
40,0.0708343677262265,0.18890493163941602,0.10255608730293199,1.95767049238579
41,0.0704516794774844,0.18775355968529,0.101987480806783,1.94341185848791
42,0.0687046390281637,0.18306526877229298,0.0994548195658055,2.08351970272908
43,0.0694415702370106,0.18715577425721203,0.10075800351674599,4.2844342932296495
44,0.0706807041955247,0.190393867181693,0.102544666632713,3.86725603523767
45,0.0866745084950334,0.234128290660269,0.125821160298285,4.14451508764674
46,0.090190042969116,0.243890838598057,0.130954087111798,4.66783949754803
47,0.0990576205824208,0.268451446869104,0.143894210907391,5.51135435080608
48,0.0833861543792176,0.22504838012998898,0.12102568661615301,4.08495784765567
49,0.0927637851907831,0.25103089780988397,0.134711135753904,4.998621500958929
50,0.0929534537589509,0.251653992385651,0.134998779591125,5.228813083008809
51,0.094777803472783,0.256647262485927,0.137654354536157,5.34282208870607
52,0.11687852764030698,0.316760693753024,0.16978293598311997,4.53541538885042
53,0.12805499749444998,0.347223089323416,0.186037520109195,4.604429703053
54,0.11559142795523301,0.31340152056051,0.16792758669180602,5.28223207189167
55,0.10500794817739699,0.284039817415287,0.152478114976255,4.2284696643330895
56,0.13461279892816302,0.36517677282815797,0.195583784712786,5.34986410567796
57,0.134112821273194,0.363877402412543,0.19486368133593898,5.5187516153863605
58,0.0727770506241003,0.19574278877788898,0.10555294895270698,3.5627209731826097
59,0.0863280505833595,0.23288556149319897,0.125284114018906,3.83493256061184
60,0.116151513182782,0.31479973421819,0.168727884432135,4.942882490196411
61,0.11853789750524199,0.32133773107872,0.17220228760002,5.1655560037553
62,0.11261446481401802,0.305441404325385,0.163615118491463,5.8543619513250995
63,0.134145570177513,0.36407565227119804,0.19492342497779197,5.83048640730722
64,0.106512345216763,0.288317161166985,0.15468571941704198,4.5398729288701105
65,0.113814354331817,0.308239277724946,0.165307662403737,4.6212760718510095
66,0.071095609658586,0.18981367333575896,0.102957891690675,2.34674270122533
67,0.0706693944756286,0.188461152867297,0.102316809636159,2.2076392808421903
68,0.0697258701186633,0.185995887698756,0.10095641366763801,2.26818013559974
69,0.0804471188622512,0.21574919148658397,0.116608040348409,2.6627920009993398
