GID,ANNOTATION_ID
949,"[1153, 1154]"
1495,[1799]
1520,"[1827, 1828]"
945,[1146]
954,[1160]
684,[814]
21,[23]
115,[145]
1206,[]
599,[]
1514,[1821]
282,[347]
1696,"[2038, 2039]"
1653,[1987]
942,[1144]
408,"[495, 496]"
1406,"[1689, 1690]"
730,[]
1151,[1385]
1456,[1747]
666,"[788, 789]"
63,"[79, 80, 81, 82]"
513,[618]
1062,[1275]
1279,[1541]
45,[53]
123,[154]
1093,[1310]
922,[1118]
1007,[1215]
1202,"[1446, 1447]"
254,[311]
981,[1189]
1051,[1261]
1372,[1646]
1356,[1629]
523,[629]
1423,[1707]
1599,[1919]
269,"[331, 332, 333]"
1500,[1808]
1688,"[2024, 2025]"
717,[857]
784,[935]
1036,"[1247, 1248]"
899,[]
1539,"[1846, 1847]"
1701,[2047]
380,[462]
403,[490]
914,"[1107, 1108, 1109, 1110]"
664,[786]
109,[137]
831,[992]
873,[]
1638,[1969]
586,[697]
878,"[1056, 1057]"
423,"[514, 515, 516]"
517,[622]
1327,[1593]
101,"[126, 127]"
1550,[1860]
438,"[531, 532]"
1088,[1305]
242,[296]
670,"[795, 796]"
802,[959]
1522,"[1830, 1831]"
1534,[1842]
1486,[1786]
1508,[1815]
119,[149]
880,[1060]
1346,[1619]
1318,[1586]
626,[744]
114,[144]
112,"[141, 142]"
215,"[261, 262]"
719,[858]
1341,[1613]
904,[1094]
183,[227]
372,[453]
14,[16]
657,[779]
131,[164]
1152,[]
159,[195]
1186,"[1425, 1426]"
1652,[1986]
1375,[1651]
1473,[1770]
553,[663]
895,"[1083, 1084]"
1332,"[1599, 1600]"
253,[310]
296,[]
198,[243]
1695,[2037]
1424,[1708]
605,[718]
940,[1142]
1435,[1720]
122,[153]
1090,[1307]
1649,"[1982, 1983]"
1234,[1483]
649,[769]
1530,[1840]
482,[581]
1553,"[1864, 1865]"
1390,[1668]
425,[518]
94,"[117, 118]"
245,[300]
264,[325]
1048,[1258]
1662,[1994]
1557,[]
1257,[1516]
803,[]
1391,[1669]
287,[353]
1369,[]
734,[876]
1517,[1823]
1074,"[1291, 1292]"
933,[1135]
1195,[1436]
595,[708]
1065,[1280]
1075,[1293]
187,[231]
1345,"[1617, 1618]"
1641,"[1973, 1974]"
1185,[]
708,[846]
200,[246]
9,[10]
1004,"[1209, 1210, 1211]"
1470,"[1766, 1767]"
1644,[1977]
1031,[1242]
1362,[1635]
602,[715]
331,[406]
1256,[1515]
212,[259]
1663,[1995]
1153,[1386]
772,[]
577,"[685, 686]"
853,"[1022, 1023, 1024]"
860,"[1033, 1034]"
1289,[1555]
1235,[]
1265,[1525]
957,[1163]
433,[]
786,[937]
463,[561]
1253,[1510]
1287,[1551]
100,[125]
1691,[2029]
398,"[483, 484]"
1313,[1581]
1463,"[1755, 1756]"
79,[]
265,"[326, 327]"
317,[390]
1156,"[1389, 1390]"
72,[93]
1312,[1580]
1002,[1207]
1586,[1903]
261,[319]
539,"[647, 648]"
598,"[711, 712]"
565,[674]
1632,[1963]
1541,[1849]
420,"[510, 511]"
921,[]
982,[1190]
827,[988]
67,"[87, 88]"
1479,[1777]
144,"[175, 176, 177]"
1669,[2001]
641,[761]
1267,[1527]
248,"[303, 304]"
199,"[244, 245]"
490,[592]
806,[963]
739,[881]
155,"[190, 191]"
285,[351]
884,[1065]
1618,[1945]
231,[280]
445,[540]
1266,[1526]
1022,[1230]
335,[412]
1698,"[2042, 2043, 2044]"
399,"[485, 486]"
35,[41]
554,[]
797,[952]
885,"[1066, 1067]"
1294,[]
344,[422]
687,[817]
1131,[1361]
44,[52]
774,[924]
658,[780]
1119,[1347]
859,"[1031, 1032]"
311,[382]
193,[238]
738,[880]
790,[944]
1223,[1470]
1405,[1688]
747,[890]
846,"[1010, 1011]"
1648,[1981]
1371,"[1644, 1645]"
930,[1130]
1116,[1343]
1438,"[1723, 1724]"
431,[524]
59,[66]
1421,[]
756,[902]
168,"[205, 206]"
1122,[1350]
1306,[1575]
182,"[225, 226]"
1625,"[1954, 1955]"
1099,"[1317, 1318]"
480,[577]
15,[17]
1422,[1706]
615,[732]
910,[1101]
1208,[1453]
473,"[571, 572]"
1284,[1548]
328,[403]
1608,[1930]
235,[286]
383,[465]
1510,[1817]
1084,[1301]
141,[172]
304,[374]
1008,[1216]
558,[666]
116,[146]
211,[258]
1069,[1285]
1620,"[1948, 1949]"
1193,[]
557,[665]
1357,[1630]
1300,[1567]
224,[273]
197,[242]
663,[785]
794,[948]
1433,[1718]
1241,"[1489, 1490, 1491, 1492, 1493, 1494, 1495]"
998,[1205]
233,"[282, 283]"
1196,"[1437, 1438]"
1411,[]
1112,"[1336, 1337, 1338, 1339]"
537,[645]
16,"[18, 19]"
625,[743]
217,[265]
1309,[1578]
762,[910]
443,[538]
866,[1041]
355,[433]
894,"[1081, 1082]"
1244,[1498]
188,[]
381,[463]
1245,[1499]
384,[466]
1535,[1843]
249,"[305, 306]"
1459,"[1749, 1750]"
401,[488]
1130,"[1359, 1360]"
693,[823]
1395,[1674]
718,[]
1368,[1641]
509,[614]
869,[1046]
1158,[1392]
36,[42]
160,[196]
74,"[95, 96, 97]"
1556,[1868]
243,[297]
303,"[372, 373]"
148,[183]
349,[428]
612,[728]
1502,[1809]
239,[290]
755,[901]
1521,[1829]
1351,[1622]
1670,[2002]
1589,[1906]
769,[]
541,[650]
1043,[1254]
1066,[1281]
1001,[]
1634,[1965]
283,"[348, 349]"
455,[551]
136,[]
410,[498]
858,[1030]
1449,[1738]
1161,[1395]
1220,"[1466, 1467]"
1098,"[1315, 1316]"
228,[277]
146,"[179, 180]"
638,"[757, 758]"
810,[970]
1106,"[1329, 1330]"
62,"[76, 77, 78]"
1262,"[1521, 1522]"
1674,"[2008, 2009]"
1013,[]
1598,[1918]
322,[395]
525,[631]
55,"[61, 62]"
1420,[1705]
1307,[1576]
495,[596]
1170,"[1407, 1408]"
138,[168]
128,"[160, 161]"
356,[434]
366,[447]
994,[]
1189,[1432]
364,[445]
8,[9]
978,[1187]
872,"[1048, 1049]"
1681,[2017]
1366,[1639]
1664,[1996]
1145,[1378]
968,[1174]
1469,"[1764, 1765]"
139,[]
1270,[1530]
413,[503]
492,[594]
560,[668]
351,[429]
1110,[1334]
1180,[1420]
176,[216]
1050,[1260]
1656,[]
1613,"[1936, 1937]"
674,"[801, 802]"
1325,[1591]
147,"[181, 182]"
1354,[]
679,[807]
760,[906]
1249,"[1503, 1504]"
780,[931]
828,[989]
640,[760]
1432,[]
436,[529]
358,[436]
271,[337]
1035,[1246]
1497,"[1801, 1802]"
1047,[]
917,[1114]
1136,[1366]
400,[487]
726,"[866, 867]"
1134,[1364]
1427,[1711]
909,[1100]
1477,"[1774, 1775]"
1026,[1237]
863,"[1036, 1037]"
310,[381]
1692,[2030]
913,"[1105, 1106]"
856,[1027]
1499,"[1804, 1805, 1806, 1807]"
315,[387]
30,[35]
46,[]
1250,[1505]
1060,"[1271, 1272]"
691,[821]
47,[54]
1298,"[1564, 1565]"
333,[410]
843,[1006]
409,[497]
758,[904]
764,"[912, 913]"
829,[990]
1537,[1845]
1182,[]
850,[1016]
1551,"[1861, 1862]"
498,"[599, 600, 601]"
415,[504]
1509,[1816]
1091,[1308]
430,[523]
956,[1162]
1492,"[1793, 1794, 1795]"
1000,[]
973,[1180]
1430,[1716]
1555,[1867]
329,[404]
167,[204]
1039,[1250]
1526,[1836]
1021,[1229]
775,[925]
293,[359]
529,"[635, 636]"
983,[1191]
172,[212]
1127,[1355]
305,"[375, 376]"
1615,[1939]
812,[971]
852,[1021]
699,"[830, 831]"
1544,[1853]
1635,[1966]
1523,[1832]
54,[60]
173,[213]
234,"[284, 285]"
1124,[1352]
768,"[917, 918]"
533,[640]
522,[628]
307,[378]
3,[4]
276,[343]
1629,[1959]
1483,[1783]
1538,[]
1402,[1683]
1683,[2019]
1301,"[1568, 1569]"
514,[619]
1067,[1282]
923,[1119]
1339,"[1609, 1610]"
1037,[]
1028,"[1238, 1239]"
462,[560]
345,"[423, 424]"
1213,"[1458, 1459]"
916,[1113]
1057,[1268]
1238,[1486]
298,[365]
496,[597]
608,[721]
702,"[834, 835]"
1273,[1534]
833,[]
584,[695]
323,[396]
1281,"[1544, 1545]"
1569,[1881]
379,[461]
503,[609]
596,[709]
958,[1164]
847,"[1012, 1013]"
622,[739]
1095,[1312]
120,[150]
204,[251]
898,"[1087, 1088]"
915,"[1111, 1112]"
1175,[1416]
673,[800]
594,[707]
145,[178]
578,[687]
567,[675]
165,[201]
736,"[878, 879]"
1385,"[1662, 1663]"
929,[]
37,[43]
286,[352]
441,[536]
807,"[964, 965, 966]"
1414,[]
362,[442]
597,[710]
111,[140]
645,[765]
1413,"[1698, 1699]"
481,"[578, 579, 580]"
299,"[366, 367, 368]"
1359,[1632]
1468,[1763]
73,[94]
504,[610]
1607,"[1928, 1929]"
849,"[1014, 1015]"
1659,[]
936,[1138]
1347,[1620]
530,[637]
284,[350]
561,[669]
634,[753]
240,"[291, 292]"
1467,"[1761, 1762]"
1194,[1435]
1159,[1393]
1505,[1812]
1176,[]
1252,"[1507, 1508, 1509]"
1399,[1679]
1316,[1584]
946,[1147]
1450,[1739]
1340,"[1611, 1612]"
655,[777]
590,[702]
392,[477]
1085,[1302]
1564,[1875]
941,[1143]
1434,[1719]
1370,"[1642, 1643]"
1254,"[1511, 1512]"
1157,[1391]
1038,[1249]
102,[128]
893,[1080]
576,"[683, 684]"
1675,[2010]
757,[903]
207,[254]
125,[156]
1646,[1979]
75,[98]
1639,"[1970, 1971]"
161,[197]
1452,[1742]
711,[849]
1466,[1760]
497,[598]
835,[]
259,[317]
184,[]
1209,[1454]
644,[764]
935,[1137]
1525,"[1834, 1835]"
1604,[1925]
1181,[1421]
169,"[207, 208, 209]"
1621,[1950]
405,[492]
628,[747]
12,[13]
1183,"[1422, 1423]"
761,"[907, 908, 909]"
1454,[1745]
158,[194]
1030,[1241]
1667,[1999]
902,"[1091, 1092]"
1321,[]
1104,[1326]
776,[926]
357,[435]
241,"[293, 294, 295]"
185,[228]
121,"[151, 152]"
1428,"[1712, 1713, 1714, 1715]"
1447,"[1735, 1736]"
654,[776]
735,[877]
1334,[1603]
1247,[1501]
1323,[]
6,[7]
1441,[1728]
1489,[1789]
1398,[1678]
526,[632]
452,[547]
181,[224]
1451,"[1740, 1741]"
516,[621]
505,[611]
1567,[1878]
393,[478]
19,[]
1512,[1819]
1107,[1331]
531,[638]
225,[274]
1277,[1538]
1063,"[1276, 1277, 1278]"
1353,"[1626, 1627]"
1274,"[1535, 1536]"
1460,[1751]
478,[575]
1162,[1396]
350,[]
728,"[869, 870]"
1573,[1885]
751,"[895, 896]"
989,[1195]
1524,[1833]
705,[839]
928,"[1127, 1128, 1129]"
1012,[1221]
118,[148]
1367,[1640]
574,[681]
1087,[1304]
709,[847]
435,[528]
1382,[1659]
334,[411]
823,"[984, 985]"
1109,[1333]
1005,"[1212, 1213]"
1545,"[1854, 1855]"
1628,[1958]
678,[806]
459,[557]
1101,"[1320, 1321]"
416,[505]
140,"[169, 170, 171]"
369,[451]
1571,[1883]
1590,[1907]
339,[416]
839,"[999, 1000]"
216,"[263, 264]"
1645,[1978]
1222,[1469]
1676,[2011]
891,[1077]
563,"[671, 672]"
11,[12]
1217,[1465]
1226,[1474]
1536,[1844]
1403,[1684]
1654,[1988]
575,[682]
689,[819]
635,[754]
1278,"[1539, 1540]"
1558,[1869]
377,[459]
152,[187]
571,[679]
113,[143]
834,[995]
1478,[1776]
1519,[1826]
1587,[1904]
454,"[549, 550]"
1058,[1269]
1643,[1976]
1651,[1985]
952,[1157]
1575,[1888]
105,[132]
669,"[793, 794]"
85,[108]
1437,[1722]
783,[934]
650,[770]
292,[358]
1678,[2014]
1118,[1346]
162,[198]
1297,[1563]
230,[279]
1135,[1365]
840,"[1001, 1002]"
1259,[1518]
1576,[1889]
1472,[1769]
1015,[]
1480,[1778]
1024,[1235]
295,[361]
1516,[]
1490,[1790]
1102,[1322]
750,"[893, 894]"
601,[714]
1533,[1841]
252,[309]
1591,"[1908, 1909, 1910]"
1052,[1262]
353,[431]
502,[608]
1383,[1660]
1148,[1382]
1248,[1502]
1562,[1873]
591,"[703, 704]"
1609,[1931]
961,[]
832,"[993, 994]"
1503,[1810]
511,[616]
56,[63]
512,[617]
465,[563]
703,[836]
620,[737]
1352,"[1623, 1624, 1625]"
1381,[1658]
1660,[1992]
585,[696]
977,[1186]
507,[612]
290,[]
98,[123]
1210,[1455]
1547,[1857]
1498,[1803]
675,[803]
394,[479]
970,[1176]
275,[342]
92,[115]
582,"[691, 692, 693]"
1671,"[2003, 2004, 2005]"
402,[489]
414,[]
1167,"[1403, 1404]"
236,[287]
842,[1005]
1376,[1652]
552,[662]
1338,[1608]
1219,[]
227,[276]
544,[653]
1617,"[1941, 1942, 1943, 1944]"
250,[307]
1033,[1244]
260,[318]
652,[774]
614,"[730, 731]"
1700,[2046]
1491,"[1791, 1792]"
1612,[1935]
206,[253]
791,"[945, 946]"
907,[1097]
1154,[1387]
1614,[1938]
1560,[1871]
566,[]
716,"[854, 855, 856]"
80,[102]
1105,"[1327, 1328]"
1442,[1729]
919,[1116]
931,[1131]
1342,[1614]
325,[398]
1295,"[1560, 1561]"
694,[824]
926,"[1122, 1123]"
1374,[1650]
1601,"[1921, 1922]"
607,[720]
870,[]
1373,"[1647, 1648, 1649]"
1668,[2000]
962,[1167]
830,[991]
706,"[840, 841, 842]"
1335,[1604]
1444,[1731]
1178,[1418]
1679,[2015]
320,[]
89,"[111, 112]"
281,[]
1160,[1394]
190,"[233, 234, 235]"
676,[804]
1246,[1500]
766,[915]
471,[569]
1155,[1388]
1542,"[1850, 1851]"
238,[289]
1409,"[1694, 1695]"
1350,[1621]
213,[260]
1475,[1772]
1045,[1256]
581,[690]
82,[104]
610,"[724, 725]"
688,[818]
1330,"[1596, 1597]"
865,[1040]
1192,[1434]
1097,[]
1014,[1222]
1665,[1997]
1286,[1550]
805,[962]
680,[]
647,"[767, 768]"
1631,[1962]
143,"[173, 174]"
246,"[301, 302]"
470,[568]
312,"[383, 384]"
1682,[2018]
1439,[1725]
418,[507]
427,[520]
542,[651]
468,[566]
166,"[202, 203]"
1344,[1616]
447,[542]
720,"[859, 860]"
938,[1140]
745,[888]
888,"[1071, 1072]"
767,[916]
314,[386]
995,[1201]
969,[1175]
205,[252]
27,"[30, 31]"
765,[914]
313,[385]
4,[5]
1484,[1784]
1169,[1406]
665,[787]
535,[643]
93,[116]
871,[1047]
1251,[1506]
1260,[1519]
65,[85]
340,[417]
78,[101]
887,[1070]
980,[]
603,[]
1240,[1488]
1207,[1452]
1400,[1680]
1268,[1528]
1496,[1800]
773,"[922, 923]"
485,[584]
1694,"[2035, 2036]"
1677,"[2012, 2013]"
186,"[229, 230]"
426,[519]
256,[313]
1205,[1451]
950,[1155]
467,[565]
1092,[1309]
1310,[1579]
429,[]
1661,[1993]
1086,[1303]
975,[1183]
540,[649]
28,"[32, 33]"
1229,[1477]
1042,[1253]
572,[680]
1243,[1497]
820,[980]
428,"[521, 522]"
1071,[]
1319,[1587]
1137,[1367]
700,[832]
911,[1102]
520,[625]
600,[713]
396,[481]
1083,[1300]
677,[805]
698,"[828, 829]"
901,[1090]
618,[735]
864,"[1038, 1039]"
277,[344]
1552,[1863]
486,[585]
1046,[1257]
406,[493]
1275,[1537]
991,"[1198, 1199]"
1416,[1701]
43,"[50, 51]"
972,[1179]
1096,"[1313, 1314]"
868,"[1044, 1045]"
580,[689]
624,"[741, 742]"
609,"[722, 723]"
451,[546]
1329,[1595]
508,[613]
1080,[]
1132,[1362]
1685,[2021]
208,[255]
127,[159]
1076,[1294]
448,[543]
733,"[874, 875]"
1511,[1818]
861,[1035]
796,[951]
150,[185]
1009,[1217]
229,[278]
538,[646]
321,"[393, 394]"
661,[783]
1283,[1547]
154,[189]
1364,[1636]
41,"[47, 48]"
411,"[499, 500]"
1261,[1520]
1360,[1633]
715,[853]
1172,"[1410, 1411, 1412, 1413]"
1103,"[1323, 1324, 1325]"
53,[59]
1464,[1757]
170,[210]
1543,[1852]
1529,[1839]
1515,[1822]
987,[1193]
474,[573]
547,[]
1548,[1858]
374,"[455, 456, 457]"
781,[932]
653,[775]
33,[39]
91,[114]
527,[633]
593,[706]
466,[564]
1684,[2020]
1163,"[1397, 1398]"
696,[826]
1184,[1424]
493,[]
900,[1089]
800,[957]
882,"[1062, 1063]"
1271,"[1531, 1532]"
744,"[885, 886, 887]"
1380,[1657]
890,"[1075, 1076]"
1018,[1225]
1138,[1368]
1140,"[1370, 1371]"
623,[740]
42,[49]
257,[314]
69,[90]
327,"[400, 401, 402]"
134,[167]
1666,[1998]
1415,[1700]
1070,[1286]
1506,[1813]
1315,[1583]
386,"[468, 469]"
376,[]
346,[425]
990,"[1196, 1197]"
723,[863]
1280,"[1542, 1543]"
1532,[]
318,[391]
417,[506]
848,[]
1165,[1400]
518,[623]
753,"[898, 899]"
422,[513]
308,[379]
209,[256]
1588,[1905]
862,[]
1141,"[1372, 1373]"
1055,"[1265, 1266]"
817,[977]
1412,[1697]
1053,[1263]
1164,[1399]
164,[200]
818,[978]
1566,[1877]
500,"[603, 604, 605]"
621,[738]
1343,[1615]
1221,[1468]
1355,[1628]
456,[552]
1396,[1675]
763,[911]
1269,[1529]
90,[113]
1365,"[1637, 1638]"
1429,[]
1168,[1405]
499,[602]
648,[]
1331,[1598]
64,"[83, 84]"
867,"[1042, 1043]"
855,[]
897,[1086]
1040,[1251]
549,[]
475,[]
266,[328]
31,"[36, 37]"
66,[86]
1044,[1255]
464,[562]
1082,[1299]
1173,[1414]
61,"[70, 71, 72, 73, 74, 75]"
476,[574]
937,[1139]
939,[1141]
189,[232]
643,[763]
854,"[1025, 1026]"
142,[]
1436,[1721]
948,"[1150, 1151, 1152]"
1594,[1914]
1445,[1732]
1504,[1811]
1485,[1785]
1647,[1980]
1494,[1798]
347,[426]
1128,[1356]
60,"[67, 68, 69]"
387,[470]
1597,"[1916, 1917]"
1171,[1409]
1384,[1661]
974,"[1181, 1182]"
20,[22]
632,[752]
1458,[1748]
1549,[1859]
365,[446]
619,[736]
920,[1117]
1453,"[1743, 1744]"
1600,[1920]
627,"[745, 746]"
501,"[606, 607]"
1394,[1673]
579,[688]
1239,[1487]
439,[533]
210,[257]
592,[705]
434,"[526, 527]"
804,"[960, 961]"
692,[822]
214,[]
1129,"[1357, 1358]"
569,[677]
1317,[1585]
1507,[1814]
1285,[1549]
793,[947]
927,"[1124, 1125, 1126]"
57,[64]
1305,[1574]
192,[237]
359,"[437, 438]"
1546,[1856]
1214,"[1460, 1461]"
1559,[1870]
725,[865]
727,[868]
1077,[1295]
1377,[1653]
1531,[]
996,[1202]
218,[266]
816,[976]
965,[1171]
77,[100]
857,"[1028, 1029]"
1242,[1496]
1592,[1911]
1616,[1940]
86,[]
616,[733]
157,[193]
732,[873]
630,[749]
202,[249]
262,"[320, 321, 322, 323]"
573,[]
1200,"[1443, 1444]"
1580,[1896]
1308,[1577]
330,[405]
1582,"[1898, 1899]"
779,[930]
343,[421]
288,[354]
424,[517]
896,[1085]
294,[360]
352,[430]
341,[418]
1056,[1267]
559,[667]
1322,[1589]
1019,[1226]
370,[452]
1627,[1957]
1324,[1590]
1199,"[1441, 1442]"
126,"[157, 158]"
1072,"[1287, 1288]"
1363,[]
979,[1188]
1218,[]
918,[1115]
1603,[1924]
874,[1050]
1227,[1475]
222,"[270, 271]"
1426,[1710]
1563,[1874]
668,[792]
1387,[1665]
472,[570]
1611,[1934]
1061,"[1273, 1274]"
795,"[949, 950]"
1393,[1672]
483,[582]
1233,[1482]
1292,[1558]
731,[872]
651,"[771, 772, 773]"
203,[250]
845,"[1008, 1009]"
1064,[1279]
1111,[1335]
1179,[1419]
106,"[133, 134]"
836,[996]
1637,[1968]
534,"[641, 642]"
1120,[1348]
421,[512]
484,[583]
1585,[]
1482,[1782]
656,[778]
272,[338]
967,[1173]
1572,[1884]
1349,[]
814,"[973, 974]"
219,[267]
707,"[843, 844, 845]"
1146,[1379]
367,"[448, 449]"
1094,[1311]
1011,"[1219, 1220]"
892,"[1078, 1079]"
1114,[1341]
1121,[1349]
179,[]
1187,"[1427, 1428]"
686,[816]
174,[214]
1605,[1926]
195,[240]
889,"[1073, 1074]"
999,[1206]
95,[119]
741,[]
51,[]
153,[188]
1540,[1848]
2,"[2049, 2050]"
1232,[1481]
984,[]
487,"[586, 587, 588, 589]"
1302,"[1570, 1571]"
177,[217]
107,[135]
1225,[1473]
1133,[1363]
1624,[1953]
799,"[955, 956]"
1680,[2016]
642,[762]
545,"[654, 655, 656]"
1025,[1236]
1263,[1523]
117,[147]
1578,[1891]
562,[670]
1054,[1264]
659,[781]
163,[199]
604,"[716, 717]"
1255,"[1513, 1514]"
1408,[1693]
1188,"[1429, 1430, 1431]"
1126,[1354]
606,[719]
268,[]
826,[987]
1068,"[1283, 1284]"
1113,[1340]
564,[673]
412,"[501, 502]"
