,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9
Female,0.019241213529417323,0.019181820265927747,0.005500524414403918,0.03567950189571812,0.014448755991782698,0.0,0.015909090909090907,0.0,0.0
GIRM_MUGU_20hyrule:joncrall:/media/raid/work/GIRM_MUGU_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0021,0.006119248985702183,0.0071535131178873486,0.009643776570708158,0.0,0.0,0.0,0.0,0.0,0.08750000000000004
IBEIS_PZ_0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
