,0.1,0.2,0.30000000000000004,0.4,0.5,0.6,0.7000000000000001,0.8,0.9
Female,0.048558419268707215,0.02790415296211653,0.01731253586806766,0.2711709200255677,0.2740281281779346,0.08321930114900136,-0.1921798775895991,0.04449058955260101,0.15214752028511286
GIRM_MUGU_20hyrule:joncrall:/media/raid/work/GIRM_MUGU_200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0011,0.42530911713209535,0.451443639479257,0.4520371754107648,0.4461628860521917,0.40369545368035237,0.4628142570560108,0.0,0.0,0.0
IBEIS_PZ_0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0013,0.24470220264592069,0.23997830334179734,0.21545903232809854,0.19360227077981904,0.2024482789183148,0.21693635922450283,0.20121331949654056,0.211082217588555,0.0
IBEIS_PZ_0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0019,-0.4531642281516088,-0.42765897023500815,-0.42206633511587033,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBEIS_PZ_0021,0.45094333191279057,0.4719521505712,0.5219020344051711,0.44693958684416163,0.3546255664293395,0.37730722241285564,0.46595570953668103,0.3267073433113336,0.388443957101644
IBEIS_PZ_0022,-0.40212866432666006,-0.3858623740089168,-0.35644991405301685,-0.3716473544225785,-0.3834824291705041,-0.2703201513835907,-0.31905674368617765,-0.22378025479181263,0.0
IBEIS_PZ_0023,-0.20485694846563932,-0.1634461846969987,-0.1597710724420927,-0.1600494400427924,-0.16572036881729818,-0.19828409727985266,-0.1465130238733184,-0.2116288603207033,-0.22872901126295841
IBEIS_PZ_0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
