,Feature,10%,Feature,20%,Feature,30%,Feature,40%,Feature,50%,Feature,60%,Feature,70%,Feature,80%,Feature,90%
1,excellent,1.8533029576692261,excellent,1.8056541782046924,excellent,1.5863676036982748,excellent,1.399140312466737,ground,1.442093479840325,ground,1.2442921540822034,ground,1.15121300040454,good,0.9365682835688471,walking,0.7343367508975619
2,ground,1.4276147445809029,ground,1.668426075750883,ground,1.4812420339438501,ground,1.3567210139205188,excellent,1.0612980998859893,excellent,1.0963908228169208,mammal,1.0379920312548858,mammal,0.9290987409869161,good,0.5164436560836212
3,brown,1.0803647622743657,good,1.1148222050254397,good,1.1333329891429693,good,1.1139155484198089,good,1.0005506718424089,good,1.0041557449607361,good,0.8205638889624113,walking,0.7875581192893099,ground,0.4985793701954064
4,good,0.9927304529525104,brown,0.860227975136656,brown,0.902308672288284,mammal,1.0721654136964325,frontleft,0.8597383250429318,mammal,0.8401519099396068,excellent,0.7772762241998215,animal,0.6825313588420292,open,0.4844500649085709
5,mammal,0.9572040304222026,mammal,0.8393343271275983,mammal,0.8672345502735407,brown,0.8036208941709487,mammal,0.8513880298448676,ok,0.7058460025176341,animal,0.7362532242978799,brown,0.5888328984037355,right,0.4838144697642916
6,zebra,0.8232227885855977,giraffe,0.8389589912575206,giraffe_masai,0.7145252195521443,giraffe_masai,0.7476240903647506,giraffe_masai,0.8266851142306721,way,0.6383772395752702,grazing,0.5958303056393226,ground,0.5197537658476782,standing,0.43185150432932906
7,frontleft,0.7611044818105226,frontleft,0.747353514515753,ok,0.6972956056037278,frontleft,0.7286307769946864,animal,0.7119024333303098,animal,0.6135839020152078,NNP_GIRM_0110,0.5278906098374504,grazing,0.516798802571267,mammal,0.43042972729511925
8,giraffe,0.7553762980019006,zebra,0.7056973232889681,frontleft,0.6484028720591142,animal,0.6971722561567414,brown,0.689187962767086,giraffe_masai,0.612787980186884,IBEIS_PZ_1388,0.5072346441149259,IBEIS_PZ_1388,0.4206953611217369,animal,0.43042972729511925
9,NNP_GIRM_0143,0.6764734158934846,ok,0.680843592707465,way,0.6336130962889878,way,0.673755029923209,giraffe,0.6484326958225907,right,0.5536874783386251,baby,0.47613338490829277,IBEIS_PZ_1612,0.4183076376641691,zebra,0.39614852665403666
10,giraffe_masai,0.67240257301466,giraffe_masai,0.6776758887760512,IBEIS_PZ_1026,0.6088026811331368,ok,0.6332880140637546,ok,0.6289433414411417,NNP_GIRM_0089,0.5367893418618284,IBEIS_PZ_0021,0.4659557095366802,IBEIS_PZ_0497,0.4183076376641691,IBEIS_PZ_0021,0.3884439571016441
11,ok,0.6699568899364204,IBEIS_PZ_1388,0.6058479733526646,NNP_GIRM_0151,0.6049875940563477,road,0.5694794166097036,IBEIS_PZ_1565,0.6081736433268784,brown,0.531078692972,IBEIS_PZ_0566,0.4535382350885461,zebra,0.4154335070585772,IBEIS_PZ_0573,0.3822795618913312
12,way,0.6448225695908075,NNP_GIRM_0151,0.6000346706632049,IBEIS_PZ_1388,0.5964094201214724,IBEIS_PZ_1388,0.5666201776764147,way,0.5940591925265378,IBEIS_PZ_1565,0.5030565840393083,IBEIS_PZ_0587,0.4535382350885461,giraffe_masai,0.38044485675097117,IBEIS_PZ_1795,0.3302254046718553
13,baby,0.6289708321300881,IBEIS_PZ_1026,0.5997247696505834,road,0.5781469609568106,IBEIS_PZ_1565,0.5392613504011331,IBEIS_PZ_1026,0.5550870247124654,IBEIS_PZ_0573,0.49380986714088276,IBEIS_PZ_1300,0.4535382350885461,sheep,0.3609983808391072,baby,0.3302254046718553
14,NNP_GIRM_0151,0.6021468341269934,way,0.5935670197391952,IBEIS_PZ_0198,0.5447331228615848,IBEIS_PZ_1491,0.5241513990685315,dirt,0.5519943465993029,IBEIS_PZ_0011,0.4628142570559866,IBEIS_PZ_0573,0.45242565341175406,backright,0.34038709486301105,dirt,0.32557571517742856
15,IBEIS_PZ_1388,0.5836746713584849,IBEIS_PZ_1565,0.5895028125412716,right,0.540275109548015,IBEIS_PZ_0573,0.5204481515655434,front,0.5144767071403078,IBEIS_PZ_0204,0.4628142570559866,IBEIS_PZ_0497,0.434015404418053,IBEIS_PZ_0573,0.33897464110339337,looking,0.3075592482403424
