GID,share
6660,1.0
6661,0.0
6662,1.0
6663,1.0
6664,1.0
6665,1.0
6666,1.0
6667,1.0
6668,1.0
6669,1.0
6670,1.0
6671,0.0
6672,0.0
6679,1.0
6680,1.0
6681,1.0
6682,1.0
6683,1.0
6684,0.0
6685,1.0
6686,1.0
6687,0.0
6688,1.0
6689,0.0
6690,1.0
6691,1.0
6692,1.0
6693,1.0
6694,1.0
6695,1.0
6697,1.0
6698,1.0
6699,1.0
67,1.0
6700,1.0
6701,1.0
6702,1.0
6703,1.0
6704,1.0
6705,1.0
6706,1.0
6707,1.0
6708,1.0
6709,1.0
6711,1.0
6712,1.0
6713,1.0
6714,1.0
6715,1.0
6716,1.0
6717,1.0
6718,1.0
6719,1.0
6720,1.0
6721,1.0
6722,1.0
6723,1.0
6724,1.0
6725,1.0
6726,1.0
6727,1.0
6728,1.0
6729,1.0
6730,0.0
6731,1.0
6732,1.0
6733,1.0
6734,1.0
6735,1.0
6736,0.0
6737,1.0
6738,1.0
6739,1.0
6740,1.0
6741,1.0
6742,1.0
6743,1.0
6744,1.0
6745,1.0
6746,1.0
6747,1.0
6748,1.0
6750,1.0
6751,1.0
6752,1.0
6753,1.0
6754,1.0
6755,1.0
6756,1.0
6757,1.0
6758,1.0
6759,1.0
6760,1.0
6761,1.0
6762,1.0
6763,1.0
6764,1.0
6765,1.0
6766,1.0
6767,1.0
6768,1.0
6769,1.0
6770,1.0
6771,1.0
6772,1.0
6773,1.0
6774,1.0
6775,1.0
6776,1.0
6777,1.0
6778,1.0
6779,1.0
6780,1.0
6781,1.0
6782,1.0
6783,1.0
6784,1.0
6785,1.0
6786,1.0
6787,1.0
6788,1.0
6789,1.0
6790,1.0
6791,1.0
6792,1.0
6793,0.0
6794,1.0
6795,1.0
68,1.0
6805,0.0
6808,1.0
6809,1.0
6810,1.0
6811,1.0
6812,1.0
6831,1.0
6832,1.0
6833,1.0
6834,1.0
6835,1.0
6848,1.0
6851,1.0
6852,1.0
69,1.0
6917,1.0
6918,1.0
6919,1.0
6920,1.0
6926,1.0
6927,1.0
6928,1.0
6929,1.0
6930,1.0
6931,1.0
6932,1.0
6933,1.0
6934,1.0
6935,1.0
6936,1.0
6937,0.0
6938,1.0
6939,1.0
694,1.0
6940,1.0
6941,0.0
6942,1.0
6943,1.0
6944,1.0
6945,1.0
6946,1.0
6947,1.0
6948,1.0
6949,0.0
695,1.0
6951,1.0
6952,1.0
6953,1.0
6954,1.0
6955,1.0
6956,1.0
6957,1.0
6958,1.0
6959,1.0
696,0.0
6960,1.0
6961,1.0
6962,1.0
6963,1.0
6964,1.0
6965,1.0
6966,1.0
6967,1.0
6968,1.0
6969,1.0
697,1.0
6970,1.0
6971,1.0
6972,1.0
6973,0.0
6974,1.0
6975,1.0
6976,1.0
6977,1.0
6978,1.0
6979,1.0
698,0.0
6980,0.0
6981,1.0
6982,0.0
6983,1.0
6984,1.0
6985,1.0
6986,1.0
6987,1.0
6988,1.0
6989,1.0
699,1.0
6990,1.0
6991,1.0
6995,1.0
6996,1.0
6997,1.0
6998,1.0
6999,1.0
7,1.0
70,1.0
700,1.0
7000,1.0
7001,1.0
7002,1.0
7003,0.0
7004,1.0
7005,1.0
7006,1.0
7007,0.0
7008,1.0
7009,1.0
701,1.0
7012,1.0
7013,1.0
7014,0.0
7016,1.0
7017,1.0
7018,1.0
7019,1.0
702,0.0
7020,1.0
7021,1.0
7022,1.0
7023,1.0
7024,1.0
703,1.0
7034,1.0
7035,1.0
7036,1.0
7037,1.0
7039,1.0
704,0.0
7040,1.0
7041,1.0
7042,1.0
7043,1.0
7044,1.0
7045,1.0
7046,1.0
7047,1.0
7048,1.0
7049,1.0
705,1.0
7050,1.0
7051,1.0
7052,1.0
7053,1.0
7054,1.0
706,0.0
7061,0.0
7062,1.0
7069,0.0
707,1.0
7070,1.0
7071,1.0
7072,1.0
7073,0.0
708,0.0
7080,0.0
7081,1.0
7082,1.0
7083,1.0
7084,1.0
7085,1.0
7086,1.0
7087,1.0
7088,1.0
7089,1.0
709,0.0
7090,1.0
7091,1.0
7094,1.0
7095,1.0
71,1.0
710,1.0
7109,1.0
711,0.0
7111,1.0
7113,1.0
7114,1.0
7115,1.0
7116,1.0
7117,1.0
7118,1.0
7119,1.0
712,1.0
713,1.0
714,1.0
715,1.0
7158,1.0
7159,1.0
716,1.0
7160,1.0
7161,1.0
7162,1.0
7163,1.0
7164,1.0
7165,1.0
7166,1.0
7167,1.0
7168,1.0
717,1.0
7170,1.0
7171,1.0
7173,1.0
7174,1.0
7175,1.0
7176,1.0
7177,1.0
7178,0.0
7179,1.0
718,1.0
7180,0.0
7181,1.0
7182,1.0
7183,1.0
7184,1.0
7185,1.0
7186,1.0
7187,1.0
7188,1.0
7189,1.0
719,1.0
7190,1.0
7191,1.0
7192,1.0
7193,1.0
7194,0.0
7195,1.0
7196,1.0
7197,1.0
7198,1.0
7199,1.0
72,1.0
720,1.0
7200,1.0
7201,1.0
7202,1.0
7203,1.0
7204,1.0
7205,1.0
7206,1.0
7207,1.0
7208,1.0
7209,1.0
721,1.0
7210,1.0
7211,1.0
7212,1.0
7213,1.0
7214,1.0
7215,1.0
7216,1.0
7217,1.0
7218,0.0
7219,1.0
722,1.0
7220,1.0
7221,1.0
7222,1.0
7223,1.0
7224,0.0
7225,0.0
7226,1.0
7227,1.0
7228,0.0
7229,1.0
723,1.0
7230,1.0
7232,1.0
7233,1.0
7234,1.0
7235,0.0
7236,1.0
7237,1.0
7238,1.0
7239,1.0
724,1.0
7240,1.0
7241,1.0
7242,1.0
7243,0.0
7244,1.0
7245,1.0
7246,1.0
7247,1.0
7248,1.0
7249,1.0
725,1.0
7250,1.0
7259,1.0
726,1.0
7260,1.0
7266,1.0
7267,1.0
7268,1.0
7269,1.0
727,1.0
7270,1.0
7271,1.0
7272,1.0
7273,1.0
7274,1.0
7275,1.0
7276,1.0
7277,1.0
7278,1.0
7279,1.0
728,1.0
7280,1.0
7281,1.0
7282,1.0
7284,1.0
7285,1.0
7286,1.0
7287,1.0
7288,1.0
7289,1.0
729,1.0
7290,1.0
7291,1.0
7292,1.0
7293,1.0
7294,1.0
7295,1.0
7296,1.0
7297,1.0
7298,1.0
7299,1.0
73,1.0
730,1.0
7300,1.0
7301,1.0
7302,1.0
7303,1.0
7304,1.0
7305,1.0
7306,1.0
7307,1.0
7308,1.0
7309,1.0
731,1.0
7310,1.0
7311,1.0
7312,1.0
7313,1.0
7314,1.0
7315,1.0
7316,1.0
7317,1.0
7318,1.0
7319,1.0
732,0.0
7320,1.0
7321,1.0
7322,1.0
7323,1.0
7324,1.0
7325,1.0
7327,1.0
7328,1.0
7329,1.0
733,1.0
7330,1.0
7331,1.0
7332,1.0
7333,1.0
7334,1.0
7335,1.0
7336,1.0
7337,1.0
7338,1.0
7339,1.0
734,1.0
7340,1.0
7341,1.0
7342,1.0
7343,1.0
7344,1.0
7345,1.0
7346,1.0
7347,1.0
7348,1.0
7349,1.0
735,0.0
7350,1.0
7351,1.0
7352,1.0
7353,1.0
7354,0.0
7355,1.0
7356,1.0
7357,1.0
7358,1.0
7359,0.0
736,1.0
7368,1.0
7369,1.0
737,1.0
7370,1.0
7371,1.0
7372,1.0
7375,1.0
738,1.0
739,1.0
74,1.0
740,1.0
7409,1.0
741,1.0
7410,0.0
7411,1.0
7412,1.0
7413,1.0
7417,1.0
7418,1.0
7419,1.0
742,1.0
7420,1.0
7422,1.0
7423,1.0
7424,1.0
7425,1.0
7426,1.0
7427,0.0
7428,1.0
7429,1.0
743,1.0
7430,1.0
7431,1.0
7433,1.0
744,1.0
7440,1.0
7441,1.0
7442,1.0
7443,1.0
7444,1.0
7445,1.0
7446,1.0
7447,1.0
7448,1.0
7449,1.0
745,1.0
7450,1.0
7451,1.0
7452,1.0
7453,1.0
7454,1.0
7455,1.0
7456,1.0
7457,0.0
7458,1.0
7459,1.0
746,1.0
7460,1.0
7461,1.0
7462,1.0
7463,1.0
7464,1.0
7465,1.0
7466,1.0
7467,1.0
7469,1.0
747,1.0
7470,1.0
7471,1.0
7472,1.0
7473,1.0
7474,1.0
7475,1.0
7476,1.0
7477,1.0
7478,1.0
7479,1.0
748,1.0
7480,1.0
7482,1.0
7483,1.0
7484,1.0
7485,1.0
7487,1.0
7488,1.0
7489,1.0
749,1.0
7490,0.0
7491,0.0
7492,1.0
7493,1.0
7495,1.0
7496,1.0
7497,1.0
7498,1.0
7499,0.0
75,1.0
750,1.0
7503,1.0
7504,1.0
7505,1.0
7506,0.0
7507,1.0
7508,1.0
7509,0.0
751,1.0
7510,0.0
7511,1.0
7512,1.0
7513,1.0
7514,1.0
7515,1.0
7516,0.0
7518,1.0
752,1.0
7521,1.0
7522,1.0
7523,1.0
7524,0.0
7525,1.0
7527,1.0
753,0.0
7531,0.0
7535,1.0
7539,1.0
754,1.0
7540,1.0
7541,1.0
7542,1.0
7543,1.0
7544,1.0
7545,1.0
7546,1.0
7547,1.0
7548,0.0
7549,1.0
755,1.0
7550,1.0
7551,1.0
7552,1.0
756,1.0
757,1.0
7575,1.0
7576,0.0
7577,1.0
758,1.0
759,1.0
76,1.0
760,0.0
7600,1.0
7601,1.0
7602,1.0
7603,1.0
7604,1.0
7605,1.0
7606,1.0
7607,1.0
7608,1.0
7609,1.0
761,1.0
7610,1.0
7611,1.0
7612,1.0
7613,1.0
7614,1.0
7615,1.0
762,1.0
7621,1.0
7622,1.0
7623,1.0
763,1.0
7632,1.0
764,1.0
765,0.0
7657,1.0
7659,1.0
766,1.0
7660,1.0
7661,1.0
7662,1.0
7663,1.0
7664,1.0
7665,1.0
7666,1.0
7667,1.0
767,1.0
7670,0.0
7671,1.0
7672,1.0
7673,1.0
7674,1.0
7675,1.0
7676,1.0
7678,1.0
768,1.0
769,1.0
77,1.0
770,1.0
7701,1.0
7702,1.0
7703,1.0
7704,1.0
7705,1.0
7706,1.0
7707,1.0
7708,1.0
7709,1.0
771,1.0
7710,1.0
7711,1.0
7712,1.0
7713,1.0
7714,1.0
7715,1.0
7716,1.0
7717,1.0
7718,1.0
7719,1.0
772,1.0
7720,1.0
7721,1.0
7722,1.0
7723,1.0
7724,1.0
7725,1.0
7726,1.0
7727,1.0
7728,1.0
7729,1.0
773,1.0
774,1.0
7741,1.0
7742,1.0
7748,1.0
7749,1.0
775,1.0
7750,1.0
7756,1.0
7757,1.0
7758,1.0
7759,1.0
776,1.0
7762,0.0
7763,1.0
7764,1.0
7765,0.0
7766,1.0
7767,1.0
7768,1.0
7769,1.0
777,1.0
7770,1.0
7772,1.0
7773,1.0
7775,1.0
7776,1.0
7777,1.0
7778,1.0
7779,1.0
778,1.0
7781,1.0
7784,1.0
7785,0.0
7786,1.0
7787,1.0
7788,1.0
7789,1.0
779,1.0
7790,1.0
7791,1.0
7792,1.0
7793,1.0
7794,1.0
7795,1.0
7796,1.0
7797,1.0
7798,1.0
7799,1.0
78,1.0
780,1.0
7800,1.0
7801,1.0
7802,1.0
7803,1.0
7804,1.0
7805,0.0
7806,0.0
7807,1.0
7808,1.0
7809,1.0
781,1.0
7810,1.0
7811,1.0
7812,1.0
7813,1.0
7814,1.0
7815,1.0
7816,1.0
7817,1.0
7818,1.0
7819,1.0
782,1.0
7820,1.0
7821,1.0
7822,1.0
7823,1.0
7824,1.0
7825,1.0
7826,1.0
7827,1.0
7828,1.0
7829,0.0
783,1.0
7830,1.0
7831,1.0
7832,1.0
7833,1.0
7834,0.0
7835,0.0
7836,1.0
7837,1.0
7838,1.0
7839,0.0
784,1.0
7840,1.0
7841,1.0
7842,1.0
7843,1.0
7844,0.0
7845,1.0
7846,1.0
7847,1.0
7848,1.0
7849,1.0
785,1.0
7850,1.0
7851,1.0
7852,1.0
7853,1.0
7854,1.0
7855,1.0
7856,1.0
7857,0.0
7858,0.0
7859,1.0
786,1.0
7860,0.0
7861,1.0
7862,1.0
7863,1.0
7864,0.0
7865,0.0
7866,1.0
7867,1.0
787,1.0
7870,1.0
7871,1.0
7872,1.0
7873,1.0
7874,1.0
7875,1.0
7876,1.0
7877,1.0
7878,1.0
7879,1.0
788,1.0
7880,1.0
7881,0.0
7882,1.0
7883,0.0
7884,0.0
7885,1.0
7886,1.0
7887,0.0
7888,1.0
7889,1.0
789,1.0
7890,0.0
7891,1.0
7892,0.0
7893,0.0
7894,0.0
7895,1.0
7896,0.0
7897,1.0
7898,1.0
7899,0.0
79,1.0
790,1.0
7900,1.0
7901,1.0
7902,1.0
7903,1.0
7904,1.0
7905,1.0
7906,1.0
7907,1.0
7909,1.0
791,1.0
7910,1.0
7911,0.0
7912,0.0
7913,0.0
7914,1.0
7915,1.0
7916,0.0
7917,1.0
7919,1.0
792,1.0
7920,0.0
7921,1.0
7922,0.0
7924,1.0
7925,1.0
7926,1.0
7927,1.0
7928,1.0
7929,1.0
793,1.0
7930,1.0
7931,1.0
7932,1.0
7933,1.0
7935,1.0
7936,1.0
7937,1.0
7938,1.0
7939,0.0
794,1.0
7940,1.0
7941,1.0
7942,1.0
7943,1.0
7944,1.0
7945,1.0
7946,1.0
7947,1.0
7948,1.0
7949,1.0
795,1.0
7950,1.0
7952,1.0
7953,1.0
7954,1.0
7955,1.0
7956,1.0
7957,1.0
7959,1.0
796,1.0
7960,1.0
7961,1.0
7962,1.0
7963,1.0
7964,0.0
7965,1.0
7966,1.0
7967,1.0
7968,1.0
797,1.0
7970,1.0
7971,1.0
7972,1.0
7973,1.0
7974,1.0
7975,1.0
7977,1.0
7978,1.0
7979,1.0
798,1.0
7980,1.0
7981,1.0
7982,1.0
7983,1.0
7984,1.0
7985,1.0
7986,0.0
7988,0.0
799,1.0
7990,1.0
7991,0.0
7992,0.0
7993,1.0
7994,0.0
7995,1.0
7996,1.0
7998,1.0
7999,1.0
8,1.0
80,1.0
800,1.0
8000,0.0
8001,1.0
8002,0.0
8003,1.0
8004,1.0
8006,1.0
8007,1.0
8008,1.0
8009,1.0
801,1.0
8010,1.0
8011,1.0
8012,0.0
8013,1.0
8014,1.0
8015,1.0
8016,1.0
8017,1.0
8018,1.0
8019,1.0
8020,1.0
8021,1.0
8022,1.0
8023,1.0
8024,1.0
8025,1.0
8026,1.0
8027,1.0
8028,1.0
8029,1.0
8030,1.0
8031,1.0
8032,1.0
8033,1.0
8034,1.0
8036,1.0
8037,1.0
8038,1.0
8039,1.0
8040,1.0
8041,1.0
8042,1.0
8044,0.0
8045,1.0
8046,1.0
8047,1.0
8048,1.0
8049,1.0
805,1.0
8050,1.0
8051,1.0
8052,1.0
8053,0.0
8054,1.0
8055,1.0
8056,1.0
8057,1.0
8058,1.0
8059,1.0
806,1.0
8060,1.0
8061,1.0
8062,1.0
8063,1.0
8064,1.0
8065,1.0
8066,1.0
8067,1.0
8068,0.0
8069,1.0
8070,1.0
8071,1.0
8072,1.0
8073,1.0
8074,1.0
8075,1.0
8077,1.0
8078,1.0
8079,1.0
8080,1.0
8081,1.0
8086,1.0
8087,1.0
8088,1.0
8089,1.0
8090,1.0
8091,1.0
8092,1.0
8093,1.0
8094,1.0
8095,1.0
8096,1.0
8097,1.0
8098,1.0
8099,1.0
81,1.0
8100,1.0
8101,1.0
8102,1.0
8104,1.0
8105,1.0
8106,1.0
8107,1.0
8108,0.0
8109,1.0
811,1.0
8110,1.0
8111,0.0
8112,0.0
8113,1.0
8114,0.0
8115,0.0
8116,0.0
8117,0.0
8118,0.0
8119,1.0
812,1.0
8120,1.0
8121,1.0
8122,1.0
8124,1.0
8125,1.0
8126,1.0
8127,1.0
8128,1.0
8129,1.0
8130,1.0
8131,1.0
8132,1.0
8133,1.0
8134,1.0
8135,0.0
8136,1.0
8137,0.0
8138,1.0
8139,0.0
814,0.0
8140,0.0
8141,1.0
8142,1.0
8143,1.0
8144,1.0
8145,1.0
8146,1.0
8147,1.0
8148,1.0
8149,1.0
815,0.0
8150,1.0
8151,1.0
8152,1.0
8153,1.0
8154,1.0
8155,1.0
8156,1.0
8157,1.0
8158,1.0
8159,1.0
816,0.0
8160,1.0
8161,1.0
8162,1.0
8164,1.0
8166,1.0
8167,1.0
8168,1.0
8169,1.0
817,1.0
8170,1.0
8171,1.0
8172,0.0
8173,1.0
8174,0.0
8175,1.0
8176,1.0
8177,1.0
8178,1.0
8179,1.0
818,1.0
8180,1.0
8181,0.0
8182,1.0
8183,1.0
8187,1.0
8188,1.0
8189,1.0
819,1.0
8190,1.0
8191,1.0
8192,1.0
8193,1.0
8194,1.0
8195,1.0
8196,1.0
8197,1.0
8198,1.0
8199,1.0
82,1.0
820,0.0
8201,1.0
8202,1.0
8203,0.0
8204,1.0
8205,1.0
8206,1.0
8207,1.0
8208,1.0
8209,1.0
821,0.0
8210,1.0
8212,1.0
8213,1.0
8214,1.0
8215,1.0
8216,1.0
8217,1.0
8218,1.0
8219,1.0
822,0.0
8220,1.0
8221,0.0
8222,1.0
8223,1.0
8224,1.0
8225,1.0
8226,1.0
8228,1.0
8229,1.0
823,0.0
8231,1.0
8232,1.0
8233,1.0
8234,1.0
8236,0.0
8237,1.0
8238,1.0
8239,1.0
824,1.0
8240,1.0
8241,1.0
8242,1.0
8243,1.0
8244,1.0
8245,1.0
8246,1.0
8247,1.0
8248,1.0
8249,1.0
825,0.0
8250,1.0
8251,1.0
8253,1.0
8254,1.0
8255,1.0
8256,0.0
8257,1.0
8258,1.0
8259,1.0
826,0.0
8260,1.0
8261,1.0
8262,1.0
8263,1.0
8264,0.0
8265,1.0
8266,1.0
8267,1.0
8269,1.0
827,0.0
8270,1.0
8271,1.0
8272,1.0
8273,1.0
8274,1.0
8275,0.0
8276,1.0
8277,1.0
8278,1.0
8279,1.0
828,1.0
8281,1.0
8282,1.0
8283,1.0
8284,1.0
8285,1.0
8286,1.0
8288,1.0
8289,1.0
829,0.0
8290,1.0
8291,1.0
8292,1.0
8293,1.0
8294,1.0
8295,1.0
8296,1.0
8297,1.0
8298,1.0
8299,1.0
83,1.0
8300,1.0
8301,0.0
8302,1.0
8303,1.0
8304,1.0
8305,1.0
8306,1.0
8307,1.0
8308,1.0
8309,1.0
831,1.0
8310,1.0
8311,1.0
8312,1.0
8313,1.0
8314,1.0
8315,1.0
8316,1.0
8317,1.0
8318,1.0
8319,0.0
832,1.0
8320,1.0
8321,1.0
8322,1.0
8323,1.0
8324,1.0
8325,1.0
8326,1.0
8327,1.0
8328,1.0
8329,1.0
833,1.0
8330,0.0
8331,1.0
8332,1.0
8333,1.0
8334,0.0
8335,1.0
8336,1.0
8337,1.0
8338,1.0
8339,1.0
834,1.0
8340,1.0
8341,1.0
8342,1.0
8343,1.0
8344,1.0
8345,1.0
8346,1.0
8347,1.0
8348,1.0
8349,1.0
835,1.0
8350,1.0
8351,1.0
8352,1.0
8353,1.0
8354,1.0
8355,1.0
8356,1.0
8357,1.0
8358,1.0
8359,1.0
836,0.0
8360,1.0
8361,1.0
8362,1.0
8363,1.0
8364,1.0
8365,1.0
8366,1.0
8367,1.0
8368,1.0
8369,1.0
837,1.0
8370,1.0
8371,1.0
8372,1.0
8373,1.0
8374,1.0
8375,1.0
8376,1.0
8377,1.0
8378,1.0
838,1.0
8380,1.0
8381,1.0
8382,1.0
8383,1.0
8384,1.0
8385,1.0
8386,1.0
8387,1.0
8388,1.0
8389,1.0
839,1.0
8390,1.0
8391,1.0
8392,1.0
8393,1.0
8394,1.0
8395,1.0
8396,1.0
8397,1.0
8398,1.0
8399,1.0
84,1.0
840,0.0
8400,1.0
8401,1.0
8402,1.0
8403,1.0
8404,1.0
8405,1.0
8406,1.0
8407,1.0
8408,1.0
8409,1.0
841,0.0
8410,1.0
8411,1.0
8412,1.0
8413,1.0
8414,1.0
8415,1.0
8416,1.0
8417,1.0
8418,1.0
8419,1.0
8420,1.0
8421,1.0
8422,1.0
8424,1.0
8425,1.0
8426,1.0
8427,1.0
8428,1.0
8429,1.0
843,1.0
8430,1.0
8431,1.0
8432,1.0
8433,1.0
8434,1.0
8435,1.0
8436,1.0
8437,1.0
8438,1.0
8439,1.0
8440,1.0
8441,1.0
8442,1.0
8443,1.0
8444,1.0
8445,1.0
8446,1.0
8447,1.0
8448,1.0
8449,1.0
8450,1.0
8452,1.0
8453,1.0
8454,1.0
8455,1.0
8456,1.0
8457,1.0
8458,1.0
8459,1.0
846,1.0
8460,1.0
8461,1.0
8462,1.0
8463,1.0
8464,1.0
8465,1.0
8466,1.0
8467,1.0
8468,1.0
8469,1.0
847,1.0
8470,1.0
8471,1.0
8472,1.0
8473,1.0
8474,1.0
8475,1.0
8476,1.0
8477,1.0
8478,1.0
8479,1.0
8480,1.0
8481,1.0
8482,1.0
8483,1.0
8484,1.0
8485,1.0
8486,1.0
8487,1.0
8488,1.0
8489,1.0
849,1.0
8490,1.0
8491,1.0
8492,1.0
8493,1.0
8494,0.0
8495,0.0
8496,1.0
8497,1.0
8498,1.0
8499,1.0
85,1.0
8500,1.0
8501,1.0
8502,1.0
8503,1.0
8504,1.0
8505,1.0
8506,1.0
8507,1.0
8508,1.0
8509,1.0
8510,1.0
8511,1.0
8512,1.0
8513,1.0
8514,1.0
8515,1.0
8516,1.0
8517,1.0
8518,1.0
8519,1.0
8520,1.0
8521,1.0
8522,1.0
8523,1.0
8524,1.0
8525,1.0
8526,1.0
8527,1.0
8528,1.0
8529,1.0
8530,1.0
8531,1.0
8532,1.0
8534,1.0
8535,1.0
8536,1.0
8537,1.0
8538,1.0
8540,0.0
8541,0.0
8542,0.0
8543,0.0
8544,0.0
8545,0.0
8546,1.0
8547,1.0
8548,1.0
8549,1.0
8550,1.0
8551,1.0
8552,1.0
8553,1.0
8554,1.0
8555,1.0
8556,1.0
8557,1.0
8558,1.0
8559,1.0
8560,1.0
8561,1.0
8562,1.0
8563,1.0
8564,1.0
8565,1.0
8566,1.0
8567,1.0
8568,1.0
8569,1.0
857,0.0
8570,1.0
8571,1.0
8572,1.0
8573,1.0
8574,1.0
8575,1.0
8576,1.0
8577,1.0
8578,1.0
8579,1.0
8580,1.0
8581,1.0
8582,1.0
8583,1.0
8584,1.0
8585,1.0
8586,1.0
8587,1.0
8588,1.0
8589,1.0
859,0.0
8590,1.0
8591,1.0
8592,1.0
8593,1.0
8594,1.0
8595,1.0
8596,1.0
8597,1.0
8598,1.0
86,1.0
8601,1.0
8602,1.0
8603,1.0
8604,1.0
8605,1.0
8606,1.0
8607,1.0
8608,1.0
8609,1.0
861,0.0
8610,1.0
8611,1.0
8612,1.0
8614,1.0
8615,1.0
8616,1.0
8617,1.0
8618,1.0
8619,1.0
862,0.0
8620,1.0
8621,1.0
8622,1.0
8623,1.0
8624,1.0
8625,1.0
8626,1.0
8627,0.0
8628,1.0
8629,1.0
8630,1.0
8631,1.0
8632,1.0
8633,1.0
8634,1.0
8635,1.0
8636,1.0
8637,1.0
8638,1.0
8639,1.0
864,1.0
8640,1.0
8641,1.0
8643,1.0
8644,1.0
8645,1.0
8646,1.0
8647,1.0
8648,1.0
8649,1.0
865,0.0
8650,1.0
8651,1.0
8652,1.0
8653,1.0
8654,1.0
8656,1.0
8657,1.0
8658,1.0
8659,1.0
8660,1.0
8661,1.0
8662,1.0
8663,1.0
8664,1.0
8665,1.0
8666,1.0
8667,1.0
8668,1.0
8669,1.0
867,0.0
8670,1.0
8671,1.0
8672,1.0
8673,1.0
8674,1.0
8675,1.0
8676,1.0
8677,1.0
8678,1.0
8679,1.0
868,0.0
8680,1.0
8681,1.0
8682,1.0
8683,1.0
8684,1.0
8685,1.0
8686,1.0
8687,1.0
8688,1.0
8689,1.0
869,0.0
8690,1.0
8691,1.0
8692,1.0
8693,1.0
8694,1.0
8695,1.0
8697,1.0
8698,1.0
8699,1.0
87,1.0
870,0.0
8700,1.0
8701,1.0
8702,1.0
8703,1.0
8704,1.0
8705,1.0
8706,1.0
8707,1.0
8709,1.0
871,0.0
8710,1.0
8711,1.0
8712,1.0
8713,1.0
8714,1.0
8715,1.0
8716,1.0
8717,1.0
8718,1.0
8719,1.0
872,1.0
8720,1.0
8721,1.0
8722,1.0
8723,1.0
8724,1.0
8725,1.0
8726,1.0
8727,1.0
8728,1.0
8730,1.0
8731,1.0
8732,1.0
8733,1.0
8734,1.0
8735,1.0
8736,1.0
8738,1.0
8739,1.0
8740,1.0
8741,1.0
8742,0.0
8743,1.0
8744,1.0
8745,1.0
8746,1.0
8747,1.0
8748,1.0
8749,1.0
875,0.0
8750,1.0
8751,1.0
8752,1.0
8753,1.0
8754,1.0
8755,1.0
8756,1.0
8757,1.0
8758,1.0
8759,1.0
876,0.0
8760,1.0
8761,0.0
8762,0.0
8763,1.0
8764,1.0
8765,1.0
8766,1.0
8767,1.0
8768,0.0
8769,1.0
877,1.0
8770,1.0
8771,1.0
8772,0.0
8773,0.0
8774,1.0
8775,1.0
8776,1.0
8777,1.0
8778,1.0
8779,1.0
878,0.0
8780,1.0
8781,1.0
8782,1.0
8783,1.0
8784,0.0
8785,1.0
8786,1.0
8787,1.0
8788,1.0
8789,1.0
879,1.0
8790,1.0
8791,1.0
8792,1.0
8793,1.0
8794,1.0
8795,1.0
8796,1.0
8797,1.0
8798,1.0
8799,1.0
88,1.0
880,1.0
8800,1.0
8801,1.0
8802,1.0
8803,1.0
8805,1.0
8806,1.0
8807,1.0
8808,0.0
8809,0.0
881,1.0
8810,0.0
8811,0.0
8812,0.0
8813,0.0
8814,0.0
8815,0.0
8816,1.0
8817,1.0
8818,1.0
8819,1.0
882,1.0
8820,1.0
8821,1.0
8822,1.0
8823,1.0
8824,1.0
8825,1.0
8826,1.0
8827,1.0
8828,1.0
8829,1.0
883,1.0
8830,1.0
8831,1.0
8832,1.0
8833,1.0
8834,1.0
8835,1.0
8836,1.0
8837,1.0
8838,1.0
8839,1.0
884,1.0
8840,1.0
8841,1.0
8842,1.0
8843,1.0
8844,1.0
8845,1.0
8846,1.0
8847,1.0
8848,1.0
8849,1.0
885,1.0
8850,1.0
8851,1.0
8852,1.0
8853,1.0
8854,1.0
8855,1.0
8856,1.0
8857,1.0
8858,1.0
8859,1.0
886,1.0
8860,1.0
8861,1.0
8862,1.0
8863,1.0
8864,1.0
8865,1.0
8866,1.0
8867,1.0
8868,1.0
8869,1.0
887,0.0
8870,1.0
8871,1.0
8872,1.0
8873,1.0
8874,1.0
8875,1.0
8876,1.0
8877,1.0
8878,1.0
8879,1.0
888,1.0
8880,0.0
8881,1.0
8882,1.0
8883,1.0
8884,1.0
8885,1.0
8886,1.0
8887,1.0
8888,1.0
8889,1.0
889,1.0
8890,1.0
8891,1.0
8892,1.0
8893,0.0
8894,1.0
8895,1.0
8896,1.0
8897,1.0
8898,1.0
8899,1.0
89,1.0
890,1.0
8900,1.0
8901,1.0
8902,1.0
8903,1.0
8904,1.0
8907,1.0
8908,1.0
891,1.0
8910,1.0
8911,1.0
8912,1.0
8913,1.0
8914,1.0
8915,1.0
8916,1.0
8917,1.0
8918,1.0
8919,1.0
892,1.0
8920,1.0
8921,1.0
8922,1.0
8923,1.0
8924,1.0
8925,1.0
8926,1.0
8927,1.0
8928,1.0
8929,1.0
893,1.0
8930,1.0
8931,1.0
8932,1.0
8933,1.0
8934,1.0
8935,1.0
8936,1.0
8937,1.0
8938,1.0
8939,1.0
894,1.0
8940,1.0
8941,1.0
8942,1.0
8943,1.0
8944,1.0
8945,1.0
8946,1.0
8947,1.0
8948,1.0
895,1.0
8950,1.0
8951,1.0
8952,1.0
8953,1.0
8954,1.0
8955,1.0
8956,1.0
8957,1.0
8958,1.0
8959,1.0
896,1.0
8960,1.0
8961,1.0
8962,1.0
8963,1.0
8964,1.0
8965,1.0
8966,1.0
8967,1.0
8968,1.0
897,1.0
8970,1.0
8971,1.0
8972,1.0
8973,1.0
8974,1.0
8975,1.0
8976,1.0
8977,1.0
8978,1.0
8979,1.0
