GID,share
3504,1.0
3505,1.0
3506,1.0
3507,1.0
3508,1.0
3509,1.0
351,1.0
3510,1.0
3511,1.0
3512,1.0
3513,1.0
3514,1.0
3515,1.0
3516,1.0
3517,1.0
3518,1.0
3519,1.0
352,1.0
3520,1.0
3521,1.0
3522,1.0
3523,1.0
3524,1.0
3525,1.0
3526,1.0
3527,1.0
3528,1.0
3529,1.0
353,1.0
3530,1.0
3531,1.0
3532,1.0
3533,1.0
3534,1.0
3535,1.0
3536,1.0
3537,1.0
3538,1.0
3539,1.0
354,1.0
3540,1.0
3541,1.0
3542,1.0
3543,1.0
3544,1.0
3545,1.0
3546,1.0
3547,1.0
3548,1.0
3549,1.0
355,1.0
3550,1.0
3551,1.0
3553,1.0
3554,0.0
3555,1.0
3556,1.0
3557,1.0
3558,1.0
3559,1.0
356,1.0
3560,1.0
3561,1.0
3562,1.0
3565,1.0
3566,1.0
3567,1.0
3568,1.0
357,1.0
358,1.0
3585,1.0
3586,1.0
3587,1.0
3588,1.0
359,1.0
3590,1.0
3591,1.0
3592,0.0
3593,0.0
3594,1.0
3595,1.0
3596,1.0
3597,1.0
3598,0.0
3599,1.0
36,1.0
360,1.0
3600,1.0
3601,1.0
3602,0.0
3603,1.0
3604,1.0
3605,1.0
3606,1.0
3607,1.0
3608,1.0
3609,1.0
361,1.0
3612,1.0
3613,1.0
3614,1.0
3615,1.0
3616,1.0
3617,0.0
3618,1.0
3619,1.0
362,1.0
3620,1.0
3621,1.0
3622,1.0
3623,1.0
3624,1.0
3625,1.0
3626,1.0
3627,1.0
3628,1.0
3629,1.0
363,1.0
3630,1.0
3631,1.0
3632,1.0
3634,1.0
3635,1.0
3637,1.0
3638,1.0
3639,1.0
364,1.0
3640,0.0
3641,1.0
3642,1.0
3643,1.0
3645,0.0
3646,1.0
3647,0.0
3648,0.0
365,1.0
3650,1.0
3651,1.0
3652,1.0
3653,1.0
3654,1.0
366,1.0
367,1.0
368,1.0
3684,1.0
3685,0.0
3686,0.0
3687,1.0
369,1.0
3690,0.0
3691,0.0
3692,1.0
3693,1.0
3695,0.0
3696,1.0
3697,1.0
3698,1.0
3699,1.0
37,1.0
370,1.0
3700,1.0
3701,1.0
3705,0.0
3706,1.0
3707,1.0
371,1.0
3710,1.0
3711,1.0
3713,1.0
3715,0.0
3716,0.0
3718,0.0
3719,1.0
372,1.0
3721,1.0
3725,1.0
3726,1.0
373,1.0
3739,1.0
374,1.0
3740,1.0
3741,1.0
3744,1.0
3745,1.0
375,1.0
376,1.0
377,1.0
3778,1.0
3779,1.0
378,1.0
3780,1.0
3781,1.0
3782,1.0
379,1.0
38,1.0
380,1.0
381,1.0
382,1.0
383,1.0
384,0.0
385,0.0
386,1.0
387,1.0
3874,1.0
3875,1.0
3876,1.0
3877,1.0
3878,1.0
3879,1.0
388,1.0
3880,1.0
3881,1.0
3882,1.0
3884,1.0
3885,1.0
3886,1.0
389,0.0
39,1.0
390,1.0
391,1.0
3913,1.0
3914,1.0
3915,1.0
3916,1.0
392,1.0
3920,1.0
3921,1.0
3922,1.0
393,1.0
3932,0.0
3933,0.0
3934,1.0
3935,1.0
3936,1.0
3937,1.0
3938,1.0
3939,1.0
394,1.0
3941,1.0
3942,1.0
3943,1.0
3944,1.0
3945,1.0
3946,1.0
3947,1.0
3948,1.0
3949,1.0
395,1.0
3950,1.0
3951,1.0
3952,1.0
3953,1.0
3954,1.0
3955,1.0
3956,1.0
3957,1.0
3958,1.0
3959,1.0
396,1.0
3960,1.0
3961,1.0
3962,1.0
3963,1.0
3964,1.0
3965,1.0
3966,1.0
3967,1.0
3968,1.0
3969,1.0
397,1.0
3970,1.0
3971,1.0
3972,1.0
3973,1.0
3974,1.0
3975,0.0
3976,0.0
3977,1.0
3978,1.0
3979,1.0
398,1.0
3980,1.0
3981,1.0
3982,1.0
3983,1.0
3984,1.0
3985,1.0
3986,1.0
3987,0.0
3988,1.0
3989,1.0
399,1.0
3990,1.0
3991,1.0
3992,1.0
3993,1.0
3994,0.0
3995,1.0
3996,1.0
3997,1.0
3998,1.0
3999,1.0
4,1.0
40,1.0
400,1.0
4001,1.0
4002,1.0
4003,0.0
4004,1.0
4005,0.0
4008,1.0
401,1.0
4010,1.0
4012,1.0
4013,0.0
4016,1.0
4017,1.0
4018,1.0
402,1.0
403,1.0
4034,0.0
4035,0.0
4036,0.0
4037,1.0
4038,1.0
4039,1.0
404,0.0
4040,1.0
4042,1.0
4043,1.0
4044,1.0
4045,1.0
4046,1.0
4047,1.0
4048,1.0
4049,1.0
405,0.0
4050,1.0
4051,1.0
4053,1.0
4055,1.0
4056,1.0
4057,1.0
4058,1.0
4059,1.0
406,1.0
4060,1.0
4061,1.0
4062,1.0
4063,1.0
4064,1.0
4065,1.0
4066,1.0
4067,1.0
4068,0.0
4069,0.0
407,1.0
4070,0.0
4072,0.0
4073,1.0
4074,1.0
4075,1.0
4077,1.0
4078,1.0
4079,0.0
409,1.0
41,1.0
410,1.0
4104,1.0
4105,0.0
4106,1.0
4107,1.0
4108,1.0
411,1.0
4117,1.0
412,1.0
4123,1.0
4125,1.0
413,1.0
414,1.0
415,1.0
4153,1.0
4154,1.0
416,1.0
417,1.0
418,0.0
419,1.0
4193,0.0
4194,0.0
4196,1.0
42,1.0
421,1.0
4215,0.0
4216,1.0
4223,1.0
4224,1.0
4226,1.0
4227,1.0
4228,1.0
4229,1.0
423,1.0
4230,1.0
4231,1.0
4232,1.0
4233,1.0
4234,1.0
4235,1.0
4236,1.0
4237,1.0
4238,1.0
4239,1.0
424,1.0
4240,1.0
4243,1.0
4244,0.0
4245,0.0
4247,0.0
4249,1.0
425,1.0
4250,1.0
4251,1.0
4252,1.0
4253,1.0
4254,1.0
4255,1.0
4256,1.0
4257,1.0
4258,1.0
4259,1.0
426,1.0
4260,1.0
4261,1.0
4262,1.0
4263,1.0
4266,1.0
4267,1.0
4269,1.0
427,1.0
4270,1.0
4274,1.0
4275,0.0
4276,1.0
4277,0.0
4278,0.0
4279,1.0
428,1.0
4280,1.0
4281,0.0
4282,1.0
4283,1.0
4284,1.0
4285,1.0
4286,1.0
4287,1.0
4288,1.0
429,1.0
4292,1.0
4293,1.0
4294,1.0
4295,1.0
4297,1.0
43,1.0
430,1.0
4306,1.0
4307,0.0
4308,0.0
4309,0.0
431,1.0
4312,1.0
4313,0.0
4315,0.0
4320,1.0
4321,1.0
4322,0.0
4326,1.0
4328,0.0
4330,0.0
435,1.0
436,1.0
437,1.0
439,1.0
44,1.0
440,1.0
4403,1.0
4404,0.0
4405,0.0
4406,1.0
4407,0.0
4408,0.0
4409,1.0
441,1.0
4410,1.0
4411,0.0
4413,1.0
4414,1.0
4415,1.0
4416,1.0
4417,0.0
4418,1.0
4419,1.0
442,1.0
4420,1.0
4421,1.0
4422,1.0
4424,1.0
4425,1.0
4426,1.0
4427,1.0
4428,1.0
4429,1.0
443,1.0
4430,1.0
4432,1.0
4433,1.0
4434,1.0
4435,1.0
4436,1.0
4437,0.0
4438,1.0
4439,1.0
444,1.0
4440,1.0
4441,1.0
4442,1.0
445,1.0
446,1.0
4464,1.0
4466,0.0
4467,1.0
4468,1.0
4469,1.0
447,1.0
4470,1.0
4471,1.0
4473,1.0
4474,0.0
4475,0.0
4476,0.0
4477,0.0
4478,1.0
4479,1.0
448,1.0
4482,0.0
4484,1.0
4485,1.0
4490,1.0
4491,1.0
4492,1.0
4494,1.0
4495,1.0
4496,1.0
45,1.0
450,1.0
451,1.0
452,1.0
4538,1.0
4539,1.0
454,1.0
4540,1.0
4541,1.0
455,1.0
456,1.0
4560,1.0
4563,0.0
4565,0.0
4567,1.0
4568,1.0
4569,1.0
457,1.0
4570,1.0
4571,1.0
4572,1.0
4573,1.0
4574,1.0
4575,1.0
4576,1.0
4577,1.0
4578,1.0
4579,1.0
458,1.0
4580,1.0
4581,1.0
4582,1.0
4583,1.0
4584,1.0
4585,0.0
4586,1.0
4587,1.0
4588,1.0
4589,1.0
459,0.0
4590,1.0
4591,1.0
4592,1.0
4593,0.0
4594,1.0
4596,1.0
4598,1.0
4599,0.0
46,1.0
460,1.0
4600,1.0
4607,1.0
4608,0.0
4609,1.0
461,1.0
4610,1.0
4611,1.0
4612,1.0
4613,1.0
4614,0.0
4615,0.0
4619,1.0
462,1.0
4620,1.0
4621,1.0
4622,1.0
4623,1.0
4624,1.0
4625,1.0
4627,1.0
4628,0.0
4629,1.0
463,1.0
4630,1.0
4631,1.0
4632,1.0
4634,1.0
4635,1.0
4636,1.0
4637,1.0
4638,1.0
4639,1.0
4640,1.0
4641,0.0
4643,1.0
4645,1.0
4646,1.0
4647,1.0
4648,1.0
4649,1.0
465,1.0
4651,1.0
4652,1.0
4653,1.0
4654,1.0
4655,1.0
4656,1.0
4657,1.0
4658,1.0
4659,1.0
466,1.0
4660,1.0
4661,1.0
4662,1.0
4664,1.0
4665,1.0
4667,1.0
4668,1.0
4669,1.0
467,1.0
4670,1.0
4671,1.0
4672,1.0
4673,1.0
4674,1.0
4675,1.0
4676,1.0
468,1.0
469,1.0
47,1.0
470,1.0
471,1.0
472,1.0
473,1.0
4738,1.0
474,1.0
4744,1.0
4748,1.0
475,1.0
4751,1.0
4752,0.0
4753,1.0
4754,1.0
4755,1.0
476,1.0
477,1.0
4778,0.0
4779,1.0
478,1.0
4780,0.0
4781,1.0
4782,1.0
4783,1.0
4789,1.0
479,1.0
4790,1.0
4794,0.0
4795,0.0
4796,1.0
4797,1.0
4798,1.0
4799,1.0
48,1.0
480,1.0
4800,1.0
4801,1.0
4803,1.0
4804,1.0
4805,1.0
4806,1.0
4807,1.0
4808,1.0
4809,1.0
4810,0.0
4811,1.0
4812,1.0
4813,1.0
4814,1.0
4815,1.0
4816,1.0
4817,1.0
4818,1.0
4819,1.0
4820,1.0
4821,1.0
4822,1.0
4823,1.0
4824,1.0
4825,1.0
4827,1.0
4828,1.0
4829,0.0
4832,1.0
4833,1.0
4834,1.0
4835,1.0
4836,1.0
4837,1.0
4838,1.0
4839,1.0
4840,1.0
4841,1.0
4842,1.0
4843,1.0
4844,1.0
4845,1.0
4846,1.0
4847,0.0
4848,0.0
4849,0.0
4850,0.0
4851,1.0
4852,0.0
4853,0.0
4854,1.0
4855,1.0
4856,0.0
4857,0.0
4858,1.0
4859,1.0
4860,1.0
4862,0.0
4863,1.0
4864,1.0
4865,1.0
4867,1.0
4884,1.0
4885,1.0
4886,1.0
4887,1.0
4888,1.0
4889,1.0
4890,1.0
4891,1.0
4892,1.0
4893,1.0
4894,1.0
4896,1.0
49,1.0
4901,1.0
4902,1.0
4903,1.0
4904,1.0
4905,1.0
4906,1.0
4907,1.0
4914,1.0
4916,1.0
4917,1.0
4918,1.0
4919,1.0
492,1.0
4920,1.0
4921,1.0
4924,1.0
4925,1.0
4926,1.0
4927,1.0
4928,1.0
4929,1.0
4930,1.0
4931,1.0
4932,1.0
4933,1.0
4934,1.0
4935,1.0
4936,1.0
4937,1.0
4938,1.0
4939,1.0
4940,1.0
4941,1.0
4942,1.0
4943,1.0
4944,1.0
4945,1.0
4946,1.0
4947,1.0
4948,1.0
495,0.0
4953,1.0
4954,1.0
4956,1.0
4958,1.0
4959,1.0
4960,1.0
4961,1.0
4962,0.0
4963,0.0
4964,1.0
4965,1.0
4966,1.0
4967,1.0
4968,1.0
4969,1.0
497,1.0
4972,1.0
4973,1.0
4974,1.0
4977,1.0
4978,1.0
4979,1.0
498,1.0
4980,1.0
4987,1.0
4988,1.0
4989,1.0
499,1.0
4990,1.0
4991,1.0
4992,1.0
4993,1.0
4994,1.0
4995,1.0
4996,1.0
4997,1.0
4998,1.0
4999,1.0
5,1.0
50,1.0
500,1.0
5000,1.0
5001,1.0
5002,1.0
5003,0.0
5004,1.0
5005,1.0
5007,1.0
5008,1.0
5009,1.0
501,1.0
5010,1.0
5011,1.0
5012,0.0
5013,1.0
5014,1.0
5015,1.0
5016,1.0
5017,1.0
5018,1.0
5019,1.0
502,1.0
5020,1.0
5021,1.0
5022,1.0
5023,1.0
5024,1.0
5025,1.0
5026,1.0
5027,1.0
5028,1.0
5029,1.0
5030,1.0
5031,1.0
5032,0.0
5033,1.0
5034,1.0
5035,1.0
5036,0.0
5037,0.0
5038,1.0
5039,1.0
5040,1.0
5041,1.0
5042,1.0
5043,1.0
5044,1.0
5045,1.0
5046,1.0
5047,1.0
5048,1.0
5049,1.0
5050,1.0
5051,0.0
5052,1.0
5053,1.0
5054,0.0
5055,1.0
5056,1.0
5057,1.0
5058,1.0
5059,1.0
5060,1.0
5061,1.0
5062,1.0
5063,1.0
5064,1.0
5065,1.0
5066,1.0
5067,0.0
5068,1.0
5069,1.0
507,1.0
5070,1.0
5071,1.0
5072,1.0
5073,1.0
5074,1.0
5075,1.0
5076,1.0
5077,1.0
5078,1.0
5079,1.0
508,1.0
5080,1.0
5081,1.0
5082,1.0
5083,1.0
5084,1.0
5085,1.0
5086,1.0
5087,1.0
5088,1.0
5089,1.0
509,1.0
5090,1.0
5091,1.0
5092,1.0
5093,1.0
5094,1.0
5095,1.0
5096,1.0
5097,1.0
5098,0.0
5099,1.0
51,1.0
510,1.0
5100,1.0
5101,1.0
5102,1.0
5103,1.0
5104,1.0
5105,1.0
5106,1.0
5107,1.0
5108,1.0
5109,1.0
511,1.0
5110,1.0
5111,1.0
5112,1.0
5113,1.0
5114,1.0
5115,1.0
5116,1.0
5117,1.0
5118,1.0
5119,1.0
512,1.0
5120,1.0
5121,1.0
5122,1.0
5123,1.0
5124,1.0
5125,1.0
5126,1.0
5127,1.0
5128,1.0
5129,1.0
513,1.0
5130,1.0
5131,1.0
5132,1.0
5133,1.0
5134,1.0
5135,1.0
5136,1.0
5137,1.0
5138,1.0
5139,1.0
514,1.0
5140,1.0
5141,1.0
5142,1.0
5143,1.0
5147,1.0
5148,1.0
5149,1.0
515,1.0
5150,0.0
5151,1.0
5152,1.0
5153,1.0
5154,1.0
5155,1.0
5156,1.0
5157,1.0
5158,1.0
5159,1.0
516,1.0
5160,1.0
5161,1.0
5162,1.0
5163,1.0
5164,1.0
5165,1.0
5166,1.0
5167,1.0
5168,1.0
5169,1.0
517,1.0
5170,0.0
5171,1.0
5172,0.0
5173,1.0
5174,1.0
5175,1.0
5176,1.0
5177,1.0
5178,1.0
5179,1.0
518,1.0
5180,1.0
5181,1.0
5182,1.0
5184,1.0
5185,0.0
5186,1.0
5187,1.0
5188,1.0
5189,1.0
519,1.0
5190,1.0
5191,0.0
5192,1.0
5193,1.0
5194,1.0
5195,1.0
5196,1.0
5197,1.0
5198,1.0
5199,0.0
52,1.0
520,1.0
5200,1.0
5201,1.0
5202,1.0
5203,1.0
5204,1.0
5205,1.0
5206,1.0
5207,1.0
5208,1.0
5209,1.0
521,1.0
5210,1.0
5211,1.0
5212,1.0
5213,1.0
5214,1.0
5215,1.0
5217,1.0
5218,1.0
5219,1.0
522,1.0
5220,1.0
5221,1.0
5222,1.0
5223,1.0
5224,1.0
5225,1.0
5226,1.0
5227,1.0
5228,1.0
5229,1.0
523,1.0
5230,1.0
5231,1.0
5232,1.0
5233,1.0
5234,1.0
5235,1.0
5236,1.0
5237,1.0
5238,1.0
5239,1.0
524,1.0
5240,1.0
5241,1.0
5242,1.0
5243,1.0
5244,0.0
5245,1.0
5246,1.0
5247,1.0
5248,1.0
5249,1.0
5250,1.0
5251,1.0
5252,1.0
5253,1.0
5254,1.0
5255,1.0
5256,1.0
5257,1.0
5258,1.0
5259,1.0
526,1.0
5260,1.0
5261,1.0
5262,1.0
5263,1.0
5264,1.0
5266,1.0
5288,1.0
5289,1.0
529,1.0
5290,1.0
5291,1.0
5292,1.0
5293,1.0
53,0.0
530,1.0
5307,0.0
531,1.0
5315,0.0
5316,1.0
5317,0.0
5318,1.0
5319,1.0
532,1.0
5320,1.0
5321,1.0
5322,0.0
5323,0.0
5324,1.0
5325,1.0
5326,1.0
5327,1.0
5328,1.0
5329,1.0
533,1.0
5330,1.0
5331,1.0
5332,1.0
5333,0.0
5334,0.0
5335,1.0
5336,1.0
5337,1.0
5338,1.0
5339,1.0
534,1.0
5340,1.0
5341,1.0
5342,1.0
5343,0.0
5344,0.0
5345,0.0
5346,0.0
5347,0.0
5348,1.0
5349,1.0
535,1.0
5350,1.0
5351,1.0
5352,1.0
5353,1.0
5354,1.0
5357,1.0
5358,1.0
5359,1.0
536,0.0
5360,1.0
5361,1.0
5362,1.0
5366,1.0
537,1.0
538,1.0
5385,1.0
5386,1.0
5387,1.0
5388,1.0
5389,1.0
539,1.0
5390,1.0
54,1.0
540,1.0
541,1.0
542,1.0
543,1.0
544,0.0
5448,1.0
5449,1.0
545,0.0
5450,1.0
5452,1.0
5453,1.0
5454,1.0
5455,0.0
5457,1.0
5458,0.0
5459,1.0
546,1.0
5460,1.0
5461,1.0
5462,1.0
5463,0.0
5464,1.0
5465,0.0
5466,0.0
5467,1.0
5468,0.0
5469,1.0
547,1.0
5470,0.0
5471,1.0
5472,1.0
5474,1.0
5475,1.0
5476,0.0
5477,1.0
5478,1.0
5479,1.0
5480,0.0
5481,0.0
5483,1.0
5484,0.0
5485,1.0
5486,0.0
5487,1.0
5488,1.0
5489,1.0
5490,1.0
5491,0.0
5493,1.0
5494,0.0
5495,0.0
5496,1.0
5497,1.0
5498,1.0
5499,1.0
55,1.0
550,1.0
5500,1.0
5501,1.0
5502,1.0
5503,1.0
5504,1.0
5505,1.0
5506,0.0
5507,0.0
5509,1.0
551,1.0
5510,1.0
5511,0.0
5512,1.0
5513,1.0
5514,1.0
5515,1.0
5516,0.0
5517,1.0
552,1.0
553,1.0
5533,0.0
5538,1.0
5539,1.0
554,1.0
5540,1.0
5541,1.0
5542,1.0
5543,1.0
5544,1.0
5545,1.0
5546,1.0
5547,1.0
5548,1.0
5549,1.0
555,1.0
5550,1.0
5551,1.0
5552,1.0
5553,1.0
5554,1.0
5555,1.0
5556,1.0
5557,1.0
5558,1.0
5559,1.0
556,1.0
5560,0.0
5561,1.0
5562,1.0
5563,1.0
5564,1.0
5565,1.0
5566,1.0
5567,1.0
5568,1.0
5569,1.0
557,0.0
5570,1.0
5571,1.0
5572,1.0
5573,1.0
5574,1.0
5575,1.0
5576,1.0
558,1.0
5581,1.0
5582,0.0
5583,0.0
5584,1.0
5585,1.0
5586,1.0
559,1.0
56,1.0
561,1.0
5613,0.0
5614,0.0
562,1.0
563,1.0
564,1.0
565,0.0
5658,1.0
5659,1.0
566,0.0
5660,0.0
5661,0.0
5662,1.0
5663,1.0
5664,1.0
5665,1.0
5666,1.0
5667,1.0
5668,1.0
5669,1.0
567,0.0
5670,1.0
5671,1.0
5672,1.0
5673,1.0
5674,1.0
5675,1.0
5676,1.0
5677,1.0
5678,1.0
5679,1.0
568,1.0
5680,1.0
569,1.0
5691,1.0
5694,1.0
5695,1.0
5698,1.0
57,1.0
570,1.0
5700,1.0
5701,1.0
5702,1.0
5703,1.0
5705,1.0
5706,1.0
5707,1.0
5708,1.0
5709,1.0
571,1.0
5710,1.0
5711,1.0
5712,1.0
5713,1.0
5714,1.0
572,0.0
5726,1.0
5727,1.0
5728,1.0
5729,1.0
573,1.0
5730,1.0
5735,1.0
5736,1.0
574,1.0
575,1.0
5751,0.0
5752,1.0
5753,1.0
5754,1.0
5755,1.0
5756,1.0
576,1.0
577,1.0
578,1.0
579,1.0
5793,0.0
5796,1.0
5797,0.0
58,1.0
580,1.0
5801,1.0
5802,1.0
581,1.0
5813,1.0
5816,1.0
5817,1.0
582,1.0
5825,1.0
5826,1.0
5827,0.0
5828,1.0
5829,1.0
583,1.0
5834,1.0
5835,1.0
5836,1.0
5837,1.0
5838,1.0
584,1.0
5842,1.0
5843,1.0
5844,1.0
5845,1.0
5846,1.0
5847,0.0
5848,1.0
5849,1.0
585,1.0
586,1.0
587,1.0
5877,1.0
5878,1.0
5879,1.0
588,0.0
5880,1.0
5881,1.0
5882,1.0
5883,1.0
5885,1.0
589,1.0
59,1.0
590,1.0
591,1.0
5925,1.0
5927,1.0
5929,1.0
593,1.0
5930,1.0
5931,1.0
5934,1.0
5935,1.0
5936,1.0
5937,1.0
5938,1.0
5939,1.0
594,1.0
595,1.0
5956,1.0
596,1.0
6,1.0
60,1.0
601,1.0
605,1.0
606,1.0
6069,1.0
607,1.0
6071,1.0
6072,1.0
6073,1.0
6074,1.0
6075,1.0
6076,1.0
6077,1.0
6078,1.0
608,1.0
609,1.0
61,1.0
610,1.0
611,1.0
6113,1.0
6114,1.0
6115,1.0
6116,1.0
6117,1.0
6118,1.0
6119,1.0
612,1.0
6120,1.0
6121,1.0
6122,1.0
6123,1.0
6124,1.0
6125,1.0
6126,1.0
6127,1.0
6128,1.0
6129,1.0
613,1.0
6130,1.0
6131,1.0
6132,1.0
6133,1.0
6134,1.0
6135,1.0
6136,1.0
6137,1.0
6138,0.0
6139,1.0
614,1.0
6140,1.0
6141,0.0
6142,1.0
6143,1.0
6144,1.0
6145,1.0
6146,1.0
6147,1.0
6148,1.0
6149,1.0
615,1.0
6150,1.0
6151,1.0
6152,1.0
6153,1.0
6154,1.0
6155,1.0
6156,1.0
6157,1.0
6158,1.0
6159,1.0
616,1.0
6160,1.0
6161,1.0
6162,0.0
6163,1.0
6164,1.0
6165,1.0
6166,1.0
6167,1.0
6168,1.0
6169,1.0
617,1.0
6170,1.0
6171,1.0
6172,1.0
6173,1.0
6174,1.0
6175,1.0
6176,1.0
6177,1.0
6178,1.0
6179,1.0
618,1.0
6180,1.0
6181,1.0
6182,1.0
6183,1.0
6184,1.0
6185,1.0
6186,1.0
6187,1.0
6188,1.0
6189,1.0
6190,1.0
6191,1.0
6192,1.0
6193,1.0
6194,1.0
6195,1.0
6196,1.0
6197,1.0
6198,1.0
6199,1.0
62,1.0
620,1.0
6200,1.0
6201,1.0
6202,1.0
6203,1.0
6204,1.0
6205,1.0
6206,1.0
6207,1.0
6208,1.0
6209,1.0
621,0.0
6210,1.0
6211,1.0
6212,1.0
6214,1.0
6215,1.0
6216,1.0
6217,0.0
6218,0.0
6219,0.0
622,0.0
6220,1.0
6221,0.0
6222,1.0
6223,1.0
6224,1.0
6225,0.0
6226,1.0
6227,1.0
6228,1.0
6229,1.0
623,0.0
6230,1.0
6231,0.0
6232,1.0
6233,1.0
6234,1.0
6235,1.0
6236,1.0
6237,1.0
6238,1.0
6239,1.0
624,1.0
6240,1.0
6241,1.0
6242,1.0
6243,1.0
6244,1.0
6245,1.0
6246,1.0
6247,1.0
6248,1.0
6249,1.0
6250,1.0
6251,1.0
6252,1.0
6253,1.0
6254,1.0
6255,1.0
6256,1.0
6257,1.0
6258,1.0
6259,1.0
6260,1.0
6261,1.0
6262,1.0
6263,1.0
6264,1.0
6265,1.0
6266,1.0
6267,1.0
6268,1.0
6269,1.0
6271,1.0
6272,1.0
6273,1.0
6274,1.0
6275,1.0
6276,1.0
6277,1.0
6278,1.0
6279,0.0
6280,1.0
6281,1.0
6282,1.0
6283,1.0
6284,1.0
6285,1.0
6286,1.0
6287,1.0
6288,1.0
6289,1.0
6290,1.0
6291,1.0
6292,1.0
6293,0.0
6294,1.0
6295,1.0
6296,1.0
6297,1.0
6298,1.0
6299,0.0
63,1.0
630,1.0
6300,0.0
6301,1.0
6302,1.0
6303,0.0
6304,1.0
6305,1.0
6306,1.0
6307,1.0
6308,1.0
6309,1.0
631,1.0
6310,0.0
6311,1.0
6312,1.0
6313,1.0
6314,1.0
6315,1.0
6316,1.0
6317,1.0
6318,1.0
6319,1.0
632,1.0
6320,1.0
6321,1.0
6322,1.0
6323,1.0
6324,1.0
6325,1.0
6326,1.0
6327,1.0
6328,1.0
6329,1.0
633,1.0
6330,1.0
6331,1.0
6334,1.0
634,1.0
6342,0.0
6345,1.0
6346,1.0
6347,0.0
6348,1.0
6349,1.0
635,1.0
6350,1.0
6351,1.0
6353,0.0
6358,0.0
6359,1.0
636,1.0
6360,1.0
6361,1.0
6362,1.0
6363,1.0
6364,1.0
6365,1.0
6366,1.0
6367,1.0
6368,1.0
6369,1.0
637,0.0
6370,1.0
6371,1.0
6372,1.0
6373,1.0
6374,1.0
6375,1.0
6376,1.0
6377,1.0
6378,1.0
6379,1.0
638,1.0
6380,1.0
6381,1.0
6382,1.0
6383,1.0
6384,1.0
6385,1.0
6386,1.0
6387,1.0
6388,0.0
6389,1.0
6390,1.0
6391,1.0
6392,1.0
6393,1.0
6394,1.0
6395,1.0
6396,1.0
6397,1.0
6398,1.0
6399,1.0
64,1.0
6400,1.0
6401,1.0
6402,1.0
6403,1.0
6404,1.0
6405,1.0
6406,1.0
6407,1.0
6408,1.0
641,1.0
6419,1.0
642,1.0
6420,1.0
6421,1.0
6422,1.0
6423,0.0
6424,1.0
6425,1.0
6426,1.0
6427,1.0
6428,1.0
6429,1.0
643,1.0
6430,1.0
6431,1.0
6432,1.0
6433,1.0
6434,1.0
6435,1.0
6436,1.0
6437,1.0
6438,1.0
6439,1.0
644,1.0
6440,1.0
6441,1.0
6442,1.0
6443,1.0
6444,1.0
6445,1.0
6446,1.0
6447,1.0
6448,1.0
6449,1.0
645,1.0
6450,1.0
6451,1.0
6452,1.0
6453,1.0
6454,1.0
6455,1.0
6456,1.0
6457,1.0
6458,1.0
6459,1.0
646,1.0
6460,1.0
6461,1.0
6462,1.0
6463,1.0
6464,1.0
6465,1.0
6466,1.0
6467,1.0
6468,1.0
647,1.0
6470,1.0
6471,1.0
6472,1.0
6473,1.0
6474,1.0
6475,1.0
6476,1.0
6477,1.0
6478,1.0
6479,1.0
648,1.0
6480,1.0
6481,1.0
6482,1.0
6483,1.0
6484,1.0
6485,1.0
6486,1.0
6487,1.0
6488,1.0
6489,1.0
649,1.0
6490,1.0
6491,1.0
6492,1.0
6493,1.0
6494,1.0
6495,1.0
6496,1.0
6497,1.0
6498,1.0
6499,1.0
65,1.0
650,1.0
6500,1.0
6501,1.0
6502,1.0
6503,1.0
6504,1.0
6505,1.0
6506,1.0
6507,1.0
6508,1.0
6509,1.0
651,1.0
6510,1.0
6511,1.0
6512,1.0
6513,1.0
6514,1.0
6515,1.0
6516,1.0
6517,1.0
6518,1.0
6519,1.0
652,1.0
6520,1.0
6521,1.0
6522,1.0
6523,1.0
6524,1.0
6525,1.0
6526,0.0
6527,0.0
6528,1.0
6529,1.0
653,1.0
6530,1.0
6531,1.0
6532,1.0
6533,1.0
6534,1.0
6535,1.0
6536,1.0
6537,1.0
6538,1.0
6539,0.0
654,1.0
6540,1.0
6541,1.0
6542,1.0
6543,1.0
6544,1.0
6546,0.0
6547,0.0
6548,1.0
6549,1.0
655,1.0
6550,1.0
6551,1.0
6552,1.0
6553,1.0
6554,1.0
6555,1.0
6556,1.0
6557,1.0
6558,1.0
6559,1.0
656,1.0
6560,1.0
6561,1.0
6562,1.0
6563,1.0
6564,1.0
6565,1.0
6566,1.0
6567,1.0
6568,1.0
6569,1.0
657,1.0
6570,1.0
6572,1.0
6573,1.0
6574,1.0
6575,1.0
6576,1.0
6577,1.0
6578,1.0
6579,1.0
658,1.0
6580,1.0
6581,1.0
6582,1.0
6583,1.0
6584,1.0
6585,1.0
6586,1.0
659,1.0
6594,1.0
6595,1.0
6596,1.0
6597,1.0
6598,1.0
6599,1.0
66,1.0
660,1.0
6600,1.0
6601,1.0
6602,1.0
6603,1.0
6607,1.0
661,1.0
6613,0.0
6614,1.0
6616,1.0
6617,0.0
662,1.0
6628,1.0
6629,1.0
663,1.0
6630,1.0
6631,1.0
6632,1.0
6633,1.0
6634,1.0
6635,1.0
6636,1.0
6637,1.0
6638,1.0
6639,1.0
664,0.0
6640,1.0
6641,1.0
6642,1.0
6643,1.0
6645,1.0
6646,1.0
6647,1.0
6648,1.0
6649,1.0
665,0.0
6650,1.0
6652,0.0
6653,0.0
6659,1.0
