num_images,all_bayesian_sparse,giraffes_bayesian_sparse,zebras_bayesian_sparse,all_bayesian_non_sparse,giraffes_bayesian_non_sparse,zebras_bayesian_non_sparse,all_bayesian_non_zero,giraffes_bayesian_non_zero,zebras_bayesian_non_zero,all_bayesian_abv_mean,giraffes_bayesian_abv_mean,zebras_bayesian_abv_mean,all_logistic_sparse,giraffes_logistic_sparse,zebras_logistic_sparse,all_logistic_non_sparse,giraffes_logistic_non_sparse,zebras_logistic_non_sparse,all_logistic_non_zero,giraffes_logistic_non_zero,zebras_logistic_non_zero,all_logistic_abv_mean,giraffes_logistic_abv_mean,zebras_logistic_abv_mean,all_svm_sparse,giraffes_svm_sparse,zebras_svm_sparse,all_svm_non_sparse,giraffes_svm_non_sparse,zebras_svm_non_sparse,all_svm_non_zero,giraffes_svm_non_zero,zebras_svm_non_zero,all_svm_abv_mean,giraffes_svm_abv_mean,zebras_svm_abv_mean,all_dtree_sparse,giraffes_dtree_sparse,zebras_dtree_sparse,all_dtree_non_sparse,giraffes_dtree_non_sparse,zebras_dtree_non_sparse,all_dtree_non_zero,giraffes_dtree_non_zero,zebras_dtree_non_zero,all_dtree_abv_mean,giraffes_dtree_abv_mean,zebras_dtree_abv_mean,all_random_forests_sparse,giraffes_random_forests_sparse,zebras_random_forests_sparse,all_random_forests_non_sparse,giraffes_random_forests_non_sparse,zebras_random_forests_non_sparse,all_random_forests_non_zero,giraffes_random_forests_non_zero,zebras_random_forests_non_zero,all_random_forests_abv_mean,giraffes_random_forests_abv_mean,zebras_random_forests_abv_mean,all_ada_boost_sparse,giraffes_ada_boost_sparse,zebras_ada_boost_sparse,all_ada_boost_non_sparse,giraffes_ada_boost_non_sparse,zebras_ada_boost_non_sparse,all_ada_boost_non_zero,giraffes_ada_boost_non_zero,zebras_ada_boost_non_zero,all_ada_boost_abv_mean,giraffes_ada_boost_abv_mean,zebras_ada_boost_abv_mean,all_bayesian_sparse_err,giraffes_bayesian_sparse_err,zebras_bayesian_sparse_err,all_bayesian_non_sparse_err,giraffes_bayesian_non_sparse_err,zebras_bayesian_non_sparse_err,all_bayesian_non_zero_err,giraffes_bayesian_non_zero_err,zebras_bayesian_non_zero_err,all_bayesian_abv_mean_err,giraffes_bayesian_abv_mean_err,zebras_bayesian_abv_mean_err,all_logistic_sparse_err,giraffes_logistic_sparse_err,zebras_logistic_sparse_err,all_logistic_non_sparse_err,giraffes_logistic_non_sparse_err,zebras_logistic_non_sparse_err,all_logistic_non_zero_err,giraffes_logistic_non_zero_err,zebras_logistic_non_zero_err,all_logistic_abv_mean_err,giraffes_logistic_abv_mean_err,zebras_logistic_abv_mean_err,all_svm_sparse_err,giraffes_svm_sparse_err,zebras_svm_sparse_err,all_svm_non_sparse_err,giraffes_svm_non_sparse_err,zebras_svm_non_sparse_err,all_svm_non_zero_err,giraffes_svm_non_zero_err,zebras_svm_non_zero_err,all_svm_abv_mean_err,giraffes_svm_abv_mean_err,zebras_svm_abv_mean_err,all_dtree_sparse_err,giraffes_dtree_sparse_err,zebras_dtree_sparse_err,all_dtree_non_sparse_err,giraffes_dtree_non_sparse_err,zebras_dtree_non_sparse_err,all_dtree_non_zero_err,giraffes_dtree_non_zero_err,zebras_dtree_non_zero_err,all_dtree_abv_mean_err,giraffes_dtree_abv_mean_err,zebras_dtree_abv_mean_err,all_random_forests_sparse_err,giraffes_random_forests_sparse_err,zebras_random_forests_sparse_err,all_random_forests_non_sparse_err,giraffes_random_forests_non_sparse_err,zebras_random_forests_non_sparse_err,all_random_forests_non_zero_err,giraffes_random_forests_non_zero_err,zebras_random_forests_non_zero_err,all_random_forests_abv_mean_err,giraffes_random_forests_abv_mean_err,zebras_random_forests_abv_mean_err,all_ada_boost_sparse_err,giraffes_ada_boost_sparse_err,zebras_ada_boost_sparse_err,all_ada_boost_non_sparse_err,giraffes_ada_boost_non_sparse_err,zebras_ada_boost_non_sparse_err,all_ada_boost_non_zero_err,giraffes_ada_boost_non_zero_err,zebras_ada_boost_non_zero_err,all_ada_boost_abv_mean_err,giraffes_ada_boost_abv_mean_err,zebras_ada_boost_abv_mean_err
35,3468.7058823529414,0.0,3346.3529411764707,3588.75,32.0,3665.2,3591.8125,0.0,3465.5625,3471.1764705882347,0.0,3347.6470588235293,3702.933333333333,39.0,3720.0,3780.9375,38.0,3798.666666666666,3484.6875,38.0,3494.4,3467.1176470588234,41.0,3444.375,3054.7058823529414,39.0,3064.9375,2607.578947368421,41.0,2585.833333333333,3033.529411764706,39.0,3042.6875,3010.5263157894733,38.0,3008.5,3089.142857142857,92.0,3102.84,3537.0769230769233,200.0,3330.72,2952.1,85.75,3034.1538461538457,2542.1714285714284,67.5,2474.6363636363635,3214.444444444445,45.0,3154.5882352941176,4345.846153846154,68.0,4418.75,3375.666666666666,78.0,3528.0,3366.315789473684,39.0,3334.666666666666,2638.35,40.0,2716.0,3829.0,46.0,4284.538461538462,2749.157894736842,40.0,2846.1176470588234,2877.4736842105267,40.0,3130.875,4.179395515112114,100.0,3.5077006581179146,0.8632596685082872,81.92090395480226,-5.6862745098039165,0.7786602209944751,100.0,0.07028546712802768,4.1111472213194835,100.0,3.4703846936698595,-2.290976058931849,77.96610169491525,-7.26643598615917,-4.44578729281768,78.53107344632768,-9.534794309880798,3.7379143646408837,78.53107344632768,-0.7612456747404871,4.223269418264546,76.8361581920904,0.6812283737024222,15.615859603509904,77.96610169491525,11.622332756632066,27.967432393137546,76.8361581920904,25.437331795463294,16.200844978875526,77.96610169491525,12.26391291810842,16.836289619075323,78.53107344632768,13.24971164936563,14.664561957379643,48.0225988700565,10.529411764705879,2.290692732681676,-12.994350282485875,3.9584775086505246,18.450276243093924,51.55367231638418,12.509981368112868,29.774269928966067,61.86440677966102,28.643703470693094,11.20319214241865,74.57627118644068,9.037248117239978,-20.050998725031885,61.5819209039548,-27.41493656286044,6.749539594843479,55.932203389830505,-1.7301038062283738,7.0078511195114865,77.96610169491525,3.844675124951959,27.117403314917127,77.40112994350282,21.68396770472895,-5.773480662983425,74.01129943502825,-23.544938337325892,24.056411747601047,77.40112994350282,17.93201709749644,20.511776679267218,77.40112994350282,9.721020761245676
36,3523.7647058823527,0.0,3401.4117647058824,3487.470588235294,32.0,3550.0,3684.75,0.0,3550.875,3033.45,0.0,2926.45,3617.4375,39.0,3621.6,3347.105263157894,41.0,3489.7058823529414,3618.0,38.0,3630.866666666667,3450.0,42.0,3413.2941176470586,3038.0,39.0,3041.4117647058824,2704.7368421052633,42.0,2679.8888888888887,3012.166666666666,39.0,3014.3529411764707,3067.2105263157896,39.0,3061.1111111111113,2923.4838709677415,94.0,2910.107142857143,3296.1724137931037,132.5,3172.444444444445,2905.8064516129034,85.75,2975.0,2411.538461538461,67.5,2338.378378378379,3082.0,45.0,3012.0,4127.142857142857,68.0,4174.769230769231,3613.333333333334,80.0,3788.307692307693,3542.631578947369,39.0,3514.0,2600.0,41.0,2661.4736842105262,4078.375,49.0,4555.769230769231,2702.7,41.0,2780.666666666666,2943.631578947369,40.0,3206.25,2.6584335391615275,100.0,1.9200759888730556,3.661033474163145,81.92090395480226,-2.364475201845444,-1.788674033149171,100.0,-2.389705882352941,16.203038674033152,100.0,15.615628604382936,0.07078729281767955,77.96610169491525,-4.429065743944634,7.538528642047123,76.8361581920904,-0.6258904946061546,0.055248618784530384,78.53107344632768,-4.6962706651288,4.696132596685082,76.27118644067797,1.5774475880317602,16.07734806629834,77.96610169491525,12.300698826243298,25.283512649025873,76.27118644067797,22.72523388440344,16.790976058931875,77.96610169491525,13.08094171924825,15.270427449840065,77.96610169491525,11.732666922978336,19.240777045090013,46.89265536723164,16.086875926841316,8.945513431129731,25.141242937853107,8.52236319364346,19.729103546604875,51.55367231638418,14.215686274509803,33.382915427114334,61.86440677966102,32.572711119423914,14.861878453038672,74.57627118644068,13.14878892733564,-14.009471191791626,61.5819209039548,-20.379735604649117,0.18416206261508453,54.80225988700565,-9.236092627096102,2.1372492003489287,77.96610169491525,-1.3264129181084199,28.176795580110497,76.8361581920904,23.25623747951193,-12.662292817679557,72.31638418079096,-31.36589477419929,25.339779005524864,76.8361581920904,19.819300269127275,18.684210526315777,77.40112994350282,7.54757785467128
37,3418.333333333333,0.0,3295.833333333333,3621.6470588235293,33.0,3682.25,3418.333333333333,0.0,3295.833333333333,3022.3809523809527,0.0,2917.6190476190477,3360.833333333333,39.0,3522.0625,3281.85,42.0,3398.888888888889,3183.947368421052,38.0,3321.2941176470586,3235.05,42.0,3335.0,3107.222222222222,39.0,3112.7647058823527,2709.4,42.0,2682.1052631578946,3074.166666666666,39.0,3079.2941176470586,3088.8,40.0,3073.736842105264,2918.4375,98.0,2889.4137931034484,3240.866666666667,135.0,3108.0,2837.696969696969,102.0,2856.4137931034484,2452.102564102564,67.5,2379.7027027027025,3159.0,45.0,3089.263157894737,4320.0,70.0,4366.153846153846,3609.375,84.0,3758.642857142857,3701.578947368421,40.0,3669.333333333334,2633.090909090909,41.0,2687.7,3760.0,49.0,4102.8,2731.952380952381,41.0,2801.421052631579,2968.0,40.0,3211.1764705882347,5.570902394106822,100.0,4.964436755094203,-0.04549886252843309,81.35593220338983,-6.1779123414071515,5.570902394106822,100.0,4.964436755094203,16.508813470139426,100.0,15.870269676498047,7.1593001841620705,77.96610169491525,-1.5588956170703576,9.341160220994476,76.27118644067797,1.9928232731000823,12.045652806048285,78.53107344632768,4.2302734242486,10.63397790055248,76.27118644067797,3.8350634371395618,14.165131982811541,77.96610169491525,10.24323224099329,25.15469613259668,76.27118644067797,22.661324591756212,15.078268876611434,77.96610169491525,11.208358776036373,14.674033149171265,77.40112994350282,11.36860316882169,19.380179558011047,44.632768361581924,16.683569979716022,10.473296500920807,23.728813559322035,10.380622837370243,21.610580947597537,42.3728813559322,17.63512707314163,32.26236010766397,61.86440677966102,31.38112160603511,12.734806629834253,74.57627118644068,10.920900868087166,-19.337016574585633,60.451977401129945,-25.898323130157028,0.29350828729281764,52.54237288135593,-8.38070522326577,-2.253562082000575,77.40112994350282,-5.805459438677449,27.262682069311904,76.8361581920904,22.500000000000007,-3.867403314917127,72.31638418079096,-18.3044982698962,24.531702183635876,76.8361581920904,19.220846233230127,18.011049723756905,77.40112994350282,7.4055227627383315
38,3501.277777777778,0.0,3376.444444444445,3533.333333333333,34.0,3576.1764705882347,3552.0,0.0,3426.0,3159.4285714285716,0.0,3050.857142857143,3113.15,39.0,3225.166666666666,3363.0,43.0,3480.0,3174.9,39.0,3291.555555555556,3304.0,42.0,3409.1111111111113,3411.333333333333,39.0,3422.1176470588234,2790.0,42.0,2764.842105263158,3138.555555555556,39.0,3145.5882352941176,3185.3,41.0,3166.578947368421,2985.125,116.66666666666669,2935.1724137931037,3221.8064516129034,135.0,3088.6206896551726,2950.333333333333,102.0,2977.1379310344832,2511.846153846154,67.5,2440.2162162162163,3125.714285714286,45.0,3052.35,4253.333333333333,70.0,4283.142857142857,3731.625,84.0,3891.9285714285716,3821.052631578948,40.0,3791.722222222222,2593.043478260869,43.0,2628.952380952381,3722.3684210526317,49.0,4027.5,2736.7272727272725,43.0,2787.2,2845.0,40.0,3035.421052631579,3.279619398403927,100.0,2.6400102524669897,2.394106813996325,80.7909604519774,-3.119275391817609,1.878453038674033,100.0,1.2110726643598615,12.722967640094707,100.0,12.028340748063924,14.00138121546961,77.96610169491525,7.002114571318741,7.099447513812154,75.70621468926554,-0.34602076124567477,12.295580110497234,77.96610169491525,5.087786748686387,8.7292817679558,76.27118644067797,1.6980648468537685,5.764272559852678,77.96610169491525,1.3230205577040535,22.928176795580107,76.27118644067797,20.275602501062345,13.299570288520549,77.96610169491525,9.296763688174234,12.008287292817673,76.8361581920904,8.691495173920968,17.537983425414364,34.08662900188323,15.364117249333804,10.999821778649077,23.728813559322035,10.939426480531356,18.49907918968693,42.3728813559322,14.15403889750625,30.61198470038249,61.86440677966102,29.636210605068737,13.654301499605364,74.57627118644068,11.985294117647062,-17.495395948434613,60.451977401129945,-23.50469599604547,-3.083563535911602,52.54237288135593,-12.224007249958811,-5.553940098865965,77.40112994350282,-9.334550813789567,28.368964688926265,75.70621468926554,24.193991322019,-2.827856935155571,72.31638418079096,-16.133217993079583,24.399799095931698,75.70621468926554,19.630911188004617,21.408839779005522,77.40112994350282,12.47344138893947
39,3660.555555555556,0.0,3532.222222222222,3525.7894736842104,34.0,3560.666666666666,3615.166666666666,0.0,3488.0,3208.285714285714,0.0,3083.4285714285716,3225.75,40.0,3339.777777777778,3318.857142857143,44.0,3413.421052631579,3039.909090909091,39.0,3123.9,3262.857142857143,42.0,3353.684210526316,3105.9,41.0,3088.4736842105267,2984.1,44.0,2950.842105263158,3237.315789473684,40.0,3233.333333333333,3137.142857142857,43.0,3103.0,3026.181818181818,121.33333333333331,2973.866666666667,3311.6129032258063,135.0,3179.0344827586205,2998.5454545454545,104.0,3023.4482758620693,2552.0,69.0,2477.189189189189,3145.090909090909,45.0,3069.142857142857,4187.3125,72.0,4196.4,3877.5,84.0,4050.714285714286,4045.105263157895,42.0,4004.444444444444,2750.0,43.0,2792.5714285714284,3476.190476190476,49.0,3700.666666666666,2848.8636363636365,43.0,2905.05,2915.1304347826085,40.0,3096.2,-1.1203192142418814,100.0,-1.8518518518518503,2.6025007269555136,80.7909604519774,-2.672049211841582,0.13351749539596516,100.0,-0.5767012687427913,11.373322809786899,100.0,11.089141538968525,10.890883977900552,77.40112994350282,3.6972959118287823,8.318863456984996,75.14124293785311,1.5737874097007154,16.02461074836765,77.96610169491525,9.92214532871972,9.865824782951847,76.27118644067797,3.2963030413403738,14.201657458563533,76.8361581920904,10.943665391853324,17.566298342541437,75.14124293785311,14.912280701754385,10.571387031113696,77.40112994350282,6.766628219915426,13.338595106550914,75.70621468926554,10.52479815455594,16.403817177297842,31.450094161958578,14.248366013071893,8.518980573872753,23.728813559322035,8.332339020801024,17.167252636865896,41.24293785310734,12.818677166607,29.502762430939224,61.016949152542374,28.570092583933416,13.119035660472125,74.57627118644068,11.501071016641959,-15.671616022099446,59.32203389830509,-21.003460207612445,-7.113259668508287,52.54237288135593,-16.8026033942989,-11.743239313754005,76.27118644067797,-15.468409586056628,24.033149171270715,75.70621468926554,19.47602570439941,3.9726387792686144,72.31638418079096,-6.708958093041121,21.30210949271722,75.70621468926554,16.23269896193771,19.47153495075667,77.40112994350282,10.720876585928494
40,3534.4736842105267,0.0,3405.947368421052,3474.75,35.0,3495.578947368421,3516.947368421052,35.0,3544.444444444445,3196.7272727272725,0.0,3073.3636363636365,3230.0,40.0,3331.421052631579,3370.714285714286,44.0,3469.7894736842104,3000.0,40.0,3068.0,3347.666666666666,42.0,3444.736842105264,3172.4,41.0,3156.631578947369,2948.238095238096,44.0,2910.0,3339.3684210526317,41.0,3332.0,3199.9545454545455,44.0,3157.333333333333,3103.5151515151515,121.33333333333331,3054.4,3296.25,162.0,3143.6,3090.909090909091,104.0,3122.689655172414,2660.871794871795,75.0,2577.7027027027025,3253.090909090909,45.0,3178.5714285714284,4346.25,72.0,4360.0,3997.0,84.0,4181.142857142857,3933.0,44.0,3872.052631578948,2720.6666666666665,43.0,2755.0,3517.857142857143,50.0,3741.333333333334,2813.608695652174,43.0,2859.952380952381,2996.1739130434785,41.0,3179.75,2.362605408548986,100.0,1.7892915680204142,4.012430939226519,80.22598870056497,-0.7952406968979473,2.8467577784239766,80.22598870056497,-2.2042804049724567,11.692616775489709,100.0,11.379364580056619,10.773480662983424,77.40112994350282,3.9382626115461594,6.886345698500392,75.14124293785311,-0.05159958720329892,17.127071823204417,77.40112994350282,11.534025374855824,7.523020257826904,76.27118644067797,0.6707946336429123,12.364640883977897,76.8361581920904,8.978328173374603,18.556958695080223,75.14124293785311,16.089965397923876,7.7522535620819975,76.8361581920904,3.9215686274509802,11.6034655951783,75.14124293785311,8.958093041138033,14.267537250962665,31.450094161958578,11.926182237600921,8.943370165745856,8.474576271186441,9.354094579008077,14.615770969362126,41.24293785310734,9.95704569860398,26.49525428530953,57.6271186440678,25.671779045481475,10.135610246107484,74.57627118644068,8.34569121766354,-20.062154696132595,59.32203389830509,-25.72087658592849,-10.414364640883978,52.54237288135593,-20.563519525457234,-8.646408839779005,75.14124293785311,-11.650883263522145,24.843462246777165,75.70621468926554,20.559400230680506,2.821625887924223,71.75141242937853,-7.881584006151498,22.276002882536627,75.70621468926554,17.53309166803976,17.23276483305308,76.8361581920904,8.311707035755479
41,3452.15,36.0,3466.105263157894,3341.5714285714284,35.0,3354.4,3642.0,36.0,3666.222222222222,3025.0,36.0,3011.217391304348,3302.857142857143,41.0,3403.3684210526317,3135.416666666666,45.0,3186.818181818182,2849.92,41.0,2890.4347826086955,3489.714285714286,43.0,3589.3684210526317,3224.5714285714284,41.0,3204.65,2926.181818181818,45.0,2993.7,3135.0,41.0,3114.8,3345.1363636363635,45.0,3297.714285714286,3171.212121212121,126.0,3113.6,3317.575757575757,168.0,3163.8064516129034,3135.0,104.0,3170.0689655172414,2703.825,100.0,2604.921052631579,3160.375,45.0,3080.4347826086955,3850.105263157895,108.0,3795.777777777778,3565.4736842105267,88.0,3643.2941176470586,4125.1,46.0,4051.894736842106,2768.5,43.0,2805.2727272727275,3508.3636363636365,50.0,3710.5263157894733,2863.304347826087,43.0,2912.3809523809527,3229.391304347826,41.0,3436.4,4.63674033149171,79.66101694915254,0.054634857038808694,7.691397000789269,80.22598870056497,3.2756632064590514,-0.6077348066298343,79.66101694915254,-5.715750352428552,16.436464088397788,79.66101694915254,13.171355498721223,8.76085240726124,76.8361581920904,1.8636556789898595,13.38627992633519,74.57627118644068,8.107895564642964,21.272928176795578,76.8361581920904,16.654129682563568,3.5990528808208344,75.70621468926554,-3.499666120318099,10.923441199684296,76.8361581920904,7.593713956170701,19.16624811652436,74.57627118644068,13.676470588235299,13.397790055248617,76.8361581920904,10.184544405997688,7.592918131592167,74.57627118644068,4.910199373867192,12.397455215134778,28.8135593220339,10.219146482122264,8.354260840448699,5.084745762711864,8.771440264910513,13.397790055248617,41.24293785310734,8.590860279202959,25.308701657458567,43.50282485875706,24.886936198628053,12.69682320441989,74.57627118644068,11.17546762950705,-6.356498982262293,38.983050847457626,-9.451493015506857,1.5062518173887651,50.282485875706215,-5.054617002510339,-13.953038674033158,74.01129943502825,-16.836641777454034,23.52209944751381,75.70621468926554,19.109782950613393,3.083877448518329,71.75141242937853,-6.9932617009652045,20.90319481143406,75.70621468926554,16.021310484978294,10.790295460004806,76.8361581920904,0.9111880046136075
42,3519.0,36.0,3528.2,3368.3636363636365,36.0,3370.714285714286,3597.75,36.0,3614.315789473684,3172.333333333333,36.0,3160.5652173913045,3432.285714285714,42.0,3534.4736842105267,3084.48,67.5,3101.7391304347825,2960.0,42.0,3000.1304347826085,3548.761904761905,46.0,3647.157894736842,3351.142857142857,41.0,3333.0,3039.7727272727275,45.0,3113.25,3301.142857142857,42.0,3277.8,3469.090909090909,46.0,3417.0,3195.6764705882347,126.0,3134.8387096774195,3302.7941176470586,174.0,3138.09375,3105.085714285715,112.0,3107.4193548387098,2770.375,104.0,2662.6052631578946,3171.291666666666,45.0,3091.7391304347825,3789.5,111.0,3723.105263157895,3557.4,90.0,3614.0,3854.5,46.0,3773.142857142857,2741.6,64.5,2746.4347826086955,3666.0,51.0,3876.7894736842095,2831.0,64.5,2845.6363636363635,3221.333333333333,56.0,3383.4285714285716,2.7900552486187844,79.66101694915254,-1.7358708189157963,6.951280763435456,79.66101694915254,2.805239742956004,0.6146408839779005,79.66101694915254,-4.21902507132884,12.36648250460406,79.66101694915254,8.864901459304946,5.185477505919496,76.27118644067797,-1.9167729011109198,14.793370165745854,61.86440677966102,10.561155408454946,18.232044198895025,76.27118644067797,13.491048593350389,1.9679031833727887,74.01129943502825,-5.166029260001213,7.426992896606163,76.8361581920904,3.8927335640138407,16.02837769964841,74.57627118644068,10.229238754325259,8.808208366219423,76.27118644067797,5.48442906574394,4.168759417378204,74.01129943502825,1.4705882352941178,11.721644458888544,28.8135593220339,9.60672694125088,8.762593435164128,1.694915254237288,9.512867647058824,14.224151539068648,36.72316384180791,10.397365777430515,23.470303867403313,41.24293785310734,23.223608328780433,12.395257826887677,74.57627118644068,10.849506042826341,-4.68232044198895,37.28813559322034,-7.355976446306085,1.7292817679557984,49.152542372881356,-4.209919261822376,-6.4779005524861875,74.01129943502825,-8.798813643104292,24.265193370165747,63.559322033898304,20.806378817511664,-1.2707182320441988,71.1864406779661,-11.787470406119075,21.795580110497237,63.559322033898304,17.945894935514318,11.012891344383064,68.36158192090396,2.4386225078266563
43,3600.0,36.0,3611.65,3451.0,36.0,3455.714285714286,3536.0,36.0,3545.9,3115.0,37.0,3094.833333333333,3519.238095238096,63.0,3598.157894736842,3081.115384615385,69.0,3087.0,3112.96,42.0,3160.95652173913,3426.909090909091,48.0,3495.3,3485.142857142857,42.0,3463.45,3136.2272727272725,45.0,3215.35,3479.714285714286,42.0,3457.8,3664.7727272727284,47.0,3607.809523809524,3292.058823529412,128.33333333333334,3229.032258064516,3310.2,174.0,3144.2727272727275,3226.971428571428,116.0,3225.6129032258063,2793.904761904762,104.0,2683.8,3283.0,46.0,3197.782608695652,3820.952380952381,111.0,3750.6,3409.090909090909,94.0,3424.3,3827.7391304347825,47.0,3737.0454545454545,2879.8,66.0,2884.8695652173915,3490.666666666666,51.0,3648.0,2974.583333333333,66.0,2990.0,3340.5,58.66666666666666,3501.5714285714284,0.5524861878453038,79.66101694915254,-4.142156862745101,4.668508287292817,79.66101694915254,0.35425935079914134,2.320441988950276,79.66101694915254,-2.2462514417531745,13.95027624309392,79.09604519774011,10.760284505959255,2.783478032096799,64.40677966101696,-3.753111151581375,14.88631534211643,61.016949152542374,10.986159169550174,14.006629834254142,76.27118644067797,8.853618173612167,5.334003013561022,72.88135593220339,-0.7871972318339153,3.7253354380426273,76.27118644067797,0.13119953863899025,13.363887493721753,74.57627118644068,7.2851787773933125,3.8752959747434863,76.27118644067797,0.29411764705881827,-1.2368156705173587,73.44632768361582,-4.031416488163894,9.059148521286955,27.495291902071557,6.890649998139674,8.558011049723762,1.694915254237288,9.334696445423083,10.85714285714287,34.463276836158194,6.98924731182796,22.820310444619835,41.24293785310734,22.61245674740484,9.30939226519337,74.01129943502825,7.791735620079239,-5.551170744540917,37.28813559322034,-8.148788927335637,5.826217980914115,46.89265536723164,1.2600922722029937,-5.738650012010566,73.44632768361582,-7.757942749292229,20.44751381215469,62.71186440677966,16.81460307908329,3.5727440147329816,71.1864406779661,-5.190311418685122,17.8291896869245,62.71186440677966,13.78316032295271,7.720994475138121,66.85499058380415,-0.9680342725325387
44,3514.5,37.0,3514.285714285714,3571.2727272727275,36.0,3578.142857142857,3570.0,36.0,3581.3,3281.76,37.0,3264.0,3476.4545454545455,64.5,3536.25,3246.9230769230767,72.0,3247.708333333333,3188.88,47.0,3224.695652173913,3406.913043478261,48.0,3464.285714285714,3604.714285714286,43.0,3578.6,3177.1304347826085,46.0,3242.666666666666,3599.142857142857,43.0,3572.8,3611.217391304348,47.0,3550.909090909091,3136.864864864865,133.0,3048.2647058823527,3357.277777777778,177.0,3184.9411764705883,3156.972972972973,118.0,3133.878787878788,2841.4285714285716,104.0,2731.3,2970.0,46.0,2877.8148148148152,4006.666666666666,126.0,3904.5,3137.28,98.0,3108.695652173913,3727.04,47.0,3630.291666666666,2991.44,69.0,2990.521739130435,3352.0384615384614,52.0,3465.043478260869,3116.083333333333,69.0,3126.4545454545455,3203.6538461538457,60.0,3320.5652173913045,2.914364640883978,79.09604519774011,-1.3346515076618863,1.3460572576594618,79.66101694915254,-3.1759762728620786,1.3812154696132595,79.66101694915254,-3.2670126874279175,9.343646408839772,79.09604519774011,5.882352941176471,3.965344048216975,63.559322033898304,-1.967993079584775,10.305992350191252,59.32203389830509,6.352124183006545,11.909392265193366,73.44632768361582,7.015696304097087,5.886380014412679,72.88135593220339,0.10710166419509168,0.42225730071033757,75.70621468926554,-3.189158016147633,12.233965889983189,74.01129943502825,6.497500961168798,0.5761641673243955,75.70621468926554,-3.021914648212231,0.24261349987988992,73.44632768361582,-2.39068889587921,13.346274451246822,24.858757062146893,12.103093832688792,7.2575199508901145,0.0,8.162019132912679,12.790801851575333,33.333333333333336,9.634406347209111,21.507498026835037,41.24293785310734,21.24279123414071,17.955801104972373,74.01129943502825,17.018027254474763,-10.681399631675857,28.8135593220339,-12.586505190311419,13.334806629834247,44.632768361581924,10.360563662805276,-2.956906077348065,73.44632768361582,-4.679690503652424,17.363535911602206,61.016949152542374,13.76811594202898,7.40225244368891,70.62146892655367,0.08525149190112309,13.920349907918975,61.016949152542374,9.848484848484848,11.501274968125808,66.10169491525424,4.251291309362616
45,3583.7727272727275,37.0,3584.476190476191,3645.2727272727284,36.0,3654.190476190476,3676.095238095238,37.0,3684.0,3328.2,37.0,3312.0,3471.782608695652,67.5,3510.0,3342.4615384615386,75.0,3336.083333333333,3280.24,72.0,3289.043478260869,3416.916666666666,50.0,3453.681818181818,3404.4347826086955,45.0,3357.6363636363635,3286.1739130434785,46.0,3356.904761904762,3433.043478260869,45.0,3386.090909090909,3661.913043478261,47.0,3602.181818181818,3110.105263157894,140.0,3003.4285714285716,3343.6756756756763,210.0,3148.5714285714284,3224.4864864864867,122.0,3194.878787878788,2859.488372093024,110.0,2734.926829268293,2923.2413793103447,47.0,2825.035714285714,4060.0,129.0,3952.45,3255.84,100.0,3225.0,3493.25,47.0,3391.555555555556,3179.9230769230767,73.5,3171.291666666666,3539.0769230769233,69.33333333333333,3640.0,3307.12,73.5,3309.1739130434785,3072.714285714286,61.33333333333334,3154.76,1.000753390256147,79.09604519774011,-3.3585983412973133,-0.6981416373681875,79.66101694915254,-5.368814192343603,-1.5495922125756372,79.09604519774011,-6.228373702422146,8.060773480662988,79.09604519774011,4.498269896193771,4.094403074705745,61.86440677966102,-1.2110726643598615,7.666808329791752,57.6271186440678,3.803825451749336,9.385635359116028,59.32203389830509,5.160222656837686,5.610036832412539,71.75141242937853,0.4128656810317758,5.9548402594283,74.57627118644068,3.1823424556988607,9.221715109296174,74.01129943502825,3.2034382380403135,5.164544799423506,74.57627118644068,2.36185383244207,-1.1578188806149443,73.44632768361582,-3.869141239383449,14.085489968013974,20.903954802259886,13.39594661393969,7.633268627743748,-18.64406779661017,9.210743120777726,10.925787666119152,31.073446327683616,7.875467477543599,21.00860850571757,37.85310734463277,21.138211382113806,19.247475709658985,73.44632768361582,18.539915966386555,-12.154696132596683,27.11864406779661,-13.969146482122255,10.059668508287288,43.50282485875706,7.006920415224913,3.501381215469613,73.44632768361582,2.2042804049724305,12.15682107947302,58.47457627118644,8.555603613994634,2.2354441138971457,60.8286252354049,-4.959630911188005,8.643093922651936,58.47457627118644,4.579760292863942,15.118389897395419,65.34839924670433,9.03229527104959
