num_images,zebras,zebra_confidence
2,0.0,
3,0.0,
4,0.0,
5,0.0,
6,6350.380641945803,3248.0
7,8167.300950301757,4176.0
8,9477.561709216143,4845.0
9,12095.14078429846,6182.0
10,6874.663049081023,3519.0
11,5072.4254711134,2600.0
12,5323.308040983538,2728.0
13,5920.782643461176,3033.3333333333335
14,6310.495226349338,3232.6666666666665
15,7088.613556790292,3630.6666666666665
16,7790.944528104407,3990.0
17,8374.698230370917,4288.333333333333
18,9281.52365836558,4752.0
19,9583.365432915516,4906.0
20,10095.905016351926,5168.0
21,10873.045898919032,5565.0
22,11193.18077958381,5728.333333333333
23,8978.690687355256,4599.0
24,6504.4800627396635,3337.6666666666665
25,6790.312438172487,3484.0
26,6403.187712132138,3288.0
27,6651.966523547755,3415.4285714285716
28,6820.52982223522,3501.4285714285716
29,7151.630007431872,3670.8571428571427
30,7299.472640239157,3746.285714285714
31,7837.350352255537,4021.714285714286
32,8126.169464538627,4169.571428571428
33,8446.909020464233,4333.714285714285
34,8980.866327921822,4607.142857142857
35,9289.005540917715,4764.857142857143
36,8382.765104951946,4303.0
37,8647.854022617403,4438.75
38,8855.617681974532,4544.75
39,9194.697710969078,4718.25
40,8522.018437430257,4375.555555555556
41,8859.901143892388,4548.444444444444
42,8981.859007260753,4610.666666666667
43,9067.22947468016,4654.222222222223
44,7786.872551981315,4002.0
45,7973.694002757644,4097.818181818182
46,8215.753223779884,4221.818181818182
47,8408.194403080843,4320.0
48,8461.65024734713,4347.272727272727
49,7829.979220917512,4025.0
50,7888.780866521772,4055.0
51,8119.896614605248,4173.416666666667
52,7706.932801241955,3963.230769230769
53,8052.038807190497,4140.307692307692
54,8158.1835237087935,4194.461538461538
55,8364.05743643598,4300.0
56,8316.98511740883,4278.0
57,8384.607334276305,4312.5
58,8500.531052563716,4371.642857142857
59,8597.134074539026,4420.928571428572
60,8353.948905950314,4297.866666666667
61,8418.892474429163,4331.0
62,8622.14328812877,4435.2
63,8688.001476596559,4468.8
64,8894.518967643937,4574.666666666667
65,8414.58839248577,4329.8125
66,7957.4513640813675,4096.588235294118
67,8058.453041509036,4148.117647058823
68,8159.454619158984,4199.64705882353
69,8277.289671848841,4259.764705882353
70,7884.9732448897485,4059.6111111111113
71,7980.363790592352,4108.277777777777
72,8028.059028875911,4132.611111111111
73,8155.24622203401,4197.5
74,8202.941379727423,4221.833333333333
