AID,GID,Album,Shared,Not Shared,Proportion,AGE,EXEMPLAR_FLAG,INDIVIDUAL_NAME,NID,QUALITY,SEX,SPECIES,VIEW_POINT
12938,5513,photo_album_81,7,3,70,infant,1,IBEIS_PZ_1452,1725,good,UNKNOWN SEX,zebra_plains,frontleft
9047,3314,photo_album_95,7,3,70,infant,0,____,-9047,ok,UNKNOWN NAME,giraffe_masai,right
9048,3314,photo_album_95,7,3,70,unknown,0,NNP_GIRM_0060,80,poor,UNKNOWN SEX,giraffe_masai,right
9049,3314,photo_album_95,7,3,70,"juvenille, two year old",1,NNP_GIRM_0080,104,ok,Female,giraffe_masai,left
12052,9239,photo_album_23,7,3,70,adult,1,IBEIS_PZ_0735,1008,ok,Male,zebra_plains,left
12052,9239,photo_album_73,7,3,70,adult,1,IBEIS_PZ_0735,1008,ok,Male,zebra_plains,left
12053,9239,photo_album_23,7,3,70,"juvenille, two year old",0,IBEIS_PZ_0711,984,poor,Female,zebra_plains,left
12053,9239,photo_album_73,7,3,70,"juvenille, two year old",0,IBEIS_PZ_0711,984,poor,Female,zebra_plains,left
12054,9239,photo_album_23,7,3,70,infant,0,IBEIS_PZ_0726,999,poor,UNKNOWN SEX,zebra_plains,left
12054,9239,photo_album_73,7,3,70,infant,0,IBEIS_PZ_0726,999,poor,UNKNOWN SEX,zebra_plains,left
12105,9239,photo_album_23,7,3,70,infant,0,IBEIS_PZ_0728,1001,poor,UNKNOWN SEX,zebra_plains,front
12105,9239,photo_album_73,7,3,70,infant,0,IBEIS_PZ_0728,1001,poor,UNKNOWN SEX,zebra_plains,front
10852,8236,photo_album_43,7,3,70,adult,0,IBEIS_PZ_0215,488,poor,Female,zebra_plains,left
10158,7793,photo_album_88,7,3,70,adult,1,IBEIS_PZ_0005,278,good,Female,zebra_plains,left
10159,7793,photo_album_88,7,3,70,infant,0,IBEIS_PZ_0039,312,poor,UNKNOWN SEX,zebra_plains,left
12280,1240,photo_album_40,7,3,70,adult,0,IBEIS_PZ_0394,667,poor,Female,zebra_plains,frontleft
12281,1240,photo_album_40,7,3,70,"juvenille, one year old",0,IBEIS_PZ_0423,696,ok,Female,zebra_plains,frontleft
12282,1240,photo_album_40,7,3,70,adult,0,IBEIS_PZ_1111,1384,good,Female,zebra_plains,left
9099,3122,photo_album_61,7,3,70,adult,0,NNP_GIRM_0070,92,good,Female,giraffe_masai,frontright
9100,3122,photo_album_61,7,3,70,adult,0,NNP_GIRM_0031,42,good,Female,giraffe_masai,frontleft
13306,357,photo_album_46,7,3,70,infant,0,____,-13306,good,UNKNOWN NAME,zebra_plains,right
10729,8139,photo_album_100,7,3,70,"juvenille, one year old",1,IBEIS_PZ_0110,383,good,Male,zebra_plains,left
11427,8725,photo_album_78,7,3,70,"juvenille, two year old",0,IBEIS_PZ_0342,615,ok,Female,zebra_plains,left
12618,3401,photo_album_93,7,3,70,infant,0,IBEIS_PZ_0898,1171,poor,UNKNOWN SEX,zebra_plains,backleft
12619,3401,photo_album_93,7,3,70,adult,0,IBEIS_PZ_0876,1149,poor,Female,zebra_plains,backleft
8865,8351,photo_album_17,7,3,70,"juvenille, one year old",1,NNP_GIRM_0047,63,good,Female,giraffe_masai,left
8865,8351,photo_album_67,7,3,70,"juvenille, one year old",1,NNP_GIRM_0047,63,good,Female,giraffe_masai,left
8865,8351,photo_album_49,7,3,70,"juvenille, one year old",1,NNP_GIRM_0047,63,good,Female,giraffe_masai,left
8866,8351,photo_album_17,7,3,70,adult,0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
8866,8351,photo_album_67,7,3,70,adult,0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
8866,8351,photo_album_49,7,3,70,adult,0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
13252,7778,photo_album_71,7,3,70,adult,0,IBEIS_PZ_1099,1372,ok,Female,zebra_plains,backleft
13252,7778,photo_album_27,7,3,70,adult,0,IBEIS_PZ_1099,1372,ok,Female,zebra_plains,backleft
13847,5753,photo_album_62,7,3,70,infant,0,____,-13847,ok,UNKNOWN NAME,zebra_plains,backleft
15854,2358,photo_album_53,7,3,70,infant,0,IBEIS_PZ_0410,683,ok,Female,zebra_plains,left
15855,2358,photo_album_53,7,3,70,"juvenille, two year old",1,IBEIS_PZ_1221,1494,good,Female,zebra_plains,left
15856,2358,photo_album_53,7,3,70,adult,0,IBEIS_PZ_1212,1485,ok,Female,zebra_plains,left
15857,2358,photo_album_53,7,3,70,"juvenille, two year old",0,IBEIS_PZ_1351,1624,ok,Female,zebra_plains,left
15858,2358,photo_album_53,7,3,70,adult,1,IBEIS_PZ_1585,1858,ok,UNKNOWN SEX,zebra_plains,left
13905,2665,photo_album_21,7,3,70,"juvenille, one year old",0,IBEIS_PZ_1291,1564,ok,Male,zebra_plains,left
15387,532,photo_album_28,7,3,70,infant,0,IBEIS_PZ_0884,1157,ok,Female,zebra_plains,left
12708,3380,photo_album_92,7,3,70,adult,1,IBEIS_PZ_0714,987,good,Male,zebra_plains,left
18611,4574,photo_album_63,7,3,70,infant,0,____,-18611,ok,UNKNOWN NAME,zebra_plains,backleft
18612,4574,photo_album_63,7,3,70,infant,0,____,-18612,poor,UNKNOWN NAME,zebra_plains,left
18613,4574,photo_album_63,7,3,70,infant,0,____,-18613,poor,UNKNOWN NAME,zebra_plains,backleft
18614,4574,photo_album_63,7,3,70,adult,0,IBEIS_PZ_0620,893,good,Female,zebra_plains,left
18469,3976,photo_album_52,7,3,70,infant,0,____,-18469,poor,UNKNOWN NAME,zebra_plains,right
13289,393,photo_album_82,7,3,70,infant,0,____,-13289,excellent,UNKNOWN NAME,zebra_plains,right
9665,1315,photo_album_89,7,3,70,adult,0,NNP_GIRM_0101,135,ok,Female,giraffe_masai,left
16367,7576,photo_album_5,7,3,70,infant,0,____,-16367,excellent,UNKNOWN NAME,zebra_plains,right
16368,7576,photo_album_5,7,3,70,infant,0,____,-16368,excellent,UNKNOWN NAME,zebra_plains,backright
12537,3327,photo_album_95,7,3,70,adult,0,IBEIS_PZ_1567,1840,ok,Male,zebra_plains,left
16070,537,photo_album_36,7,3,70,"juvenille, two year old",0,IBEIS_PZ_0902,1175,ok,Female,zebra_plains,frontleft
16071,537,photo_album_36,7,3,70,infant,0,____,-16071,poor,UNKNOWN NAME,zebra_plains,left
16072,537,photo_album_36,7,3,70,infant,0,____,-16072,poor,UNKNOWN NAME,zebra_plains,left
13823,5679,photo_album_3,7,3,70,infant,1,IBEIS_PZ_1865,2138,ok,UNKNOWN SEX,zebra_plains,left
13824,5679,photo_album_3,7,3,70,infant,0,____,-13824,poor,UNKNOWN NAME,zebra_plains,left
13257,7770,photo_album_27,7,3,70,infant,0,IBEIS_PZ_1084,1357,ok,UNKNOWN SEX,zebra_plains,right
13258,7770,photo_album_27,7,3,70,infant,0,IBEIS_PZ_1089,1362,ok,UNKNOWN SEX,zebra_plains,right
11064,8449,photo_album_78,7,3,70,adult,1,IBEIS_PZ_0514,787,good,Male,zebra_plains,left
10239,7844,photo_album_88,7,3,70,infant,0,IBEIS_PZ_0014,287,ok,UNKNOWN SEX,zebra_plains,left
10240,7844,photo_album_88,7,3,70,adult,0,IBEIS_PZ_0010,283,ok,Male,zebra_plains,frontright
10241,7844,photo_album_88,7,3,70,infant,0,IBEIS_PZ_0185,458,ok,Female,zebra_plains,back
12527,3375,photo_album_7,7,3,70,adult,0,IBEIS_PZ_0920,1193,good,Female,zebra_plains,right
12528,3375,photo_album_7,7,3,70,adult,0,IBEIS_PZ_0962,1235,poor,Female,zebra_plains,left
16179,578,photo_album_10,7,3,70,infant,0,____,-16179,good,UNKNOWN NAME,zebra_plains,right
13304,406,photo_album_1,7,3,70,"juvenille, one year old",0,IBEIS_PZ_0680,953,good,Male,zebra_plains,frontleft
9053,8334,photo_album_42,7,3,70,adult,0,NNP_GIRM_0046,60,poor,Male,giraffe_masai,left
9053,8334,photo_album_49,7,3,70,adult,0,NNP_GIRM_0046,60,poor,Male,giraffe_masai,left
15631,888,photo_album_48,7,3,70,adult,1,IBEIS_PZ_1376,1649,ok,UNKNOWN SEX,zebra_plains,left
9122,3080,photo_album_61,7,3,70,infant,0,____,-9122,poor,UNKNOWN NAME,giraffe_masai,right
12558,3329,photo_album_84,7,3,70,infant,0,IBEIS_PZ_0961,1234,ok,UNKNOWN SEX,zebra_plains,frontright
12653,3203,photo_album_18,7,3,70,adult,0,IBEIS_PZ_0067,340,good,Female,zebra_plains,left
17401,6475,photo_album_45,7,3,70,infant,0,____,-17401,poor,UNKNOWN NAME,zebra_plains,left
17899,4845,photo_album_44,7,3,70,adult,0,IBEIS_PZ_0512,785,good,Female,zebra_plains,left
17900,4845,photo_album_44,7,3,70,infant,0,____,-17900,poor,UNKNOWN NAME,zebra_plains,left
13833,5678,photo_album_62,7,3,70,adult,1,IBEIS_PZ_0020,293,good,Female,zebra_plains,left
13834,5678,photo_album_62,7,3,70,infant,1,IBEIS_PZ_0306,579,ok,UNKNOWN SEX,zebra_plains,left
10081,6786,photo_album_66,7,3,70,infant,0,____,-10081,ok,UNKNOWN NAME,giraffe_masai,right
10082,6786,photo_album_66,7,3,70,infant,0,____,-10082,junk,UNKNOWN NAME,giraffe_masai,right
13309,354,photo_album_82,7,3,70,infant,0,____,-13309,good,UNKNOWN NAME,zebra_plains,right
15278,1974,photo_album_76,7,3,70,adult,0,IBEIS_PZ_1424,1697,ok,Female,zebra_plains,left
15279,1974,photo_album_76,7,3,70,adult,0,IBEIS_PZ_1111,1384,poor,Female,zebra_plains,left
15280,1974,photo_album_76,7,3,70,adult,0,IBEIS_PZ_0610,883,ok,Male,zebra_plains,left
8811,3152,photo_album_98,7,3,70,adult,0,NNP_GIRM_0055,74,good,Female,giraffe_masai,left
8976,8320,photo_album_42,7,3,70,adult,0,NNP_GIRM_0016,19,poor,Female,giraffe_masai,right
8977,8320,photo_album_42,7,3,70,unknown,0,NNP_GIRM_0064,84,ok,UNKNOWN SEX,giraffe_masai,backleft
11575,8850,photo_album_78,7,3,70,"juvenille, two year old",0,IBEIS_PZ_0395,668,poor,Female,zebra_plains,left
11576,8850,photo_album_78,7,3,70,adult,0,IBEIS_PZ_0379,652,ok,Female,zebra_plains,left
9457,963,photo_album_83,7,3,70,adult,0,NNP_GIRM_0151,273,ok,Male,giraffe_masai,left
15386,571,photo_album_36,7,3,70,infant,0,____,-15386,good,UNKNOWN NAME,zebra_plains,right
15471,253,photo_album_97,7,3,70,adult,1,IBEIS_PZ_1542,1815,good,Female,zebra_plains,left
12632,3390,photo_album_92,7,3,70,adult,1,IBEIS_PZ_0719,992,good,Male,zebra_plains,left
13017,4978,photo_album_86,7,3,70,infant,1,IBEIS_PZ_1391,1664,ok,UNKNOWN SEX,zebra_plains,left
13018,4978,photo_album_86,7,3,70,adult,1,IBEIS_PZ_1397,1670,ok,Male,zebra_plains,left
9489,928,photo_album_50,7,3,70,infant,0,____,-9489,good,UNKNOWN NAME,giraffe_masai,right
9490,928,photo_album_50,7,3,70,infant,0,____,-9490,ok,UNKNOWN NAME,giraffe_masai,frontright
14834,1836,photo_album_76,7,3,70,adult,1,IBEIS_PZ_1255,1528,excellent,Female,zebra_plains,left
12874,5503,photo_album_81,7,3,70,infant,0,____,-12874,junk,UNKNOWN NAME,zebra_plains,left
12875,5503,photo_album_81,7,3,70,adult,0,IBEIS_PZ_1450,1723,ok,Female,zebra_plains,left
12876,5503,photo_album_81,7,3,70,infant,0,____,-12876,ok,UNKNOWN NAME,zebra_plains,backright
12877,5503,photo_album_81,7,3,70,infant,0,____,-12877,poor,UNKNOWN NAME,zebra_plains,back
15218,2458,photo_album_96,7,3,70,infant,0,IBEIS_PZ_1413,1686,good,Male,zebra_plains,left
15219,2458,photo_album_96,7,3,70,adult,0,IBEIS_PZ_1267,1540,good,Female,zebra_plains,left
15220,2458,photo_album_96,7,3,70,adult,0,IBEIS_PZ_1526,1799,ok,Female,zebra_plains,left
15221,2458,photo_album_96,7,3,70,adult,0,IBEIS_PZ_1892,2165,poor,Female,zebra_plains,left
9334,18,photo_album_57,7,3,70,infant,0,____,-9334,excellent,UNKNOWN NAME,giraffe_masai,right
12690,3348,photo_album_84,7,3,70,adult,1,IBEIS_PZ_0930,1203,good,Male,zebra_plains,left
12690,3348,photo_album_7,7,3,70,adult,1,IBEIS_PZ_0930,1203,good,Male,zebra_plains,left
8936,8332,photo_album_11,7,3,70,adult,1,NNP_GIRM_0022,27,ok,Female,giraffe_masai,left
12379,1257,photo_album_40,7,3,70,adult,1,IBEIS_PZ_1408,1681,good,UNKNOWN SEX,zebra_plains,left
14479,5094,photo_album_37,7,3,70,adult,1,IBEIS_PZ_1827,2100,good,UNKNOWN SEX,zebra_plains,left
8883,3443,photo_album_7,7,3,70,infant,1,NNP_GIRM_0066,87,ok,UNKNOWN SEX,giraffe_masai,frontleft
13310,360,photo_album_14,7,3,70,"juvenille, two year old",1,IBEIS_PZ_0996,1269,good,Female,zebra_plains,left
15410,529,photo_album_72,7,3,70,infant,0,IBEIS_PZ_0884,1157,ok,Female,zebra_plains,left
14093,708,photo_album_33,7,3,70,adult,1,IBEIS_PZ_1643,1916,excellent,Male,zebra_plains,left
13622,7354,photo_album_31,7,3,70,adult,1,IBEIS_PZ_1531,1804,good,Male,zebra_plains,left
13623,7354,photo_album_31,7,3,70,infant,0,____,-13623,poor,UNKNOWN NAME,zebra_plains,left
11857,9059,photo_album_68,7,3,70,infant,0,IBEIS_PZ_0642,915,ok,UNKNOWN SEX,zebra_plains,backleft
11858,9059,photo_album_68,7,3,70,infant,0,IBEIS_PZ_0643,916,poor,UNKNOWN SEX,zebra_plains,left
10850,8233,photo_album_43,7,3,70,infant,0,IBEIS_PZ_0203,476,ok,UNKNOWN SEX,zebra_plains,backleft
12299,1303,photo_album_89,7,3,70,adult,0,IBEIS_PZ_0334,607,ok,Female,zebra_plains,backleft
12300,1303,photo_album_89,7,3,70,adult,0,IBEIS_PZ_1429,1702,ok,Female,zebra_plains,left
10324,7886,photo_album_16,7,3,70,adult,0,IBEIS_PZ_0205,478,ok,Male,zebra_plains,left
12443,4888,photo_album_77,7,3,70,adult,1,IBEIS_PZ_0841,1114,ok,UNKNOWN SEX,zebra_plains,left
12444,4888,photo_album_77,7,3,70,infant,0,IBEIS_PZ_0853,1126,poor,UNKNOWN SEX,zebra_plains,left
12445,4888,photo_album_77,7,3,70,adult,0,IBEIS_PZ_0420,693,poor,Female,zebra_plains,left
17107,2943,photo_album_79,7,3,70,adult,0,IBEIS_PZ_0333,606,ok,Male,zebra_plains,left
16005,5220,photo_album_64,7,3,70,infant,1,IBEIS_PZ_1824,2097,good,UNKNOWN SEX,zebra_plains,left
13260,7764,photo_album_71,7,3,70,adult,0,IBEIS_PZ_1090,1363,excellent,Female,zebra_plains,right
15931,620,photo_album_36,7,3,70,adult,1,IBEIS_PZ_1568,1841,good,Female,zebra_plains,left
15932,620,photo_album_36,7,3,70,adult,1,IBEIS_PZ_1566,1839,good,Male,zebra_plains,left
9009,8342,photo_album_49,7,3,70,infant,0,____,-9009,good,UNKNOWN NAME,giraffe_masai,right
14525,5181,photo_album_39,7,3,70,adult,1,IBEIS_PZ_1841,2114,good,Male,zebra_plains,left
12811,5500,photo_album_81,7,3,70,adult,0,IBEIS_PZ_1450,1723,ok,Female,zebra_plains,left
12812,5500,photo_album_81,7,3,70,adult,1,IBEIS_PZ_1781,2054,good,Male,zebra_plains,left
12813,5500,photo_album_81,7,3,70,infant,0,IBEIS_PZ_1460,1733,ok,UNKNOWN SEX,zebra_plains,backleft
11730,8953,photo_album_69,7,3,70,adult,0,IBEIS_PZ_0579,852,poor,Male,zebra_plains,right
15393,605,photo_album_28,7,3,70,infant,1,IBEIS_PZ_1577,1850,ok,UNKNOWN SEX,zebra_plains,frontleft
13278,362,photo_album_82,7,3,70,"juvenille, two year old",0,IBEIS_PZ_0902,1175,ok,Female,zebra_plains,left
9679,1277,photo_album_40,7,3,70,adult,0,NNP_GIRM_0099,132,good,Male,giraffe_masai,left
13814,6199,photo_album_94,7,3,70,adult,1,IBEIS_PZ_0474,747,ok,Male,zebra_plains,left
10442,7973,photo_album_16,7,3,70,infant,0,IBEIS_PZ_0032,305,ok,UNKNOWN SEX,zebra_plains,left
10443,7973,photo_album_16,7,3,70,infant,0,IBEIS_PZ_0190,463,poor,UNKNOWN SEX,zebra_plains,back
10444,7973,photo_album_16,7,3,70,adult,1,IBEIS_PZ_0031,304,good,Female,zebra_plains,left
8796,8339,photo_album_42,7,3,70,"juvenille, two year old",0,NNP_GIRM_0027,32,ok,Male,giraffe_masai,right
14478,5208,photo_album_39,7,3,70,adult,1,IBEIS_PZ_1844,2117,good,Male,zebra_plains,left
9003,3084,photo_album_6,7,3,70,adult,0,NNP_GIRM_0018,22,ok,Male,giraffe_masai,right
13312,402,photo_album_46,7,3,70,infant,0,____,-13312,good,UNKNOWN NAME,zebra_plains,right
11591,8863,photo_album_73,7,3,70,adult,1,IBEIS_PZ_0425,698,ok,Male,zebra_plains,left
12757,1329,photo_album_15,7,3,70,adult,0,IBEIS_PZ_0885,1158,ok,Male,zebra_plains,left
12757,1329,photo_album_89,7,3,70,adult,0,IBEIS_PZ_0885,1158,ok,Male,zebra_plains,left
12758,1329,photo_album_15,7,3,70,adult,0,IBEIS_PZ_1412,1685,ok,UNKNOWN SEX,zebra_plains,backleft
12758,1329,photo_album_89,7,3,70,adult,0,IBEIS_PZ_1412,1685,ok,UNKNOWN SEX,zebra_plains,backleft
12759,1329,photo_album_15,7,3,70,adult,0,IBEIS_PZ_1567,1840,ok,Male,zebra_plains,left
12759,1329,photo_album_89,7,3,70,adult,0,IBEIS_PZ_1567,1840,ok,Male,zebra_plains,left
12728,3395,photo_album_95,7,3,70,adult,1,IBEIS_PZ_1742,2015,excellent,Male,zebra_plains,left
15612,999,photo_album_90,7,3,70,adult,0,IBEIS_PZ_1372,1645,junk,UNKNOWN SEX,zebra_plains,frontleft
10635,8087,photo_album_30,7,3,70,adult,0,IBEIS_PZ_0085,358,ok,Female,zebra_plains,left
17506,6662,photo_album_66,7,3,70,infant,1,IBEIS_PZ_1798,2071,ok,UNKNOWN SEX,zebra_plains,left
16556,7473,photo_album_5,7,3,70,infant,0,____,-16556,junk,UNKNOWN NAME,zebra_plains,front
16557,7473,photo_album_5,7,3,70,infant,0,____,-16557,junk,UNKNOWN NAME,zebra_plains,backright
16558,7473,photo_album_5,7,3,70,infant,0,____,-16558,junk,UNKNOWN NAME,zebra_plains,backright
16559,7473,photo_album_5,7,3,70,infant,0,____,-16559,junk,UNKNOWN NAME,zebra_plains,back
12453,4930,photo_album_77,7,3,70,"juvenille, two year old",1,IBEIS_PZ_0401,674,good,Female,zebra_plains,left
11276,8619,photo_album_23,7,3,70,infant,0,IBEIS_PZ_0454,727,ok,Female,zebra_plains,left
18630,4839,photo_album_44,7,3,70,infant,0,____,-18630,ok,UNKNOWN NAME,zebra_plains,backleft
18631,4839,photo_album_44,7,3,70,adult,0,IBEIS_PZ_1590,1863,good,Female,zebra_plains,left
18632,4839,photo_album_44,7,3,70,"juvenille, one year old",0,IBEIS_PZ_1592,1865,ok,Female,zebra_plains,left
18633,4839,photo_album_44,7,3,70,infant,0,____,-18633,poor,UNKNOWN NAME,zebra_plains,backleft
18634,4839,photo_album_44,7,3,70,infant,0,____,-18634,ok,UNKNOWN NAME,zebra_plains,backleft
18635,4839,photo_album_44,7,3,70,infant,0,____,-18635,junk,UNKNOWN NAME,zebra_plains,left
18636,4839,photo_album_44,7,3,70,infant,0,____,-18636,poor,UNKNOWN NAME,zebra_plains,back
18637,4839,photo_album_44,7,3,70,infant,0,____,-18637,ok,UNKNOWN NAME,zebra_plains,back
9149,8350,photo_album_42,7,3,70,adult,0,NNP_GIRM_0022,27,ok,Female,giraffe_masai,left
9873,5552,photo_album_65,7,3,70,adult,0,NNP_GIRM_0019,23,good,Male,giraffe_masai,backleft
9874,5552,photo_album_65,7,3,70,infant,0,____,-9874,ok,UNKNOWN NAME,giraffe_masai,backright
13315,392,photo_album_46,7,3,70,adult,1,IBEIS_PZ_1010,1283,good,Female,zebra_plains,left
13500,6210,photo_album_94,7,3,70,infant,1,IBEIS_PZ_1449,1722,ok,UNKNOWN SEX,zebra_plains,left
18734,4673,photo_album_63,7,3,70,infant,0,____,-18734,ok,UNKNOWN NAME,zebra_plains,right
18735,4673,photo_album_63,7,3,70,infant,0,____,-18735,poor,UNKNOWN NAME,zebra_plains,left
18736,4673,photo_album_63,7,3,70,infant,0,____,-18736,junk,UNKNOWN NAME,zebra_plains,frontleft
9147,8345,photo_album_80,7,3,70,"juvenille, one year old",0,NNP_GIRM_0047,63,ok,Female,giraffe_masai,left
9148,8345,photo_album_80,7,3,70,adult,0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
12669,3355,photo_album_95,7,3,70,adult,0,IBEIS_PZ_0900,1173,ok,Male,zebra_plains,left
9889,5572,photo_album_81,7,3,70,adult,0,NNP_GIRM_0108,153,ok,Female,giraffe_masai,backleft
15891,829,photo_album_50,7,3,70,adult,0,IBEIS_PZ_1382,1655,ok,Male,zebra_plains,backleft
15892,829,photo_album_50,7,3,70,adult,0,IBEIS_PZ_1378,1651,ok,Male,zebra_plains,backleft
9067,8317,photo_album_49,7,3,70,infant,0,____,-9067,ok,UNKNOWN NAME,giraffe_masai,right
14127,758,photo_album_33,7,3,70,adult,1,IBEIS_PZ_0444,717,good,Male,zebra_plains,left
15401,550,photo_album_59,7,3,70,infant,0,____,-15401,ok,UNKNOWN NAME,zebra_plains,right
15528,242,photo_album_38,7,3,70,adult,1,IBEIS_PZ_1908,2181,excellent,UNKNOWN SEX,zebra_plains,left
10789,8181,photo_album_100,7,3,70,adult,1,IBEIS_PZ_0113,386,good,Male,zebra_plains,left
10790,8181,photo_album_100,7,3,70,"juvenille, one year old",1,IBEIS_PZ_0106,379,excellent,Male,zebra_plains,left
8926,8322,photo_album_55,7,3,70,"juvenille, two year old",0,NNP_GIRM_0068,90,good,Male,giraffe_masai,left
13854,5675,photo_album_62,7,3,70,adult,0,IBEIS_PZ_1553,1826,ok,Female,zebra_plains,left
8822,3138,photo_album_61,7,3,70,adult,0,NNP_GIRM_0059,79,ok,Female,giraffe_masai,right
16188,634,photo_album_72,7,3,70,infant,0,____,-16188,poor,UNKNOWN NAME,zebra_plains,left
14140,752,photo_album_26,7,3,70,infant,0,____,-14140,poor,UNKNOWN NAME,zebra_plains,backright
14141,752,photo_album_26,7,3,70,adult,0,IBEIS_PZ_1207,1480,poor,Female,zebra_plains,right
14151,703,photo_album_70,7,3,70,infant,1,IBEIS_PZ_1640,1913,excellent,UNKNOWN SEX,zebra_plains,left
12983,5010,photo_album_86,7,3,70,adult,0,IBEIS_PZ_0182,455,good,Male,zebra_plains,frontleft
13831,5755,photo_album_24,7,3,70,adult,0,IBEIS_PZ_0005,278,ok,Female,zebra_plains,left
13478,6134,photo_album_94,7,3,70,"juvenille, two year old",1,IBEIS_PZ_1150,1423,good,Female,zebra_plains,left
16011,562,photo_album_28,7,3,70,adult,1,IBEIS_PZ_1542,1815,ok,Female,zebra_plains,left
16012,562,photo_album_28,7,3,70,infant,0,____,-16012,poor,UNKNOWN NAME,zebra_plains,left
16013,562,photo_album_28,7,3,70,infant,0,____,-16013,junk,UNKNOWN NAME,zebra_plains,right
13285,364,photo_album_19,7,3,70,infant,0,____,-13285,excellent,UNKNOWN NAME,zebra_plains,right
9624,5109,photo_album_37,7,3,70,infant,1,NNP_GIRM_0148,247,ok,Female,giraffe_masai,left
14421,2372,photo_album_96,7,3,70,infant,0,IBEIS_PZ_1253,1526,good,Male,zebra_plains,left
9094,8327,photo_album_67,7,3,70,infant,0,____,-9094,poor,UNKNOWN NAME,giraffe_masai,right
12484,4905,photo_album_77,7,3,70,adult,0,IBEIS_PZ_0592,865,ok,Female,zebra_plains,left
14637,2005,photo_album_25,7,3,70,infant,0,IBEIS_PZ_1413,1686,ok,Male,zebra_plains,left
14638,2005,photo_album_25,7,3,70,infant,0,IBEIS_PZ_1278,1551,ok,Female,zebra_plains,left
14639,2005,photo_album_25,7,3,70,infant,0,IBEIS_PZ_1285,1558,ok,Female,zebra_plains,left
14640,2005,photo_album_25,7,3,70,"juvenille, two year old",1,IBEIS_PZ_1573,1846,good,Female,zebra_plains,left
14641,2005,photo_album_25,7,3,70,adult,0,IBEIS_PZ_1267,1540,ok,Female,zebra_plains,left
14642,2005,photo_album_25,7,3,70,adult,0,IBEIS_PZ_1526,1799,good,Female,zebra_plains,left
15493,141,photo_album_38,7,3,70,infant,0,IBEIS_PZ_1543,1816,ok,Male,zebra_plains,left
15493,141,photo_album_75,7,3,70,infant,0,IBEIS_PZ_1543,1816,ok,Male,zebra_plains,left
15494,141,photo_album_38,7,3,70,infant,0,____,-15494,good,UNKNOWN NAME,zebra_plains,backleft
15494,141,photo_album_75,7,3,70,infant,0,____,-15494,good,UNKNOWN NAME,zebra_plains,backleft
10121,6466,photo_album_66,7,3,70,infant,0,____,-10121,poor,UNKNOWN NAME,giraffe_masai,left
10122,6466,photo_album_66,7,3,70,infant,0,____,-10122,ok,UNKNOWN NAME,giraffe_masai,backright
10123,6466,photo_album_66,7,3,70,infant,0,____,-10123,poor,UNKNOWN NAME,giraffe_masai,right
16135,415,photo_album_32,7,3,70,infant,0,____,-16135,poor,UNKNOWN NAME,zebra_plains,right
11127,8500,photo_album_73,7,3,70,"juvenille, two year old",0,IBEIS_PZ_0056,329,good,Female,zebra_plains,frontleft
14310,2492,photo_album_53,7,3,70,"juvenille, two year old",0,IBEIS_PZ_1294,1567,good,Male,zebra_plains,left
14874,1538,photo_album_12,6,3,66.66666667,adult,0,IBEIS_PZ_1241,1514,ok,Female,zebra_plains,left
14875,1538,photo_album_12,6,3,66.66666667,adult,0,IBEIS_PZ_1277,1550,good,Male,zebra_plains,left
14876,1538,photo_album_12,6,3,66.66666667,adult,0,IBEIS_PZ_1892,2165,poor,Female,zebra_plains,left
16088,611,photo_album_28,6,3,66.66666667,infant,0,____,-16088,ok,UNKNOWN NAME,zebra_plains,right
10251,7849,photo_album_16,6,3,66.66666667,adult,0,IBEIS_PZ_0180,453,poor,Female,zebra_plains,right
10252,7849,photo_album_16,6,3,66.66666667,infant,0,IBEIS_PZ_0015,288,junk,UNKNOWN SEX,zebra_plains,left
10253,7849,photo_album_16,6,3,66.66666667,"juvenille, two year old",0,IBEIS_PZ_0184,457,ok,Male,zebra_plains,left
10254,7849,photo_album_16,6,3,66.66666667,adult,0,IBEIS_PZ_0031,304,good,Female,zebra_plains,left
11697,8924,photo_album_23,6,3,66.66666667,infant,0,IBEIS_PZ_0555,828,poor,Male,zebra_plains,left
11698,8924,photo_album_23,6,3,66.66666667,adult,0,IBEIS_PZ_0556,829,poor,UNKNOWN SEX,zebra_plains,left
10736,8143,photo_album_30,6,3,66.66666667,adult,0,IBEIS_PZ_0105,378,ok,Female,zebra_plains,frontleft
10737,8143,photo_album_30,6,3,66.66666667,infant,0,IBEIS_PZ_0122,395,ok,Male,zebra_plains,left
14751,1771,photo_album_22,6,3,66.66666667,adult,1,IBEIS_PZ_0571,844,excellent,Male,zebra_plains,left
13840,5664,photo_album_24,6,3,66.66666667,infant,0,____,-13840,good,UNKNOWN NAME,zebra_plains,backleft
14775,1753,photo_album_22,6,3,66.66666667,"juvenille, two year old",0,IBEIS_PZ_1219,1492,junk,Female,zebra_plains,left
9375,498,photo_album_20,6,3,66.66666667,infant,0,____,-9375,junk,UNKNOWN NAME,giraffe_masai,left
11130,8502,photo_album_23,6,3,66.66666667,adult,0,IBEIS_PZ_0499,772,ok,Female,zebra_plains,left
