AID,GID,Album,Shared,Not Shared,Proportion,AGE,EXEMPLAR_FLAG,INDIVIDUAL_NAME,NID,QUALITY,SEX,SPECIES,VIEW_POINT
12587,3318,photo_album_7,5,4,55.55555556,"juvenille, two year old",0,IBEIS_PZ_0902,1175,good,Female,zebra_plains,backleft
15384,531,photo_album_20,5,4,55.55555556,infant,0,IBEIS_PZ_0884,1157,ok,Female,zebra_plains,left
8818,8335,photo_album_11,5,4,55.55555556,adult,0,NNP_GIRM_0046,60,ok,Male,giraffe_masai,left
10499,8015,photo_album_30,5,4,55.55555556,"juvenille, two year old",0,IBEIS_PZ_0056,329,ok,Female,zebra_plains,backleft
10500,8015,photo_album_30,5,4,55.55555556,adult,0,IBEIS_PZ_0061,334,ok,Female,zebra_plains,backleft
10501,8015,photo_album_30,5,4,55.55555556,adult,0,IBEIS_PZ_0057,330,ok,Male,zebra_plains,backleft
10502,8015,photo_album_30,5,4,55.55555556,infant,0,IBEIS_PZ_0055,328,poor,Male,zebra_plains,backleft
14147,736,photo_album_26,5,4,55.55555556,adult,0,IBEIS_PZ_0105,378,good,Female,zebra_plains,left
11767,9007,photo_album_23,5,4,55.55555556,adult,0,IBEIS_PZ_0596,869,poor,Female,zebra_plains,left
12283,1306,photo_album_15,5,4,55.55555556,adult,0,IBEIS_PZ_0394,667,ok,Female,zebra_plains,frontleft
12284,1306,photo_album_15,5,4,55.55555556,"juvenille, one year old",0,IBEIS_PZ_0423,696,ok,Female,zebra_plains,frontleft
12285,1306,photo_album_15,5,4,55.55555556,adult,0,IBEIS_PZ_1111,1384,good,Female,zebra_plains,left
12286,1306,photo_album_15,5,4,55.55555556,adult,0,IBEIS_PZ_1424,1697,good,Female,zebra_plains,left
14978,1973,photo_album_25,5,4,55.55555556,adult,0,IBEIS_PZ_1424,1697,ok,Female,zebra_plains,left
14979,1973,photo_album_25,5,4,55.55555556,adult,1,IBEIS_PZ_1111,1384,excellent,Female,zebra_plains,left
16016,471,photo_album_28,5,4,55.55555556,infant,0,____,-16016,ok,UNKNOWN NAME,zebra_plains,front
14622,1786,photo_album_22,5,4,55.55555556,"juvenille, one year old",0,IBEIS_PZ_1228,1501,good,Male,zebra_plains,left
14623,1786,photo_album_22,5,4,55.55555556,adult,0,IBEIS_PZ_1275,1548,ok,Male,zebra_plains,left
14585,1561,photo_album_12,5,4,55.55555556,"juvenille, one year old",1,IBEIS_PZ_1290,1563,good,Male,zebra_plains,left
13839,5674,photo_album_62,5,5,50,infant,0,IBEIS_PZ_1725,1998,ok,Female,zebra_plains,left
13425,3,photo_album_8,5,5,50,infant,0,____,-13425,excellent,UNKNOWN NAME,zebra_plains,backleft
12978,4968,photo_album_86,5,5,50,infant,0,____,-12978,good,UNKNOWN NAME,zebra_plains,backright
12979,4968,photo_album_86,5,5,50,infant,0,____,-12979,good,UNKNOWN NAME,zebra_plains,backright
16180,610,photo_album_59,5,5,50,infant,0,____,-16180,good,UNKNOWN NAME,zebra_plains,right
16181,610,photo_album_59,5,5,50,infant,0,____,-16181,good,UNKNOWN NAME,zebra_plains,backright
16182,610,photo_album_59,5,5,50,infant,0,____,-16182,good,UNKNOWN NAME,zebra_plains,right
11511,8800,photo_album_23,5,5,50,adult,0,IBEIS_PZ_0407,680,ok,Male,zebra_plains,left
11512,8800,photo_album_23,5,5,50,adult,1,IBEIS_PZ_0174,447,ok,UNKNOWN SEX,zebra_plains,left
8954,8336,photo_album_42,5,5,50,adult,0,NNP_GIRM_0046,60,ok,Male,giraffe_masai,left
12505,3358,photo_album_92,5,5,50,adult,1,IBEIS_PZ_0912,1185,good,Male,zebra_plains,left
9365,518,photo_album_36,5,5,50,adult,1,NNP_GIRM_0142,225,ok,Male,giraffe_masai,left
9366,518,photo_album_36,5,5,50,infant,0,____,-9366,junk,UNKNOWN NAME,giraffe_masai,left
12996,4994,photo_album_91,5,5,50,adult,1,IBEIS_PZ_1467,1740,ok,Male,zebra_plains,left
14511,5189,photo_album_39,5,5,50,adult,0,IBEIS_PZ_0025,298,good,Female,zebra_plains,left
10658,8096,photo_album_30,5,5,50,adult,0,IBEIS_PZ_0101,374,poor,Female,zebra_plains,frontleft
10659,8096,photo_album_30,5,5,50,adult,1,IBEIS_PZ_0089,362,good,Male,zebra_plains,left
17276,2777,photo_album_79,5,5,50,infant,0,____,-17276,poor,UNKNOWN NAME,zebra_plains,left
12707,3262,photo_album_13,4,4,50,infant,1,IBEIS_PZ_0939,1212,ok,UNKNOWN SEX,zebra_plains,left
14234,767,photo_album_26,5,5,50,adult,0,IBEIS_PZ_1892,2165,ok,Female,zebra_plains,left
14235,767,photo_album_26,5,5,50,"juvenille, two year old",0,IBEIS_PZ_1573,1846,junk,Female,zebra_plains,left
13855,5668,photo_album_62,5,5,50,adult,0,IBEIS_PZ_1821,2094,ok,Female,zebra_plains,left
10603,8063,photo_album_100,5,5,50,adult,0,IBEIS_PZ_0079,352,good,Female,zebra_plains,left
10604,8063,photo_album_100,5,5,50,adult,1,IBEIS_PZ_0065,338,good,Male,zebra_plains,left
14172,729,photo_album_26,5,5,50,infant,1,IBEIS_PZ_1648,1921,excellent,Female,zebra_plains,left
9043,8331,photo_album_49,5,5,50,adult,0,NNP_GIRM_0022,27,ok,Female,giraffe_masai,left
15296,1975,photo_album_54,5,5,50,adult,0,IBEIS_PZ_0610,883,good,Male,zebra_plains,left
15297,1975,photo_album_54,5,5,50,adult,0,IBEIS_PZ_1424,1697,ok,Female,zebra_plains,left
14124,772,photo_album_33,5,5,50,infant,0,IBEIS_PZ_1229,1502,ok,Female,zebra_plains,left
14125,772,photo_album_33,5,5,50,"juvenille, one year old",0,IBEIS_PZ_1290,1563,poor,Male,zebra_plains,left
12093,9380,photo_album_78,5,5,50,"juvenille, one year old",1,IBEIS_PZ_0764,1037,ok,Female,zebra_plains,left
12094,9380,photo_album_78,5,5,50,adult,0,IBEIS_PZ_0761,1034,ok,Female,zebra_plains,left
12095,9380,photo_album_78,5,5,50,infant,0,IBEIS_PZ_0767,1040,ok,UNKNOWN SEX,zebra_plains,right
16058,474,photo_album_72,5,5,50,infant,0,____,-16058,poor,UNKNOWN NAME,zebra_plains,backleft
11850,9052,photo_album_78,5,5,50,adult,0,IBEIS_PZ_0099,372,poor,Female,zebra_plains,left
10394,7943,photo_album_16,5,5,50,infant,0,IBEIS_PZ_0001,274,ok,Female,zebra_plains,left
10395,7943,photo_album_16,5,5,50,adult,0,IBEIS_PZ_0040,313,ok,Female,zebra_plains,back
15001,2234,photo_album_53,5,5,50,adult,0,IBEIS_PZ_1276,1549,good,Male,zebra_plains,left
15002,2234,photo_album_53,5,5,50,"juvenille, two year old",0,IBEIS_PZ_1274,1547,ok,Male,zebra_plains,left
17176,2733,photo_album_21,5,5,50,infant,0,____,-17176,junk,UNKNOWN NAME,zebra_plains,left
15666,818,photo_album_48,5,5,50,infant,0,____,-15666,good,UNKNOWN NAME,zebra_plains,back
15667,818,photo_album_48,5,5,50,adult,0,IBEIS_PZ_1497,1770,ok,Female,zebra_plains,backleft
15668,818,photo_album_48,5,5,50,infant,0,____,-15668,ok,UNKNOWN NAME,zebra_plains,back
15954,576,photo_album_72,5,5,50,infant,0,____,-15954,ok,UNKNOWN NAME,zebra_plains,backleft
13863,5665,photo_album_3,5,5,50,adult,1,IBEIS_PZ_0528,801,good,Female,zebra_plains,left
14152,782,photo_album_26,5,5,50,adult,0,IBEIS_PZ_1283,1556,ok,Female,zebra_plains,left
10677,8107,photo_album_30,5,5,50,infant,1,IBEIS_PZ_0159,432,ok,UNKNOWN SEX,zebra_plains,left
12553,3117,photo_album_61,5,5,50,adult,0,IBEIS_PZ_0878,1151,poor,Female,zebra_plains,left
12554,3117,photo_album_61,5,5,50,infant,0,IBEIS_PZ_0891,1164,junk,UNKNOWN SEX,zebra_plains,right
13112,6835,photo_album_34,5,5,50,adult,0,IBEIS_PZ_0991,1264,ok,Female,zebra_plains,right
14121,710,photo_album_70,5,5,50,adult,0,IBEIS_PZ_1447,1720,good,Male,zebra_plains,left
14634,1982,photo_album_54,5,5,50,adult,0,IBEIS_PZ_1267,1540,poor,Female,zebra_plains,left
14635,1982,photo_album_54,5,5,50,adult,0,IBEIS_PZ_1268,1541,ok,Male,zebra_plains,front
14636,1982,photo_album_54,5,5,50,"juvenille, two year old",0,IBEIS_PZ_1261,1534,ok,Female,zebra_plains,left
10731,8141,photo_album_100,5,5,50,"juvenille, one year old",0,IBEIS_PZ_0107,380,ok,Female,zebra_plains,frontleft
10732,8141,photo_album_100,5,5,50,adult,0,IBEIS_PZ_0121,394,ok,Male,zebra_plains,left
10733,8141,photo_album_100,5,5,50,adult,0,IBEIS_PZ_0105,378,ok,Female,zebra_plains,frontleft
12092,9384,photo_album_23,4,4,50,adult,1,IBEIS_PZ_0763,1036,ok,Female,zebra_plains,left
12438,4885,photo_album_51,5,5,50,adult,0,IBEIS_PZ_0845,1118,poor,Male,zebra_plains,left
9346,519,photo_album_59,5,5,50,adult,1,NNP_GIRM_0105,146,good,Female,giraffe_masai,left
9737,7720,photo_album_87,5,5,50,adult,0,NNP_GIRM_0131,199,ok,Male,giraffe_masai,backleft
16010,5045,photo_album_37,5,5,50,infant,0,____,-16010,ok,UNKNOWN NAME,zebra_plains,backleft
9558,5013,photo_album_86,5,5,50,"juvenille, one year old",0,NNP_GIRM_0115,166,ok,Male,giraffe_masai,left
15414,601,photo_album_72,5,5,50,infant,0,____,-15414,poor,UNKNOWN NAME,zebra_plains,right
15634,916,photo_album_48,5,5,50,adult,1,IBEIS_PZ_0044,317,good,Female,zebra_plains,left
17140,2690,photo_album_21,5,5,50,infant,0,____,-17140,poor,UNKNOWN NAME,zebra_plains,right
17141,2690,photo_album_21,5,5,50,"juvenille, two year old",0,IBEIS_PZ_0395,668,ok,Female,zebra_plains,left
18237,3695,photo_album_52,5,5,50,adult,1,IBEIS_PZ_0027,300,excellent,Male,zebra_plains,left
13027,4980,photo_album_4,5,5,50,infant,1,IBEIS_PZ_1479,1752,ok,UNKNOWN SEX,zebra_plains,left
13028,4980,photo_album_4,5,5,50,infant,0,IBEIS_PZ_1477,1750,good,UNKNOWN SEX,zebra_plains,right
8859,9368,photo_album_78,5,5,50,adult,0,NNP_GIRM_0062,82,poor,Male,giraffe_masai,left
13306,357,photo_album_82,5,5,50,infant,0,____,-13306,good,UNKNOWN NAME,zebra_plains,right
15447,130,photo_album_97,5,5,50,adult,1,IBEIS_PZ_1717,1990,excellent,Male,zebra_plains,left
9169,403,photo_album_19,5,5,50,infant,0,____,-9169,excellent,UNKNOWN NAME,giraffe_masai,right
12967,5349,photo_album_81,5,5,50,infant,0,____,-12967,poor,UNKNOWN NAME,zebra_plains,front
12968,5349,photo_album_81,5,5,50,infant,0,____,-12968,ok,UNKNOWN NAME,zebra_plains,front
12969,5349,photo_album_81,5,5,50,"juvenille, two year old",0,IBEIS_PZ_0271,544,ok,Female,zebra_plains,left
12970,5349,photo_album_81,5,5,50,infant,0,____,-12970,good,UNKNOWN NAME,zebra_plains,right
12971,5349,photo_album_81,5,5,50,infant,0,____,-12971,poor,UNKNOWN NAME,zebra_plains,right
12998,4988,photo_album_4,5,5,50,"juvenille, one year old",0,IBEIS_PZ_1386,1659,ok,Female,zebra_plains,frontleft
12999,4988,photo_album_4,5,5,50,"juvenille, one year old",0,IBEIS_PZ_1470,1743,ok,UNKNOWN SEX,zebra_plains,right
17801,6441,photo_album_66,5,5,50,adult,1,IBEIS_PZ_1818,2091,ok,Female,zebra_plains,left
15389,564,photo_album_72,5,5,50,infant,0,____,-15389,poor,UNKNOWN NAME,zebra_plains,left
15390,564,photo_album_72,5,5,50,adult,1,IBEIS_PZ_1582,1855,ok,UNKNOWN SEX,zebra_plains,frontleft
9051,8346,photo_album_42,5,5,50,adult,0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
9052,8346,photo_album_42,5,5,50,"juvenille, one year old",0,NNP_GIRM_0047,63,ok,Female,giraffe_masai,left
8828,8318,photo_album_49,5,5,50,infant,0,____,-8828,poor,UNKNOWN NAME,giraffe_masai,right
13313,376,photo_album_19,5,5,50,infant,0,____,-13313,ok,UNKNOWN NAME,zebra_plains,frontright
12575,3118,photo_album_6,5,5,50,adult,0,IBEIS_PZ_0878,1151,junk,Female,zebra_plains,left
12576,3118,photo_album_6,5,5,50,infant,0,IBEIS_PZ_0891,1164,poor,UNKNOWN SEX,zebra_plains,right
10898,8276,photo_album_43,5,5,50,adult,1,IBEIS_PZ_0278,551,ok,UNKNOWN SEX,zebra_plains,left
13254,7757,photo_album_27,5,5,50,infant,0,IBEIS_PZ_1098,1371,junk,UNKNOWN SEX,zebra_plains,left
10376,7929,photo_album_47,5,5,50,infant,0,IBEIS_PZ_0212,485,junk,Male,zebra_plains,left
10377,7929,photo_album_47,5,5,50,adult,0,IBEIS_PZ_0219,492,poor,Female,zebra_plains,left
15771,4842,photo_album_44,5,5,50,adult,0,IBEIS_PZ_0595,868,ok,Male,zebra_plains,left
15772,4842,photo_album_44,5,5,50,"juvenille, two year old",0,IBEIS_PZ_0608,881,ok,Female,zebra_plains,left
8843,8337,photo_album_42,5,5,50,infant,0,NNP_GIRM_0002,2,ok,Male,giraffe_masai,right
8843,8337,photo_album_80,5,5,50,infant,0,NNP_GIRM_0002,2,ok,Male,giraffe_masai,right
8843,8337,photo_album_49,5,5,50,infant,0,NNP_GIRM_0002,2,ok,Male,giraffe_masai,right
12537,3327,photo_album_93,5,5,50,adult,0,IBEIS_PZ_1567,1840,ok,Male,zebra_plains,left
16003,5049,photo_album_37,5,5,50,infant,0,____,-16003,junk,UNKNOWN NAME,zebra_plains,left
16004,5049,photo_album_37,5,5,50,"juvenille, two year old",1,IBEIS_PZ_1847,2120,good,Male,zebra_plains,left
10274,7858,photo_album_47,5,5,50,infant,1,IBEIS_PZ_0029,302,ok,UNKNOWN SEX,zebra_plains,left
10275,7858,photo_album_47,5,5,50,adult,0,IBEIS_PZ_0204,477,poor,Female,zebra_plains,back
10368,7922,photo_album_16,5,5,50,"juvenille, one year old",0,IBEIS_PZ_0227,500,poor,Female,zebra_plains,backleft
13417,27,photo_album_8,5,5,50,infant,0,____,-13417,good,UNKNOWN NAME,zebra_plains,right
9655,6932,photo_album_34,5,5,50,adult,1,NNP_GIRM_0119,172,good,Female,giraffe_masai,left
9656,6932,photo_album_34,5,5,50,adult,0,NNP_GIRM_0105,146,ok,Female,giraffe_masai,frontleft
12527,3375,photo_album_93,5,5,50,adult,0,IBEIS_PZ_0920,1193,good,Female,zebra_plains,right
12528,3375,photo_album_93,5,5,50,adult,0,IBEIS_PZ_0962,1235,poor,Female,zebra_plains,left
15149,2419,photo_album_96,5,5,50,adult,1,IBEIS_PZ_0551,824,good,Female,zebra_plains,left
8953,8359,photo_album_73,5,5,50,adult,0,NNP_GIRM_0016,19,ok,Female,giraffe_masai,right
12420,1321,photo_album_89,5,5,50,adult,0,IBEIS_PZ_1104,1377,good,Female,zebra_plains,backleft
15365,1968,photo_album_76,5,5,50,adult,0,IBEIS_PZ_1111,1384,good,Female,zebra_plains,left
15366,1968,photo_album_76,5,5,50,adult,0,IBEIS_PZ_1267,1540,poor,Female,zebra_plains,frontleft
15367,1968,photo_album_76,5,5,50,infant,0,IBEIS_PZ_1413,1686,good,Male,zebra_plains,frontleft
9101,8316,photo_album_17,5,5,50,adult,1,NNP_GIRM_0089,115,ok,Female,giraffe_masai,frontleft
12483,4916,photo_album_77,5,5,50,"juvenille, two year old",0,IBEIS_PZ_0829,1102,ok,Male,zebra_plains,backleft
11935,9181,photo_album_69,5,5,50,adult,1,IBEIS_PZ_0681,954,excellent,Female,zebra_plains,left
9714,1262,photo_album_40,5,5,50,infant,0,____,-9714,good,UNKNOWN NAME,giraffe_masai,right
12737,3157,photo_album_6,5,5,50,adult,1,IBEIS_PZ_0169,442,good,Male,zebra_plains,left
14133,735,photo_album_70,5,5,50,adult,1,IBEIS_PZ_0131,404,excellent,Male,zebra_plains,left
9410,976,photo_album_83,5,5,50,infant,0,____,-9410,junk,UNKNOWN NAME,giraffe_masai,left
13775,6174,photo_album_94,5,5,50,adult,0,IBEIS_PZ_1122,1395,good,Male,zebra_plains,backleft
13038,5009,photo_album_4,5,5,50,infant,1,IBEIS_PZ_1390,1663,excellent,UNKNOWN SEX,zebra_plains,left
16714,2892,photo_album_79,5,5,50,"juvenille, one year old",0,IBEIS_PZ_1698,1971,ok,Male,zebra_plains,left
16715,2892,photo_album_79,5,5,50,adult,0,IBEIS_PZ_1350,1623,ok,Female,zebra_plains,left
16716,2892,photo_album_79,5,5,50,infant,0,____,-16716,poor,UNKNOWN NAME,zebra_plains,left
9120,8352,photo_album_55,5,5,50,adult,0,NNP_GIRM_0111,158,ok,Male,giraffe_masai,left
9121,8352,photo_album_55,5,5,50,"juvenille, one year old",1,NNP_GIRM_0047,63,good,Female,giraffe_masai,left
15218,2458,photo_album_53,5,5,50,infant,0,IBEIS_PZ_1413,1686,good,Male,zebra_plains,left
15219,2458,photo_album_53,5,5,50,adult,0,IBEIS_PZ_1267,1540,good,Female,zebra_plains,left
15220,2458,photo_album_53,5,5,50,adult,0,IBEIS_PZ_1526,1799,ok,Female,zebra_plains,left
15221,2458,photo_album_53,5,5,50,adult,0,IBEIS_PZ_1892,2165,poor,Female,zebra_plains,left
13240,7775,photo_album_71,5,5,50,adult,0,IBEIS_PZ_1094,1367,good,Female,zebra_plains,right
12606,3341,photo_album_84,5,5,50,adult,0,IBEIS_PZ_1567,1840,good,Male,zebra_plains,backleft
15866,812,photo_album_48,5,5,50,adult,0,IBEIS_PZ_1372,1645,poor,UNKNOWN SEX,zebra_plains,frontleft
9028,8329,photo_album_55,5,5,50,"juvenille, one year old",0,NNP_GIRM_0035,47,ok,Male,giraffe_masai,right
16351,7426,photo_album_5,4,4,50,infant,0,____,-16351,poor,UNKNOWN NAME,zebra_plains,backright
16352,7426,photo_album_5,4,4,50,infant,0,____,-16352,ok,UNKNOWN NAME,zebra_plains,backright
16353,7426,photo_album_5,4,4,50,infant,0,____,-16353,ok,UNKNOWN NAME,zebra_plains,back
13155,7037,photo_album_34,5,5,50,adult,1,IBEIS_PZ_1019,1292,ok,UNKNOWN SEX,zebra_plains,left
12413,1307,photo_album_89,5,5,50,adult,0,IBEIS_PZ_1111,1384,ok,Female,zebra_plains,left
12414,1307,photo_album_89,5,5,50,"juvenille, one year old",0,IBEIS_PZ_0423,696,ok,Female,zebra_plains,frontleft
12415,1307,photo_album_89,5,5,50,adult,1,IBEIS_PZ_1424,1697,excellent,Female,zebra_plains,left
14164,776,photo_album_33,5,5,50,adult,0,IBEIS_PZ_1279,1552,ok,Female,zebra_plains,left
9407,978,photo_album_56,5,5,50,infant,0,____,-9407,junk,UNKNOWN NAME,giraffe_masai,right
15898,978,photo_album_56,5,5,50,infant,0,____,-15898,ok,UNKNOWN NAME,zebra_plains,back
15899,978,photo_album_56,5,5,50,infant,0,____,-15899,poor,UNKNOWN NAME,zebra_plains,right
15900,978,photo_album_56,5,5,50,infant,0,____,-15900,junk,UNKNOWN NAME,zebra_plains,right
13283,374,photo_album_46,5,5,50,infant,1,IBEIS_PZ_1482,1755,good,UNKNOWN SEX,zebra_plains,left
13284,374,photo_album_46,5,5,50,adult,1,IBEIS_PZ_1492,1765,ok,UNKNOWN SEX,zebra_plains,left
14486,5140,photo_album_37,5,5,50,adult,0,IBEIS_PZ_1685,1958,good,Female,zebra_plains,left
13296,369,photo_album_1,5,5,50,infant,0,____,-13296,good,UNKNOWN NAME,zebra_plains,backright
12673,3102,photo_album_98,5,5,50,adult,1,IBEIS_PZ_0889,1162,ok,Female,zebra_plains,left
12697,3369,photo_album_95,5,5,50,infant,0,IBEIS_PZ_0917,1190,good,UNKNOWN SEX,zebra_plains,right
10846,8228,photo_album_43,5,5,50,"juvenille, one year old",1,IBEIS_PZ_0294,567,ok,Female,zebra_plains,left
17745,6560,photo_album_45,5,5,50,adult,0,IBEIS_PZ_0071,344,ok,Male,zebra_plains,left
13295,394,photo_album_46,5,5,50,infant,1,IBEIS_PZ_1489,1762,good,UNKNOWN SEX,zebra_plains,frontleft
13272,399,photo_album_82,5,5,50,adult,1,IBEIS_PZ_0895,1168,good,Female,zebra_plains,left
13132,7049,photo_album_34,5,5,50,adult,0,IBEIS_PZ_1013,1286,poor,UNKNOWN SEX,zebra_plains,left
13133,7049,photo_album_34,5,5,50,adult,1,IBEIS_PZ_0888,1161,good,Female,zebra_plains,left
15526,160,photo_album_38,5,5,50,infant,1,IBEIS_PZ_0517,790,ok,Male,zebra_plains,left
15998,570,photo_album_59,5,5,50,adult,1,IBEIS_PZ_1575,1848,good,Male,zebra_plains,frontleft
12778,1254,photo_album_40,5,5,50,adult,1,IBEIS_PZ_0722,995,excellent,Female,zebra_plains,left
12779,1254,photo_album_40,5,5,50,infant,1,IBEIS_PZ_1102,1375,excellent,Female,zebra_plains,left
12780,1254,photo_album_40,5,5,50,adult,1,IBEIS_PZ_1113,1386,ok,Male,zebra_plains,left
14223,1254,photo_album_40,5,5,50,infant,0,____,-14223,poor,UNKNOWN NAME,zebra_plains,left
13389,56,photo_album_8,5,5,50,infant,0,____,-13389,poor,UNKNOWN NAME,zebra_plains,backright
12470,4914,photo_album_77,5,5,50,infant,1,IBEIS_PZ_0859,1132,good,UNKNOWN SEX,zebra_plains,left
16867,3060,photo_album_79,5,5,50,adult,1,IBEIS_PZ_0792,1065,good,Male,zebra_plains,left
16868,3060,photo_album_79,5,5,50,infant,0,____,-16868,ok,UNKNOWN NAME,zebra_plains,back
9278,5711,photo_album_41,5,5,50,infant,0,____,-9278,junk,UNKNOWN NAME,giraffe_masai,right
9279,5711,photo_album_41,5,5,50,infant,0,____,-9279,poor,UNKNOWN NAME,giraffe_masai,right
13979,1819,photo_album_54,5,5,50,adult,0,IBEIS_PZ_0444,717,ok,Male,zebra_plains,left
9630,5226,photo_album_39,5,5,50,adult,0,NNP_GIRM_0095,124,ok,Female,giraffe_masai,left
9565,5021,photo_album_4,5,5,50,"juvenille, one year old",1,NNP_GIRM_0116,167,good,Male,giraffe_masai,left
8818,8335,photo_album_67,5,5,50,adult,0,NNP_GIRM_0046,60,ok,Male,giraffe_masai,left
15959,5259,photo_album_39,5,5,50,adult,0,IBEIS_PZ_1821,2094,good,Female,zebra_plains,left
15960,5259,photo_album_39,5,5,50,adult,1,IBEIS_PZ_0528,801,good,Female,zebra_plains,left
15961,5259,photo_album_39,5,5,50,infant,0,____,-15961,poor,UNKNOWN NAME,zebra_plains,backleft
11695,8925,photo_album_69,5,5,50,infant,0,IBEIS_PZ_0555,828,poor,Male,zebra_plains,left
11696,8925,photo_album_69,5,5,50,adult,1,IBEIS_PZ_0556,829,ok,UNKNOWN SEX,zebra_plains,left
12493,4924,photo_album_58,5,5,50,adult,0,IBEIS_PZ_0404,677,poor,Female,zebra_plains,left
12494,4924,photo_album_58,5,5,50,"juvenille, two year old",0,IBEIS_PZ_0401,674,ok,Female,zebra_plains,backleft
14707,1928,photo_album_25,5,5,50,adult,1,IBEIS_PZ_1252,1525,excellent,Male,zebra_plains,left
8835,3144,photo_album_61,5,5,50,adult,0,NNP_GIRM_0059,79,poor,Female,giraffe_masai,right
9003,3084,photo_album_61,5,5,50,adult,0,NNP_GIRM_0018,22,ok,Male,giraffe_masai,right
13312,402,photo_album_82,5,5,50,infant,0,____,-13312,good,UNKNOWN NAME,zebra_plains,right
13290,379,photo_album_46,5,5,50,infant,0,____,-13290,ok,UNKNOWN NAME,zebra_plains,right
17973,4854,photo_album_44,5,5,50,adult,1,IBEIS_PZ_1658,1931,ok,Female,zebra_plains,left
17974,4854,photo_album_44,5,5,50,infant,0,____,-17974,ok,UNKNOWN NAME,zebra_plains,backleft
15909,4048,photo_album_99,5,5,50,adult,0,IBEIS_PZ_1602,1875,ok,Female,zebra_plains,left
15052,2319,photo_album_96,5,5,50,adult,1,IBEIS_PZ_0377,650,excellent,Female,zebra_plains,left
9492,1012,photo_album_90,5,5,50,adult,0,NNP_GIRM_0151,273,ok,Male,giraffe_masai,left
9149,8350,photo_album_67,5,5,50,adult,0,NNP_GIRM_0022,27,ok,Female,giraffe_masai,left
9192,306,photo_album_75,5,5,50,adult,0,NNP_GIRM_0055,74,ok,Female,giraffe_masai,left
12488,4934,photo_album_51,5,5,50,adult,1,IBEIS_PZ_0847,1120,ok,UNKNOWN SEX,zebra_plains,left
12742,3373,photo_album_93,5,5,50,adult,1,IBEIS_PZ_0890,1163,good,Male,zebra_plains,left
15450,159,photo_album_97,5,5,50,infant,0,IBEIS_PZ_0517,790,ok,Male,zebra_plains,left
13323,371,photo_album_82,5,5,50,infant,0,____,-13323,good,UNKNOWN NAME,zebra_plains,right
11282,8625,photo_album_78,5,5,50,adult,0,IBEIS_PZ_0205,478,ok,Male,zebra_plains,left
9067,8317,photo_album_67,5,5,50,infant,0,____,-9067,ok,UNKNOWN NAME,giraffe_masai,right
13000,4972,photo_album_4,5,5,50,infant,1,IBEIS_PZ_1396,1669,good,UNKNOWN SEX,zebra_plains,left
13001,4972,photo_album_4,5,5,50,adult,1,IBEIS_PZ_1393,1666,good,Male,zebra_plains,left
13002,4972,photo_album_4,5,5,50,adult,1,IBEIS_PZ_1392,1665,good,Female,zebra_plains,left
16812,2674,photo_album_21,5,5,50,adult,0,IBEIS_PZ_1896,2169,ok,Female,zebra_plains,left
9629,6970,photo_album_34,5,5,50,"juvenille, two year old",1,NNP_GIRM_0080,104,ok,Female,giraffe_masai,frontleft
9216,311,photo_album_75,5,5,50,infant,0,____,-9216,poor,UNKNOWN NAME,giraffe_masai,left
10685,8113,photo_album_100,5,5,50,"juvenille, two year old",1,IBEIS_PZ_0082,355,excellent,Female,zebra_plains,left
9574,6918,photo_album_34,5,5,50,adult,1,NNP_GIRM_0004,4,good,Male,giraffe_masai,left
12980,5002,photo_album_4,5,5,50,infant,0,IBEIS_PZ_1389,1662,ok,UNKNOWN SEX,zebra_plains,backleft
11531,8820,photo_album_78,5,5,50,adult,0,IBEIS_PZ_0383,656,ok,Female,zebra_plains,backleft
11653,8820,photo_album_78,5,5,50,"juvenille, two year old",1,IBEIS_PZ_0388,661,ok,Female,zebra_plains,left
10369,7924,photo_album_47,5,5,50,adult,0,IBEIS_PZ_0207,480,good,Female,zebra_plains,backleft
8801,8328,photo_album_80,5,5,50,infant,0,____,-8801,poor,UNKNOWN NAME,giraffe_masai,backleft
11059,8444,photo_album_69,5,5,50,adult,1,IBEIS_PZ_0527,800,ok,Male,zebra_plains,left
12476,4904,photo_album_35,5,5,50,adult,0,IBEIS_PZ_0839,1112,ok,UNKNOWN SEX,zebra_plains,right
12477,4904,photo_album_35,5,5,50,adult,0,IBEIS_PZ_0836,1109,ok,Female,zebra_plains,backleft
11699,8923,photo_album_23,5,5,50,adult,0,IBEIS_PZ_0556,829,junk,UNKNOWN SEX,zebra_plains,left
11700,8923,photo_album_23,5,5,50,infant,1,IBEIS_PZ_0555,828,ok,Male,zebra_plains,left
15381,556,photo_album_72,5,5,50,infant,0,____,-15381,poor,UNKNOWN NAME,zebra_plains,left
13299,388,photo_album_1,5,5,50,infant,1,IBEIS_PZ_1480,1753,good,UNKNOWN SEX,zebra_plains,left
9958,2813,photo_album_79,5,5,50,"juvenille, two year old",1,NNP_GIRM_0068,90,good,Male,giraffe_masai,left
18699,4852,photo_album_44,5,5,50,infant,0,____,-18699,poor,UNKNOWN NAME,zebra_plains,left
13971,2002,photo_album_76,5,5,50,infant,0,IBEIS_PZ_1269,1542,poor,Female,zebra_plains,left
13972,2002,photo_album_76,5,5,50,adult,0,IBEIS_PZ_0610,883,good,Male,zebra_plains,left
