threshold,all,giraffes,zebras
40,3198.3423423423424,203.57142857142858,2990.346153846154
45,2956.8829787234044,198.0,2740.85393258427
50,3060.0,198.0,2840.6341463414633
55,2963.3283582089553,200.0,2754.5714285714284
60,2840.0689655172414,197.5,2632.9444444444443
65,2912.0,216.0,2710.3333333333335
70,2704.0,216.0,2502.8571428571427
75,3332.4444444444443,240.0,3360.0
80,2586.6666666666665,240.0,2520.0
85,1698.6666666666667,234.0,1508.8
