threshold,all,giraffes,zebras
40,3620.9302325581393,176.8,3468.3529411764707
45,3620.9302325581393,176.8,3468.3529411764707
50,3293.619834710744,176.8,3138.738738738739
55,828.6666666666666,177.0,864.0
60,36200.0,1770.0,34680.0
65,36200.0,1770.0,34680.0
70,36200.0,1770.0,34680.0
75,36200.0,1770.0,34680.0
80,36200.0,1770.0,34680.0
85,36200.0,1770.0,34680.0
