threshold,all,giraffes,zebras
40,3620.9302325581393,176.8,3468.3529411764707
45,3620.9302325581393,176.8,3468.3529411764707
50,3265.6,175.1,3109.090909090909
55,36200.0,1770.0,34680.0
60,36200.0,1770.0,34680.0
65,36200.0,1770.0,34680.0
70,36200.0,1770.0,34680.0
75,36200.0,1770.0,34680.0
80,36200.0,1770.0,34680.0
85,36200.0,1770.0,34680.0
