num_images,all,giraffes,zebras
2,630.0,140.0,34680.0
3,616.0,136.0,34680.0
4,962.0,184.5,34680.0
5,1567.5,216.0,34680.0
6,1571.6666666666667,153.0,34680.0
7,1518.75,171.0,2808.0
8,1825.25,177.0,3600.0
9,2014.5,180.0,4116.0
10,2699.25,206.66666666666666,5865.0
11,3135.0,216.66666666666666,7000.0
12,3022.2,223.33333333333334,4410.0
13,2772.0,189.75,4884.0
14,3102.3333333333335,189.75,5644.5
15,3165.8571428571427,165.0,7020.0
16,2765.5555555555557,165.0,4053.0
17,2730.0,167.2,3613.4
18,2698.3636363636365,169.4,3336.6666666666665
19,2918.181818181818,171.6,3648.0
20,3156.3636363636365,173.8,3989.5
21,3411.2727272727275,176.0,4351.333333333333
22,3233.6153846153848,160.0,4222.142857142857
23,3162.714285714286,160.0,3927.0
24,3419.4285714285716,162.0,4293.5
25,3008.9411764705883,162.0,3382.818181818182
26,3026.8333333333335,162.0,3340.5
27,3217.6666666666665,164.0,3577.5
28,3383.3333333333335,168.0,3772.0
29,3593.3333333333335,174.0,4047.0
30,3587.3684210526317,161.57142857142858,4263.0
31,3717.4736842105262,163.42857142857142,4432.75
32,3782.5,163.42857142857142,4420.153846153846
33,3949.8,163.42857142857142,4644.2307692307695
34,4079.85,167.14285714285714,4806.461538461538
35,4327.95,182.0,5109.0
36,4519.8,182.0,5371.692307692308
37,4440.380952380952,182.0,5170.285714285715
38,4221.304347826087,182.0,4767.9375
39,4132.5,182.0,4602.0
40,4091.6,182.0,4500.0
41,4076.3846153846152,164.5,4671.555555555556
42,4158.0,164.5,4779.166666666667
43,4096.2962962962965,164.5,4645.473684210527
44,4210.37037037037,164.5,4790.0
45,4193.571428571428,164.5,4718.85
46,3883.3548387096776,164.5,4218.260869565217
47,3732.4848484848485,156.66666666666666,4125.0
48,3636.5714285714284,156.66666666666666,3950.423076923077
49,3802.8571428571427,156.66666666666666,4151.692307692308
50,3540.6666666666665,156.66666666666666,3745.3333333333335
51,3579.6153846153848,156.66666666666666,3791.4
52,3489.268292682927,158.33333333333334,3645.0
53,3561.3658536585367,160.0,3726.25
54,3618.439024390244,160.0,3795.0
55,3726.731707317073,160.0,3920.0
56,3814.8536585365855,160.0,4022.15625
57,3898.048780487805,160.0,4118.4375
58,3701.181818181818,160.0,3844.5714285714284
59,3675.911111111111,160.0,3802.5
60,3646.7391304347825,160.0,3756.864864864865
61,3624.5106382978724,160.0,3720.315789473684
62,3669.4893617021276,160.0,3770.5263157894738
63,3745.6382978723404,161.66666666666666,3849.6315789473683
64,3786.1041666666665,172.44444444444446,3866.25641025641
65,3708.04,177.77777777777777,3752.756097560976
66,3768.08,177.77777777777777,3819.682926829268
67,3789.8823529411766,177.77777777777777,3833.1428571428573
68,3833.823529411765,179.55555555555554,3875.2380952380954
69,3839.2156862745096,179.55555555555554,3881.4285714285716
70,3814.076923076923,179.55555555555554,3844.6976744186045
71,3771.3584905660377,179.55555555555554,3789.590909090909
72,3742.909090909091,179.55555555555554,3743.804347826087
73,3777.125,179.55555555555554,3773.276595744681
74,3813.7678571428573,179.55555555555554,3812.68085106383
