threshold,all,giraffes,zebras
40,3582.0703125,173.4,3437.7118644067796
45,3587.362831858407,166.66666666666666,3450.0865384615386
50,3504.123076923077,207.5,3301.4754098360654
55,5359.5,294.0,5114.571428571428
60,36200.0,1770.0,34680.0
65,36200.0,1770.0,34680.0
70,36200.0,1770.0,34680.0
75,36200.0,1770.0,34680.0
80,36200.0,1770.0,34680.0
85,36200.0,1770.0,34680.0
