num_images,all_linear_sparse,giraffes_linear_sparse,zebras_linear_sparse,all_linear_non_sparse,giraffes_linear_non_sparse,zebras_linear_non_sparse,all_linear_non_zero,giraffes_linear_non_zero,zebras_linear_non_zero,all_linear_abv_mean,giraffes_linear_abv_mean,zebras_linear_abv_mean,all_ridge_sparse,giraffes_ridge_sparse,zebras_ridge_sparse,all_ridge_non_sparse,giraffes_ridge_non_sparse,zebras_ridge_non_sparse,all_ridge_non_zero,giraffes_ridge_non_zero,zebras_ridge_non_zero,all_ridge_abv_mean,giraffes_ridge_abv_mean,zebras_ridge_abv_mean,all_lasso_sparse,giraffes_lasso_sparse,zebras_lasso_sparse,all_lasso_non_sparse,giraffes_lasso_non_sparse,zebras_lasso_non_sparse,all_lasso_non_zero,giraffes_lasso_non_zero,zebras_lasso_non_zero,all_lasso_abv_mean,giraffes_lasso_abv_mean,zebras_lasso_abv_mean,all_svr_sparse,giraffes_svr_sparse,zebras_svr_sparse,all_svr_non_sparse,giraffes_svr_non_sparse,zebras_svr_non_sparse,all_svr_non_zero,giraffes_svr_non_zero,zebras_svr_non_zero,all_svr_abv_mean,giraffes_svr_abv_mean,zebras_svr_abv_mean,all_dtree_regressor_sparse,giraffes_dtree_regressor_sparse,zebras_dtree_regressor_sparse,all_dtree_regressor_non_sparse,giraffes_dtree_regressor_non_sparse,zebras_dtree_regressor_non_sparse,all_dtree_regressor_non_zero,giraffes_dtree_regressor_non_zero,zebras_dtree_regressor_non_zero,all_dtree_regressor_abv_mean,giraffes_dtree_regressor_abv_mean,zebras_dtree_regressor_abv_mean,all_linear_sparse_err,giraffes_linear_sparse_err,zebras_linear_sparse_err,all_linear_non_sparse_err,giraffes_linear_non_sparse_err,zebras_linear_non_sparse_err,all_linear_non_zero_err,giraffes_linear_non_zero_err,zebras_linear_non_zero_err,all_linear_abv_mean_err,giraffes_linear_abv_mean_err,zebras_linear_abv_mean_err,all_ridge_sparse_err,giraffes_ridge_sparse_err,zebras_ridge_sparse_err,all_ridge_non_sparse_err,giraffes_ridge_non_sparse_err,zebras_ridge_non_sparse_err,all_ridge_non_zero_err,giraffes_ridge_non_zero_err,zebras_ridge_non_zero_err,all_ridge_abv_mean_err,giraffes_ridge_abv_mean_err,zebras_ridge_abv_mean_err,all_lasso_sparse_err,giraffes_lasso_sparse_err,zebras_lasso_sparse_err,all_lasso_non_sparse_err,giraffes_lasso_non_sparse_err,zebras_lasso_non_sparse_err,all_lasso_non_zero_err,giraffes_lasso_non_zero_err,zebras_lasso_non_zero_err,all_lasso_abv_mean_err,giraffes_lasso_abv_mean_err,zebras_lasso_abv_mean_err,all_svr_sparse_err,giraffes_svr_sparse_err,zebras_svr_sparse_err,all_svr_non_sparse_err,giraffes_svr_non_sparse_err,zebras_svr_non_sparse_err,all_svr_non_zero_err,giraffes_svr_non_zero_err,zebras_svr_non_zero_err,all_svr_abv_mean_err,giraffes_svr_abv_mean_err,zebras_svr_abv_mean_err,all_dtree_regressor_sparse_err,giraffes_dtree_regressor_sparse_err,zebras_dtree_regressor_sparse_err,all_dtree_regressor_non_sparse_err,giraffes_dtree_regressor_non_sparse_err,zebras_dtree_regressor_non_sparse_err,all_dtree_regressor_non_zero_err,giraffes_dtree_regressor_non_zero_err,zebras_dtree_regressor_non_zero_err,all_dtree_regressor_abv_mean_err,giraffes_dtree_regressor_abv_mean_err,zebras_dtree_regressor_abv_mean_err
39,1725.7317073170734,129.6,1606.4722222222224,3660.34375,187.0,3624.111111111111,3223.783783783784,154.0,3221.8064516129034,2786.5384615384614,159.5,2710.242424242424,2915.7894736842104,176.0,2846.8125,3485.0,187.0,3422.586206896552,3336.3529411764707,172.0,3346.0,3221.4285714285716,157.66666666666666,3227.586206896552,3074.651162790697,213.0,2851.875,3074.651162790697,213.0,2851.875,3074.651162790697,213.0,2851.875,3074.651162790697,213.0,2851.875,3865.769230769231,151.125,4420.333333333333,3969.5384615384614,154.375,4550.0,3851.1538461538457,154.375,4400.555555555556,4132.5,182.0,4602.0,3592.2580645161293,246.66666666666663,3373.5,4314.72,222.0,4211.363636363636,3795.666666666666,187.5,3768.391304347826,3707.3793103448274,208.0,3539.8461538461543,52.32785338903112,26.779661016949156,53.67727156221965,-1.1144682320441988,-5.649717514124294,-4.5014737921312244,10.945199342989385,12.994350282485875,7.099006585556419,23.023799405014877,9.887005649717514,21.849987766942792,19.45332945623728,0.5649717514124294,17.91198096885813,3.729281767955801,-5.649717514124294,1.3095096050590518,7.835554111147217,2.824858757062147,3.5178777393310265,11.010260457774265,10.92278719397364,6.932346975301266,15.064885005781848,-20.338983050847457,17.766003460207614,15.064885005781848,-20.338983050847457,17.766003460207614,15.064885005781848,-20.338983050847457,17.766003460207614,15.064885005781848,-20.338983050847457,17.766003460207614,-6.7892052698682575,14.61864406779661,-27.460592079969235,-9.655758606034846,12.782485875706215,-31.199538638985008,-6.3854653633659035,12.782485875706215,-26.890298603101375,-14.157458563535911,-2.824858757062147,-32.69896193771626,0.7663518089467056,-39.35969868173256,2.7249134948096887,-19.19116022099448,-25.423728813559322,-21.43493761140819,-4.852670349907902,-5.932203389830509,-8.66180231683466,-2.413793103448272,-17.51412429378531,-2.0716884038683467
40,1721.166666666667,129.6,1600.2972972972973,3544.4117647058824,187.0,3480.689655172414,3285.1891891891887,154.0,3290.322580645161,2794.463414634147,159.5,2710.6285714285714,2982.157894736842,176.0,2918.71875,3475.3714285714286,189.2,3396.266666666667,3243.333333333333,172.0,3223.8,3298.285714285714,157.66666666666666,3311.3793103448274,3144.837209302325,216.0,2916.95,3144.837209302325,216.0,2916.95,3144.837209302325,216.0,2916.95,3144.837209302325,216.0,2916.95,3829.7037037037044,151.125,4320.105263157895,3960.0,154.375,4483.578947368421,3876.444444444444,154.375,4377.263157894737,4091.6,182.0,4500.0,3462.606060606061,246.66666666666663,3238.4,4012.9285714285716,225.0,3864.0,3781.607142857143,190.0,3733.5,3732.3448275862074,208.0,3566.4615384615386,52.453959484346214,26.779661016949156,53.85532591414945,2.0880727981800433,-5.649717514124294,-0.36590701189198244,9.24891742571302,12.994350282485875,5.123339658444031,22.804878048780473,9.887005649717514,21.83885318833416,17.619947659203255,0.5649717514124294,15.838559688581315,3.9952644041041814,-6.892655367231632,2.0684352172241383,10.40515653775323,2.824858757062147,7.041522491349475,8.887134964483032,10.92278719397364,4.516167521775449,13.126043941924724,-22.033898305084744,15.88956170703576,13.126043941924724,-22.033898305084744,15.88956170703576,13.126043941924724,-22.033898305084744,15.88956170703576,13.126043941924724,-22.033898305084744,15.88956170703576,-5.792919991815038,14.61864406779661,-24.570509318278404,-9.392265193370164,12.782485875706215,-29.284283372791833,-7.08410067526088,12.782485875706215,-26.218660838948576,-13.027624309392262,-2.824858757062147,-29.757785467128027,4.3478988782856085,-39.35969868173256,6.620530565167241,-10.854380426203633,-27.11864406779661,-11.418685121107266,-4.4642857142857215,-7.344632768361582,-7.655709342560554,-3.1034482758620836,-17.51412429378531,-2.8391447076568213
41,1717.186046511628,129.6,1594.8684210526314,3529.114285714286,187.0,3455.9666666666667,3401.6216216216217,154.0,3418.8387096774195,2902.0487804878053,159.5,2826.857142857143,3009.4615384615386,176.0,2940.0,3452.194444444445,189.2,3365.1290322580644,3329.1111111111113,174.0,3313.333333333333,3272.5,172.0,3256.9666666666667,3185.4545454545455,216.0,2957.9268292682927,3185.4545454545455,216.0,2957.9268292682927,3185.4545454545455,216.0,2957.9268292682927,3185.4545454545455,216.0,2957.9268292682927,3837.857142857143,151.125,4282.3,4009.25,154.375,4498.05,3871.4285714285716,154.375,4324.0,4076.384615384615,164.5,4671.555555555556,3511.7647058823527,246.66666666666663,3285.1612903225805,3844.0,228.0,3672.074074074074,3898.214285714286,192.5,3850.0,3872.2413793103447,208.0,3710.1923076923076,52.563921367082095,26.779661016949156,54.01186790505676,2.5106550907655834,-5.649717514124294,0.34698193002691186,6.032551888905478,12.994350282485875,1.417568925103244,19.83290661635897,9.887005649717514,18.487394957983184,16.86570335741606,0.5649717514124294,15.22491349480969,4.635512584407602,-6.892655367231632,2.9662908806786508,8.035604665438914,1.694915254237288,4.459823144944261,9.599447513812153,2.824858757062147,6.085159554017685,12.004018081366146,-22.033898305084744,14.707992235631696,12.004018081366146,-22.033898305084744,14.707992235631696,12.004018081366146,-22.033898305084744,14.707992235631696,12.004018081366146,-22.033898305084744,14.707992235631696,-6.018153117600638,14.61864406779661,-23.480392156862752,-10.752762430939226,12.782485875706215,-29.70155709342561,-6.945540647198109,12.782485875706215,-24.682814302191463,-12.607309817254551,7.062146892655367,-34.7046007945662,2.98992525186871,-39.35969868173256,5.272165792313134,-6.187845303867403,-28.8135593220339,-5.884488871801439,-7.685477505919496,-8.757062146892656,-11.014994232987313,-6.96799390360068,-17.51412429378531,-6.983630556294914
42,1746.7906976744187,131.4,1621.578947368421,3514.5,187.0,3431.3548387096776,3478.3783783783783,154.0,3502.2580645161293,2937.809523809524,163.16666666666666,2848.444444444445,3009.6,163.42857142857142,3008.7272727272725,3541.527777777778,189.2,3458.548387096774,3315.891891891892,174.0,3290.6451612903224,3096.6923076923076,172.0,3042.2424242424236,3274.9772727272725,216.0,3047.707317073171,3274.9772727272725,216.0,3047.707317073171,3274.9772727272725,216.0,3047.707317073171,3274.9772727272725,216.0,3047.707317073171,3987.5,166.25,4446.0,4169.571428571428,154.375,4699.5,3824.0689655172414,154.375,4225.238095238095,4150.384615384615,164.5,4768.88888888889,3509.0,250.0,3274.96875,3598.4848484848485,228.0,3409.4666666666667,3884.2758620689656,192.5,3823.44,3965.689655172414,210.66666666666663,3800.307692307693,51.74611332391108,25.762711864406775,53.24166818430159,2.914364640883978,-5.649717514124294,1.0566655504706588,3.9121994923099908,12.994350282485875,-0.9878334635562068,18.845040778742433,7.815442561205279,17.864923747276677,16.861878453038674,7.667473769168692,13.243158225857194,2.1677409453652534,-6.892655367231632,0.27253785764780425,8.400776467074802,1.694915254237288,5.114038025077208,14.45601359966001,2.824858757062147,12.276746705812469,9.531014565544957,-22.033898305084744,12.119166174360698,9.531014565544957,-22.033898305084744,12.119166174360698,9.531014565544957,-22.033898305084744,12.119166174360698,9.531014565544957,-22.033898305084744,12.119166174360698,-10.151933701657457,6.073446327683616,-28.20069204152249,-15.18153117600631,12.782485875706215,-35.51038062283737,-5.637264240807773,12.782485875706215,-21.83500851320921,-14.651508712282189,7.062146892655367,-37.51121363578113,3.0662983425414363,-41.24293785310734,5.5660683391003465,0.5943412020760083,-28.8135593220339,1.6878123798539015,-7.300438178700706,-8.757062146892656,-10.249134948096888,-9.54943798818823,-19.0207156308851,-9.582113388341778
43,1729.3777777777775,131.4,1601.925,3646.805555555556,187.0,3572.4193548387098,3483.7894736842104,154.0,3497.5625,2960.372093023256,163.16666666666666,2868.45945945946,3084.6,163.42857142857142,3090.909090909091,3542.3783783783783,189.2,3454.3125,3383.5135135135133,174.0,3365.870967741936,3094.2,172.0,3032.7941176470586,3337.7727272727275,216.0,3109.9024390243903,3337.7727272727275,216.0,3109.9024390243903,3337.7727272727275,216.0,3109.9024390243903,3337.7727272727275,216.0,3109.9024390243903,3979.827586206897,166.25,4397.714285714285,4156.551724137931,154.375,4638.857142857143,4006.3448275862074,154.375,4452.761904761905,4253.846153846154,164.5,4903.555555555556,3567.0,253.33333333333331,3327.1875,3291.9736842105267,228.0,3088.8,3793.064516129032,192.5,3706.8518518518517,4012.827586206897,216.0,3835.384615384615,52.22713321055863,25.762711864406775,53.80839100346021,-0.7404849600982351,-5.649717514124294,-3.0109387208393814,3.7627217214306516,12.994350282485875,-0.8524365628604383,18.221765386097893,7.815442561205279,17.287789519623413,14.790055248618787,7.667473769168692,10.873440285204989,2.1442436912050185,-6.892655367231632,0.39467993079584773,6.53277586979245,1.694915254237288,2.9448971239349464,14.524861878453043,2.824858757062147,12.549189225863364,7.796333500753384,-22.033898305084744,10.325765887416658,7.796333500753384,-22.033898305084744,10.325765887416658,7.796333500753384,-22.033898305084744,10.325765887416658,7.796333500753384,-22.033898305084744,10.325765887416658,-9.939988569251303,6.073446327683616,-26.808370406986313,-14.821870832539533,12.782485875706215,-33.7617399901137,-10.672509049342747,12.782485875706215,-28.395671994287905,-17.509562260943486,7.062146892655367,-41.394335511982575,1.4640883977900552,-43.1261770244821,4.060337370242214,9.061500436173295,-28.8135593220339,10.934256055363317,-4.780787738371055,-8.757062146892656,-6.8873083002264055,-10.851590779196055,-22.033898305084744,-10.593558690444487
44,1757.6,146.0,1620.0,3696.0,157.66666666666666,3727.096774193548,3570.394736842105,154.0,3594.53125,3069.395348837209,163.16666666666666,2983.135135135135,3099.1463414634145,163.42857142857142,3098.7352941176473,3650.8108108108113,189.2,3570.0,3396.2105263157896,174.0,3370.21875,3177.35,174.0,3117.1764705882347,3309.8,222.0,3071.333333333333,3309.8,222.0,3071.333333333333,3309.8,222.0,3071.333333333333,3309.8,222.0,3071.333333333333,4088.2758620689656,166.25,4531.428571428572,4151.6,154.375,4590.909090909091,3842.903225806452,154.375,4179.826086956522,4231.11111111111,164.5,4815.210526315789,3530.5,253.33333333333331,3289.3030303030305,3407.421052631579,228.0,3203.7714285714287,3882.806451612904,214.5,3775.111111111111,4124.689655172414,216.0,3948.9230769230767,51.447513812154696,17.51412429378531,53.28719723183391,-2.0994475138121547,10.92278719397364,-7.471071920229177,1.370311136958426,12.994350282485875,-3.648536620530565,15.210073236541188,7.815442561205279,13.981109136818484,14.388222611507885,7.667473769168692,10.647771219214322,-0.8511273704644002,-6.892655367231632,-2.9411764705882355,6.182029659784817,1.694915254237288,2.8195285467128026,12.22790055248619,1.694915254237288,10.11601872582945,8.569060773480658,-25.423728813559322,11.437908496732035,8.569060773480658,-25.423728813559322,11.437908496732035,8.569060773480658,-25.423728813559322,11.437908496732035,8.569060773480658,-25.423728813559322,11.437908496732035,-12.935797294722805,6.073446327683616,-30.664030318009562,-14.685082872928186,12.782485875706215,-32.37915487050435,-6.157547674211385,12.782485875706215,-20.525550373602133,-16.881522406384263,7.062146892655367,-38.846900989497954,2.4723756906077345,-43.1261770244821,5.152738457236722,5.8723466123873145,-28.8135593220339,7.619047619047615,-7.259846729638228,-21.1864406779661,-8.855568371139299,-13.941703181558395,-22.033898305084744,-13.867447431461265
45,1783.5652173913047,148.0,1641.9268292682927,3508.65,157.66666666666666,3494.1176470588234,3660.0,155.83333333333334,3685.5625,3052.090909090909,163.16666666666666,2960.2105263157896,3084.5,163.42857142857142,3075.0,3632.0,189.2,3535.8235294117653,3501.105263157894,174.0,3484.6875,3194.6341463414637,176.0,3122.8,3252.31914893617,225.0,3008.5,3252.31914893617,225.0,3008.5,3252.31914893617,225.0,3008.5,3252.31914893617,225.0,3008.5,4039.0,166.25,4432.5,3955.5,154.375,4284.0,3849.125,166.25,4137.541666666667,4193.571428571428,164.5,4718.85,3558.648648648649,253.33333333333331,3317.6470588235293,3444.6923076923076,231.0,3233.75,3881.25,217.25,3759.75,4109.466666666666,218.66666666666663,3920.1481481481483,50.73024261349987,16.384180790960453,52.65493571890736,3.0759668508287263,10.92278719397364,-0.7531040097699949,-1.1049723756906076,11.958568738229749,-6.273428489042676,15.688096433952788,7.815442561205279,14.642141686395917,14.79281767955801,7.667473769168692,11.332179930795848,-0.3314917127071823,-6.892655367231632,-1.955695773118954,3.284384995638284,1.694915254237288,-0.48118512110726647,11.750437946368404,0.5649717514124294,9.953863898500572,10.156929587398611,-27.11864406779661,13.24971164936563,10.156929587398611,-27.11864406779661,13.24971164936563,10.156929587398611,-27.11864406779661,13.24971164936563,10.156929587398611,-27.11864406779661,13.24971164936563,-11.574585635359115,6.073446327683616,-27.811418685121108,-9.267955801104971,12.782485875706215,-23.529411764705884,-6.329419889502762,6.073446327683616,-19.306276432141495,-15.844514601420673,7.062146892655367,-36.06833910034603,1.6947887113632814,-43.1261770244821,4.335436596784046,4.842753931151723,-30.508474576271187,6.754613610149942,-7.216850828729282,-22.740112994350284,-8.412629757785467,-13.521178637200723,-23.540489642184536,-13.037720534837032
46,1801.4565217391305,148.0,1660.0,3541.1219512195116,157.66666666666666,3522.7714285714287,3517.731707317073,155.83333333333334,3504.285714285714,3144.75,163.16666666666666,3059.105263157894,3031.159090909091,163.42857142857142,3004.2972972972966,3442.232558139535,191.4,3312.4736842105267,3520.8205128205127,174.0,3498.3636363636365,3210.666666666666,163.42857142857142,3210.285714285714,3358.4042553191493,260.0,3084.7727272727275,3358.4042553191493,260.0,3084.7727272727275,3358.4042553191493,260.0,3084.7727272727275,3358.4042553191493,260.0,3084.7727272727275,3813.090909090909,158.33333333333334,4216.666666666667,4007.71875,154.375,4347.708333333333,3855.2727272727284,158.33333333333334,4267.25,3871.4838709677415,164.5,4205.217391304348,3564.7894736842104,253.33333333333331,3322.285714285714,3432.825,231.0,3221.432432432432,3970.5625,220.0,3847.285714285714,4189.533333333334,218.66666666666663,4004.0,50.236007686764346,16.384180790960453,52.133794694348325,2.1789516237703968,10.92278719397364,-1.5793376173999052,2.825090958091907,11.958568738229749,-1.0463008732904908,13.128453038674031,7.815442561205279,11.790505675954611,16.266323455549973,7.667473769168692,13.370896848405518,4.910702813825004,-8.135593220338986,4.484611181934063,2.739764839212356,1.694915254237288,-0.8755373807276957,11.307550644567234,7.667473769168692,7.431207777228541,7.22640178676383,-46.89265536723164,11.050382719932887,7.22640178676383,-46.89265536723164,11.050382719932887,7.22640178676383,-46.89265536723164,11.050382719932887,7.22640178676383,-46.89265536723164,11.050382719932887,-5.334003013561022,10.546139359698676,-21.587850826605163,-10.71046270718232,12.782485875706215,-25.366445597846973,-6.499246609743878,10.546139359698676,-23.046424452133795,-6.947068258777389,7.062146892655367,-21.257710245223414,1.525152660657171,-43.1261770244821,4.2016806722689095,5.170580110497242,-30.508474576271187,7.109791452352017,-9.684046961325967,-24.293785310734464,-10.93672763222936,-15.732965009208113,-23.540489642184536,-15.455594002306805
47,1753.571428571429,150.0,1607.1818181818182,3356.444444444445,157.66666666666666,3297.2820512820513,3561.365853658537,155.83333333333334,3552.0,3220.568181818182,163.16666666666666,3138.157894736842,3047.666666666666,163.42857142857142,3015.078947368421,3464.909090909091,191.4,3332.0512820512818,3553.5,174.0,3523.3235294117653,3282.3809523809527,163.42857142857142,3289.485714285715,3364.75,220.0,3138.0227272727275,3364.75,220.0,3138.0227272727275,3364.75,220.0,3138.0227272727275,3364.75,220.0,3138.0227272727275,3937.212121212121,158.33333333333334,4369.0,4000.0,154.375,4309.76,3991.39393939394,158.33333333333334,4433.25,3738.909090909091,156.66666666666666,4133.25,3649.263157894737,256.6666666666667,3401.942857142857,3498.0,231.0,3286.054054054054,4080.78125,220.0,3963.142857142857,4348.3,249.0,4138.666666666667,51.55880031570638,15.254237288135593,53.65681031770997,7.280540208716994,10.92278719397364,4.92266288114039,1.6197277994879236,11.958568738229749,-2.422145328719723,11.034028126569558,7.815442561205279,9.511018029502823,15.81031307550646,7.667473769168692,13.060007284647613,4.284279256654945,-8.135593220338986,3.920089906249084,1.8370165745856353,1.694915254237288,-1.5952574801547095,9.326493028150475,7.667473769168692,5.147470753007066,7.05110497237569,-24.293785310734464,9.514915591905206,7.05110497237569,-24.293785310734464,9.514915591905206,7.05110497237569,-24.293785310734464,9.514915591905206,7.05110497237569,-24.293785310734464,9.514915591905206,-8.76276577934036,10.546139359698676,-25.980392156862745,-10.497237569060772,12.782485875706215,-24.272202998846605,-10.259501088230385,10.546139359698676,-27.83304498269896,-3.284781516825718,11.48775894538607,-19.182525951557093,-0.8083745274789255,-45.009416195856886,1.904761904761907,3.370165745856353,-30.508474576271187,5.246422893481713,-12.728763812154694,-24.293785310734464,-14.27747569616081,-20.118784530386744,-40.67796610169491,-19.338715878508275
48,1733.843137254902,137.5,1611.1333333333334,3366.782608695652,157.66666666666666,3303.325,3619.142857142857,155.83333333333334,3606.75,3304.0,163.16666666666666,3229.421052631579,3064.5,154.0,3091.736842105264,3537.5454545454545,191.4,3408.3076923076924,3613.4,174.0,3588.0,3385.9285714285716,163.42857142857142,3403.8,3417.916666666666,220.0,3191.7272727272725,3417.916666666666,220.0,3191.7272727272725,3417.916666666666,220.0,3191.7272727272725,3417.916666666666,220.0,3191.7272727272725,4015.0,158.33333333333334,4467.291666666667,3945.5,154.375,4220.192307692308,3987.7647058823527,168.88888888888889,4376.32,3642.714285714286,156.66666666666666,3958.1538461538457,3706.0,256.6666666666667,3458.7428571428572,3498.1463414634145,234.0,3278.736842105264,3920.8235294117653,220.0,3782.8,4489.5,252.0,4275.703703703704,52.103780738814855,22.316384180790962,53.54286812764321,6.99495556089359,10.92278719397364,4.748414071510963,0.02367797947909163,11.958568738229749,-4.000865051903114,8.7292817679558,7.815442561205279,6.879439082134395,15.345303867403313,12.994350282485875,10.849572026953178,2.2777498744349582,-8.135593220338986,1.721231479016944,0.18232044198894776,1.694915254237288,-3.4602076124567476,6.466061562746641,7.667473769168692,1.8512110726643547,5.582412523020274,-24.293785310734464,7.966341616860654,5.582412523020274,-24.293785310734464,7.966341616860654,5.582412523020274,-24.293785310734464,7.966341616860654,5.582412523020274,-24.293785310734464,7.966341616860654,-10.91160220994475,10.546139359698676,-28.814638600538263,-8.99171270718232,12.782485875706215,-21.68951290923609,-10.15924601884952,4.582548650345262,-26.1914648212226,-0.6274664561957397,11.48775894538607,-14.133617247804088,-2.3756906077348066,-45.009416195856886,0.2669303015323747,3.3661231639940743,-32.20338983050848,5.457415164208079,-8.310042248943793,-24.293785310734464,-9.07727797001154,-24.019337016574585,-42.3728813559322,-23.290187534708892
49,1753.5,137.5,1630.2608695652175,3457.826086956521,157.66666666666666,3401.475,3400.086956521739,138.125,3492.2105263157896,3338.666666666666,165.0,3255.384615384615,3046.3125,154.0,3057.45,3481.2391304347825,163.16666666666666,3413.45,3612.731707317073,174.0,3580.7428571428572,3408.302325581395,163.42857142857142,3419.3611111111113,3458.25,222.75,3232.9545454545455,3458.25,222.75,3232.9545454545455,3458.25,222.75,3232.9545454545455,3458.25,222.75,3232.9545454545455,4128.878787878788,168.88888888888889,4584.666666666667,3918.4285714285716,154.375,4165.296296296297,4007.441176470588,168.88888888888889,4401.28,3802.857142857143,156.66666666666666,4151.692307692308,3745.5384615384614,256.6666666666667,3498.0,3350.0,234.0,3128.292682926829,3820.055555555556,220.0,3669.1875,4532.0,252.0,4319.407407407408,51.56077348066298,22.316384180790962,52.99132440700065,4.479942349267374,10.92278719397364,1.918252595155712,6.074945952438148,21.96327683615819,-0.6981120621623297,7.7716390423572905,6.779661016949152,6.13077810309646,15.847720994475138,12.994350282485875,11.838235294117652,3.8331731924093226,7.815442561205279,1.5729527104959684,0.2007815658267138,1.694915254237288,-3.250947437798652,5.848002055762567,7.667473769168692,1.402505446623088,4.468232044198895,-25.847457627118644,6.777550592429484,4.468232044198895,-25.847457627118644,6.777550592429484,4.468232044198895,-25.847457627118644,6.777550592429484,4.468232044198895,-25.847457627118644,6.777550592429484,-14.05742507952453,4.582548650345262,-32.19915417147252,-8.243883188634573,12.782485875706215,-20.1065829381862,-10.702794930126736,4.582548650345262,-26.911188004613603,-5.051302288871357,11.48775894538607,-19.71431106379203,-3.4679133021674424,-45.009416195856886,-0.8650519031141869,7.458563535911602,-32.20338983050848,9.79548203786537,-5.52639656230818,-24.293785310734464,-5.8012543252595155,-25.193370165745854,-42.3728813559322,-24.550386603443133
50,1713.9259259259259,137.5,1587.75,3552.5,159.5,3495.625,3377.872340425532,138.125,3459.1538461538457,3434.4,165.0,3357.589743589744,3074.183673469388,154.0,3080.9268292682927,3548.608695652174,165.0,3480.75,3592.142857142857,176.0,3546.666666666666,3432.7272727272725,165.28571428571428,3432.648648648649,3461.938775510204,222.75,3236.8,3461.938775510204,222.75,3236.8,3461.938775510204,222.75,3236.8,3461.938775510204,222.75,3236.8,4127.823529411765,168.88888888888889,4549.16,3917.333333333334,154.375,4142.428571428572,3864.0,168.88888888888889,4172.259259259259,3540.666666666666,156.66666666666666,3745.333333333334,3723.75,256.6666666666667,3474.864864864865,3354.911111111111,234.0,3132.857142857143,3834.0,222.75,3678.848484848485,4581.6,252.0,4370.666666666667,52.65397994679763,22.316384180790962,54.21712802768166,1.8646408839779005,9.887005649717514,-0.7965686274509804,6.688609380510165,21.96327683615819,0.2550794073285544,5.127071823204417,6.779661016949152,3.1836867477005737,15.07779907543127,12.994350282485875,11.16127943286353,1.9721354792217127,6.779661016949152,-0.36764705882352944,0.7695343330702518,0.5649717514124294,-2.2683583237216283,5.173279758915124,6.6182405165456055,1.0193584588048092,4.366332168226412,-25.847457627118644,6.666666666666662,4.366332168226412,-25.847457627118644,6.666666666666662,4.366332168226412,-25.847457627118644,6.666666666666662,4.366332168226412,-25.847457627118644,6.666666666666662,-14.028274293142674,4.582548650345262,-31.175317185697804,-8.213627992633533,12.782485875706215,-19.447190640962273,-6.740331491712706,4.582548650345262,-20.307360416933655,2.1915285451197217,11.48775894538607,-7.996924259900056,-2.8660220994475134,-45.009416195856886,-0.19794881386577315,7.322897483118479,-32.20338983050848,9.66386554621848,-5.911602209944751,-25.847457627118644,-6.079829436230824,-26.56353591160222,-42.3728813559322,-26.028450595924653
51,1760.111111111111,139.33333333333334,1631.666666666667,3556.425531914894,159.5,3494.536585365853,3426.468085106383,138.125,3512.9487179487182,3403.3695652173915,165.0,3319.375,3053.84,155.75,3047.666666666666,3604.4347826086964,165.0,3540.0,3659.837209302325,176.0,3611.6216216216217,3296.5531914893622,165.28571428571428,3265.7,3502.0408163265306,222.75,3277.7555555555555,3502.0408163265306,222.75,3277.7555555555555,3502.0408163265306,222.75,3277.7555555555555,3502.0408163265306,222.75,3277.7555555555555,3964.666666666666,168.88888888888889,4291.555555555556,3774.0,147.77777777777774,4055.3448275862074,3845.1891891891887,168.88888888888889,4123.071428571428,3573.794871794872,156.66666666666666,3784.3,3802.45,260.0,3549.4054054054054,3430.222222222222,237.0,3201.5714285714284,3699.102564102564,222.75,3532.114285714286,4546.709677419355,252.0,4328.571428571428,51.378146101903006,21.280602636534834,52.950788158400606,1.7562007758316633,9.887005649717514,-0.7651841224294456,5.346185494298808,21.96327683615819,-1.296099133469384,5.984266154215704,6.779661016949152,4.285611303344868,15.639779005524856,12.005649717514125,12.120338331411013,0.4299783809752369,6.779661016949152,-2.0761245674740483,-1.1004753950918489,0.5649717514124294,-4.141338570404316,8.934994710238612,6.6182405165456055,5.833333333333338,3.2585409854549554,-25.847457627118644,5.485710624118931,3.2585409854549554,-25.847457627118644,5.485710624118931,3.2585409854549554,-25.847457627118644,5.485710624118931,3.2585409854549554,-25.847457627118644,5.485710624118931,-9.52117863720072,4.582548650345262,-23.747276688453162,-4.254143646408839,16.50973006905212,-16.93612536292409,-6.220695833955489,4.582548650345262,-18.889026198714777,1.2763847570477334,11.48775894538607,-9.120530565167249,-5.0400552486187795,-46.89265536723164,-2.347330028990929,5.242480049109885,-33.898305084745765,7.68248475860933,-2.1851537044907174,-25.847457627118644,-1.8487394957983239,-25.599714845838538,-42.3728813559322,-24.814631735046955
