num_images,all_linear_sparse,giraffes_linear_sparse,zebras_linear_sparse,all_linear_non_sparse,giraffes_linear_non_sparse,zebras_linear_non_sparse,all_linear_non_zero,giraffes_linear_non_zero,zebras_linear_non_zero,all_linear_abv_mean,giraffes_linear_abv_mean,zebras_linear_abv_mean,all_ridge_sparse,giraffes_ridge_sparse,zebras_ridge_sparse,all_ridge_non_sparse,giraffes_ridge_non_sparse,zebras_ridge_non_sparse,all_ridge_non_zero,giraffes_ridge_non_zero,zebras_ridge_non_zero,all_ridge_abv_mean,giraffes_ridge_abv_mean,zebras_ridge_abv_mean,all_lasso_sparse,giraffes_lasso_sparse,zebras_lasso_sparse,all_lasso_non_sparse,giraffes_lasso_non_sparse,zebras_lasso_non_sparse,all_lasso_non_zero,giraffes_lasso_non_zero,zebras_lasso_non_zero,all_lasso_abv_mean,giraffes_lasso_abv_mean,zebras_lasso_abv_mean,all_svr_sparse,giraffes_svr_sparse,zebras_svr_sparse,all_svr_non_sparse,giraffes_svr_non_sparse,zebras_svr_non_sparse,all_svr_non_zero,giraffes_svr_non_zero,zebras_svr_non_zero,all_svr_abv_mean,giraffes_svr_abv_mean,zebras_svr_abv_mean,all_dtree_regressor_sparse,giraffes_dtree_regressor_sparse,zebras_dtree_regressor_sparse,all_dtree_regressor_non_sparse,giraffes_dtree_regressor_non_sparse,zebras_dtree_regressor_non_sparse,all_dtree_regressor_non_zero,giraffes_dtree_regressor_non_zero,zebras_dtree_regressor_non_zero,all_dtree_regressor_abv_mean,giraffes_dtree_regressor_abv_mean,zebras_dtree_regressor_abv_mean,all_linear_sparse_err,giraffes_linear_sparse_err,zebras_linear_sparse_err,all_linear_non_sparse_err,giraffes_linear_non_sparse_err,zebras_linear_non_sparse_err,all_linear_non_zero_err,giraffes_linear_non_zero_err,zebras_linear_non_zero_err,all_linear_abv_mean_err,giraffes_linear_abv_mean_err,zebras_linear_abv_mean_err,all_ridge_sparse_err,giraffes_ridge_sparse_err,zebras_ridge_sparse_err,all_ridge_non_sparse_err,giraffes_ridge_non_sparse_err,zebras_ridge_non_sparse_err,all_ridge_non_zero_err,giraffes_ridge_non_zero_err,zebras_ridge_non_zero_err,all_ridge_abv_mean_err,giraffes_ridge_abv_mean_err,zebras_ridge_abv_mean_err,all_lasso_sparse_err,giraffes_lasso_sparse_err,zebras_lasso_sparse_err,all_lasso_non_sparse_err,giraffes_lasso_non_sparse_err,zebras_lasso_non_sparse_err,all_lasso_non_zero_err,giraffes_lasso_non_zero_err,zebras_lasso_non_zero_err,all_lasso_abv_mean_err,giraffes_lasso_abv_mean_err,zebras_lasso_abv_mean_err,all_svr_sparse_err,giraffes_svr_sparse_err,zebras_svr_sparse_err,all_svr_non_sparse_err,giraffes_svr_non_sparse_err,zebras_svr_non_sparse_err,all_svr_non_zero_err,giraffes_svr_non_zero_err,zebras_svr_non_zero_err,all_svr_abv_mean_err,giraffes_svr_abv_mean_err,zebras_svr_abv_mean_err,all_dtree_regressor_sparse_err,giraffes_dtree_regressor_sparse_err,zebras_dtree_regressor_sparse_err,all_dtree_regressor_non_sparse_err,giraffes_dtree_regressor_non_sparse_err,zebras_dtree_regressor_non_sparse_err,all_dtree_regressor_non_zero_err,giraffes_dtree_regressor_non_zero_err,zebras_dtree_regressor_non_zero_err,all_dtree_regressor_abv_mean_err,giraffes_dtree_regressor_abv_mean_err,zebras_dtree_regressor_abv_mean_err
12,1083.1333333333334,56.0,1070.6666666666667,3796.857142857143,160.0,5152.5,1275.8823529411764,91.8,1380.333333333333,1524.0,91.0,1620.0,1652.857142857143,114.0,1629.8181818181818,3419.25,157.5,5148.0,1804.6153846153845,126.0,1988.0,1934.7692307692307,91.2,2425.25,3603.111111111111,69.33333333333333,4212.0,3603.111111111111,69.33333333333333,4212.0,3603.111111111111,69.33333333333333,4212.0,3603.111111111111,69.33333333333333,4212.0,2471.714285714286,154.0,5041.0,3108.0,162.5,5846.0,2501.857142857143,154.0,5112.0,3022.2,223.33333333333331,4410.0,4502.25,104.0,13734.0,3151.0,110.0,3824.0,2847.0,96.0,4355.0,2321.428571428572,121.33333333333331,3016.0,70.0791896869245,68.36158192090396,69.1272587466359,-4.885556432517765,9.6045197740113,-48.57266435986159,64.75463113422164,48.13559322033898,60.19800076893503,57.90055248618784,48.58757062146893,53.28719723183391,54.34096290449881,35.59322033898305,53.00408933626927,5.545580110497237,11.016949152542372,-48.44290657439446,50.148746281342966,28.8135593220339,42.67589388696655,46.553336166595834,48.474576271186436,30.067762399077278,0.46654389195826357,60.8286252354049,-21.453287197231834,0.46654389195826357,60.8286252354049,-21.453287197231834,0.46654389195826357,60.8286252354049,-21.453287197231834,0.46654389195826357,60.8286252354049,-21.453287197231834,31.7205998421468,12.994350282485875,-45.35755478662053,14.143646408839778,8.192090395480227,-68.56978085351788,30.887924230465657,12.994350282485875,-47.40484429065744,16.513812154696137,-26.177024482109218,-27.162629757785467,-24.371546961325965,41.24293785310734,-296.02076124567475,12.955801104972375,37.85310734463277,-10.265282583621683,21.353591160220994,45.76271186440678,-25.57670126874279,35.87213891081292,31.450094161958578,13.033448673587081
13,1075.6470588235297,57.33333333333334,1041.857142857143,3733.75,162.66666666666666,4684.8,1432.1764705882354,108.0,1540.0,1531.5882352941173,92.75,1602.4615384615383,1815.0,116.0,1782.5,3318.888888888889,160.0,4530.8,1836.071428571429,114.0,2170.6666666666665,2012.7857142857144,102.6,2428.333333333333,3267.3636363636365,69.33333333333333,3551.625,3267.3636363636365,69.33333333333333,3551.625,3267.3636363636365,69.33333333333333,3551.625,3267.3636363636365,69.33333333333333,3551.625,2695.714285714286,154.0,5661.0,3162.857142857143,175.0,4853.333333333333,2808.857142857143,160.6,6004.0,2808.0,189.75,4958.0,4070.0,106.0,7854.0,2972.5714285714284,117.5,3363.4,3150.0,96.0,4899.0,1994.666666666667,128.33333333333334,2251.833333333333,70.28599285017873,67.60828625235405,69.9579831932773,-3.1422651933701653,8.097928436911493,-35.08650519031142,60.4371140721482,38.983050847457626,55.59400230680507,57.690932726681844,47.59887005649718,53.792919882885286,49.86187845303867,34.463276836158194,48.60149942329873,8.317986494782067,9.6045197740113,-30.64590542099193,49.2797947908445,35.59322033898305,37.408688965782396,44.39818468823993,42.03389830508475,29.978854286812773,9.74133601205424,60.8286252354049,-2.411332179930796,9.74133601205424,60.8286252354049,-2.411332179930796,9.74133601205424,60.8286252354049,-2.411332179930796,9.74133601205424,60.8286252354049,-2.411332179930796,25.532754538279395,12.994350282485875,-63.23529411764706,12.628255722178366,1.1299435028248588,-39.94617454825067,22.407261247040243,9.265536723163844,-73.12572087658593,22.430939226519335,-7.203389830508475,-42.964244521337946,-12.430939226519335,40.112994350282484,-126.47058823529412,17.884767166535124,33.61581920903955,3.0161476355247956,12.983425414364639,45.76271186440678,-41.26297577854671,44.89871086556168,27.495291902071557,35.068242983467904
14,1048.578947368421,53.75,1055.0666666666666,4193.75,186.0,5263.2,1674.235294117647,108.0,1837.5,1654.0588235294117,94.5,1738.5384615384617,1881.5,103.25,1991.666666666667,3429.9,165.0,4386.0,1741.764705882353,118.0,1896.0,2148.285714285714,108.0,2586.1111111111113,3408.75,69.33333333333333,3653.444444444444,3408.75,69.33333333333333,3653.444444444444,3408.75,69.33333333333333,3653.444444444444,3408.75,69.33333333333333,3653.444444444444,3101.714285714286,162.8,6763.5,3028.125,146.0,5326.666666666667,3216.4285714285716,160.6,7098.0,3102.333333333333,189.75,5644.5,4389.0,106.0,8555.5,3442.142857142857,117.5,3951.6,2866.5,96.0,3650.4,2310.444444444445,130.66666666666666,2646.5,71.03373073567897,69.63276836158192,69.57708573625528,-15.849447513812153,-5.084745762711864,-51.764705882352935,53.750406239844,38.983050847457626,47.015570934256054,54.30776730581735,46.610169491525426,49.86913317363144,48.02486187845304,41.666666666666664,42.570165321030366,5.2513812154696105,6.779661016949152,-26.47058823529412,51.88495287617809,33.333333333333336,45.32871972318339,40.655090765588,38.983050847457626,25.42932205561963,5.835635359116021,60.8286252354049,-5.347302319620643,5.835635359116021,60.8286252354049,-5.347302319620643,5.835635359116021,60.8286252354049,-5.347302319620643,5.835635359116021,60.8286252354049,-5.347302319620643,14.31728492501973,8.022598870056491,-95.02595155709342,16.35013812154696,17.51412429378531,-53.594771241830074,11.148382004735591,9.265536723163844,-104.6712802768166,14.300184162062623,-7.203389830508475,-62.759515570934255,-21.243093922651934,40.112994350282484,-146.69838523644754,4.913180741910031,33.61581920903955,-13.94463667820069,20.814917127071823,45.76271186440678,-5.2595155709342585,36.175567833026385,26.177024482109232,23.68800461361015
15,1024.2857142857142,55.2,1050.0,4047.111111111111,157.5,5692.4,1818.3529411764707,112.0,2008.5,1757.5,104.4,1909.4615384615383,1752.0,126.0,1822.5,3198.0,170.0,3726.0,1809.7058823529408,118.0,1984.0,2456.0,108.0,3004.444444444445,3245.714285714286,106.0,3301.090909090909,3245.714285714286,106.0,3301.090909090909,3245.714285714286,106.0,3301.090909090909,3245.714285714286,106.0,3301.090909090909,3450.4285714285716,165.0,7740.0,3366.0,146.0,6041.333333333332,3528.5714285714284,162.8,7965.5,3165.857142857143,165.0,7020.0,4094.666666666666,110.0,6468.0,3852.0,122.5,4439.8,2880.0,114.33333333333331,3430.666666666666,2532.444444444445,133.0,2928.333333333333,71.70481452249408,68.8135593220339,69.72318339100346,-11.798649478207482,11.016949152542372,-64.14071510957324,49.769255768605774,36.72316384180791,42.08477508650519,51.45027624309392,41.01694915254237,44.94055540768344,51.60220994475138,28.8135593220339,47.44809688581315,11.657458563535911,3.9548022598870056,-7.439446366782007,50.00812479688008,33.333333333333336,42.79123414071511,32.15469613259668,38.983050847457626,13.366653851082907,10.33938437253354,40.112994350282484,4.812834224598933,10.33938437253354,40.112994350282484,4.812834224598933,10.33938437253354,40.112994350282484,4.812834224598933,10.33938437253354,40.112994350282484,4.812834224598933,4.684293606945537,6.779661016949152,-123.18339100346022,7.016574585635358,17.51412429378531,-74.20222991157243,2.5256511444356784,8.022598870056491,-129.68569780853517,12.54538279400157,6.779661016949152,-102.42214532871972,-13.112338858195194,37.85310734463277,-86.50519031141869,-6.4088397790055245,30.7909604519774,-28.02191464821223,20.44198895027624,35.404896421845585,1.0765090349865611,30.04297114794351,24.858757062146893,15.561322568242993
16,1061.0454545454545,57.6,1079.8235294117646,3608.0,162.5,4448.0,2026.8235294117649,114.0,2261.75,1813.4736842105265,122.0,1907.5,1904.0,138.6,1985.357142857143,3492.666666666666,175.0,4082.5,1899.333333333333,118.0,2063.5384615384614,2491.0666666666666,111.6,2941.5,3306.0,106.0,3347.583333333333,3306.0,106.0,3347.583333333333,3306.0,106.0,3347.583333333333,3306.0,106.0,3347.583333333333,2998.444444444445,167.2,4416.0,3648.75,146.0,6681.666666666668,3811.0,167.2,8694.0,2765.555555555556,165.0,4053.0,3997.714285714286,110.0,5617.0,3696.0,125.0,4080.833333333334,3182.666666666666,116.66666666666669,3827.0,2686.0,133.0,3132.0,70.6893520843797,67.45762711864407,68.86322002849582,0.3314917127071823,8.192090395480227,-28.258362168396772,44.01039974000649,35.59322033898305,34.7822952710496,49.904041872637386,31.073446327683616,44.997116493656286,47.40331491712707,21.69491525423729,42.752100840336134,3.517495395948451,1.1299435028248588,-17.719146482122262,47.532228360957646,33.333333333333336,40.49773755656109,31.186003683241253,36.949152542372886,15.181660899653979,8.67403314917127,40.112994350282484,3.472222222222231,8.67403314917127,40.112994350282484,3.472222222222231,8.67403314917127,40.112994350282484,3.472222222222231,8.67403314917127,40.112994350282484,3.472222222222231,17.170042971147932,5.536723163841814,-27.335640138408305,-0.7941988950276242,17.51412429378531,-92.66628219915421,-5.276243093922652,5.536723163841814,-150.69204152249134,23.603437691835463,6.779661016949152,-16.868512110726645,-10.434096290449883,37.85310734463277,-61.96655132641292,-2.0994475138121547,29.37853107344633,-17.67108804306038,12.08103130755066,34.08662900188323,-10.351787773933102,25.80110497237569,24.858757062146893,9.688581314878892
17,1140.0,58.8,1167.4705882352941,3580.5,167.5,4226.625,2185.1176470588234,122.0,2426.6666666666665,2016.0,126.0,2131.0714285714284,2016.2105263157891,143.0,2104.0,3864.5,177.5,4559.75,2042.888888888889,122.0,2222.3076923076924,2460.0,126.0,2798.181818181818,3471.1875,110.0,3505.384615384615,3471.1875,110.0,3505.384615384615,3471.1875,110.0,3505.384615384615,3471.1875,110.0,3505.384615384615,2915.0,169.4,3876.0,3447.777777777778,148.0,5383.5,2953.2,169.4,3936.0,2730.0,167.2,3613.4,3776.5,110.0,4896.0,4022.25,125.0,4473.333333333333,3456.0,121.33333333333331,4168.166666666667,3048.222222222222,133.0,3607.666666666666,68.50828729281767,66.77966101694915,66.33591152724065,1.091160220994475,5.367231638418079,-21.875,39.637634059148525,31.073446327683616,30.02691272587467,44.30939226519337,28.8135593220339,38.550420168067234,44.30357662111079,19.2090395480226,39.33102652825836,-6.754143646408839,-0.2824858757062147,-31.480680507497116,43.566605279312455,31.073446327683616,35.919616715464464,32.04419889502762,28.8135593220339,19.31424976407676,4.1108425414364635,37.85310734463277,-1.077987756188431,4.1108425414364635,37.85310734463277,-1.077987756188431,4.1108425414364635,37.85310734463277,-1.077987756188431,4.1108425414364635,37.85310734463277,-1.077987756188431,19.47513812154696,4.29378531073446,-11.764705882352942,4.7575199508901145,16.384180790960453,-55.233564013840834,18.419889502762434,4.29378531073446,-13.494809688581315,24.58563535911602,5.536723163841814,-4.192618223760095,-4.323204419889502,37.85310734463277,-41.1764705882353,-11.111878453038672,29.37853107344633,-28.988850442137633,4.530386740331491,31.450094161958578,-20.189350249903892,15.794966236955187,24.858757062146893,-4.027297193387142
18,1218.1304347826087,61.2,1240.0,3607.5384615384614,172.5,4120.88888888889,2370.5882352941176,128.0,2635.4166666666665,2226.0,132.0,2356.0,2142.7894736842104,147.4,2243.8571428571427,4098.166666666667,177.5,4875.0,2238.5,124.0,2455.384615384615,2638.125,128.0,3020.7272727272725,3529.4117647058824,110.0,3542.0,3529.4117647058824,110.0,3542.0,3529.4117647058824,110.0,3542.0,3529.4117647058824,110.0,3542.0,2916.2727272727275,154.0,4316.4,3363.3,165.0,4680.0,2986.909090909091,154.0,4455.0,2698.3636363636365,169.4,3336.666666666666,4120.625,110.0,5393.4,4352.875,130.0,4845.333333333333,3001.25,128.33333333333334,3234.0,3106.2,140.0,3513.714285714286,66.34998798943069,65.42372881355932,64.24452133794695,0.34424139396515374,2.542372881355932,-18.826092528514696,34.514137146571336,27.683615819209038,24.007593233371786,38.50828729281768,25.423728813559322,32.06459054209919,40.80692061645827,16.723163841807906,35.29823694183556,-13.209023941068148,-0.2824858757062147,-40.57093425605537,38.16298342541436,29.943502824858758,29.19882885280811,27.123618784530386,27.683615819209038,12.89713746461152,2.502437439064021,37.85310734463277,-2.1337946943483277,2.502437439064021,37.85310734463277,-2.1337946943483277,2.502437439064021,37.85310734463277,-2.1337946943483277,2.502437439064021,37.85310734463277,-2.1337946943483277,19.439979909593163,12.994350282485875,-24.463667820069194,7.091160220994469,6.779661016949152,-34.94809688581315,17.488699146157707,12.994350282485875,-28.46020761245675,25.459568056253133,4.29378531073446,3.78700499807768,-13.829419889502761,37.85310734463277,-55.5190311418685,-20.24516574585635,26.55367231638418,-39.71549404075355,17.09254143646409,27.495291902071557,6.747404844290657,14.19337016574586,20.903954802259886,-1.3181743285549532
19,1183.2,61.2,1185.6,3512.714285714286,175.0,3900.0,2259.263157894737,110.0,2596.0,2230.4,113.33333333333331,2485.5714285714284,2276.315789473684,151.8,2406.785714285714,4002.0,177.5,4615.333333333333,2467.555555555556,124.0,2737.0,2697.0588235294117,136.0,3029.666666666666,3189.8,112.0,3113.529411764706,3189.8,112.0,3113.529411764706,3189.8,112.0,3113.529411764706,3189.8,112.0,3113.529411764706,3160.909090909091,156.0,4753.2,3293.181818181818,165.0,4264.0,3199.090909090909,158.0,4799.8,2918.181818181818,171.6,3648.0,3356.3636363636365,114.0,3785.25,3784.2,137.5,3964.875,2957.5384615384614,112.0,3433.333333333333,3474.9,140.0,3982.285714285714,67.31491712707182,65.42372881355932,65.81314878892734,2.963693764798735,1.1299435028248588,-12.456747404844291,37.58941552776969,37.85310734463277,25.1441753171857,38.38674033149171,35.969868173258014,28.328390179601257,37.11834835708054,14.237288135593214,30.600181248970177,-10.552486187845304,-0.2824858757062147,-33.08342945021145,31.83548189073049,29.943502824858758,21.07843137254902,25.49561260968476,23.163841807909606,12.639369473279526,11.88397790055248,36.72316384180791,10.221181898364883,11.88397790055248,36.72316384180791,10.221181898364883,11.88397790055248,36.72316384180791,10.221181898364883,11.88397790055248,36.72316384180791,10.221181898364883,12.682069311903563,11.864406779661017,-37.05882352941176,9.028126569563037,6.779661016949152,-22.952710495963093,11.627322953289806,10.734463276836157,-38.40253748558247,19.387242591662485,3.0508474576271216,-5.190311418685122,7.282772476142638,35.59322033898305,-9.147923875432525,-4.535911602209939,22.316384180790962,-14.32742214532872,18.30004249893753,36.72316384180791,0.9996155324875136,4.008287292817677,20.903954802259886,-14.829461196243201
20,1252.16,72.8,1246.45,3755.571428571429,175.0,4205.4,2464.0,111.66666666666669,2852.0,2296.285714285714,116.66666666666669,2516.8,2432.0,154.0,2587.5714285714284,4232.307692307692,182.5,4890.666666666667,2427.25,132.0,2587.4666666666667,2622.0,140.0,2828.785714285714,3380.0,112.0,3317.529411764706,3380.0,112.0,3317.529411764706,3380.0,112.0,3317.529411764706,3380.0,112.0,3317.529411764706,2877.384615384615,140.57142857142858,4257.666666666667,3087.5384615384614,182.4,3561.25,2920.0769230769233,138.85714285714286,4351.333333333333,3156.3636363636365,173.8,3989.5,3379.0,118.0,3708.0,3931.2,137.5,4133.25,2732.8,112.0,3016.0,3342.181818181818,142.33333333333334,3701.25,65.40994475138122,58.87005649717514,64.0585351787774,-3.7450670876085326,1.1299435028248588,-21.262975778546704,31.93370165745856,36.91148775894538,17.76239907727797,36.56669297553275,34.08662900188323,27.427912341407147,32.817679558011044,12.994350282485875,25.38721370901302,-16.914577135571612,-3.1073446327683616,-41.022683583237225,32.94889502762431,25.423728813559322,25.39023452518262,27.56906077348066,20.903954802259886,18.431784478497285,6.6298342541436455,36.72316384180791,4.338828957188412,6.6298342541436455,36.72316384180791,4.338828957188412,6.6298342541436455,36.72316384180791,4.338828957188412,6.6298342541436455,36.72316384180791,4.338828957188412,20.514237144071412,20.581113801452776,-22.770088427527885,14.708882277943053,-3.0508474576271216,-2.688869665513264,19.3348916277093,21.54963680387409,-25.470972702806606,12.807634354595676,1.8079096045197676,-15.037485582468282,6.657458563535911,33.333333333333336,-6.920415224913495,-8.596685082872922,22.316384180790962,-19.182525951557093,24.508287292817673,36.72316384180791,13.033448673587081,7.6745354093420435,19.585687382297547,-6.725778546712803
21,1287.6923076923074,86.4,1257.142857142857,3777.2,177.5,4147.181818181818,2436.75,116.66666666666669,2745.0,2416.6666666666665,118.33333333333331,2656.5333333333333,2583.0,154.0,2767.5,4488.0,190.0,5181.333333333333,2585.4,136.0,2773.333333333333,2775.4736842105267,142.0,3007.714285714286,3288.0,116.0,3176.315789473684,3288.0,116.0,3176.315789473684,3288.0,116.0,3176.315789473684,3288.0,116.0,3176.315789473684,2493.375,144.0,3043.333333333333,2895.6,187.2,3105.0,2549.75,140.57142857142858,3148.444444444445,3400.5454545454545,176.0,4333.5,3619.5,137.66666666666666,3959.0,3220.769230769231,140.0,3213.6363636363635,2686.125,122.0,2870.833333333333,3583.2727272727275,144.66666666666666,3989.125,64.42838929026775,51.1864406779661,63.750205964738846,-4.342541436464083,-0.2824858757062147,-19.58425081262451,32.686464088397784,34.08662900188323,20.847750865051903,33.241252302025785,33.14500941619587,23.39869281045752,28.646408839779003,12.994350282485875,20.198961937716263,-23.977900552486187,-7.344632768361582,-49.40407535563244,28.580110497237563,23.163841807909606,20.030757400999626,23.329456237278265,19.774011299435028,13.272367770637665,9.171270718232044,34.463276836158194,8.410732714138287,9.171270718232044,34.463276836158194,8.410732714138287,9.171270718232044,34.463276836158194,8.410732714138287,9.171270718232044,34.463276836158194,8.410732714138287,31.122237569060772,18.64406779661017,12.245290272971943,20.01104972375691,-5.762711864406773,10.46712802768166,29.56491712707182,20.581113801452776,9.21440471613481,6.06228026117529,0.5649717514124294,-24.95674740484429,0.013812154696132596,22.22222222222223,-14.158016147635525,11.02847428814279,20.903954802259886,7.334591590646958,25.797651933701655,31.073446327683616,17.219338715878518,1.0145655449522795,18.26741996233522,-15.026672433679353
22,1326.7037037037035,86.4,1293.409090909091,3733.75,182.5,4012.0,2431.0,118.33333333333331,2654.875,2541.0,120.0,2806.0,2711.157894736842,158.4,2902.857142857143,4758.769230769231,195.0,5498.222222222223,2750.4,140.0,2952.0,2546.181818181818,148.0,2628.5294117647063,3444.5454545454545,116.0,3342.631578947369,3444.5454545454545,116.0,3342.631578947369,3444.5454545454545,116.0,3342.631578947369,3444.5454545454545,116.0,3342.631578947369,2532.5294117647063,144.0,3001.5,2761.7058823529414,158.0,3080.0,2552.4705882352937,140.57142857142858,3050.8,3233.615384615385,160.0,4222.142857142857,3603.5384615384614,160.0,3828.0,3288.0,168.0,3263.5,2940.0,139.5,3135.75,3620.833333333334,168.0,3898.666666666666,63.35072641702476,51.1864406779661,62.70446681346335,-3.1422651933701653,-3.1073446327683616,-15.686274509803921,32.84530386740331,33.14500941619587,23.446510957324108,29.806629834254142,32.20338983050848,19.08881199538639,25.106135504507122,10.508474576271183,16.295930136760578,-31.457713557161085,-10.169491525423728,-58.54158656926824,24.022099447513806,20.903954802259886,14.878892733564014,29.663485685585137,16.384180790960453,24.20618766537756,4.846810647915621,34.463276836158194,3.615006374066644,4.846810647915621,34.463276836158194,3.615006374066644,4.846810647915621,34.463276836158194,3.615006374066644,4.846810647915621,34.463276836158194,3.615006374066644,30.040623984400376,18.64406779661017,13.451557093425606,23.709782255443606,10.734463276836157,11.18800461361015,29.48976275593111,20.581113801452776,12.02998846597462,10.673608159795988,9.6045197740113,-21.745757126379957,0.4547386315342145,9.6045197740113,-10.380622837370243,9.171270718232044,5.084745762711864,5.8967704728950405,18.78453038674033,21.1864406779661,9.58044982698962,-0.02302025782690441,5.084745762711864,-12.418300653594754
23,1374.75,99.0,1324.1739130434785,3866.5,185.0,4158.416666666667,2516.0,121.66666666666669,2714.5882352941176,2587.090909090909,135.66666666666666,2788.5,2829.4736842105267,177.6,3003.857142857143,4646.857142857143,195.0,5233.8,2873.85,144.0,3082.0,2695.5454545454545,150.0,2791.7647058823527,3496.0,147.0,3389.55,3496.0,147.0,3389.55,3496.0,147.0,3389.55,3496.0,147.0,3389.55,2475.2105263157896,136.5,3014.3636363636365,2813.666666666666,158.0,3087.0,2482.1052631578946,136.5,3025.090909090909,3162.714285714286,160.0,3927.0,3397.6,170.66666666666666,3460.666666666666,3129.75,168.0,3064.0,2882.6470588235293,141.75,3032.615384615385,3662.307692307693,173.33333333333337,3862.7,62.023480662983424,44.06779661016949,61.817361215585976,-6.809392265193369,-4.519774011299435,-19.90820838139178,30.497237569060772,31.261770244821083,21.724676029581385,28.533400301356103,23.352165725047087,19.593425605536332,21.837743530095945,-0.3389830508474544,13.383588729609484,-28.366219415943178,-10.169491525423728,-50.91695501730104,20.611878453038674,18.64406779661017,11.13033448673587,25.53741838272225,15.254237288135593,19.49928760431509,3.4254143646408837,16.949152542372882,2.2621107266435936,3.4254143646408837,16.949152542372882,2.2621107266435936,3.4254143646408837,16.949152542372882,2.2621107266435936,3.4254143646408837,16.949152542372882,2.2621107266435936,31.624018610061057,22.88135593220339,13.080633322847852,22.274401473296518,10.734463276836157,10.986159169550174,31.4335562663565,22.88135593220339,12.771311733249451,12.632202052091552,9.6045197740113,-13.23529411764706,6.143646408839781,3.578154425612058,0.21145713187237428,13.54281767955801,5.084745762711864,11.649365628604382,20.368865778355545,19.915254237288135,12.554343004169978,-1.1687207819804648,2.0715630885122196,-11.38119953863898
24,1452.0,102.6,1397.5652173913047,3605.777777777778,185.0,3758.857142857143,2428.08,121.66666666666669,2563.4736842105262,2638.4347826086955,143.0,2808.3529411764707,2967.052631578948,180.0,3162.714285714286,3827.111111111111,195.0,3980.4285714285716,2924.190476190476,146.0,3101.3125,2842.0,150.0,2959.7058823529414,3464.25,168.0,3331.142857142857,3464.25,168.0,3331.142857142857,3464.25,168.0,3331.142857142857,3464.25,168.0,3331.142857142857,2550.0,136.5,3044.25,2832.5263157894733,160.0,3050.0,2505.8,136.5,2984.666666666666,3419.4285714285716,162.0,4293.5,3352.0,170.66666666666666,3378.4615384615386,3160.2352941176473,142.33333333333334,3236.4285714285716,2758.736842105264,146.25,2823.6,3366.933333333333,178.66666666666663,3428.333333333333,59.889502762430936,42.03389830508475,59.70111829898198,0.39287906691221464,-4.519774011299435,-8.386884165430885,32.92596685082873,31.261770244821083,26.082073696351607,27.115061253903438,19.2090395480226,19.020964787299,18.03722012212851,-1.694915254237288,8.802932937881033,-5.721301411909139,-10.169491525423728,-14.775910364145663,19.221257563799,17.51412429378531,10.573457324106114,21.49171270718232,15.254237288135593,14.656693127077814,4.302486187845304,5.084745762711864,3.9462843961113934,4.302486187845304,5.084745762711864,3.9462843961113934,4.302486187845304,5.084745762711864,3.9462843961113934,4.302486187845304,5.084745762711864,3.9462843961113934,29.558011049723756,22.88135593220339,12.21885813148789,21.753416690898526,9.6045197740113,12.053056516724338,30.77900552486187,22.88135593220339,13.936947327950806,5.5406471981057575,8.474576271186441,-23.803344867358707,7.403314917127071,3.578154425612058,2.581847218525416,12.70068248293792,19.585687382297547,6.677376833086172,23.79179994184354,17.372881355932204,18.581314878892737,6.990791896869255,-0.9416195856873609,1.1437908496732114
25,1463.2758620689654,104.4,1401.25,3596.2105263157896,195.0,3675.0,2585.4,121.66666666666669,2750.947368421052,2727.217391304348,146.66666666666666,2899.058823529412,3112.105263157894,182.4,3326.785714285714,3732.315789473684,197.5,3830.0,2947.0,148.0,3096.1764705882347,3023.5454545454545,150.0,3172.8235294117653,3346.9230769230767,176.0,3188.95652173913,3346.9230769230767,176.0,3188.95652173913,3346.9230769230767,176.0,3188.95652173913,3346.9230769230767,176.0,3188.95652173913,2654.9,136.5,3192.0,2690.5714285714284,138.85714285714286,2986.285714285714,2616.7,136.5,3141.333333333333,3008.9411764705883,162.0,3382.818181818182,3217.5,170.66666666666666,3183.4666666666667,3377.1764705882347,170.66666666666666,3443.142857142857,2857.8,148.5,2905.875,3413.25,192.0,3414.615384615385,59.57801485997332,41.01694915254237,59.59486735870819,0.6571677813317791,-10.169491525423728,-5.968858131487889,28.580110497237563,31.261770244821083,20.676258119346826,24.662503002642318,17.137476459510363,16.405454915530214,14.030241349229444,-3.0508474576271216,4.071922886801781,-3.1026461180575735,-11.581920903954803,-10.438292964244521,18.591160220994475,16.384180790960453,10.72155505800938,16.476644902059267,15.254237288135593,8.511432254562708,7.543561410964732,0.5649717514124294,8.04623639737226,7.543561410964732,0.5649717514124294,8.04623639737226,7.543561410964732,0.5649717514124294,8.04623639737226,7.543561410964732,0.5649717514124294,8.04623639737226,26.660220994475132,22.88135593220339,7.958477508650519,25.67482241515391,21.54963680387409,13.890261987147802,27.71546961325967,22.88135593220339,9.419454056132265,16.880077998050044,8.474576271186441,2.4562231309636107,11.118784530386739,3.578154425612058,8.204536716647443,6.7078323041924115,3.578154425612058,0.7167572911517623,21.055248618784525,16.10169491525424,16.208910034602077,5.711325966850828,-8.474576271186441,1.539348771182664
