num_images,all,giraffes,zebras
2,0.0,0.0,0.0
3,1848.0,0.0,1496.0
4,2070.0,0.0,1767.5
5,2499.0,64.0,3904.0
6,2816.6666666666665,0.0,2433.6666666666665
7,2409.75,34.666666666666664,7661.0
8,2273.6,78.0,2337.5
9,3967.5,204.0,4305.0
10,4726.75,68.0,5490.666666666667
11,2376.0,120.0,2411.875
12,1987.6153846153845,97.5,1953.090909090909
13,2585.4545454545455,76.66666666666667,2964.375
14,3622.75,126.0,3557.1428571428573
15,2355.714285714286,64.5,2381.3333333333335
16,1929.6315789473683,41.0,2082.266666666667
17,2400.5882352941176,98.0,2355.266666666667
18,3080.0,64.5,3132.0
19,3490.153846153846,164.5,3424.0
20,2432.0,115.0,2356.4210526315787
21,3132.0,80.5,3567.2727272727275
22,3327.3684210526317,103.33333333333333,3401.625
23,2759.0,120.0,2748.705882352941
24,2923.909090909091,68.4,3288.0
25,4190.5,178.5,4201.714285714285
26,2626.3214285714284,87.0,2487.5384615384614
27,3057.608695652174,108.0,3286.6666666666665
28,2880.3703703703704,120.0,2736.12
29,3572.1739130434785,150.75,3630.8947368421054
30,2929.935483870968,115.5,2905.777777777778
31,3427.5185185185187,114.0,3297.0
32,2805.3030303030305,248.0,2585.8064516129034
33,3932.962962962963,176.0,3835.0
34,2741.878787878788,80.0,2777.2758620689656
35,3422.7741935483873,156.33333333333334,3287.5
36,2919.5526315789475,155.25,2790.0
37,4162.481481481482,198.0,3864.0
38,3959.1724137931033,138.0,3919.8076923076924
39,2541.913043478261,122.5,2427.0238095238096
40,3503.4375,111.0,3490.714285714286
41,3710.9375,225.0,3478.0
42,3462.6666666666665,231.0,3184.6486486486488
43,3025.409090909091,259.0,2771.785714285714
44,3342.8571428571427,150.0,3217.5
45,3057.9545454545455,225.0,2828.3571428571427
46,3470.3414634146343,185.0,3319.324324324324
47,3196.75,156.0,3128.2051282051284
48,3738.4615384615386,213.33333333333334,3512.8888888888887
49,3551.7045454545455,150.0,3442.8
50,3553.0434782608695,123.33333333333333,3391.813953488372
51,3364.36,166.0,3239.133333333333
52,3037.4074074074074,182.25,2851.12
53,3496.169811320755,260.0,3230.76
54,3699.304347826087,180.0,3570.4761904761904
55,3288.296296296296,144.0,3188.5714285714284
56,3425.377358490566,160.0,3273.714285714286
57,3380.240740740741,144.0,3282.591836734694
58,3196.896551724138,132.0,3187.5882352941176
59,3597.6666666666665,192.5,3365.5
60,3492.214285714286,160.0,3378.5882352941176
61,3500.0555555555557,189.6,3369.795918367347
62,3506.1071428571427,301.0,3228.5925925925926
63,3913.188679245283,297.0,3662.26
64,3844.4528301886794,340.0,3515.8823529411766
65,3519.410714285714,196.8,3359.823529411765
66,3401.548387096774,207.5,3192.844827586207
67,3757.25,139.5,3669.96
68,3549.377049180328,205.0,3337.0526315789475
69,3489.133333333333,133.5,3485.0384615384614
70,3682.4193548387098,246.0,3443.4406779661017
71,3810.098360655738,270.0,3521.1724137931033
72,3557.0923076923077,154.14285714285714,3472.7586206896553
73,3092.6329113924053,151.875,3009.8028169014083
74,3325.0,172.0,3224.516129032258
