threshold,all,giraffes,zebras
40,3550.6,190.77777777777777,3382.7327586206898
45,3676.372549019608,217.14285714285714,3489.684210526316
50,3495.4545454545455,213.2,3332.22
55,4260.615384615385,175.0,4307.272727272727
60,2493.3333333333335,50.0,3168.0
65,36200.0,1770.0,34680.0
70,36200.0,1770.0,34680.0
75,36200.0,1770.0,34680.0
80,36200.0,1770.0,34680.0
85,36200.0,1770.0,34680.0
