threshold,all,giraffes,zebras
40,3536.0388349514565,176.25,3381.7263157894736
45,3489.5454545454545,170.625,3364.85
50,3447.846153846154,165.0,3382.3508771929824
55,2912.775,138.85714285714286,2938.181818181818
60,1955.1724137931035,119.42857142857143,2026.8181818181818
65,1469.3684210526317,139.5,1427.6
70,1093.7142857142858,78.75,1206.0
75,1145.142857142857,198.0,1015.0
80,998.4,110.0,952.0
85,945.0,26.0,1520.0
90,0.0,0.0,0.0
