threshold,all,giraffes,zebras
40,3529.196850393701,173.4,3385.128205128205
45,3656.7714285714287,240.0,3437.7979797979797
50,3640.2631578947367,243.0,3429.622641509434
55,4282.7692307692305,127.5,4392.181818181818
60,1464.0,48.0,1782.0
65,36200.0,1770.0,34680.0
70,36200.0,1770.0,34680.0
75,36200.0,1770.0,34680.0
80,36200.0,1770.0,34680.0
85,36200.0,1770.0,34680.0
