threshold,all,giraffes,zebras
40,3254.24,179.55555555555554,3080.301724137931
45,3301.367924528302,177.77777777777777,3143.6701030927834
50,3201.5,180.0,3051.0405405405404
55,2901.346153846154,170.85714285714286,2804.8444444444444
60,3381.818181818182,164.0,3391.5
65,3192.0,136.0,4099.666666666667
70,2064.0,141.0,2562.0
75,4260.0,155.0,0.0
80,0.0,0.0,0.0
85,0.0,0.0,0.0
90,0.0,0.0,0.0
