threshold,all,giraffes,zebras
40,3247.4166666666665,203.57142857142858,3041.5841584158416
45,2991.84,180.0,2794.978723404255
50,2923.6363636363635,180.0,2727.8709677419356
55,2698.5974025974024,202.5,2483.890410958904
60,2505.7066666666665,202.5,2294.9859154929577
65,2767.9148936170213,228.0,2531.7954545454545
70,2681.8636363636365,213.0,2467.9024390243903
75,2183.4375,135.33333333333334,2045.9310344827586
80,2097.037037037037,135.33333333333334,1970.25
85,2529.5454545454545,200.0,2320.0
