threshold,all,giraffes,zebras
40,3273.8813559322034,200.0,3077.7454545454543
45,3395.0967741935483,187.5,3223.4823529411765
50,3276.7012987012986,178.125,3145.6376811594205
55,2895.6666666666665,149.14285714285714,2868.2105263157896
60,2273.896551724138,145.8,2211.25
65,2166.75,118.8,2439.0
70,1866.375,129.0,2277.0
75,1650.25,72.0,2502.5
80,36200.0,1770.0,34680.0
85,36200.0,1770.0,34680.0
