threshold,all,giraffes,zebras
40,3336.0,177.77777777777777,3170.9158878504672
45,3349.469387755102,194.0,3176.8
50,3315.0135135135133,197.14285714285714,3154.7014925373132
55,3233.4545454545455,165.28571428571428,3216.6486486486488
60,2358.6206896551726,124.14285714285714,2497.909090909091
65,2080.0,111.6,2428.8
70,1465.090909090909,99.0,1748.5714285714287
75,1081.0,67.5,1176.0
80,3330.0,0.0,2548.0
85,0.0,0.0,0.0
90,0.0,0.0,0.0
