threshold,all,giraffes,zebras
40,3112.3177570093458,244.4,2881.3529411764707
45,2840.04,231.4,2630.5789473684213
50,2829.75,231.4,2620.1263157894737
55,2979.2,269.75,2743.154929577465
60,2997.4583333333335,260.0,2766.75
65,3220.88,198.0,3050.086956521739
70,3110.204081632653,180.0,2951.6666666666665
75,3173.0,135.33333333333334,3112.6666666666665
80,3293.125,128.33333333333334,3278.4285714285716
85,3429.25,87.0,3620.8
