threshold,all,giraffes,zebras
40,3087.2545454545457,219.33333333333334,2870.394230769231
45,2841.93,223.6,2634.157894736842
50,2828.05,223.6,2620.0526315789475
55,2882.36,263.25,2651.718309859155
60,2891.698630136986,256.75,2657.8695652173915
65,3112.9245283018868,234.0,2911.0408163265306
70,3053.921568627451,224.25,2840.808510638298
75,3322.6666666666665,130.66666666666666,3260.8333333333335
80,3329.92,126.0,3291.818181818182
85,4213.125,102.0,4816.666666666667
