threshold,all,giraffes,zebras
40,3193.296,179.55555555555554,3018.7241379310344
45,3322.627450980392,174.22222222222223,3171.451612903226
50,3089.2195121951218,168.0,2939.972972972973
55,2856.396226415094,167.14285714285714,2751.913043478261
60,2925.576923076923,160.0,2941.714285714286
65,2295.0,132.0,2499.0
70,1742.0,125.33333333333333,2535.0
75,5733.0,245.0,0.0
80,0.0,0.0,0.0
85,0.0,0.0,0.0
90,0.0,0.0,0.0
