threshold,all,giraffes,zebras
40,3112.1964285714284,179.44444444444446,2944.0776699029125
45,2858.4,178.0,2669.6629213483147
50,2931.25,174.0,2749.439024390244
55,2930.0,200.0,2721.153846153846
60,2837.593220338983,197.5,2629.9636363636364
65,2741.6666666666665,213.0,2538.5454545454545
70,2849.4666666666667,315.0,2567.25
75,3638.0,216.0,3679.4285714285716
80,2980.0,216.0,2940.285714285714
85,1500.7142857142858,143.5,1507.2
90,1222.5,140.0,1235.0
