threshold,all,giraffes,zebras
40,3266.7105263157896,177.77777777777777,3102.4
45,3299.5164835164837,196.0,3130.4457831325303
50,3085.285714285714,186.0,2945.449275362319
55,2709.176470588235,163.42857142857142,2621.4545454545455
60,2496.6060606060605,164.0,2462.703703703704
65,2003.55,138.0,2074.0
70,1788.2727272727273,96.75,2120.0
75,2002.0,101.5,2544.0
80,1387.5,19.0,2304.0
85,0.0,0.0,0.0
90,0.0,0.0,0.0
