threshold,all,giraffes,zebras
40,3620.9302325581393,176.8,3468.3529411764707
45,3620.9302325581393,176.8,3468.3529411764707
50,3265.6,175.1,3109.090909090909
55,0.0,0.0,0.0
60,0.0,0.0,0.0
65,0.0,0.0,0.0
70,0.0,0.0,0.0
75,0.0,0.0,0.0
80,0.0,0.0,0.0
85,0.0,0.0,0.0
90,0.0,0.0,0.0
